datetime,open,high,low,close,volume,oi,ma20,signal_type,exit_reason,raw_pnl,win,atr14
2022-01-03 09:15:00,1127.15,1136.2,1126.55,1135.3,393792,0,1129.795,,,,,1.8321428571429286
2022-01-03 09:20:00,1135.3,1137.6,1133.85,1134.2,137118,0,1129.9050000000002,L,target,8.244642857143162,1.0,2.0178571428572076
2022-01-03 09:25:00,1134.2,1134.7,1132.8,1134.2,65316,0,1130.0124999999998,,,,,2.0285714285715
2022-01-03 09:30:00,1133.85,1135.2,1133.5,1134.3,77094,0,1130.1525,,,,,2.0607142857143605
2022-01-03 09:35:00,1134.3,1134.3,1133.35,1133.65,40062,0,1130.31,,,,,1.9928571428572144
2022-01-03 09:40:00,1134.05,1134.3,1132.9,1133.3,36736,0,1130.5475,,,,,1.9428571428571948
2022-01-03 09:45:00,1133.3,1134.3,1132.0,1134.3,66468,0,1130.7625,,,,,2.042857142857185
2022-01-03 09:50:00,1134.3,1136.7,1134.25,1136.2,97164,0,1131.0975,,,,,2.117857142857182
2022-01-03 09:55:00,1136.2,1136.7,1135.3,1136.2,47998,0,1131.4525,,,,,2.082142857142896
2022-01-03 10:00:00,1136.35,1136.45,1134.5,1135.75,45174,0,1131.8049999999998,,,,,2.157142857142893
2022-01-03 10:05:00,1135.7,1135.75,1134.8,1135.6,23542,0,1132.13,,,,,2.157142857142893
2022-01-03 10:10:00,1135.5,1138.5,1135.25,1137.95,122960,0,1132.5975,,,,,2.3428571428571723
2022-01-03 10:15:00,1137.95,1138.1,1136.0,1137.2,60446,0,1133.0025,,,,,2.4464285714285876
2022-01-03 10:20:00,1137.2,1137.55,1136.7,1137.5,48090,0,1133.4025,,,,,2.4714285714285813
2022-01-03 10:25:00,1137.65,1138.6,1137.2,1137.6,64268,0,1133.855,,,,,1.8821428571428507
2022-01-03 10:30:00,1137.6,1139.7,1137.2,1139.1,82452,0,1134.36,,,,,1.7928571428571363
2022-01-03 10:35:00,1139.1,1139.55,1137.4,1137.5,63270,0,1134.81,,,,,1.810714285714263
2022-01-03 10:40:00,1137.75,1138.1,1137.4,1137.75,34304,0,1135.26,,,,,1.7392857142856752
2022-01-03 10:45:00,1137.75,1138.1,1137.65,1137.8,25438,0,1135.7,,,,,1.7035714285713734
2022-01-03 10:50:00,1138.0,1139.1,1137.8,1138.2,30314,0,1136.1799999999998,,,,,1.6964285714285228
2022-01-03 10:55:00,1138.2,1140.0,1137.2,1139.75,61652,0,1136.4025,,,,,1.7321428571428084
2022-01-03 11:00:00,1139.4,1140.0,1137.3,1138.0,36144,0,1136.5925,,,,,1.7499999999999514
2022-01-03 11:05:00,1138.3,1138.3,1136.3,1136.45,51708,0,1136.7050000000002,,,,,1.7928571428570876
2022-01-03 11:10:00,1136.45,1138.1,1136.45,1138.1,24160,0,1136.895,,,,,1.7714285714285032
2022-01-03 11:15:00,1138.1,1138.9,1136.25,1136.35,40862,0,1137.0300000000002,,,,,1.892857142857078
2022-01-03 11:20:00,1136.35,1137.6,1135.8,1136.9,41290,0,1137.21,,,,,1.789285714285646
2022-01-03 11:25:00,1136.9,1137.9,1136.9,1137.5,17152,0,1137.37,,,,,1.710714285714224
2022-01-03 11:30:00,1137.6,1138.1,1136.7,1137.65,44952,0,1137.4425,,,,,1.749999999999935
2022-01-03 11:35:00,1137.9,1139.1,1137.65,1138.7,57308,0,1137.5675,,,,,1.7535714285713604
2022-01-03 11:40:00,1138.9,1139.3,1138.6,1139.1,56772,0,1137.735,,,,,1.624999999999935
2022-01-03 11:45:00,1139.1,1139.85,1138.1,1139.85,48724,0,1137.9474999999998,,,,,1.5964285714285162
