signal_id,date,pass,outcome,pnl,ER,run_length_mean,VR
S032,2022-01-12,True,L,-0.5714,0.0158,8.81,1.2088
S033,2022-01-12,False,L,-0.5714,0.0158,8.81,1.2088
S034,2022-01-12,False,L,-0.8036,0.0158,8.81,1.2088
S035,2022-01-12,False,L,-0.7321,0.0158,8.81,1.2088
S036,2022-01-12,False,L,-0.7411,0.0158,8.81,1.2088
S037,2022-01-12,False,L,-0.6964,0.0158,8.81,1.2088
S038,2022-01-14,False,W,0.7232,0.0102,9.36,1.2168
S039,2022-01-14,False,L,-1.0536,0.0102,9.36,1.2168
S040,2022-01-14,False,EOD-,-0.25,0.0102,9.36,1.2168
S041,2022-01-14,False,EOD+,0.1,0.0102,9.36,1.2168
S042,2022-01-17,False,EOD-,-1.05,0.0022,9.36,1.1641
S043,2022-01-17,False,L,-1.0982,0.0022,9.36,1.1641
S044,2022-01-17,False,L,-0.8036,0.0022,9.36,1.1641
S045,2022-01-17,False,L,-0.3482,0.0022,9.36,1.1641
S046,2022-01-18,False,L,-1.0268,0.0083,9.17,1.1184
S047,2022-01-18,False,L,-1.1964,0.0083,9.17,1.1184
S048,2022-01-18,False,EOD-,-1.05,0.0083,9.17,1.1184
S049,2022-01-18,False,L,-1.1875,0.0083,9.17,1.1184
S050,2022-01-18,False,L,-0.8661,0.0083,9.17,1.1184
S051,2022-01-18,False,L,-0.8393,0.0083,9.17,1.1184
S052,2022-01-18,False,L,-0.7411,0.0083,9.17,1.1184
S053,2022-01-19,False,L,-1.1161,0.0055,8.47,1.0678
S054,2022-01-19,False,L,-1.4286,0.0055,8.47,1.0678
S055,2022-01-19,False,L,-0.5446,0.0055,8.47,1.0678
S056,2022-01-19,False,EOD-,-0.55,0.0055,8.47,1.0678
S057,2022-01-19,False,EOD-,-0.55,0.0055,8.47,1.0678
S058,2022-01-19,False,EOD-,-0.5,0.0055,8.47,1.0678
S059,2022-01-19,False,EOD-,-0.45,0.0055,8.47,1.0678
S060,2022-01-19,False,EOD-,-0.7,0.0055,8.47,1.0678
S061,2022-01-20,False,W,1.7357,0.0384,8.82,1.1656
S062,2022-01-20,False,W,1.5268,0.0384,8.82,1.1656
S063,2022-01-20,False,W,1.3982,0.0384,8.82,1.1656
S064,2022-01-20,False,W,1.2054,0.0384,8.82,1.1656
S065,2022-01-20,False,W,1.1089,0.0384,8.82,1.1656
S066,2022-01-21,False,L,-2.3125,0.0368,8.71,1.1618
S067,2022-01-21,False,L,-0.8661,0.0368,8.71,1.1618
S068,2022-01-21,False,L,-0.8482,0.0368,8.71,1.1618
S069,2022-01-24,False,L,-1.9196,0.0281,8.38,1.0777
S070,2022-01-24,False,L,-1.9643,0.0281,8.38,1.0777
S071,2022-01-24,False,L,-0.7679,0.0281,8.38,1.0777
S072,2022-01-24,False,L,-0.7589,0.0281,8.38,1.0777
S073,2022-01-24,False,L,-1.0714,0.0281,8.38,1.0777
S074,2022-01-24,True,L,-1.0357,0.0281,8.38,1.0777
S075,2022-01-24,False,EOD+,0.1,0.0281,8.38,1.0777
S076,2022-01-24,False,EOD-,-0.05,0.0281,8.38,1.0777
S077,2022-01-25,False,W,3.6643,0.0406,8.67,1.0287
S078,2022-01-25,False,L,-1.2143,0.0406,8.67,1.0287
S079,2022-01-25,False,L,-1.1964,0.0406,8.67,1.0287
S080,2022-01-25,False,L,-1.0625,0.0406,8.67,1.0287
S081,2022-01-25,False,W,2.2179,0.0406,8.67,1.0287
S082,2022-01-27,False,L,-1.5268,0.0269,8.48,1.0031
S083,2022-01-27,False,L,-1.2411,0.0269,8.48,1.0031
S084,2022-01-27,False,L,-1.2054,0.0269,8.48,1.0031
S085,2022-01-27,False,L,-1.1964,0.0269,8.48,1.0031
S086,2022-01-27,False,EOD+,0.9,0.0269,8.48,1.0031
S087,2022-01-27,False,EOD+,1.1,0.0269,8.48,1.0031
S088,2022-01-27,False,W,1.5589,0.0269,8.48,1.0031
S089,2022-01-27,False,W,1.7518,0.0269,8.48,1.0031
S090,2022-01-28,False,L,-1.6607,0.0134,8.53,0.996
S091,2022-01-28,False,L,-0.9821,0.0134,8.53,0.996
S092,2022-01-28,False,L,-0.5446,0.0134,8.53,0.996
S093,2022-01-31,False,L,-0.8482,0.0253,8.28,1.0056
S094,2022-01-31,False,L,-0.7857,0.0253,8.28,1.0056
S095,2022-01-31,False,L,-0.7679,0.0253,8.28,1.0056
S096,2022-01-31,False,L,-0.6875,0.0253,8.28,1.0056
S097,2022-01-31,False,L,-0.7857,0.0253,8.28,1.0056
S098,2022-01-31,False,W,1.4786,0.0253,8.28,1.0056
S099,2022-01-31,False,EOD+,0.5,0.0253,8.28,1.0056
S100,2022-02-01,False,L,-1.4821,0.0167,7.97,0.9584
S101,2022-02-01,False,L,-1.5179,0.0167,7.97,0.9584
S102,2022-02-01,False,L,-1.25,0.0167,7.97,0.9584
S103,2022-02-01,False,L,-1.1696,0.0167,7.97,0.9584
S104,2022-02-01,False,L,-0.8036,0.0167,7.97,0.9584
S105,2022-02-01,False,L,-1.0357,0.0167,7.97,0.9584
S106,2022-02-01,False,EOD-,-0.1,0.0167,7.97,0.9584
S107,2022-02-02,False,EOD-,-0.8,0.0097,7.69,0.9125
S108,2022-02-02,False,L,-0.6964,0.0097,7.69,0.9125
S109,2022-02-02,False,EOD-,-0.05,0.0097,7.69,0.9125
S110,2022-02-02,False,EOD-,-0.15,0.0097,7.69,0.9125
S111,2022-02-02,False,EOD-,-0.3,0.0097,7.69,0.9125
S112,2022-02-02,False,EOD-,-0.45,0.0097,7.69,0.9125
S113,2022-02-02,False,EOD-,-0.05,0.0097,7.69,0.9125
S114,2022-02-03,False,L,-0.7321,0.0107,7.73,0.9117
S115,2022-02-03,False,L,-0.9196,0.0107,7.73,0.9117
S116,2022-02-03,False,L,-0.7679,0.0107,7.73,0.9117
S117,2022-02-03,False,L,-0.6429,0.0107,7.73,0.9117
S118,2022-02-03,False,EOD-,-0.1,0.0107,7.73,0.9117
S119,2022-02-04,False,L,-1.1696,0.0035,7.57,0.9074
S120,2022-02-04,False,L,-1.25,0.0035,7.57,0.9074
S121,2022-02-04,False,L,-0.4196,0.0035,7.57,0.9074
S122,2022-02-07,False,EOD+,0.6,0.0205,7.45,0.8854
S123,2022-02-07,False,L,-0.625,0.0205,7.45,0.8854
S124,2022-02-07,False,L,-0.625,0.0205,7.45,0.8854
S125,2022-02-07,False,L,-0.6161,0.0205,7.45,0.8854
S126,2022-02-07,False,EOD-,0.0,0.0205,7.45,0.8854
S127,2022-02-08,False,L,-0.9554,0.0141,7.42,0.8967
S128,2022-02-08,False,L,-0.7768,0.0141,7.42,0.8967
S129,2022-02-08,False,L,-0.5893,0.0141,7.42,0.8967
S130,2022-02-08,False,L,-0.5446,0.0141,7.42,0.8967
S131,2022-02-08,False,EOD+,0.15,0.0141,7.42,0.8967
S132,2022-02-08,False,EOD+,0.15,0.0141,7.42,0.8967
S133,2022-02-08,False,EOD+,0.15,0.0141,7.42,0.8967
S134,2022-02-08,False,EOD+,0.3,0.0141,7.42,0.8967
S135,2022-02-08,False,EOD+,0.3,0.0141,7.42,0.8967
S136,2022-02-09,False,L,-1.0089,0.0118,7.38,0.9034
S137,2022-02-09,False,EOD-,-0.65,0.0118,7.38,0.9034
S138,2022-02-09,False,EOD-,-0.45,0.0118,7.38,0.9034
S139,2022-02-09,True,L,-1.3482,0.0118,7.38,0.9034
S140,2022-02-09,False,L,-1.0089,0.0118,7.38,0.9034
S141,2022-02-09,False,EOD-,-0.2,0.0118,7.38,0.9034
S142,2022-02-09,False,L,-0.8839,0.0118,7.38,0.9034
S143,2022-02-09,False,L,-0.7411,0.0118,7.38,0.9034
S144,2022-02-09,False,EOD+,0.05,0.0118,7.38,0.9034
S145,2022-02-09,False,EOD+,0.05,0.0118,7.38,0.9034
S146,2022-02-10,False,L,-0.7232,0.0093,7.31,0.8938
S147,2022-02-10,False,L,-0.6339,0.0093,7.31,0.8938
S148,2022-02-10,False,L,-0.4018,0.0093,7.31,0.8938
S149,2022-02-10,True,L,-0.5268,0.0093,7.31,0.8938
S150,2022-02-10,False,L,-0.6964,0.0093,7.31,0.8938
S151,2022-02-11,False,W,0.8036,0.001,7.06,0.9059
S152,2022-02-11,False,W,0.7554,0.001,7.06,0.9059
S153,2022-02-11,False,W,0.5946,0.001,7.06,0.9059
S154,2022-02-14,False,L,-1.7321,0.0194,7.37,0.9456
S155,2022-02-14,False,L,-0.7679,0.0194,7.37,0.9456
S156,2022-02-15,False,L,-1.4643,0.0085,7.49,0.956
S157,2022-02-15,False,W,1.7679,0.0085,7.49,0.956
S158,2022-02-15,False,W,1.6232,0.0085,7.49,0.956
S159,2022-02-15,False,L,-0.7411,0.0085,7.49,0.956
S160,2022-02-15,False,W,1.2696,0.0085,7.49,0.956
S161,2022-02-16,False,L,-1.6964,0.0206,7.33,0.9864
S162,2022-02-16,False,L,-0.5446,0.0206,7.33,0.9864
S163,2022-02-16,False,L,-0.5089,0.0206,7.33,0.9864
S164,2022-02-16,False,L,-0.5982,0.0206,7.33,0.9864
S165,2022-02-16,False,L,-0.8036,0.0206,7.33,0.9864
S166,2022-02-16,False,L,-0.8661,0.0206,7.33,0.9864
S167,2022-02-17,False,EOD+,0.25,0.0303,7.33,0.9451
S168,2022-02-17,False,EOD-,-0.2,0.0303,7.33,0.9451
S169,2022-02-17,False,L,-1.0804,0.0303,7.33,0.9451
S170,2022-02-17,False,L,-1.0268,0.0303,7.33,0.9451
S171,2022-02-17,False,EOD+,0.1,0.0303,7.33,0.9451
S172,2022-02-17,False,EOD+,0.2,0.0303,7.33,0.9451
S173,2022-02-17,False,EOD+,0.25,0.0303,7.33,0.9451
S174,2022-02-18,False,L,-1.1786,0.0522,7.44,0.9144
S175,2022-02-21,False,L,-0.9286,0.0503,7.44,0.9264
S176,2022-02-21,False,EOD+,1.6,0.0503,7.44,0.9264
S177,2022-02-21,False,EOD+,2.0,0.0503,7.44,0.9264
S178,2022-02-21,False,EOD+,1.65,0.0503,7.44,0.9264
S179,2022-02-21,False,W,1.4786,0.0503,7.44,0.9264
S180,2022-02-21,False,EOD+,0.75,0.0503,7.44,0.9264
S181,2022-02-21,False,L,-0.4107,0.0503,7.44,0.9264
S182,2022-02-21,False,EOD+,0.5,0.0503,7.44,0.9264
S183,2022-02-21,False,L,-0.4018,0.0503,7.44,0.9264
S184,2022-02-21,False,L,-0.5089,0.0503,7.44,0.9264
S185,2022-02-21,False,EOD+,0.35,0.0503,7.44,0.9264
S186,2022-02-22,False,W,2.7482,0.0442,7.71,1.0128
S187,2022-02-22,False,W,2.1536,0.0442,7.71,1.0128
S188,2022-02-22,False,EOD+,1.85,0.0442,7.71,1.0128
S189,2022-02-22,False,L,-0.9643,0.0442,7.71,1.0128
S190,2022-02-22,False,W,1.9125,0.0442,7.71,1.0128
S191,2022-02-23,False,L,-0.7143,0.0487,7.55,1.0294
S192,2022-02-23,True,L,-0.5714,0.0487,7.55,1.0294
S193,2022-02-23,False,L,-0.5,0.0487,7.55,1.0294
S194,2022-02-23,False,L,-0.6071,0.0487,7.55,1.0294
S195,2022-02-23,False,L,-0.5893,0.0487,7.55,1.0294
S196,2022-02-24,False,L,-1.1875,0.0676,7.67,1.0252
S197,2022-02-24,False,L,-0.7411,0.0676,7.67,1.0252
S198,2022-02-24,False,L,-0.7143,0.0676,7.67,1.0252
S199,2022-02-24,False,L,-0.7143,0.0676,7.67,1.0252
S200,2022-02-24,False,L,-0.8393,0.0676,7.67,1.0252
S201,2022-02-24,False,L,-1.0804,0.0676,7.67,1.0252
S202,2022-02-25,False,L,-0.6696,0.0436,7.7,1.0488
S203,2022-02-25,False,L,-0.6875,0.0436,7.7,1.0488
S204,2022-02-25,False,EOD+,0.5,0.0436,7.7,1.0488
S205,2022-02-25,False,EOD+,0.15,0.0436,7.7,1.0488
S206,2022-02-25,False,EOD+,0.35,0.0436,7.7,1.0488
S207,2022-02-28,False,W,2.6679,0.019,8.35,1.0576
S208,2022-03-02,False,EOD+,0.1,0.0178,8.74,1.0796
S209,2022-03-02,False,EOD+,0.2,0.0178,8.74,1.0796
S210,2022-03-02,False,EOD+,0.55,0.0178,8.74,1.0796
S211,2022-03-02,False,EOD+,0.2,0.0178,8.74,1.0796
S212,2022-03-02,False,EOD+,0.1,0.0178,8.74,1.0796
S213,2022-03-02,False,EOD-,-0.05,0.0178,8.74,1.0796
S214,2022-03-02,False,EOD-,-0.2,0.0178,8.74,1.0796
S215,2022-03-02,False,EOD-,-0.35,0.0178,8.74,1.0796
S216,2022-03-02,False,EOD-,-0.2,0.0178,8.74,1.0796
S217,2022-03-03,False,W,3.4554,0.0059,8.9,1.0708
S218,2022-03-03,False,EOD+,0.75,0.0059,8.9,1.0708
S219,2022-03-03,False,EOD+,0.75,0.0059,8.9,1.0708
S220,2022-03-03,False,EOD+,0.45,0.0059,8.9,1.0708
S221,2022-03-03,True,EOD+,0.6,0.0059,8.9,1.0708
S222,2022-03-03,False,W,1.8161,0.0059,8.9,1.0708
S223,2022-03-03,False,W,1.7839,0.0059,8.9,1.0708
S224,2022-03-03,True,EOD+,0.5,0.0059,8.9,1.0708
S225,2022-03-03,True,EOD+,0.4,0.0059,8.9,1.0708
S226,2022-03-03,False,W,1.5429,0.0059,8.9,1.0708
S227,2022-03-03,False,EOD+,0.4,0.0059,8.9,1.0708
S228,2022-03-04,False,W,1.9607,0.0024,9.01,1.0934
S229,2022-03-04,False,EOD-,-0.1,0.0024,9.01,1.0934
S230,2022-03-07,False,EOD+,0.05,0.0012,9.23,1.1684
S231,2022-03-07,False,L,-0.8393,0.0012,9.23,1.1684
S232,2022-03-07,False,W,1.4946,0.0012,9.23,1.1684
S233,2022-03-07,False,L,-1.2946,0.0012,9.23,1.1684
S234,2022-03-08,False,L,-1.1339,0.0005,9.4,1.3156
S235,2022-03-08,False,L,-1.0982,0.0005,9.4,1.3156
S236,2022-03-08,False,L,-1.2054,0.0005,9.4,1.3156
S237,2022-03-08,False,L,-1.2054,0.0005,9.4,1.3156
S238,2022-03-08,False,EOD+,0.9,0.0005,9.4,1.3156
S239,2022-03-09,False,EOD+,0.15,0.0063,9.65,1.3256
S240,2022-03-09,False,EOD+,0.15,0.0063,9.65,1.3256
S241,2022-03-09,False,EOD+,0.4,0.0063,9.65,1.3256
S242,2022-03-09,False,EOD+,0.25,0.0063,9.65,1.3256
S243,2022-03-09,True,EOD-,-0.15,0.0063,9.65,1.3256
S244,2022-03-09,True,EOD-,-0.25,0.0063,9.65,1.3256
S245,2022-03-10,False,L,-1.0982,0.0111,9.58,1.265
S246,2022-03-10,False,L,-1.0,0.0111,9.58,1.265
S247,2022-03-10,False,EOD-,-0.15,0.0111,9.58,1.265
S248,2022-03-11,False,W,2.25,0.0029,10.17,1.2518
S249,2022-03-11,False,W,2.2821,0.0029,10.17,1.2518
S250,2022-03-11,True,W,2.1214,0.0029,10.17,1.2518
S251,2022-03-11,False,W,1.35,0.0029,10.17,1.2518
S252,2022-03-11,True,W,1.3339,0.0029,10.17,1.2518
S253,2022-03-11,False,W,1.3339,0.0029,10.17,1.2518
S254,2022-03-11,False,W,1.6071,0.0029,10.17,1.2518
S255,2022-03-11,False,EOD-,0.0,0.0029,10.17,1.2518
S256,2022-03-11,False,EOD-,-0.15,0.0029,10.17,1.2518
S257,2022-03-14,False,W,1.2375,0.0174,10.46,1.24
S258,2022-03-14,False,W,1.8161,0.0174,10.46,1.24
S259,2022-03-14,False,W,1.3018,0.0174,10.46,1.24
S260,2022-03-14,False,W,1.0607,0.0174,10.46,1.24
S261,2022-03-14,False,W,0.9804,0.0174,10.46,1.24
S262,2022-03-15,False,L,-0.7857,0.0183,10.11,1.2221
S263,2022-03-17,False,L,-0.8661,0.0265,9.71,1.2086
S264,2022-03-17,False,L,-0.8214,0.0265,9.71,1.2086
S265,2022-03-17,False,L,-0.6161,0.0265,9.71,1.2086
S266,2022-03-17,False,L,-0.6339,0.0265,9.71,1.2086
S267,2022-03-17,False,W,1.1893,0.0265,9.71,1.2086
S268,2022-03-17,False,EOD-,-0.15,0.0265,9.71,1.2086
S269,2022-03-21,False,L,-0.7321,0.0175,10.32,1.2168
S270,2022-03-22,False,W,2.0411,0.026,11.0,1.2331
S271,2022-03-22,False,W,0.3375,0.026,11.0,1.2331
S272,2022-03-22,True,W,0.5625,0.026,11.0,1.2331
S273,2022-03-23,False,EOD-,-0.3,0.03,10.24,1.234
S274,2022-03-23,False,L,-0.6607,0.03,10.24,1.234
S275,2022-03-23,False,L,-0.6071,0.03,10.24,1.234
S276,2022-03-23,False,L,-0.7411,0.03,10.24,1.234
S277,2022-03-23,False,EOD+,0.05,0.03,10.24,1.234
S278,2022-03-23,True,EOD-,-0.05,0.03,10.24,1.234
S279,2022-03-24,False,EOD+,0.4,0.0348,9.84,1.1764
S280,2022-03-24,True,EOD+,0.5,0.0348,9.84,1.1764
S281,2022-03-24,False,EOD+,0.35,0.0348,9.84,1.1764
S282,2022-03-24,False,EOD+,0.4,0.0348,9.84,1.1764
S283,2022-03-24,False,L,-0.9821,0.0348,9.84,1.1764
S284,2022-03-24,False,L,-0.9732,0.0348,9.84,1.1764
S285,2022-03-24,False,L,-0.9107,0.0348,9.84,1.1764
S286,2022-03-24,False,L,-0.8036,0.0348,9.84,1.1764
S287,2022-03-24,False,L,-0.8839,0.0348,9.84,1.1764
S288,2022-03-24,False,EOD+,0.85,0.0348,9.84,1.1764
S289,2022-03-25,False,W,1.0125,0.0253,10.24,1.1759
S290,2022-03-25,False,EOD-,0.0,0.0253,10.24,1.1759
S291,2022-03-28,True,L,-1.0268,0.0407,10.45,1.1738
S292,2022-03-28,False,W,1.2696,0.0407,10.45,1.1738
S293,2022-03-28,False,W,1.4946,0.0407,10.45,1.1738
S294,2022-03-28,False,EOD+,0.95,0.0407,10.45,1.1738
S295,2022-03-29,False,L,-1.4821,0.0427,10.53,1.1655
S296,2022-03-29,False,L,-0.9196,0.0427,10.53,1.1655
S297,2022-03-29,False,L,-0.6429,0.0427,10.53,1.1655
S298,2022-03-30,True,W,1.0929,0.0424,9.97,1.1775
S299,2022-03-30,False,L,-0.5268,0.0424,9.97,1.1775
S300,2022-03-30,False,L,-0.5446,0.0424,9.97,1.1775
S301,2022-03-30,False,L,-0.4821,0.0424,9.97,1.1775
S302,2022-03-30,False,L,-0.4554,0.0424,9.97,1.1775
S303,2022-03-30,False,L,-0.5089,0.0424,9.97,1.1775
S304,2022-03-30,False,L,-0.5,0.0424,9.97,1.1775
S305,2022-03-30,False,L,-0.5536,0.0424,9.97,1.1775
S306,2022-03-30,False,L,-0.5982,0.0424,9.97,1.1775
S307,2022-03-30,False,L,-0.5982,0.0424,9.97,1.1775
S308,2022-03-30,False,L,-0.5804,0.0424,9.97,1.1775
S309,2022-03-30,False,L,-0.6518,0.0424,9.97,1.1775
S310,2022-03-30,False,W,1.2696,0.0424,9.97,1.1775
S311,2022-03-30,False,W,1.5429,0.0424,9.97,1.1775
S312,2022-03-31,False,EOD+,0.9,0.0167,9.46,1.1979
S313,2022-03-31,False,EOD+,0.85,0.0167,9.46,1.1979
S314,2022-03-31,False,EOD+,0.4,0.0167,9.46,1.1979
S315,2022-03-31,False,EOD+,0.75,0.0167,9.46,1.1979
S316,2022-03-31,False,EOD+,1.05,0.0167,9.46,1.1979
S317,2022-03-31,False,EOD+,0.9,0.0167,9.46,1.1979
S318,2022-03-31,False,W,0.9482,0.0167,9.46,1.1979
S319,2022-04-01,False,EOD+,1.5,0.0273,9.71,1.2327
S320,2022-04-01,False,EOD+,1.3,0.0273,9.71,1.2327
S321,2022-04-01,False,EOD+,1.2,0.0273,9.71,1.2327
S322,2022-04-01,False,W,1.3339,0.0273,9.71,1.2327
S323,2022-04-01,False,EOD+,1.0,0.0273,9.71,1.2327
S324,2022-04-01,False,EOD+,1.05,0.0273,9.71,1.2327
S325,2022-04-01,False,EOD+,0.8,0.0273,9.71,1.2327
S326,2022-04-01,False,EOD+,0.9,0.0273,9.71,1.2327
S327,2022-04-01,True,EOD+,0.8,0.0273,9.71,1.2327
S328,2022-04-04,False,EOD+,1.6,0.0264,9.65,1.2048
S329,2022-04-04,False,EOD+,1.65,0.0264,9.65,1.2048
S330,2022-04-04,False,EOD+,1.35,0.0264,9.65,1.2048
S331,2022-04-04,False,EOD+,1.4,0.0264,9.65,1.2048
S332,2022-04-04,False,EOD+,1.5,0.0264,9.65,1.2048
S333,2022-04-04,False,EOD+,1.6,0.0264,9.65,1.2048
S334,2022-04-04,False,EOD+,1.45,0.0264,9.65,1.2048
S335,2022-04-04,False,W,1.3661,0.0264,9.65,1.2048
S336,2022-04-05,False,W,3.3589,0.0492,9.77,1.1639
S337,2022-04-05,False,W,1.7036,0.0492,9.77,1.1639
S338,2022-04-05,False,W,1.6232,0.0492,9.77,1.1639
S339,2022-04-05,False,W,1.4304,0.0492,9.77,1.1639
S340,2022-04-05,True,W,1.4625,0.0492,9.77,1.1639
S341,2022-04-05,True,W,1.5107,0.0492,9.77,1.1639
S342,2022-04-05,False,W,1.8804,0.0492,9.77,1.1639
S343,2022-04-05,False,W,1.7518,0.0492,9.77,1.1639
S344,2022-04-06,False,W,3.7446,0.0484,9.41,0.9212
S345,2022-04-06,False,EOD+,1.5,0.0484,9.41,0.9212
S346,2022-04-06,False,EOD+,1.6,0.0484,9.41,0.9212
S347,2022-04-06,False,W,2.5232,0.0484,9.41,0.9212
S348,2022-04-06,False,W,2.25,0.0484,9.41,0.9212
S349,2022-04-06,False,W,1.4464,0.0484,9.41,0.9212
S350,2022-04-06,False,EOD-,-0.25,0.0484,9.41,0.9212
S351,2022-04-07,False,L,-1.7589,0.0505,9.59,0.8389
S352,2022-04-08,True,L,-1.5804,0.0567,9.41,0.8686
S353,2022-04-08,False,EOD+,0.9,0.0567,9.41,0.8686
S354,2022-04-08,False,EOD+,0.8,0.0567,9.41,0.8686
S355,2022-04-08,False,EOD+,1.15,0.0567,9.41,0.8686
S356,2022-04-08,False,EOD+,0.6,0.0567,9.41,0.8686
S357,2022-04-08,True,EOD+,1.1,0.0567,9.41,0.8686
S358,2022-04-08,False,L,-0.6339,0.0567,9.41,0.8686
S359,2022-04-08,False,W,0.9804,0.0567,9.41,0.8686
S360,2022-04-11,False,L,-1.2589,0.0593,9.71,0.8889
S361,2022-04-11,False,EOD+,0.9,0.0593,9.71,0.8889
S362,2022-04-11,False,EOD+,0.9,0.0593,9.71,0.8889
S363,2022-04-12,False,EOD+,1.7,0.0565,9.59,0.8911
S364,2022-04-12,False,W,1.6232,0.0565,9.59,0.8911
S365,2022-04-12,False,W,0.8196,0.0565,9.59,0.8911
S366,2022-04-12,False,W,0.9482,0.0565,9.59,0.8911
S367,2022-04-13,False,L,-1.0446,0.042,9.12,0.8971
S368,2022-04-13,False,L,-1.1786,0.042,9.12,0.8971
S369,2022-04-13,False,L,-1.0714,0.042,9.12,0.8971
S370,2022-04-13,False,EOD-,0.0,0.042,9.12,0.8971
S371,2022-04-13,False,EOD+,0.1,0.042,9.12,0.8971
S372,2022-04-18,False,L,-1.1339,0.0566,9.23,0.9081
S373,2022-04-18,True,EOD+,0.95,0.0566,9.23,0.9081
S374,2022-04-18,True,EOD+,0.85,0.0566,9.23,0.9081
S375,2022-04-18,False,L,-0.6161,0.0566,9.23,0.9081
S376,2022-04-18,False,W,1.0607,0.0566,9.23,0.9081
S377,2022-04-19,False,L,-0.6964,0.0469,9.29,0.9093
S378,2022-04-19,False,L,-0.75,0.0469,9.29,0.9093
S379,2022-04-19,False,L,-0.6786,0.0469,9.29,0.9093
S380,2022-04-19,False,L,-0.6518,0.0469,9.29,0.9093
S381,2022-04-19,False,L,-0.5536,0.0469,9.29,0.9093
S382,2022-04-20,False,L,-1.8482,0.0549,8.7,0.9094
S383,2022-04-20,True,EOD+,0.7,0.0549,8.7,0.9094
S384,2022-04-20,False,EOD+,0.25,0.0549,8.7,0.9094
S385,2022-04-20,False,EOD-,0.0,0.0549,8.7,0.9094
S386,2022-04-20,True,EOD-,-0.1,0.0549,8.7,0.9094
S387,2022-04-20,False,EOD-,-0.05,0.0549,8.7,0.9094
S388,2022-04-20,True,EOD-,-0.15,0.0549,8.7,0.9094
S389,2022-04-20,False,EOD-,-0.05,0.0549,8.7,0.9094
S390,2022-04-21,False,L,-1.0089,0.0481,8.75,0.9123
S391,2022-04-21,False,W,0.6589,0.0481,8.75,0.9123
S392,2022-04-22,False,W,1.6232,0.0448,8.61,0.8968
S393,2022-04-22,False,L,-0.4643,0.0448,8.61,0.8968
S394,2022-04-22,False,L,-0.4821,0.0448,8.61,0.8968
S395,2022-04-22,False,L,-0.4643,0.0448,8.61,0.8968
S396,2022-04-22,False,L,-0.4286,0.0448,8.61,0.8968
S397,2022-04-22,False,L,-0.4821,0.0448,8.61,0.8968
S398,2022-04-22,False,L,-0.5268,0.0448,8.61,0.8968
S399,2022-04-22,False,L,-0.4107,0.0448,8.61,0.8968
S400,2022-04-25,False,L,-0.7589,0.0365,8.92,0.9092
S401,2022-04-25,False,EOD+,0.3,0.0365,8.92,0.9092
S402,2022-04-25,False,EOD+,0.45,0.0365,8.92,0.9092
S403,2022-04-26,False,W,1.4464,0.0559,8.47,0.9298
S404,2022-04-26,False,W,1.8482,0.0559,8.47,0.9298
S405,2022-04-26,False,W,1.7518,0.0559,8.47,0.9298
S406,2022-04-26,False,W,1.5107,0.0559,8.47,0.9298
S407,2022-04-26,False,W,1.5589,0.0559,8.47,0.9298
S408,2022-04-26,False,W,1.2214,0.0559,8.47,0.9298
S409,2022-04-26,False,W,1.2054,0.0559,8.47,0.9298
S410,2022-04-26,False,W,1.2054,0.0559,8.47,0.9298
S411,2022-04-26,False,W,1.2857,0.0559,8.47,0.9298
S412,2022-04-26,False,W,1.3018,0.0559,8.47,0.9298
S413,2022-04-27,False,L,-1.375,0.043,8.37,0.9426
S414,2022-04-27,False,L,-1.4196,0.043,8.37,0.9426
S415,2022-04-27,False,L,-1.1339,0.043,8.37,0.9426
S416,2022-04-27,False,EOD+,0.5,0.043,8.37,0.9426
S417,2022-04-28,False,W,1.4625,0.0597,8.52,0.9553
S418,2022-04-28,False,W,1.4625,0.0597,8.52,0.9553
S419,2022-04-29,False,L,-1.4464,0.0359,8.98,0.9195
S420,2022-04-29,False,L,-1.0179,0.0359,8.98,0.9195
S421,2022-05-02,False,EOD+,1.85,0.0261,9.2,0.8612
S422,2022-05-02,False,L,-0.8393,0.0261,9.2,0.8612
S423,2022-05-02,False,L,-0.8125,0.0261,9.2,0.8612
S424,2022-05-02,False,EOD+,0.4,0.0261,9.2,0.8612
S425,2022-05-02,False,EOD+,0.65,0.0261,9.2,0.8612
S426,2022-05-04,False,EOD-,-0.55,0.0299,8.88,0.9454
S427,2022-05-04,False,L,-0.7143,0.0299,8.88,0.9454
S428,2022-05-04,False,EOD-,-0.05,0.0299,8.88,0.9454
S429,2022-05-04,False,EOD-,-0.25,0.0299,8.88,0.9454
S430,2022-05-04,False,EOD-,-0.5,0.0299,8.88,0.9454
S431,2022-05-04,False,EOD-,-0.25,0.0299,8.88,0.9454
S432,2022-05-05,False,L,-1.6786,0.0101,8.93,0.9659
S433,2022-05-05,False,L,-1.0625,0.0101,8.93,0.9659
S434,2022-05-05,True,L,-1.0,0.0101,8.93,0.9659
S435,2022-05-05,False,L,-1.1607,0.0101,8.93,0.9659
S436,2022-05-05,False,L,-1.0893,0.0101,8.93,0.9659
S437,2022-05-05,False,L,-1.0893,0.0101,8.93,0.9659
S438,2022-05-05,False,L,-1.1339,0.0101,8.93,0.9659
S439,2022-05-06,False,EOD+,2.4,0.0128,8.67,0.9221
S440,2022-05-06,False,EOD+,2.45,0.0128,8.67,0.9221
