signal_id,date,pass,outcome,pnl,ER,run_length_mean,VR
S844,2022-08-12,True,W,0.7232,0.0418,8.96,0.8488
S845,2022-08-12,False,W,1.0125,0.0418,8.96,0.8488
S846,2022-08-16,False,EOD+,0.9,0.0625,8.65,0.7952
S847,2022-08-16,False,EOD+,0.3,0.0625,8.65,0.7952
S848,2022-08-16,False,EOD+,0.75,0.0625,8.65,0.7952
S849,2022-08-16,False,EOD+,0.5,0.0625,8.65,0.7952
S850,2022-08-16,False,EOD+,0.65,0.0625,8.65,0.7952
S851,2022-08-16,False,EOD+,0.3,0.0625,8.65,0.7952
S852,2022-08-16,False,EOD+,0.5,0.0625,8.65,0.7952
S853,2022-08-16,True,EOD+,0.4,0.0625,8.65,0.7952
S854,2022-08-16,False,W,0.6268,0.0625,8.65,0.7952
S855,2022-08-16,False,W,0.5625,0.0625,8.65,0.7952
S856,2022-08-16,False,EOD+,0.15,0.0625,8.65,0.7952
S857,2022-08-16,False,EOD+,0.15,0.0625,8.65,0.7952
S858,2022-08-17,False,L,-0.7232,0.0586,8.4,0.7954
S859,2022-08-17,False,EOD+,0.05,0.0586,8.4,0.7954
S860,2022-08-17,False,EOD+,0.1,0.0586,8.4,0.7954
S861,2022-08-17,False,EOD-,0.0,0.0586,8.4,0.7954
S862,2022-08-17,False,EOD-,-0.2,0.0586,8.4,0.7954
S863,2022-08-17,False,L,-0.8929,0.0586,8.4,0.7954
S864,2022-08-17,False,L,-0.9107,0.0586,8.4,0.7954
S865,2022-08-17,False,L,-0.9643,0.0586,8.4,0.7954
S866,2022-08-17,False,EOD-,-0.1,0.0586,8.4,0.7954
S867,2022-08-18,False,L,-1.0179,0.0658,8.55,0.7754
S868,2022-08-18,False,EOD+,1.1,0.0658,8.55,0.7754
S869,2022-08-18,False,L,-0.4821,0.0658,8.55,0.7754
S870,2022-08-18,False,W,0.4179,0.0658,8.55,0.7754
S871,2022-08-18,False,W,0.5464,0.0658,8.55,0.7754
S872,2022-08-19,False,W,1.3339,0.0592,8.75,0.7816
S873,2022-08-19,False,EOD+,0.05,0.0592,8.75,0.7816
S874,2022-08-19,False,EOD+,0.15,0.0592,8.75,0.7816
S875,2022-08-22,False,L,-1.6786,0.0408,9.19,0.7765
S876,2022-08-22,False,L,-1.7143,0.0408,9.19,0.7765
S877,2022-08-22,False,L,-0.6875,0.0408,9.19,0.7765
S878,2022-08-22,False,L,-0.3571,0.0408,9.19,0.7765
S879,2022-08-23,False,EOD+,0.3,0.0558,8.97,0.7663
S880,2022-08-23,False,EOD+,0.5,0.0558,8.97,0.7663
S881,2022-08-23,False,EOD-,-0.2,0.0558,8.97,0.7663
S882,2022-08-23,False,EOD-,-0.3,0.0558,8.97,0.7663
S883,2022-08-23,False,EOD-,-0.15,0.0558,8.97,0.7663
S884,2022-08-23,False,EOD-,-0.3,0.0558,8.97,0.7663
S885,2022-08-23,False,EOD-,0.0,0.0558,8.97,0.7663
S886,2022-08-23,False,EOD-,-0.3,0.0558,8.97,0.7663
S887,2022-08-23,False,EOD-,0.0,0.0558,8.97,0.7663
S888,2022-08-23,False,EOD-,-0.45,0.0558,8.97,0.7663
S889,2022-08-24,False,L,-0.9821,0.0642,9.48,0.7731
S890,2022-08-24,False,EOD+,0.85,0.0642,9.48,0.7731
S891,2022-08-24,False,EOD+,0.7,0.0642,9.48,0.7731
S892,2022-08-24,False,EOD+,0.9,0.0642,9.48,0.7731
S893,2022-08-24,False,L,-0.625,0.0642,9.48,0.7731
S894,2022-08-24,False,L,-0.7143,0.0642,9.48,0.7731
S895,2022-08-24,False,L,-0.875,0.0642,9.48,0.7731
S896,2022-08-24,False,EOD+,0.95,0.0642,9.48,0.7731
S897,2022-08-25,False,L,-0.6964,0.052,9.3,0.7515
S898,2022-08-25,False,L,-0.8661,0.052,9.3,0.7515
S899,2022-08-25,False,L,-0.8482,0.052,9.3,0.7515
S900,2022-08-25,False,L,-0.6875,0.052,9.3,0.7515
S901,2022-08-25,False,L,-0.5179,0.052,9.3,0.7515
S902,2022-08-25,False,L,-0.5625,0.052,9.3,0.7515
S903,2022-08-25,False,L,-0.5536,0.052,9.3,0.7515
S904,2022-08-26,False,W,2.3625,0.0553,9.25,0.7561
S905,2022-08-26,False,W,2.5714,0.0553,9.25,0.7561
S906,2022-08-26,False,W,2.2179,0.0553,9.25,0.7561
S907,2022-08-26,False,W,1.5107,0.0553,9.25,0.7561
S908,2022-08-26,False,W,1.2375,0.0553,9.25,0.7561
S909,2022-08-26,False,W,1.2054,0.0553,9.25,0.7561
S910,2022-08-26,False,W,1.3982,0.0553,9.25,0.7561
S911,2022-08-26,False,W,1.5107,0.0553,9.25,0.7561
S912,2022-08-26,False,W,1.0607,0.0553,9.25,0.7561
S913,2022-08-26,False,W,1.1411,0.0553,9.25,0.7561
S914,2022-08-29,False,EOD+,0.3,0.0291,9.08,0.7913
S915,2022-08-29,False,EOD+,0.2,0.0291,9.08,0.7913
S916,2022-08-29,False,EOD-,-0.3,0.0291,9.08,0.7913
S917,2022-08-29,False,EOD-,-0.3,0.0291,9.08,0.7913
S918,2022-08-29,False,EOD-,-0.2,0.0291,9.08,0.7913
S919,2022-08-29,False,EOD-,-0.1,0.0291,9.08,0.7913
S920,2022-08-30,False,EOD-,-0.2,0.0393,8.46,0.7716
S921,2022-08-30,False,EOD-,-0.15,0.0393,8.46,0.7716
S922,2022-08-30,False,EOD-,-0.05,0.0393,8.46,0.7716
S923,2022-08-30,False,EOD-,-0.2,0.0393,8.46,0.7716
S924,2022-08-30,True,EOD-,-0.15,0.0393,8.46,0.7716
S925,2022-08-30,False,EOD-,-0.05,0.0393,8.46,0.7716
S926,2022-08-30,False,EOD-,-0.05,0.0393,8.46,0.7716
S927,2022-08-30,False,EOD-,-0.1,0.0393,8.46,0.7716
S928,2022-08-30,False,EOD-,-0.15,0.0393,8.46,0.7716
S929,2022-08-30,True,EOD-,-0.15,0.0393,8.46,0.7716
S930,2022-08-30,False,EOD-,-0.15,0.0393,8.46,0.7716
S931,2022-08-30,False,EOD-,-0.2,0.0393,8.46,0.7716
S932,2022-08-30,False,L,-0.3036,0.0393,8.46,0.7716
S933,2022-08-30,False,EOD-,-0.25,0.0393,8.46,0.7716
S934,2022-08-30,False,EOD-,-0.35,0.0393,8.46,0.7716
S935,2022-09-01,False,L,-1.1964,0.0178,8.23,0.7851
S936,2022-09-01,False,L,-1.4732,0.0178,8.23,0.7851
S937,2022-09-01,False,L,-1.6161,0.0178,8.23,0.7851
S938,2022-09-01,False,L,-1.0268,0.0178,8.23,0.7851
S939,2022-09-01,False,L,-0.9107,0.0178,8.23,0.7851
S940,2022-09-01,False,L,-0.8839,0.0178,8.23,0.7851
S941,2022-09-01,False,L,-0.8839,0.0178,8.23,0.7851
S942,2022-09-01,False,L,-0.6964,0.0178,8.23,0.7851
S943,2022-09-01,True,L,-0.6875,0.0178,8.23,0.7851
S944,2022-09-02,False,L,-1.2679,0.0002,8.37,0.8207
S945,2022-09-02,False,L,-0.6875,0.0002,8.37,0.8207
S946,2022-09-02,False,L,-0.6696,0.0002,8.37,0.8207
S947,2022-09-02,False,L,-0.5714,0.0002,8.37,0.8207
S948,2022-09-02,False,L,-0.5,0.0002,8.37,0.8207
S949,2022-09-02,False,L,-0.4911,0.0002,8.37,0.8207
S950,2022-09-05,False,EOD+,0.1,0.0,7.88,0.8155
S951,2022-09-05,False,EOD+,0.25,0.0,7.88,0.8155
S952,2022-09-05,False,EOD+,0.05,0.0,7.88,0.8155
S953,2022-09-05,False,EOD-,-0.25,0.0,7.88,0.8155
S954,2022-09-05,False,EOD-,-0.45,0.0,7.88,0.8155
S955,2022-09-05,False,EOD-,-0.35,0.0,7.88,0.8155
S956,2022-09-05,True,L,-0.5804,0.0,7.88,0.8155
S957,2022-09-05,False,EOD-,-0.45,0.0,7.88,0.8155
S958,2022-09-05,False,EOD-,-0.5,0.0,7.88,0.8155
S959,2022-09-05,False,L,-0.5179,0.0,7.88,0.8155
S960,2022-09-06,False,L,-0.5536,0.0123,7.8,0.8311
S961,2022-09-06,False,L,-0.4732,0.0123,7.8,0.8311
S962,2022-09-06,False,L,-0.8304,0.0123,7.8,0.8311
S963,2022-09-07,False,L,-0.7768,0.0006,7.57,0.8285
S964,2022-09-07,False,EOD-,-1.25,0.0006,7.57,0.8285
S965,2022-09-07,False,L,-1.3571,0.0006,7.57,0.8285
S966,2022-09-07,False,EOD-,-1.35,0.0006,7.57,0.8285
S967,2022-09-07,False,L,-0.5893,0.0006,7.57,0.8285
S968,2022-09-07,False,L,-0.4375,0.0006,7.57,0.8285
S969,2022-09-07,False,L,-0.5625,0.0006,7.57,0.8285
S970,2022-09-08,False,L,-1.0268,0.0,7.42,0.8568
S971,2022-09-08,False,L,-0.7946,0.0,7.42,0.8568
S972,2022-09-08,False,L,-0.3482,0.0,7.42,0.8568
S973,2022-09-08,False,EOD+,0.25,0.0,7.42,0.8568
S974,2022-09-08,False,EOD+,0.3,0.0,7.42,0.8568
S975,2022-09-08,False,EOD+,0.15,0.0,7.42,0.8568
S976,2022-09-08,False,EOD+,0.15,0.0,7.42,0.8568
S977,2022-09-08,False,EOD+,0.2,0.0,7.42,0.8568
S978,2022-09-09,False,L,-0.9286,0.0047,7.34,0.8725
S979,2022-09-09,False,EOD-,0.0,0.0047,7.34,0.8725
S980,2022-09-09,False,EOD-,0.0,0.0047,7.34,0.8725
S981,2022-09-09,False,EOD-,0.0,0.0047,7.34,0.8725
S982,2022-09-12,False,EOD+,0.75,0.0007,7.34,0.8704
S983,2022-09-12,False,EOD+,0.7,0.0007,7.34,0.8704
S984,2022-09-12,False,EOD+,0.55,0.0007,7.34,0.8704
S985,2022-09-12,False,W,0.7714,0.0007,7.34,0.8704
S986,2022-09-12,False,W,0.8196,0.0007,7.34,0.8704
S987,2022-09-12,False,EOD+,0.35,0.0007,7.34,0.8704
S988,2022-09-13,False,W,1.6875,0.0054,7.54,0.8754
S989,2022-09-13,True,W,1.7036,0.0054,7.54,0.8754
S990,2022-09-13,False,L,-0.4375,0.0054,7.54,0.8754
S991,2022-09-13,False,L,-0.5625,0.0054,7.54,0.8754
S992,2022-09-13,False,L,-0.6429,0.0054,7.54,0.8754
S993,2022-09-13,False,L,-0.6607,0.0054,7.54,0.8754
S994,2022-09-14,False,W,1.7357,0.0086,7.77,0.8823
S995,2022-09-14,False,W,1.4625,0.0086,7.77,0.8823
S996,2022-09-14,False,W,1.6714,0.0086,7.77,0.8823
S997,2022-09-14,False,W,1.5911,0.0086,7.77,0.8823
S998,2022-09-14,False,W,1.4786,0.0086,7.77,0.8823
S999,2022-09-14,False,W,1.3821,0.0086,7.77,0.8823
S1000,2022-09-14,False,W,1.2054,0.0086,7.77,0.8823
S1001,2022-09-15,False,W,2.475,0.0218,7.98,0.9041
S1002,2022-09-15,False,W,1.6393,0.0218,7.98,0.9041
S1003,2022-09-15,False,EOD+,0.1,0.0218,7.98,0.9041
S1004,2022-09-16,False,L,-0.6964,0.0256,7.8,0.9097
S1005,2022-09-16,False,EOD-,-0.05,0.0256,7.8,0.9097
S1006,2022-09-16,False,L,-0.8929,0.0256,7.8,0.9097
S1007,2022-09-16,False,EOD-,-0.1,0.0256,7.8,0.9097
S1008,2022-09-16,True,EOD-,-0.1,0.0256,7.8,0.9097
S1009,2022-09-16,True,EOD-,-0.35,0.0256,7.8,0.9097
S1010,2022-09-16,False,EOD-,-0.45,0.0256,7.8,0.9097
S1011,2022-09-19,False,L,-1.4554,0.0112,7.72,0.9665
S1012,2022-09-19,False,L,-1.5893,0.0112,7.72,0.9665
S1013,2022-09-19,False,L,-0.9107,0.0112,7.72,0.9665
S1014,2022-09-19,True,EOD+,0.25,0.0112,7.72,0.9665
S1015,2022-09-20,False,L,-0.9018,0.0166,7.88,0.9462
S1016,2022-09-20,True,L,-0.7679,0.0166,7.88,0.9462
S1017,2022-09-21,False,L,-0.8929,0.0073,8.09,0.9353
S1018,2022-09-21,False,L,-0.7321,0.0073,8.09,0.9353
S1019,2022-09-21,False,L,-0.7411,0.0073,8.09,0.9353
S1020,2022-09-22,False,L,-1.2411,0.0317,8.23,0.9951
S1021,2022-09-22,False,L,-1.2321,0.0317,8.23,0.9951
S1022,2022-09-22,False,L,-0.8929,0.0317,8.23,0.9951
S1023,2022-09-22,False,L,-0.7857,0.0317,8.23,0.9951
S1024,2022-09-26,False,W,2.9571,0.0664,9.18,1.1254
S1025,2022-09-26,False,W,5.7054,0.0664,9.18,1.1254
S1026,2022-09-26,True,W,6.7018,0.0664,9.18,1.1254
S1027,2022-09-27,False,EOD+,0.85,0.0557,8.75,1.0662
S1028,2022-09-27,False,EOD+,0.7,0.0557,8.75,1.0662
S1029,2022-09-27,False,EOD+,0.15,0.0557,8.75,1.0662
S1030,2022-09-27,False,EOD+,0.25,0.0557,8.75,1.0662
S1031,2022-09-27,True,EOD+,0.25,0.0557,8.75,1.0662
S1032,2022-09-27,False,EOD+,0.25,0.0557,8.75,1.0662
S1033,2022-09-27,False,EOD+,0.3,0.0557,8.75,1.0662
S1034,2022-09-27,False,EOD+,0.05,0.0557,8.75,1.0662
S1035,2022-09-28,True,L,-1.1339,0.0502,9.07,1.0708
S1036,2022-09-28,False,EOD+,2.8,0.0502,9.07,1.0708
S1037,2022-09-28,False,EOD+,2.55,0.0502,9.07,1.0708
S1038,2022-09-28,False,W,3.1982,0.0502,9.07,1.0708
S1039,2022-09-28,False,W,2.1054,0.0502,9.07,1.0708
S1040,2022-09-28,False,EOD+,0.7,0.0502,9.07,1.0708
S1041,2022-09-28,False,W,1.7196,0.0502,9.07,1.0708
S1042,2022-09-28,False,W,1.6232,0.0502,9.07,1.0708
S1043,2022-09-28,False,EOD+,0.45,0.0502,9.07,1.0708
S1044,2022-09-29,False,L,-1.6518,0.0476,9.36,1.0801
S1045,2022-09-29,False,W,2.1696,0.0476,9.36,1.0801
S1046,2022-09-29,False,W,2.7804,0.0476,9.36,1.0801
S1047,2022-09-30,False,W,4.2268,0.0238,9.24,1.1514
S1048,2022-09-30,False,EOD-,-1.3,0.0238,9.24,1.1514
S1049,2022-09-30,False,L,-2.3036,0.0238,9.24,1.1514
S1050,2022-09-30,False,EOD+,0.45,0.0238,9.24,1.1514
S1051,2022-09-30,False,EOD+,0.4,0.0238,9.24,1.1514
S1052,2022-09-30,False,EOD+,0.45,0.0238,9.24,1.1514
S1053,2022-09-30,False,EOD+,0.4,0.0238,9.24,1.1514
S1054,2022-10-03,False,L,-1.4911,0.0326,9.6,1.1379
S1055,2022-10-03,False,L,-1.9018,0.0326,9.6,1.1379
S1056,2022-10-03,False,L,-2.0804,0.0326,9.6,1.1379
S1057,2022-10-03,False,L,-1.5714,0.0326,9.6,1.1379
S1058,2022-10-03,False,L,-0.8839,0.0326,9.6,1.1379
S1059,2022-10-04,False,L,-1.4464,0.0342,9.71,1.1351
S1060,2022-10-04,False,L,-0.6607,0.0342,9.71,1.1351
S1061,2022-10-04,False,L,-0.5536,0.0342,9.71,1.1351
S1062,2022-10-04,False,L,-0.5357,0.0342,9.71,1.1351
S1063,2022-10-04,False,L,-0.3482,0.0342,9.71,1.1351
S1064,2022-10-04,False,L,-0.4107,0.0342,9.71,1.1351
S1065,2022-10-06,False,L,-1.0179,0.0405,9.91,1.1324
S1066,2022-10-06,False,L,-1.0714,0.0405,9.91,1.1324
S1067,2022-10-06,False,L,-1.1607,0.0405,9.91,1.1324
S1068,2022-10-06,False,L,-0.7054,0.0405,9.91,1.1324
S1069,2022-10-06,False,L,-0.7857,0.0405,9.91,1.1324
S1070,2022-10-07,False,W,2.1054,0.0306,10.25,1.1314
S1071,2022-10-07,False,W,2.3625,0.0306,10.25,1.1314
S1072,2022-10-07,False,W,1.8,0.0306,10.25,1.1314
S1073,2022-10-07,False,W,1.5268,0.0306,10.25,1.1314
S1074,2022-10-07,False,W,1.5589,0.0306,10.25,1.1314
S1075,2022-10-07,False,W,1.2696,0.0306,10.25,1.1314
S1076,2022-10-07,False,W,1.2214,0.0306,10.25,1.1314
S1077,2022-10-10,False,W,1.9446,0.0288,10.25,1.1284
S1078,2022-10-10,False,EOD-,-0.4,0.0288,10.25,1.1284
S1079,2022-10-10,False,L,-1.3125,0.0288,10.25,1.1284
S1080,2022-10-10,False,W,1.3339,0.0288,10.25,1.1284
S1081,2022-10-10,False,L,-0.6339,0.0288,10.25,1.1284
S1082,2022-10-11,False,W,1.9929,0.0333,10.84,1.1279
S1083,2022-10-11,False,W,1.9125,0.0333,10.84,1.1279
S1084,2022-10-11,False,L,-0.9643,0.0333,10.84,1.1279
S1085,2022-10-11,False,L,-0.7054,0.0333,10.84,1.1279
S1086,2022-10-12,True,W,2.3143,0.0202,10.84,1.1464
S1087,2022-10-12,False,W,0.7232,0.0202,10.84,1.1464
S1088,2022-10-12,False,EOD+,0.3,0.0202,10.84,1.1464
S1089,2022-10-13,False,L,-1.1518,0.0386,10.54,1.1466
S1090,2022-10-13,False,EOD-,-0.75,0.0386,10.54,1.1466
S1091,2022-10-13,False,EOD-,-1.05,0.0386,10.54,1.1466
S1092,2022-10-13,False,L,-0.8482,0.0386,10.54,1.1466
S1093,2022-10-13,False,L,-0.7679,0.0386,10.54,1.1466
S1094,2022-10-13,False,L,-0.625,0.0386,10.54,1.1466
S1095,2022-10-14,False,EOD+,0.5,0.0469,10.39,1.1348
S1096,2022-10-17,False,L,-0.9286,0.0471,10.48,1.1418
S1097,2022-10-17,False,L,-1.3393,0.0471,10.48,1.1418
S1098,2022-10-17,False,L,-0.4107,0.0471,10.48,1.1418
S1099,2022-10-19,False,L,-0.2857,0.0417,10.56,1.1526
S1100,2022-10-20,False,W,1.2696,0.0136,10.56,1.152
S1101,2022-10-20,False,W,1.6875,0.0136,10.56,1.152
S1102,2022-10-20,False,W,1.2696,0.0136,10.56,1.152
S1103,2022-10-20,False,W,1.35,0.0136,10.56,1.152
S1104,2022-10-21,False,L,-1.0268,0.0041,10.27,1.1289
S1105,2022-10-21,False,L,-1.3482,0.0041,10.27,1.1289
S1106,2022-10-21,False,L,-1.5804,0.0041,10.27,1.1289
S1107,2022-10-21,False,L,-0.9196,0.0041,10.27,1.1289
S1108,2022-10-21,False,L,-0.8214,0.0041,10.27,1.1289
S1109,2022-10-25,False,EOD+,1.95,0.0572,9.67,0.9644
S1110,2022-10-25,False,EOD+,2.05,0.0572,9.67,0.9644
S1111,2022-10-25,False,EOD+,1.85,0.0572,9.67,0.9644
S1112,2022-10-25,False,EOD+,1.55,0.0572,9.67,0.9644
S1113,2022-10-25,False,EOD+,0.5,0.0572,9.67,0.9644
S1114,2022-10-25,False,EOD+,0.1,0.0572,9.67,0.9644
S1115,2022-10-25,False,L,-0.7143,0.0572,9.67,0.9644
S1116,2022-10-25,False,L,-0.5714,0.0572,9.67,0.9644
S1117,2022-10-25,False,L,-0.5357,0.0572,9.67,0.9644
S1118,2022-10-25,False,L,-0.5268,0.0572,9.67,0.9644
S1119,2022-10-25,False,L,-0.5089,0.0572,9.67,0.9644
S1120,2022-10-27,False,W,1.8,0.0469,9.67,1.1305
S1121,2022-10-27,False,W,1.4625,0.0469,9.67,1.1305
S1122,2022-10-27,False,L,-0.7857,0.0469,9.67,1.1305
S1123,2022-10-27,False,W,1.5429,0.0469,9.67,1.1305
S1124,2022-10-28,False,W,1.2054,0.0568,10.48,1.1963
S1125,2022-10-28,False,W,1.3661,0.0568,10.48,1.1963
S1126,2022-10-28,False,L,-0.7411,0.0568,10.48,1.1963
S1127,2022-10-31,False,EOD+,0.25,0.0541,10.34,1.1972
S1128,2022-10-31,False,EOD+,0.25,0.0541,10.34,1.1972
S1129,2022-10-31,False,L,-1.0357,0.0541,10.34,1.1972
S1130,2022-10-31,False,EOD+,0.2,0.0541,10.34,1.1972
S1131,2022-10-31,False,EOD+,0.1,0.0541,10.34,1.1972
S1132,2022-11-01,False,W,1.6232,0.0676,10.48,1.0072
S1133,2022-11-01,False,EOD+,1.05,0.0676,10.48,1.0072
S1134,2022-11-02,False,EOD-,-0.75,0.055,10.71,0.8954
S1135,2022-11-02,False,L,-0.8482,0.055,10.71,0.8954
S1136,2022-11-02,True,EOD-,-0.6,0.055,10.71,0.8954
S1137,2022-11-03,False,L,-1.2054,0.0446,10.94,0.9343
S1138,2022-11-03,False,L,-1.0268,0.0446,10.94,0.9343
S1139,2022-11-03,False,L,-0.9464,0.0446,10.94,0.9343
S1140,2022-11-03,False,L,-0.875,0.0446,10.94,0.9343
S1141,2022-11-04,False,L,-1.2857,0.0444,10.79,0.9311
S1142,2022-11-04,False,L,-1.5,0.0444,10.79,0.9311
S1143,2022-11-04,False,L,-0.6429,0.0444,10.79,0.9311
S1144,2022-11-04,False,EOD-,-0.6,0.0444,10.79,0.9311
S1145,2022-11-04,False,EOD-,-0.5,0.0444,10.79,0.9311
S1146,2022-11-04,False,EOD-,-0.5,0.0444,10.79,0.9311
S1147,2022-11-04,False,EOD-,-0.5,0.0444,10.79,0.9311
S1148,2022-11-07,False,EOD-,-0.1,0.0622,10.71,0.9487
S1149,2022-11-07,False,EOD-,0.0,0.0622,10.71,0.9487
S1150,2022-11-07,False,EOD-,0.0,0.0622,10.71,0.9487
S1151,2022-11-07,False,EOD+,0.05,0.0622,10.71,0.9487
S1152,2022-11-07,False,EOD-,-0.4,0.0622,10.71,0.9487
S1153,2022-11-07,False,EOD-,-0.05,0.0622,10.71,0.9487
S1154,2022-11-07,False,EOD-,-0.1,0.0622,10.71,0.9487
S1155,2022-11-09,False,L,-1.1071,0.027,11.11,0.9818
S1156,2022-11-09,False,L,-0.8125,0.027,11.11,0.9818
S1157,2022-11-10,False,L,-1.5089,0.0204,11.03,0.9742
S1158,2022-11-10,False,EOD+,0.65,0.0204,11.03,0.9742
S1159,2022-11-10,False,EOD+,0.8,0.0204,11.03,0.9742
S1160,2022-11-10,False,EOD+,0.25,0.0204,11.03,0.9742
S1161,2022-11-11,False,EOD-,-1.45,0.011,10.79,0.8957
S1162,2022-11-11,False,L,-1.6161,0.011,10.79,0.8957
S1163,2022-11-11,False,L,-0.5536,0.011,10.79,0.8957
S1164,2022-11-11,False,L,-0.4286,0.011,10.79,0.8957
S1165,2022-11-14,False,L,-0.3571,0.009,10.34,0.8794
S1166,2022-11-14,False,L,-0.3304,0.009,10.34,0.8794
S1167,2022-11-14,False,L,-0.3393,0.009,10.34,0.8794
S1168,2022-11-14,True,L,-0.3839,0.009,10.34,0.8794
S1169,2022-11-14,False,L,-0.4554,0.009,10.34,0.8794
S1170,2022-11-14,False,L,-0.5446,0.009,10.34,0.8794
S1171,2022-11-14,False,EOD-,-0.1,0.009,10.34,0.8794
S1172,2022-11-14,False,EOD+,0.15,0.009,10.34,0.8794
S1173,2022-11-15,False,W,1.4946,0.0029,10.95,0.9026
S1174,2022-11-15,True,W,1.9607,0.0029,10.95,0.9026
S1175,2022-11-15,False,W,2.1214,0.0029,10.95,0.9026
S1176,2022-11-15,False,W,2.1696,0.0029,10.95,0.9026
S1177,2022-11-15,False,W,1.3661,0.0029,10.95,0.9026
S1178,2022-11-16,False,EOD+,1.2,0.0106,10.64,0.9015
S1179,2022-11-16,False,EOD+,1.1,0.0106,10.64,0.9015
S1180,2022-11-16,False,L,-0.5893,0.0106,10.64,0.9015
S1181,2022-11-16,False,EOD+,0.45,0.0106,10.64,0.9015
S1182,2022-11-16,False,EOD+,0.15,0.0106,10.64,0.9015
S1183,2022-11-16,False,EOD-,0.0,0.0106,10.64,0.9015
S1184,2022-11-17,False,L,-1.0268,0.014,10.94,0.8775
S1185,2022-11-17,False,EOD+,0.7,0.014,10.94,0.8775
S1186,2022-11-17,False,EOD+,0.3,0.014,10.94,0.8775
S1187,2022-11-17,False,EOD-,-0.05,0.014,10.94,0.8775
S1188,2022-11-17,False,EOD+,0.1,0.014,10.94,0.8775
S1189,2022-11-17,False,L,-0.7054,0.014,10.94,0.8775
S1190,2022-11-17,False,L,-0.5714,0.014,10.94,0.8775
S1191,2022-11-17,False,EOD+,0.3,0.014,10.94,0.8775
S1192,2022-11-17,False,L,-0.625,0.014,10.94,0.8775
S1193,2022-11-18,False,EOD+,0.2,0.0094,10.56,0.8432
S1194,2022-11-18,False,EOD-,-0.15,0.0094,10.56,0.8432
S1195,2022-11-18,False,EOD-,-0.2,0.0094,10.56,0.8432
S1196,2022-11-18,False,EOD-,-0.2,0.0094,10.56,0.8432
S1197,2022-11-18,True,EOD-,-0.2,0.0094,10.56,0.8432
S1198,2022-11-21,False,EOD+,0.4,0.015,10.34,0.838
S1199,2022-11-21,False,EOD+,0.35,0.015,10.34,0.838
S1200,2022-11-21,True,EOD+,0.6,0.015,10.34,0.838
S1201,2022-11-21,False,EOD+,0.65,0.015,10.34,0.838
S1202,2022-11-21,False,W,0.8679,0.015,10.34,0.838
S1203,2022-11-21,False,W,1.0125,0.015,10.34,0.838
S1204,2022-11-21,False,W,1.0286,0.015,10.34,0.838
S1205,2022-11-21,False,W,1.0286,0.015,10.34,0.838
S1206,2022-11-21,False,W,0.9321,0.015,10.34,0.838
S1207,2022-11-22,False,L,-0.5446,0.0019,9.66,0.8316
S1208,2022-11-22,False,L,-0.5536,0.0019,9.66,0.8316
S1209,2022-11-22,False,L,-0.5357,0.0019,9.66,0.8316
S1210,2022-11-22,False,L,-0.4375,0.0019,9.66,0.8316
S1211,2022-11-22,False,L,-0.4554,0.0019,9.66,0.8316
S1212,2022-11-22,False,L,-0.4732,0.0019,9.66,0.8316
S1213,2022-11-22,False,L,-0.4732,0.0019,9.66,0.8316
S1214,2022-11-22,False,L,-0.4821,0.0019,9.66,0.8316
S1215,2022-11-22,False,L,-0.3571,0.0019,9.66,0.8316
S1216,2022-11-22,False,L,-0.3482,0.0019,9.66,0.8316
S1217,2022-11-23,False,L,-0.6786,0.0026,9.6,0.8451
S1218,2022-11-23,False,L,-0.6607,0.0026,9.6,0.8451
S1219,2022-11-23,False,EOD-,0.0,0.0026,9.6,0.8451
S1220,2022-11-23,False,EOD-,-0.1,0.0026,9.6,0.8451
S1221,2022-11-23,False,EOD-,-0.1,0.0026,9.6,0.8451
S1222,2022-11-23,False,EOD-,-0.05,0.0026,9.6,0.8451
S1223,2022-11-24,False,W,1.4946,0.0046,10.05,0.8559
S1224,2022-11-25,False,EOD+,0.7,0.0098,9.79,0.7885
S1225,2022-11-25,False,EOD+,0.2,0.0098,9.79,0.7885
S1226,2022-11-25,False,EOD+,0.6,0.0098,9.79,0.7885
S1227,2022-11-25,False,EOD+,0.7,0.0098,9.79,0.7885
S1228,2022-11-25,False,EOD+,0.55,0.0098,9.79,0.7885
S1229,2022-11-25,False,EOD+,0.55,0.0098,9.79,0.7885
S1230,2022-11-25,False,EOD+,0.6,0.0098,9.79,0.7885
S1231,2022-11-25,False,EOD+,0.65,0.0098,9.79,0.7885
S1232,2022-11-25,False,EOD+,0.55,0.0098,9.79,0.7885
S1233,2022-11-28,False,L,-1.0625,0.0238,9.54,0.7734
S1234,2022-11-28,False,EOD+,0.3,0.0238,9.54,0.7734
S1235,2022-11-28,False,EOD+,0.15,0.0238,9.54,0.7734
S1236,2022-11-28,True,L,-0.6875,0.0238,9.54,0.7734
S1237,2022-11-28,False,L,-0.6071,0.0238,9.54,0.7734
S1238,2022-11-28,False,L,-0.5804,0.0238,9.54,0.7734
S1239,2022-11-28,False,W,0.9643,0.0238,9.54,0.7734
S1240,2022-11-28,False,EOD+,0.1,0.0238,9.54,0.7734
S1241,2022-11-29,False,L,-0.8393,0.0419,9.73,0.8377
S1242,2022-11-29,False,L,-0.8839,0.0419,9.73,0.8377
S1243,2022-11-29,False,L,-0.6071,0.0419,9.73,0.8377
S1244,2022-11-29,False,EOD+,0.05,0.0419,9.73,0.8377
