stock,date,ER,run_length_mean,VR
INDUSINDBK,2022-12-21,0.0121,8.72,0.8967
INDUSINDBK,2022-12-22,0.0014,8.62,0.8885
INDUSINDBK,2022-12-23,0.0172,8.47,0.8791
INDUSINDBK,2022-12-26,0.0007,8.77,0.9039
INDUSINDBK,2022-12-27,0.0098,8.72,0.8791
INDUSINDBK,2022-12-28,0.0154,8.72,0.874
INDUSINDBK,2022-12-29,0.0189,9.32,0.8622
INDUSINDBK,2022-12-30,0.0152,8.98,0.8377
INDUSINDBK,2023-01-02,0.0096,8.47,0.8449
INDUSINDBK,2023-01-03,0.0228,8.57,0.8507
INDUSINDBK,2023-01-04,0.021,9.04,0.8173
INDUSINDBK,2023-01-05,0.0065,8.38,0.7842
INDUSINDBK,2023-01-06,0.0091,8.29,0.805
INDUSINDBK,2023-01-09,0.0003,8.29,0.8078
INDUSINDBK,2023-01-11,0.0088,8.2,0.7876
INDUSINDBK,2023-01-12,0.0208,7.77,0.7888
INDUSINDBK,2023-01-13,0.0001,7.69,0.7923
INDUSINDBK,2023-01-16,0.0002,7.43,0.7843
INDUSINDBK,2023-01-17,0.0062,7.58,0.7794
INDUSINDBK,2023-01-18,0.0055,7.65,0.7756
INDUSINDBK,2023-01-19,0.0012,7.65,0.7637
INDUSINDBK,2023-01-20,0.0121,7.61,0.7736
INDUSINDBK,2023-01-23,0.0212,7.25,0.7448
INDUSINDBK,2023-01-24,0.0024,7.11,0.7379
INDUSINDBK,2023-01-25,0.0181,7.35,0.7758
INDUSINDBK,2023-01-27,0.0386,7.46,0.7662
INDUSINDBK,2023-01-30,0.0508,7.25,0.818
INDUSINDBK,2023-01-31,0.053,7.35,0.8128
INDUSINDBK,2023-02-01,0.0665,7.89,0.8509
INDUSINDBK,2023-02-02,0.0653,7.77,0.92
INDUSINDBK,2023-02-03,0.0411,7.85,0.8474
INDUSINDBK,2023-02-06,0.027,8.33,0.8608
INDUSINDBK,2023-02-07,0.0198,8.2,0.8713
INDUSINDBK,2023-02-08,0.0265,8.02,0.8701
INDUSINDBK,2023-02-09,0.0161,7.98,0.8792
INDUSINDBK,2023-02-10,0.0172,8.2,0.8718
INDUSINDBK,2023-02-13,0.0323,8.06,0.8801
INDUSINDBK,2023-02-14,0.027,8.43,0.8962
INDUSINDBK,2023-02-15,0.0308,8.29,0.8949
INDUSINDBK,2023-02-16,0.0278,8.2,0.8936
INDUSINDBK,2023-02-17,0.0361,8.43,0.9011
INDUSINDBK,2023-02-20,0.0416,8.38,0.9094
INDUSINDBK,2023-02-21,0.044,8.47,0.9165
INDUSINDBK,2023-02-22,0.0443,8.72,0.9169
INDUSINDBK,2023-02-23,0.034,8.62,0.9178
INDUSINDBK,2023-02-24,0.01,8.62,0.9431
INDUSINDBK,2023-02-27,0.0036,8.62,0.9384
INDUSINDBK,2023-02-28,0.0022,8.52,0.9437
INDUSINDBK,2023-03-01,0.0284,8.43,0.9046
INDUSINDBK,2023-03-02,0.0148,8.43,0.9355
INDUSINDBK,2023-03-03,0.0118,8.24,0.9931
INDUSINDBK,2023-03-06,0.0086,7.85,0.9817
INDUSINDBK,2023-03-08,0.015,8.02,1.1235
INDUSINDBK,2023-03-09,0.0092,7.43,1.108
INDUSINDBK,2023-03-10,0.0091,7.54,1.1648
INDUSINDBK,2023-03-13,0.0509,7.58,1.1033
INDUSINDBK,2023-03-14,0.0417,7.54,1.0784
INDUSINDBK,2023-03-15,0.0532,7.65,1.053
INDUSINDBK,2023-03-16,0.0575,7.69,1.0776
INDUSINDBK,2023-03-17,0.0498,7.89,1.0657
INDUSINDBK,2023-03-20,0.0475,7.85,1.0541
INDUSINDBK,2023-03-21,0.0362,7.85,1.0475
INDUSINDBK,2023-03-22,0.0251,8.24,1.0244
INDUSINDBK,2023-03-23,0.0278,8.37,1.0248
INDUSINDBK,2023-03-24,0.0303,7.89,1.0139
INDUSINDBK,2023-03-27,0.0261,7.69,1.0156
INDUSINDBK,2023-03-28,0.0207,7.85,1.0159
INDUSINDBK,2023-03-29,0.0096,8.02,1.0186
INDUSINDBK,2023-03-31,0.0132,7.89,1.0091
INDUSINDBK,2023-04-03,0.0162,7.85,1.0161
INDUSINDBK,2023-04-05,0.027,7.89,1.0196
INDUSINDBK,2023-04-06,0.0113,8.15,1.0357
INDUSINDBK,2023-04-10,0.0451,7.93,0.9584
INDUSINDBK,2023-04-11,0.0327,8.61,0.9397
INDUSINDBK,2023-04-12,0.0079,8.52,0.8999
INDUSINDBK,2023-04-13,0.0219,8.72,0.9124
INDUSINDBK,2023-04-17,0.018,8.42,0.9138
INDUSINDBK,2023-04-18,0.0591,8.33,0.8509
INDUSINDBK,2023-04-19,0.0465,8.32,0.8578
INDUSINDBK,2023-04-21,0.0545,8.56,0.8421
INDUSINDBK,2023-04-24,0.0519,8.46,0.8676
INDUSINDBK,2023-04-25,0.0436,8.42,0.8759
INDUSINDBK,2023-04-26,0.053,8.37,0.8895
INDUSINDBK,2023-04-27,0.0643,7.77,0.8745
INDUSINDBK,2023-04-28,0.0735,8.1,0.8751
INDUSINDBK,2023-05-02,0.0726,8.15,0.8683
INDUSINDBK,2023-05-03,0.0618,7.81,0.8619
INDUSINDBK,2023-05-04,0.0343,7.81,0.8639
INDUSINDBK,2023-05-05,0.0084,8.06,0.9714
INDUSINDBK,2023-05-08,0.027,8.24,1.1448
INDUSINDBK,2023-05-09,0.0353,7.93,1.1417
INDUSINDBK,2023-05-10,0.047,8.06,1.1349
INDUSINDBK,2023-05-11,0.0569,8.15,1.1367
INDUSINDBK,2023-05-12,0.0678,8.52,1.1369
INDUSINDBK,2023-05-15,0.0801,8.72,1.1844
INDUSINDBK,2023-05-16,0.0455,8.52,1.1925
INDUSINDBK,2023-05-17,0.0501,9.03,1.2077
INDUSINDBK,2023-05-18,0.0471,8.37,1.1945
INDUSINDBK,2023-05-19,0.0567,8.2,1.2001
INDUSINDBK,2023-05-22,0.0606,8.02,1.1942
INDUSINDBK,2023-05-23,0.0695,7.81,1.2655
INDUSINDBK,2023-05-24,0.0755,8.11,1.2899
INDUSINDBK,2023-05-25,0.0584,8.06,1.2994
INDUSINDBK,2023-05-26,0.0601,8.43,1.3009
INDUSINDBK,2023-05-29,0.0649,8.52,1.2862
INDUSINDBK,2023-05-30,0.07,8.52,1.2763
INDUSINDBK,2023-05-31,0.0656,8.82,1.2702
INDUSINDBK,2023-06-01,0.08,8.47,1.2483
INDUSINDBK,2023-06-02,0.0909,8.15,0.8756
INDUSINDBK,2023-06-05,0.0867,8.24,0.8664
INDUSINDBK,2023-06-06,0.0774,8.43,0.8591
INDUSINDBK,2023-06-07,0.0744,8.06,0.8402
INDUSINDBK,2023-06-08,0.0631,8.02,0.8099
INDUSINDBK,2023-06-09,0.0705,7.54,0.8428
INDUSINDBK,2023-06-12,0.0645,7.43,0.849
INDUSINDBK,2023-06-13,0.0601,7.08,0.8303
INDUSINDBK,2023-06-14,0.0467,7.01,0.8623
INDUSINDBK,2023-06-15,0.0337,7.25,0.9313
INDUSINDBK,2023-06-16,0.0386,7.25,0.8961
INDUSINDBK,2023-06-19,0.0276,7.21,0.8758
INDUSINDBK,2023-06-20,0.0233,7.32,0.8923
INDUSINDBK,2023-06-21,0.0107,7.25,0.8921
INDUSINDBK,2023-06-22,0.0072,7.18,0.8761
INDUSINDBK,2023-06-23,0.014,7.5,0.8882
INDUSINDBK,2023-06-26,0.019,7.39,0.9091
INDUSINDBK,2023-06-27,0.0151,7.73,0.9428
INDUSINDBK,2023-06-28,0.029,7.77,0.91
INDUSINDBK,2023-06-30,0.0495,8.24,0.9832
INDUSINDBK,2023-07-03,0.0444,8.15,0.9919
INDUSINDBK,2023-07-04,0.0321,7.81,1.0041
INDUSINDBK,2023-07-05,0.0455,7.77,1.0643
INDUSINDBK,2023-07-06,0.0364,7.98,1.084
INDUSINDBK,2023-07-07,0.0239,8.06,1.066
INDUSINDBK,2023-07-10,0.0222,8.33,1.0824
INDUSINDBK,2023-07-11,0.0206,8.38,1.0818
INDUSINDBK,2023-07-12,0.0195,8.88,1.0969
INDUSINDBK,2023-07-13,0.0335,8.82,1.0532
INDUSINDBK,2023-07-14,0.0371,9.04,1.0636
INDUSINDBK,2023-07-17,0.0419,9.26,1.0377
INDUSINDBK,2023-07-18,0.043,9.09,1.0615
INDUSINDBK,2023-07-19,0.0547,9.15,0.9643
INDUSINDBK,2023-07-20,0.0636,8.47,0.949
INDUSINDBK,2023-07-21,0.0623,8.43,0.9457
INDUSINDBK,2023-07-24,0.0516,8.29,0.9434
INDUSINDBK,2023-07-25,0.0483,8.11,0.9433
INDUSINDBK,2023-07-26,0.0462,7.98,0.9303
INDUSINDBK,2023-07-27,0.0325,7.85,0.9188
INDUSINDBK,2023-07-28,0.0114,7.39,0.9013
INDUSINDBK,2023-07-31,0.0129,7.25,0.9113
INDUSINDBK,2023-08-01,0.0054,7.32,0.8409
INDUSINDBK,2023-08-02,0.0044,7.28,0.8082
INDUSINDBK,2023-08-03,0.0066,7.21,0.8064
INDUSINDBK,2023-08-04,0.0216,7.18,0.8377
INDUSINDBK,2023-08-07,0.0148,7.08,0.8178
INDUSINDBK,2023-08-08,0.0188,6.98,0.7929
INDUSINDBK,2023-08-09,0.0126,6.91,0.7845
INDUSINDBK,2023-08-10,0.0231,6.98,0.8095
INDUSINDBK,2023-08-11,0.0069,7.08,0.8018
INDUSINDBK,2023-08-14,0.0046,7.01,0.7907
INDUSINDBK,2023-08-16,0.0229,7.04,0.857
INDUSINDBK,2023-08-17,0.0231,7.18,0.8648
INDUSINDBK,2023-08-18,0.0233,7.58,0.8735
INDUSINDBK,2023-08-21,0.0078,7.85,0.8789
INDUSINDBK,2023-08-22,0.0212,7.58,0.8643
INDUSINDBK,2023-08-23,0.0086,7.54,0.8527
INDUSINDBK,2023-08-24,0.0051,7.01,0.8688
INDUSINDBK,2023-08-25,0.0084,6.94,0.9096
INDUSINDBK,2023-08-28,0.0041,7.14,0.9269
INDUSINDBK,2023-08-29,0.0081,7.54,0.9338
INDUSINDBK,2023-08-30,0.004,7.69,0.9534
INDUSINDBK,2023-08-31,0.0015,7.73,0.9474
INDUSINDBK,2023-09-01,0.0162,7.89,0.9803
INDUSINDBK,2023-09-04,0.0059,7.54,0.8846
INDUSINDBK,2023-09-05,0.0012,7.5,0.8965
INDUSINDBK,2023-09-06,0.0022,7.65,0.9066
INDUSINDBK,2023-09-07,0.0158,7.69,0.9555
INDUSINDBK,2023-09-08,0.0158,7.77,0.9333
INDUSINDBK,2023-09-11,0.032,7.43,0.9332
INDUSINDBK,2023-09-12,0.0281,7.31,0.9057
INDUSINDBK,2023-09-13,0.0359,7.57,0.9152
INDUSINDBK,2023-09-14,0.0409,7.5,0.9439
INDUSINDBK,2023-09-15,0.0388,7.17,0.944
INDUSINDBK,2023-09-18,0.027,6.97,0.9377
INDUSINDBK,2023-09-20,0.0194,7.24,0.9925
INDUSINDBK,2023-09-21,0.0012,7.2,1.005
INDUSINDBK,2023-09-22,0.0179,7.6,1.0035
INDUSINDBK,2023-09-25,0.0202,7.84,1.0085
INDUSINDBK,2023-09-26,0.0081,7.97,1.0075
INDUSINDBK,2023-09-27,0.0151,7.68,0.9998
INDUSINDBK,2023-09-28,0.007,7.42,1.0015
INDUSINDBK,2023-09-29,0.0225,7.57,1.0112
INDUSINDBK,2023-10-03,0.0032,7.34,1.0074
INDUSINDBK,2023-10-04,0.0091,7.6,1.111
INDUSINDBK,2023-10-05,0.0052,7.64,1.1031
INDUSINDBK,2023-10-06,0.0134,7.8,1.1188
INDUSINDBK,2023-10-09,0.0056,7.88,1.1023
INDUSINDBK,2023-10-10,0.0128,8.01,1.1168
INDUSINDBK,2023-10-11,0.0135,7.84,1.1089
INDUSINDBK,2023-10-12,0.0042,8.28,1.1
INDUSINDBK,2023-10-13,0.0023,8.19,1.0932
INDUSINDBK,2023-10-16,0.0024,8.33,1.0846
INDUSINDBK,2023-10-17,0.0073,8.61,1.0819
INDUSINDBK,2023-10-18,0.0196,8.66,1.0692
INDUSINDBK,2023-10-19,0.0047,8.37,0.9475
INDUSINDBK,2023-10-20,0.0194,8.77,0.9222
INDUSINDBK,2023-10-23,0.0004,8.77,0.9159
INDUSINDBK,2023-10-25,0.0096,8.47,0.9106
INDUSINDBK,2023-10-26,0.0054,8.1,0.91
INDUSINDBK,2023-10-27,0.0026,8.42,0.9138
INDUSINDBK,2023-10-30,0.0211,8.82,0.9375
INDUSINDBK,2023-10-31,0.0087,8.61,0.9289
INDUSINDBK,2023-11-01,0.0045,8.57,0.8726
INDUSINDBK,2023-11-02,0.0222,8.61,0.8885
INDUSINDBK,2023-11-03,0.017,8.66,0.8861
INDUSINDBK,2023-11-07,0.0288,8.77,0.9177
INDUSINDBK,2023-11-08,0.0214,8.28,0.8978
INDUSINDBK,2023-11-09,0.0315,8.02,0.9026
INDUSINDBK,2023-11-10,0.0258,8.33,0.8982
INDUSINDBK,2023-11-13,0.0334,8.28,0.9049
INDUSINDBK,2023-11-15,0.0192,8.33,0.9027
INDUSINDBK,2023-11-16,0.0208,8.28,0.9058
INDUSINDBK,2023-11-17,0.0263,8.33,0.9019
INDUSINDBK,2023-11-20,0.0221,8.37,0.9833
INDUSINDBK,2023-11-21,0.0214,8.01,0.985
INDUSINDBK,2023-11-22,0.0008,7.93,1.0032
INDUSINDBK,2023-11-23,0.0213,7.97,0.9942
INDUSINDBK,2023-11-24,0.029,7.84,0.9684
INDUSINDBK,2023-11-28,0.0322,7.81,0.9862
INDUSINDBK,2023-11-29,0.0269,7.69,0.9728
INDUSINDBK,2023-11-30,0.0055,7.57,0.8954
INDUSINDBK,2023-12-01,0.0117,7.89,0.9113
INDUSINDBK,2023-12-04,0.029,8.24,0.9211
INDUSINDBK,2023-12-05,0.02,8.19,0.9194
INDUSINDBK,2023-12-06,0.0187,8.33,0.835
INDUSINDBK,2023-12-07,0.0061,8.06,0.8308
INDUSINDBK,2023-12-08,0.0108,8.72,0.8429
INDUSINDBK,2023-12-11,0.0126,8.57,0.8429
INDUSINDBK,2023-12-12,0.001,8.87,0.8468
INDUSINDBK,2023-12-13,0.0137,8.37,0.8607
INDUSINDBK,2023-12-14,0.0271,8.33,0.8515
INDUSINDBK,2023-12-15,0.0314,8.28,0.8454
INDUSINDBK,2023-12-18,0.0249,8.37,0.8556
INDUSINDBK,2023-12-19,0.0278,8.57,0.8893
INDUSINDBK,2023-12-20,0.0233,9.09,0.8871
INDUSINDBK,2023-12-21,0.0419,9.09,0.8886
INDUSINDBK,2023-12-22,0.0312,8.88,0.8908
INDUSINDBK,2023-12-26,0.04,9.09,0.8726
INDUSINDBK,2023-12-27,0.0452,9.68,0.8797
INDUSINDBK,2023-12-28,0.0487,9.26,0.8657
INDUSINDBK,2023-12-29,0.0468,9.68,0.9143
INDUSINDBK,2024-01-01,0.0471,8.62,0.9049
INDUSINDBK,2024-01-02,0.0218,8.15,0.886
INDUSINDBK,2024-01-03,0.0358,8.47,0.901
INDUSINDBK,2024-01-04,0.0602,8.43,0.928
INDUSINDBK,2024-01-05,0.0509,8.57,0.9315
INDUSINDBK,2024-01-08,0.0409,8.24,0.9005
INDUSINDBK,2024-01-09,0.0415,8.33,0.908
INDUSINDBK,2024-01-10,0.0571,7.94,0.893
INDUSINDBK,2024-01-11,0.0564,8.47,0.9104
INDUSINDBK,2024-01-12,0.0445,8.15,0.8977
INDUSINDBK,2024-01-15,0.0535,8.24,0.9041
INDUSINDBK,2024-01-16,0.0474,8.11,0.9019
INDUSINDBK,2024-01-17,0.0252,7.73,0.8246
INDUSINDBK,2024-01-18,0.029,7.58,0.8344
INDUSINDBK,2024-01-19,0.0036,7.46,0.8366
INDUSINDBK,2024-01-20,0.0126,7.54,0.8678
INDUSINDBK,2024-01-23,0.0516,7.81,0.8877
INDUSINDBK,2024-01-24,0.0381,7.69,0.9563
INDUSINDBK,2024-01-25,0.0344,7.89,0.9739
INDUSINDBK,2024-01-29,0.0228,7.54,0.9647
INDUSINDBK,2024-01-30,0.0275,7.85,0.9688
INDUSINDBK,2024-01-31,0.0082,8.15,0.9823
INDUSINDBK,2024-02-01,0.0249,7.65,0.9508
INDUSINDBK,2024-02-02,0.0382,7.77,0.9419
INDUSINDBK,2024-02-05,0.037,7.61,0.9222
INDUSINDBK,2024-02-06,0.0436,7.77,0.9398
INDUSINDBK,2024-02-07,0.038,7.77,0.9323
INDUSINDBK,2024-02-08,0.0553,8.15,0.963
INDUSINDBK,2024-02-09,0.0543,8.06,0.9596
INDUSINDBK,2024-02-12,0.0761,8.2,0.954
INDUSINDBK,2024-02-13,0.0694,8.02,0.963
INDUSINDBK,2024-02-15,0.053,7.58,0.9591
INDUSINDBK,2024-02-16,0.0441,8.02,0.9741
INDUSINDBK,2024-02-19,0.0353,8.2,0.9972
INDUSINDBK,2024-02-20,0.0202,8.11,0.9971
INDUSINDBK,2024-02-21,0.0097,8.29,0.9874
INDUSINDBK,2024-02-22,0.0165,8.06,0.9488
INDUSINDBK,2024-02-23,0.0065,7.98,0.9107
INDUSINDBK,2024-02-26,0.0191,8.24,0.9189
INDUSINDBK,2024-02-27,0.0155,8.2,0.9405
INDUSINDBK,2024-02-28,0.0234,8.2,0.9566
INDUSINDBK,2024-02-29,0.0207,7.85,0.9089
INDUSINDBK,2024-03-01,0.0102,8.47,0.9587
INDUSINDBK,2024-03-02,0.0,8.17,0.9355
INDUSINDBK,2024-03-04,0.002,8.22,0.9554
INDUSINDBK,2024-03-05,0.0098,8.17,0.9592
INDUSINDBK,2024-03-06,0.0073,8.03,0.9119
INDUSINDBK,2024-03-07,0.0336,7.57,0.8793
INDUSINDBK,2024-03-11,0.0201,7.45,0.8732
INDUSINDBK,2024-03-12,0.0323,7.45,0.8811
INDUSINDBK,2024-03-13,0.0023,7.61,0.8442
INDUSINDBK,2024-03-14,0.0002,7.9,0.8168
INDUSINDBK,2024-03-15,0.0022,7.53,0.8115
INDUSINDBK,2024-03-18,0.0019,7.34,0.7934
INDUSINDBK,2024-03-19,0.0308,7.38,0.8032
INDUSINDBK,2024-03-20,0.0238,7.49,0.829
INDUSINDBK,2024-03-21,0.0032,7.34,0.8205
INDUSINDBK,2024-03-22,0.0141,7.53,0.8143
INDUSINDBK,2024-03-26,0.0191,7.45,0.8327
INDUSINDBK,2024-03-27,0.015,7.53,0.8198
INDUSINDBK,2024-03-28,0.0364,7.73,0.7825
INDUSINDBK,2024-04-01,0.0209,8.31,0.8099
INDUSINDBK,2024-04-02,0.0096,7.99,0.8256
INDUSINDBK,2024-04-03,0.0033,8.15,0.8229
INDUSINDBK,2024-04-04,0.0049,8.38,0.8457
INDUSINDBK,2024-04-05,0.0027,8.2,0.8432
INDUSINDBK,2024-04-08,0.004,8.02,0.8667
INDUSINDBK,2024-04-09,0.0045,8.24,0.8601
INDUSINDBK,2024-04-10,0.0033,8.02,0.8659
INDUSINDBK,2024-04-12,0.0052,7.89,0.8481
INDUSINDBK,2024-04-15,0.0231,7.65,0.9045
INDUSINDBK,2024-04-16,0.0042,7.89,0.949
INDUSINDBK,2024-04-18,0.0035,8.24,0.9645
INDUSINDBK,2024-04-19,0.0035,8.24,0.9434
INDUSINDBK,2024-04-22,0.0147,8.24,0.8971
INDUSINDBK,2024-04-23,0.0015,8.02,0.8527
INDUSINDBK,2024-04-24,0.0048,8.02,0.8634
INDUSINDBK,2024-04-25,0.0106,7.97,0.8677
INDUSINDBK,2024-04-26,0.0297,7.97,0.871
INDUSINDBK,2024-04-29,0.0204,8.15,0.9145
INDUSINDBK,2024-04-30,0.018,8.15,0.9658
INDUSINDBK,2024-05-02,0.0151,7.77,0.915
INDUSINDBK,2024-05-03,0.0247,7.77,0.9196
INDUSINDBK,2024-05-06,0.0154,7.61,0.9269
INDUSINDBK,2024-05-07,0.0319,7.65,0.925
INDUSINDBK,2024-05-08,0.0455,7.57,0.9186
INDUSINDBK,2024-05-09,0.0641,8.15,0.9424
INDUSINDBK,2024-05-10,0.0582,8.06,0.9513
INDUSINDBK,2024-05-13,0.0564,8.24,0.9857
INDUSINDBK,2024-05-14,0.0445,8.33,0.9603
INDUSINDBK,2024-05-15,0.0397,8.24,0.9425
INDUSINDBK,2024-05-16,0.0332,8.2,0.9408
INDUSINDBK,2024-05-17,0.0143,7.73,0.9904
INDUSINDBK,2024-05-18,0.0325,7.95,1.0094
INDUSINDBK,2024-05-21,0.0325,7.86,1.0183
INDUSINDBK,2024-05-22,0.0225,7.77,1.0309
INDUSINDBK,2024-05-23,0.014,7.95,1.0393
INDUSINDBK,2024-05-27,0.014,8.03,1.0553
INDUSINDBK,2024-05-28,0.0025,7.77,0.9673
INDUSINDBK,2024-05-29,0.013,7.73,1.0037
INDUSINDBK,2024-05-30,0.0277,7.77,0.9818
INDUSINDBK,2024-05-31,0.0202,7.65,1.0187
INDUSINDBK,2024-06-03,0.0154,7.45,0.9676
INDUSINDBK,2024-06-04,0.0307,7.65,1.1838
INDUSINDBK,2024-06-05,0.0139,7.57,1.2113
INDUSINDBK,2024-06-06,0.0098,7.57,1.2131
INDUSINDBK,2024-06-07,0.0276,7.23,1.182
INDUSINDBK,2024-06-10,0.0254,7.19,1.1745
INDUSINDBK,2024-06-11,0.0223,7.3,1.1847
INDUSINDBK,2024-06-12,0.0198,7.49,1.1919
INDUSINDBK,2024-06-13,0.0307,7.82,1.1931
INDUSINDBK,2024-06-14,0.0323,7.69,1.1875
INDUSINDBK,2024-06-18,0.0306,7.69,1.183
INDUSINDBK,2024-06-19,0.0383,7.46,1.2016
INDUSINDBK,2024-06-20,0.04,7.77,1.193
INDUSINDBK,2024-06-21,0.0332,7.58,1.1828
INDUSINDBK,2024-06-24,0.0143,7.35,1.1928
INDUSINDBK,2024-06-25,0.0051,6.94,1.2047
INDUSINDBK,2024-06-26,0.0139,7.18,1.2004
INDUSINDBK,2024-06-27,0.0095,7.32,1.2
INDUSINDBK,2024-06-28,0.0022,7.21,1.1915
INDUSINDBK,2024-07-01,0.0187,7.43,1.2122
INDUSINDBK,2024-07-02,0.0217,7.58,1.1512
INDUSINDBK,2024-07-03,0.0185,7.5,1.0668
INDUSINDBK,2024-07-04,0.0246,7.46,0.996
INDUSINDBK,2024-07-05,0.0134,7.5,1.0451
INDUSINDBK,2024-07-08,0.0259,7.61,1.0527
INDUSINDBK,2024-07-09,0.0234,7.81,1.0634
INDUSINDBK,2024-07-10,0.0234,7.65,1.0571
INDUSINDBK,2024-07-11,0.0258,7.46,1.054
INDUSINDBK,2024-07-12,0.0308,7.43,1.0415
INDUSINDBK,2024-07-15,0.0297,7.35,1.0489
INDUSINDBK,2024-07-16,0.0378,7.43,1.0061
INDUSINDBK,2024-07-18,0.0395,7.54,0.9698
INDUSINDBK,2024-07-19,0.0513,7.5,0.9993
INDUSINDBK,2024-07-22,0.0347,7.94,0.8718
INDUSINDBK,2024-07-23,0.0395,7.89,0.8754
INDUSINDBK,2024-07-24,0.0432,8.15,0.8713
INDUSINDBK,2024-07-25,0.0572,8.15,0.8466
INDUSINDBK,2024-07-26,0.0406,8.15,0.8046
INDUSINDBK,2024-07-29,0.0243,8.24,0.8504
INDUSINDBK,2024-07-30,0.0125,8.11,0.8515
INDUSINDBK,2024-07-31,0.0,8.33,0.8461
INDUSINDBK,2024-08-01,0.0146,8.11,0.844
INDUSINDBK,2024-08-02,0.0199,8.15,0.8643
INDUSINDBK,2024-08-05,0.022,8.2,0.8336
INDUSINDBK,2024-08-06,0.0285,8.43,0.8309
INDUSINDBK,2024-08-07,0.0331,8.52,0.8712
INDUSINDBK,2024-08-08,0.0333,8.72,0.8594
INDUSINDBK,2024-08-09,0.0335,8.77,0.8601
INDUSINDBK,2024-08-12,0.0386,8.62,0.8597
INDUSINDBK,2024-08-13,0.0409,8.52,0.8613
INDUSINDBK,2024-08-14,0.0417,8.57,0.8536
INDUSINDBK,2024-08-16,0.0347,8.72,0.8752
INDUSINDBK,2024-08-19,0.0278,8.67,0.8964
INDUSINDBK,2024-08-20,0.0183,8.62,0.9245
INDUSINDBK,2024-08-21,0.0098,8.82,0.9292
INDUSINDBK,2024-08-22,0.0019,9.2,0.9517
INDUSINDBK,2024-08-23,0.0092,8.82,0.9504
INDUSINDBK,2024-08-26,0.0205,8.62,0.9423
INDUSINDBK,2024-08-27,0.0189,8.52,0.9169
INDUSINDBK,2024-08-28,0.0057,8.77,0.9314
INDUSINDBK,2024-08-29,0.0111,8.57,0.9442
INDUSINDBK,2024-08-30,0.0074,8.43,0.9
INDUSINDBK,2024-09-02,0.0297,8.52,0.8489
INDUSINDBK,2024-09-03,0.0215,8.72,0.9221
INDUSINDBK,2024-09-04,0.0192,8.82,0.9571
INDUSINDBK,2024-09-05,0.0451,8.38,0.8589
INDUSINDBK,2024-09-06,0.0327,8.38,0.9291
INDUSINDBK,2024-09-09,0.0459,8.62,0.9293
INDUSINDBK,2024-09-10,0.045,8.2,0.9233
INDUSINDBK,2024-09-11,0.0381,8.24,0.9076
INDUSINDBK,2024-09-12,0.0507,8.38,0.857
INDUSINDBK,2024-09-13,0.0512,8.33,0.8221
INDUSINDBK,2024-09-16,0.059,8.43,0.7672
INDUSINDBK,2024-09-17,0.0501,8.52,0.7407
INDUSINDBK,2024-09-18,0.0455,8.43,0.7525
INDUSINDBK,2024-09-19,0.0571,7.89,0.7243
INDUSINDBK,2024-09-20,0.0478,8.11,0.7309
INDUSINDBK,2024-09-23,0.0418,8.02,0.735
INDUSINDBK,2024-09-24,0.0309,7.89,0.7547
INDUSINDBK,2024-09-25,0.0153,7.89,0.7287
INDUSINDBK,2024-09-26,0.0175,8.11,0.7237
INDUSINDBK,2024-09-27,0.0143,8.33,0.7733
INDUSINDBK,2024-09-30,0.0007,8.2,0.7922
INDUSINDBK,2024-10-01,0.0125,8.29,0.8054
INDUSINDBK,2024-10-03,0.0232,8.11,0.8212
INDUSINDBK,2024-10-04,0.0215,8.38,0.8549
INDUSINDBK,2024-10-07,0.0229,8.2,0.827
INDUSINDBK,2024-10-08,0.027,8.15,0.8071
INDUSINDBK,2024-10-09,0.0361,8.52,0.8093
INDUSINDBK,2024-10-10,0.0296,8.77,0.8162
INDUSINDBK,2024-10-11,0.0435,8.98,0.8332
INDUSINDBK,2024-10-14,0.0423,9.15,0.8592
INDUSINDBK,2024-10-15,0.0492,9.26,0.8741
INDUSINDBK,2024-10-16,0.0553,9.09,0.8787
INDUSINDBK,2024-10-17,0.0697,8.88,0.9044
INDUSINDBK,2024-10-18,0.0658,9.04,0.9167
INDUSINDBK,2024-10-21,0.0799,9.15,0.9834
INDUSINDBK,2024-10-22,0.0872,9.55,0.9898
INDUSINDBK,2024-10-23,0.0837,9.09,0.9547
INDUSINDBK,2024-10-24,0.0745,8.88,0.9443
INDUSINDBK,2024-10-25,0.1672,8.82,1.3191
INDUSINDBK,2024-10-28,0.1578,9.2,1.3163
INDUSINDBK,2024-10-29,0.1538,9.26,1.323
INDUSINDBK,2024-10-30,0.1279,8.98,1.3121
INDUSINDBK,2024-10-31,0.1266,9.09,1.3103
INDUSINDBK,2024-11-04,0.1215,8.82,1.3019
INDUSINDBK,2024-11-05,0.1022,8.82,1.3216
INDUSINDBK,2024-11-06,0.1124,8.52,1.3257
INDUSINDBK,2024-11-07,0.1192,8.88,1.3325
INDUSINDBK,2024-11-08,0.1264,8.24,1.3285
INDUSINDBK,2024-11-11,0.1202,7.98,1.3218
INDUSINDBK,2024-11-12,0.1293,7.81,1.3201
INDUSINDBK,2024-11-13,0.1261,7.77,1.3155
INDUSINDBK,2024-11-14,0.131,7.5,1.3157
INDUSINDBK,2024-11-18,0.1321,7.89,1.3098
INDUSINDBK,2024-11-19,0.1374,8.29,1.3074
INDUSINDBK,2024-11-21,0.1283,8.15,1.3207
