stock,date,ER,run_length_mean,VR
ADANIPORTS,2022-01-03,0.0526,10.71,1.1162
ADANIPORTS,2022-01-04,0.0514,13.64,0.7795
ADANIPORTS,2022-01-05,0.1262,13.24,1.1592
ADANIPORTS,2022-01-06,0.0218,14.29,1.1863
ADANIPORTS,2022-01-07,0.0063,12.93,1.1353
ADANIPORTS,2022-01-10,0.0119,12.86,1.0678
ADANIPORTS,2022-01-11,0.0746,14.19,1.2117
ADANIPORTS,2022-01-12,0.0564,13.95,1.1345
ADANIPORTS,2022-01-13,0.0638,10.89,1.0978
ADANIPORTS,2022-01-14,0.0725,11.03,1.1431
ADANIPORTS,2022-01-17,0.0573,10.31,1.0544
ADANIPORTS,2022-01-18,0.033,10.47,1.0437
ADANIPORTS,2022-01-19,0.0096,10.37,1.0797
ADANIPORTS,2022-01-20,0.0027,9.91,1.063
ADANIPORTS,2022-01-21,0.0087,10.14,1.1338
ADANIPORTS,2022-01-24,0.0268,10.08,1.0755
ADANIPORTS,2022-01-25,0.0171,9.31,1.0446
ADANIPORTS,2022-01-27,0.0178,9.31,1.0263
ADANIPORTS,2022-01-28,0.0152,9.76,1.0588
ADANIPORTS,2022-01-31,0.0104,9.49,1.0393
ADANIPORTS,2022-02-01,0.0016,9.26,1.044
ADANIPORTS,2022-02-02,0.0007,9.32,1.0461
ADANIPORTS,2022-02-03,0.0062,8.88,1.0114
ADANIPORTS,2022-02-04,0.0112,8.62,1.0166
ADANIPORTS,2022-02-07,0.0142,8.57,1.007
ADANIPORTS,2022-02-08,0.0121,8.29,1.0022
ADANIPORTS,2022-02-09,0.0224,8.02,0.9826
ADANIPORTS,2022-02-10,0.0212,7.58,0.9719
ADANIPORTS,2022-02-11,0.0279,8.2,0.9706
ADANIPORTS,2022-02-14,0.0536,8.24,0.9902
ADANIPORTS,2022-02-15,0.0378,8.57,0.9942
ADANIPORTS,2022-02-16,0.0114,8.11,0.958
ADANIPORTS,2022-02-17,0.0078,8.15,0.9514
ADANIPORTS,2022-02-18,0.0004,7.85,0.9239
ADANIPORTS,2022-02-21,0.0065,7.89,0.9095
ADANIPORTS,2022-02-22,0.0103,8.06,0.9506
ADANIPORTS,2022-02-23,0.0051,8.47,0.9791
ADANIPORTS,2022-02-24,0.0354,8.62,0.9586
ADANIPORTS,2022-02-25,0.0131,8.11,1.033
ADANIPORTS,2022-02-28,0.0085,8.2,1.0124
ADANIPORTS,2022-03-02,0.013,8.33,1.0184
ADANIPORTS,2022-03-03,0.0177,7.89,0.9942
ADANIPORTS,2022-03-04,0.021,8.33,0.9882
ADANIPORTS,2022-03-07,0.0259,8.52,1.0129
ADANIPORTS,2022-03-08,0.017,8.77,1.0181
ADANIPORTS,2022-03-09,0.0057,9.25,1.0245
ADANIPORTS,2022-03-10,0.0014,9.14,1.0312
ADANIPORTS,2022-03-11,0.0001,9.2,1.0303
ADANIPORTS,2022-03-14,0.0139,8.72,0.9953
ADANIPORTS,2022-03-16,0.0111,8.28,1.0118
ADANIPORTS,2022-03-17,0.0059,7.81,1.0145
ADANIPORTS,2022-03-21,0.0041,8.1,1.0461
ADANIPORTS,2022-03-22,0.0019,8.24,1.0621
ADANIPORTS,2022-03-23,0.0061,8.28,1.0446
ADANIPORTS,2022-03-24,0.0216,8.19,1.0453
ADANIPORTS,2022-03-25,0.0181,8.02,1.0392
ADANIPORTS,2022-03-28,0.0328,7.73,1.0452
ADANIPORTS,2022-03-29,0.0494,7.65,0.9966
ADANIPORTS,2022-03-30,0.0475,7.77,1.0118
ADANIPORTS,2022-03-31,0.0384,7.5,1.0115
ADANIPORTS,2022-04-01,0.0368,7.38,1.0313
ADANIPORTS,2022-04-04,0.0718,7.73,1.0326
ADANIPORTS,2022-04-05,0.0916,7.53,0.9749
ADANIPORTS,2022-04-06,0.0944,7.21,0.9553
ADANIPORTS,2022-04-07,0.0691,7.28,0.9736
ADANIPORTS,2022-04-08,0.066,7.01,0.9621
ADANIPORTS,2022-04-11,0.0728,7.08,0.953
ADANIPORTS,2022-04-12,0.0645,7.18,0.9736
ADANIPORTS,2022-04-13,0.0624,7.25,0.9762
ADANIPORTS,2022-04-18,0.0611,7.54,0.9854
ADANIPORTS,2022-04-19,0.0391,7.54,1.016
ADANIPORTS,2022-04-20,0.0514,7.58,0.9496
ADANIPORTS,2022-04-21,0.054,7.43,0.9487
ADANIPORTS,2022-04-22,0.0697,7.77,0.9888
ADANIPORTS,2022-04-25,0.0594,7.77,0.9664
ADANIPORTS,2022-04-26,0.0786,7.94,0.9704
ADANIPORTS,2022-04-27,0.0677,8.43,0.9614
ADANIPORTS,2022-04-28,0.0572,8.02,0.918
ADANIPORTS,2022-04-29,0.0398,8.11,0.9733
ADANIPORTS,2022-05-02,0.0343,8.2,0.9498
ADANIPORTS,2022-05-04,0.0078,8.33,0.9867
ADANIPORTS,2022-05-05,0.01,8.02,0.9909
ADANIPORTS,2022-05-06,0.015,7.81,0.9501
ADANIPORTS,2022-05-09,0.0288,7.98,0.9769
ADANIPORTS,2022-05-10,0.0265,7.5,0.9612
ADANIPORTS,2022-05-11,0.0328,7.73,0.9431
ADANIPORTS,2022-05-12,0.0552,7.73,0.946
ADANIPORTS,2022-05-13,0.0585,7.65,0.9688
ADANIPORTS,2022-05-16,0.0443,7.73,0.9882
ADANIPORTS,2022-05-17,0.04,7.85,0.9969
ADANIPORTS,2022-05-18,0.0272,8.02,0.9909
ADANIPORTS,2022-05-19,0.0406,7.85,0.9707
ADANIPORTS,2022-05-20,0.0292,8.06,0.9808
ADANIPORTS,2022-05-23,0.0474,7.85,0.968
ADANIPORTS,2022-05-24,0.0465,7.61,0.9695
ADANIPORTS,2022-05-25,0.0856,7.5,0.9767
ADANIPORTS,2022-05-26,0.0767,7.46,1.0253
ADANIPORTS,2022-05-27,0.0763,7.54,1.0184
ADANIPORTS,2022-05-30,0.047,7.5,1.0208
ADANIPORTS,2022-05-31,0.0501,7.43,1.0408
ADANIPORTS,2022-06-01,0.0352,7.46,1.0384
ADANIPORTS,2022-06-02,0.0207,7.73,1.0452
ADANIPORTS,2022-06-03,0.0258,7.85,1.0446
ADANIPORTS,2022-06-06,0.0272,7.85,1.0626
ADANIPORTS,2022-06-07,0.0236,7.77,1.061
ADANIPORTS,2022-06-08,0.0098,7.61,1.0479
ADANIPORTS,2022-06-09,0.0055,7.46,1.0497
ADANIPORTS,2022-06-10,0.0101,7.54,1.0307
ADANIPORTS,2022-06-13,0.0128,7.61,1.0815
ADANIPORTS,2022-06-14,0.0237,7.65,1.0635
ADANIPORTS,2022-06-15,0.019,7.46,1.1006
ADANIPORTS,2022-06-16,0.0426,7.65,1.0503
ADANIPORTS,2022-06-17,0.0569,7.35,1.0577
ADANIPORTS,2022-06-20,0.0538,7.54,1.079
ADANIPORTS,2022-06-21,0.0274,7.58,1.037
ADANIPORTS,2022-06-22,0.025,7.35,1.0171
ADANIPORTS,2022-06-24,0.0135,7.32,0.9624
ADANIPORTS,2022-06-27,0.0199,7.5,0.9369
ADANIPORTS,2022-06-28,0.0339,7.35,0.966
ADANIPORTS,2022-06-29,0.0407,7.54,0.9574
ADANIPORTS,2022-06-30,0.0377,7.54,0.9494
ADANIPORTS,2022-07-01,0.0463,7.32,0.9389
ADANIPORTS,2022-07-04,0.032,7.35,0.9198
ADANIPORTS,2022-07-05,0.0324,7.46,0.9604
ADANIPORTS,2022-07-06,0.0231,7.81,0.9653
ADANIPORTS,2022-07-07,0.0147,7.98,0.9437
ADANIPORTS,2022-07-08,0.0045,8.24,0.9306
ADANIPORTS,2022-07-11,0.0116,8.47,0.8627
ADANIPORTS,2022-07-12,0.017,8.43,0.8614
ADANIPORTS,2022-07-13,0.0121,8.2,0.8599
ADANIPORTS,2022-07-14,0.0093,8.57,0.8771
ADANIPORTS,2022-07-15,0.0347,8.02,0.8523
ADANIPORTS,2022-07-18,0.0471,8.11,0.7849
ADANIPORTS,2022-07-19,0.0518,8.06,0.8208
ADANIPORTS,2022-07-20,0.0463,8.38,0.7943
ADANIPORTS,2022-07-21,0.0547,8.61,0.8061
ADANIPORTS,2022-07-22,0.044,8.37,0.8133
ADANIPORTS,2022-07-25,0.0553,8.33,0.7654
ADANIPORTS,2022-07-26,0.0643,8.24,0.7651
ADANIPORTS,2022-07-27,0.0611,8.24,0.7672
ADANIPORTS,2022-07-28,0.0776,7.85,0.7366
ADANIPORTS,2022-07-29,0.0721,7.81,0.7769
ADANIPORTS,2022-08-01,0.09,8.06,0.8133
ADANIPORTS,2022-08-02,0.0916,8.02,0.804
ADANIPORTS,2022-08-03,0.0784,7.89,0.8098
ADANIPORTS,2022-08-04,0.0752,7.73,0.8286
ADANIPORTS,2022-08-05,0.0675,7.46,0.8323
ADANIPORTS,2022-08-08,0.0535,7.24,0.8419
ADANIPORTS,2022-08-10,0.039,7.1,0.9022
ADANIPORTS,2022-08-11,0.0481,7.14,0.8955
ADANIPORTS,2022-08-12,0.0435,6.97,0.8883
ADANIPORTS,2022-08-16,0.0641,7.35,1.0166
ADANIPORTS,2022-08-17,0.0617,7.35,1.0245
ADANIPORTS,2022-08-18,0.0577,7.24,1.0271
ADANIPORTS,2022-08-19,0.0799,7.24,1.1393
ADANIPORTS,2022-08-22,0.0491,7.14,0.9989
ADANIPORTS,2022-08-23,0.0471,7.14,1.042
ADANIPORTS,2022-08-24,0.0484,7.28,1.0584
ADANIPORTS,2022-08-25,0.0358,7.5,1.0692
ADANIPORTS,2022-08-26,0.039,7.32,1.0489
ADANIPORTS,2022-08-29,0.0342,7.43,1.0284
ADANIPORTS,2022-08-30,0.0375,7.5,1.0182
ADANIPORTS,2022-09-01,0.0188,7.39,1.0042
ADANIPORTS,2022-09-02,0.025,7.28,1.0207
ADANIPORTS,2022-09-05,0.0201,7.14,1.0309
ADANIPORTS,2022-09-06,0.0208,7.21,1.0178
ADANIPORTS,2022-09-07,0.032,7.32,1.0401
ADANIPORTS,2022-09-08,0.0454,7.5,1.0645
ADANIPORTS,2022-09-09,0.0588,7.81,1.0663
ADANIPORTS,2022-09-12,0.0747,7.69,1.0943
ADANIPORTS,2022-09-13,0.0781,7.85,1.0345
ADANIPORTS,2022-09-14,0.0616,7.35,1.0103
ADANIPORTS,2022-09-15,0.0686,7.28,0.9955
ADANIPORTS,2022-09-16,0.0478,7.46,0.9958
ADANIPORTS,2022-09-19,0.0354,7.32,0.9866
ADANIPORTS,2022-09-20,0.06,7.35,1.0471
ADANIPORTS,2022-09-21,0.0537,7.61,1.0448
ADANIPORTS,2022-09-22,0.0539,7.32,1.0342
ADANIPORTS,2022-09-23,0.0425,7.32,1.0294
ADANIPORTS,2022-09-26,0.0158,7.61,1.1125
ADANIPORTS,2022-09-27,0.0004,7.98,1.0787
ADANIPORTS,2022-09-28,0.0088,7.85,1.0566
ADANIPORTS,2022-09-29,0.0087,7.94,1.0337
ADANIPORTS,2022-09-30,0.0132,8.02,1.0166
ADANIPORTS,2022-10-03,0.0288,8.43,1.0286
ADANIPORTS,2022-10-04,0.0101,8.52,1.0225
ADANIPORTS,2022-10-06,0.0211,8.52,1.0015
ADANIPORTS,2022-10-07,0.0293,8.72,0.9935
ADANIPORTS,2022-10-10,0.0442,8.47,0.9401
ADANIPORTS,2022-10-11,0.0593,8.43,0.9416
ADANIPORTS,2022-10-12,0.0576,8.72,0.9502
ADANIPORTS,2022-10-13,0.0722,9.55,0.9623
ADANIPORTS,2022-10-14,0.0778,10.0,0.9554
ADANIPORTS,2022-10-17,0.0663,9.68,0.9435
ADANIPORTS,2022-10-18,0.0728,9.68,0.9353
ADANIPORTS,2022-10-19,0.0696,9.74,0.9401
ADANIPORTS,2022-10-20,0.0549,9.32,0.8986
ADANIPORTS,2022-10-21,0.0673,9.8,0.8896
ADANIPORTS,2022-10-25,0.047,9.68,0.9064
ADANIPORTS,2022-10-27,0.0249,10.0,0.9226
ADANIPORTS,2022-10-28,0.0066,8.98,0.9088
ADANIPORTS,2022-10-31,0.0094,9.2,0.9121
ADANIPORTS,2022-11-01,0.0121,9.04,0.9091
ADANIPORTS,2022-11-02,0.0042,8.57,0.8939
ADANIPORTS,2022-11-03,0.0169,8.38,0.8693
ADANIPORTS,2022-11-04,0.0198,8.33,0.8637
ADANIPORTS,2022-11-07,0.0158,8.47,0.8786
ADANIPORTS,2022-11-09,0.0491,8.2,0.8886
ADANIPORTS,2022-11-10,0.0436,8.57,0.8932
ADANIPORTS,2022-11-11,0.0517,8.72,0.8763
ADANIPORTS,2022-11-14,0.0486,8.24,0.8411
ADANIPORTS,2022-11-15,0.0592,8.06,0.8633
ADANIPORTS,2022-11-16,0.0581,8.2,0.935
ADANIPORTS,2022-11-17,0.0517,8.24,0.9324
ADANIPORTS,2022-11-18,0.0407,8.11,0.9038
ADANIPORTS,2022-11-21,0.0389,8.38,0.9485
ADANIPORTS,2022-11-22,0.0343,8.67,0.9426
ADANIPORTS,2022-11-23,0.0368,8.52,0.9243
ADANIPORTS,2022-11-24,0.0383,8.77,0.9174
ADANIPORTS,2022-11-25,0.0315,8.29,0.8944
ADANIPORTS,2022-11-28,0.0274,9.04,0.9132
ADANIPORTS,2022-11-29,0.0294,8.82,0.9156
ADANIPORTS,2022-11-30,0.0272,8.72,0.9211
ADANIPORTS,2022-12-01,0.0355,8.93,0.9525
ADANIPORTS,2022-12-02,0.0304,9.04,0.9738
ADANIPORTS,2022-12-05,0.018,8.88,0.9743
ADANIPORTS,2022-12-06,0.0165,8.2,0.9956
ADANIPORTS,2022-12-07,0.0012,7.85,0.9758
ADANIPORTS,2022-12-08,0.0065,7.73,0.9881
ADANIPORTS,2022-12-09,0.0038,7.85,1.076
ADANIPORTS,2022-12-12,0.0126,8.28,1.1146
ADANIPORTS,2022-12-13,0.0141,8.28,1.1311
ADANIPORTS,2022-12-14,0.0043,8.1,0.9681
ADANIPORTS,2022-12-15,0.0075,8.19,0.9884
ADANIPORTS,2022-12-16,0.0183,8.33,0.9928
ADANIPORTS,2022-12-19,0.0156,8.33,0.9783
ADANIPORTS,2022-12-20,0.0009,8.15,0.9892
ADANIPORTS,2022-12-21,0.0084,7.97,0.9913
ADANIPORTS,2022-12-22,0.0129,7.46,0.9273
ADANIPORTS,2022-12-23,0.0466,7.77,0.9774
ADANIPORTS,2022-12-26,0.0417,7.85,0.9978
ADANIPORTS,2022-12-27,0.036,7.85,0.9928
ADANIPORTS,2022-12-28,0.0419,7.69,0.9891
ADANIPORTS,2022-12-29,0.0373,8.02,0.9997
ADANIPORTS,2022-12-30,0.0415,7.69,0.9796
ADANIPORTS,2023-01-02,0.0384,7.65,0.9609
ADANIPORTS,2023-01-03,0.0461,8.19,0.9624
ADANIPORTS,2023-01-04,0.048,8.57,0.9487
ADANIPORTS,2023-01-05,0.043,7.89,0.9283
ADANIPORTS,2023-01-06,0.0464,7.73,0.8972
ADANIPORTS,2023-01-10,0.0512,7.65,0.9334
ADANIPORTS,2023-01-11,0.0566,7.53,0.9203
ADANIPORTS,2023-01-12,0.0598,7.5,0.9293
ADANIPORTS,2023-01-13,0.0507,7.21,0.9187
ADANIPORTS,2023-01-16,0.044,7.0,0.9016
ADANIPORTS,2023-01-17,0.0614,6.66,0.881
ADANIPORTS,2023-01-18,0.0643,6.69,0.8734
ADANIPORTS,2023-01-19,0.0541,6.87,0.8655
ADANIPORTS,2023-01-20,0.0435,7.1,0.839
ADANIPORTS,2023-01-23,0.0191,7.03,0.8071
ADANIPORTS,2023-01-24,0.0375,6.9,0.8062
ADANIPORTS,2023-01-25,0.0669,7.2,0.9476
ADANIPORTS,2023-01-27,0.1099,7.52,1.1269
ADANIPORTS,2023-01-30,0.1039,7.56,1.0763
ADANIPORTS,2023-01-31,0.0946,7.92,1.0929
ADANIPORTS,2023-02-01,0.1276,8.14,0.9601
ADANIPORTS,2023-02-02,0.1249,8.05,0.842
ADANIPORTS,2023-02-03,0.1026,8.01,0.8801
ADANIPORTS,2023-02-06,0.0855,8.76,0.8818
ADANIPORTS,2023-02-07,0.0754,9.13,0.8859
ADANIPORTS,2023-02-08,0.0562,8.86,0.8894
ADANIPORTS,2023-02-09,0.0597,8.61,0.9044
ADANIPORTS,2023-02-10,0.0572,8.42,0.9043
ADANIPORTS,2023-02-13,0.0641,8.92,0.9034
ADANIPORTS,2023-02-14,0.0575,9.42,0.9051
ADANIPORTS,2023-02-15,0.0562,9.66,0.9031
ADANIPORTS,2023-02-16,0.0528,9.73,0.9059
ADANIPORTS,2023-02-17,0.0514,9.61,0.9056
ADANIPORTS,2023-02-20,0.0503,9.55,0.9079
ADANIPORTS,2023-02-21,0.0481,9.61,0.9091
ADANIPORTS,2023-02-22,0.0518,9.32,0.905
ADANIPORTS,2023-02-23,0.0328,8.93,0.9131
ADANIPORTS,2023-02-24,0.0166,8.72,0.8283
ADANIPORTS,2023-02-27,0.0111,8.06,0.8556
ADANIPORTS,2023-02-28,0.0071,8.02,0.8549
ADANIPORTS,2023-03-01,0.052,7.81,0.9142
ADANIPORTS,2023-03-02,0.0682,8.1,0.9355
ADANIPORTS,2023-03-03,0.0721,8.47,0.925
ADANIPORTS,2023-03-06,0.0544,8.28,0.9397
ADANIPORTS,2023-03-08,0.0538,8.06,0.9247
ADANIPORTS,2023-03-09,0.0557,8.19,0.8907
ADANIPORTS,2023-03-10,0.0528,8.66,0.8979
ADANIPORTS,2023-03-13,0.04,8.77,0.9039
ADANIPORTS,2023-03-14,0.0444,8.52,0.9035
ADANIPORTS,2023-03-15,0.0522,8.47,0.9048
ADANIPORTS,2023-03-16,0.048,8.37,0.895
ADANIPORTS,2023-03-17,0.0457,8.42,0.9028
ADANIPORTS,2023-03-20,0.0439,8.46,0.89
ADANIPORTS,2023-03-21,0.0401,8.46,0.8911
ADANIPORTS,2023-03-22,0.0359,8.23,0.8901
ADANIPORTS,2023-03-23,0.0533,8.32,0.8729
ADANIPORTS,2023-03-24,0.0364,8.37,0.8859
ADANIPORTS,2023-03-27,0.0317,8.33,0.8891
ADANIPORTS,2023-03-28,0.0175,8.92,0.9609
ADANIPORTS,2023-03-29,0.0151,9.08,1.0005
ADANIPORTS,2023-03-31,0.0156,8.98,0.9735
ADANIPORTS,2023-04-03,0.0204,8.98,1.1261
ADANIPORTS,2023-04-05,0.0322,8.77,1.1056
ADANIPORTS,2023-04-06,0.0265,8.98,1.1045
ADANIPORTS,2023-04-10,0.0359,8.98,1.0989
ADANIPORTS,2023-04-11,0.0206,9.37,1.0849
ADANIPORTS,2023-04-12,0.0307,8.87,1.0829
ADANIPORTS,2023-04-13,0.0023,8.66,1.093
ADANIPORTS,2023-04-17,0.0003,8.61,1.0904
ADANIPORTS,2023-04-18,0.0167,8.76,1.1029
ADANIPORTS,2023-04-20,0.011,8.92,1.143
ADANIPORTS,2023-04-21,0.0084,8.71,1.1275
ADANIPORTS,2023-04-24,0.001,8.92,1.1339
ADANIPORTS,2023-04-25,0.0008,9.08,1.1349
ADANIPORTS,2023-04-26,0.0056,9.49,1.1262
ADANIPORTS,2023-04-27,0.0006,9.2,1.1466
ADANIPORTS,2023-04-28,0.0314,9.2,1.1619
ADANIPORTS,2023-05-02,0.0432,9.49,1.1213
ADANIPORTS,2023-05-03,0.0521,9.43,0.9179
ADANIPORTS,2023-05-04,0.0245,9.03,0.8972
ADANIPORTS,2023-05-05,0.0444,9.14,0.921
ADANIPORTS,2023-05-08,0.0418,9.03,0.925
ADANIPORTS,2023-05-09,0.0458,8.77,0.9182
ADANIPORTS,2023-05-10,0.0348,8.24,0.9446
ADANIPORTS,2023-05-11,0.0444,8.19,0.9527
ADANIPORTS,2023-05-12,0.0412,8.1,0.9551
ADANIPORTS,2023-05-15,0.0315,8.06,0.9853
ADANIPORTS,2023-05-16,0.0226,8.33,0.991
ADANIPORTS,2023-05-17,0.0121,7.89,0.994
ADANIPORTS,2023-05-18,0.0004,7.98,0.9769
ADANIPORTS,2023-05-19,0.0174,7.94,0.9548
ADANIPORTS,2023-05-22,0.0518,7.98,1.0395
ADANIPORTS,2023-05-23,0.0419,7.65,1.1501
ADANIPORTS,2023-05-24,0.0344,7.54,1.1132
ADANIPORTS,2023-05-25,0.0382,7.39,1.096
ADANIPORTS,2023-05-26,0.0401,7.5,1.1004
ADANIPORTS,2023-05-29,0.0385,7.58,1.0648
ADANIPORTS,2023-05-30,0.0361,7.32,1.0639
ADANIPORTS,2023-05-31,0.043,7.54,1.081
ADANIPORTS,2023-06-01,0.0344,7.77,1.0885
ADANIPORTS,2023-06-02,0.0352,7.54,1.0865
ADANIPORTS,2023-06-05,0.0312,7.35,1.076
ADANIPORTS,2023-06-06,0.0375,7.18,1.0783
ADANIPORTS,2023-06-07,0.0317,7.28,1.073
ADANIPORTS,2023-06-08,0.0228,7.46,1.0585
ADANIPORTS,2023-06-09,0.0262,7.18,1.0546
ADANIPORTS,2023-06-12,0.0319,7.54,1.0655
ADANIPORTS,2023-06-13,0.0337,7.39,1.0678
ADANIPORTS,2023-06-14,0.0377,7.65,1.0739
ADANIPORTS,2023-06-15,0.0539,7.46,1.0646
ADANIPORTS,2023-06-16,0.0287,7.35,1.0206
ADANIPORTS,2023-06-19,0.0272,7.18,0.7932
ADANIPORTS,2023-06-20,0.0133,7.43,0.7118
ADANIPORTS,2023-06-21,0.0267,7.54,0.7404
ADANIPORTS,2023-06-22,0.0191,7.73,0.7415
ADANIPORTS,2023-06-23,0.0192,8.15,0.9161
ADANIPORTS,2023-06-26,0.0138,7.94,0.9138
ADANIPORTS,2023-06-27,0.0094,8.02,0.8885
ADANIPORTS,2023-06-28,0.0119,8.11,0.918
ADANIPORTS,2023-06-30,0.0006,8.15,0.937
ADANIPORTS,2023-07-03,0.0005,8.2,0.9334
ADANIPORTS,2023-07-04,0.0016,8.2,0.9609
ADANIPORTS,2023-07-05,0.0056,8.77,0.9616
ADANIPORTS,2023-07-06,0.006,8.72,0.9583
ADANIPORTS,2023-07-07,0.0174,8.72,1.0095
ADANIPORTS,2023-07-10,0.0138,9.15,1.0004
ADANIPORTS,2023-07-11,0.0096,8.77,1.0082
ADANIPORTS,2023-07-12,0.0157,9.04,1.0116
ADANIPORTS,2023-07-13,0.021,9.15,1.0139
ADANIPORTS,2023-07-14,0.0138,9.09,1.0215
ADANIPORTS,2023-07-17,0.0128,9.38,1.055
ADANIPORTS,2023-07-18,0.0064,9.62,1.0829
ADANIPORTS,2023-07-19,0.0036,9.2,1.1042
ADANIPORTS,2023-07-20,0.0189,8.82,1.1027
ADANIPORTS,2023-07-21,0.0041,8.66,1.0055
ADANIPORTS,2023-07-24,0.0212,8.47,1.014
ADANIPORTS,2023-07-25,0.0187,8.66,1.0846
ADANIPORTS,2023-07-26,0.0221,8.92,1.0657
ADANIPORTS,2023-07-27,0.0039,8.47,1.0428
ADANIPORTS,2023-07-31,0.0297,8.24,1.0724
ADANIPORTS,2023-08-01,0.0232,8.42,1.0829
ADANIPORTS,2023-08-02,0.0131,8.66,1.0599
ADANIPORTS,2023-08-03,0.0262,8.66,1.102
ADANIPORTS,2023-08-04,0.0298,8.57,1.0911
ADANIPORTS,2023-08-07,0.0565,8.15,1.0543
ADANIPORTS,2023-08-08,0.0449,7.85,1.0868
ADANIPORTS,2023-08-09,0.0437,7.85,1.0863
ADANIPORTS,2023-08-10,0.0529,7.97,1.09
ADANIPORTS,2023-08-11,0.0534,7.97,1.077
ADANIPORTS,2023-08-14,0.0318,8.15,1.1119
ADANIPORTS,2023-08-16,0.0299,7.46,1.124
ADANIPORTS,2023-08-17,0.0504,7.61,1.1056
ADANIPORTS,2023-08-18,0.0601,7.97,1.1543
ADANIPORTS,2023-08-21,0.0754,8.11,1.1427
ADANIPORTS,2023-08-22,0.0722,8.02,1.1376
ADANIPORTS,2023-08-23,0.052,7.98,1.1407
ADANIPORTS,2023-08-24,0.0418,7.81,1.1127
ADANIPORTS,2023-08-25,0.028,7.73,1.1033
ADANIPORTS,2023-08-28,0.0267,7.77,1.0738
ADANIPORTS,2023-08-29,0.0224,7.35,1.0461
ADANIPORTS,2023-08-30,0.0296,7.31,1.0446
ADANIPORTS,2023-08-31,0.0174,7.24,1.0278
ADANIPORTS,2023-09-01,0.0116,6.94,0.9849
ADANIPORTS,2023-09-04,0.0143,7.14,0.9873
ADANIPORTS,2023-09-05,0.009,7.34,0.9614
ADANIPORTS,2023-09-06,0.009,7.38,0.9198
ADANIPORTS,2023-09-07,0.0082,7.0,0.9366
ADANIPORTS,2023-09-08,0.0134,6.94,0.9324
ADANIPORTS,2023-09-11,0.056,7.03,0.8999
ADANIPORTS,2023-09-12,0.0448,7.07,0.9076
ADANIPORTS,2023-09-13,0.0374,7.45,0.8973
ADANIPORTS,2023-09-14,0.0172,7.31,0.9062
ADANIPORTS,2023-09-15,0.0015,7.17,0.8218
ADANIPORTS,2023-09-18,0.0189,7.24,0.8273
ADANIPORTS,2023-09-20,0.0222,7.49,0.8333
ADANIPORTS,2023-09-21,0.0045,7.52,0.8407
ADANIPORTS,2023-09-22,0.0016,7.37,0.843
ADANIPORTS,2023-09-25,0.0046,7.27,0.8701
ADANIPORTS,2023-09-26,0.0121,7.13,0.8763
ADANIPORTS,2023-09-27,0.0057,7.52,0.8958
ADANIPORTS,2023-09-28,0.0137,7.57,0.8716
ADANIPORTS,2023-09-29,0.0262,7.49,0.9211
ADANIPORTS,2023-10-03,0.0166,7.76,0.9403
ADANIPORTS,2023-10-04,0.0134,7.72,0.9699
ADANIPORTS,2023-10-05,0.0138,7.72,0.9655
ADANIPORTS,2023-10-06,0.0141,8.01,0.9714
ADANIPORTS,2023-10-09,0.0154,8.66,1.0187
ADANIPORTS,2023-10-10,0.0143,8.56,0.9851
ADANIPORTS,2023-10-11,0.0351,8.86,0.9251
ADANIPORTS,2023-10-12,0.0308,8.28,0.9516
ADANIPORTS,2023-10-13,0.0235,8.42,0.9623
ADANIPORTS,2023-10-16,0.0288,8.42,0.9527
ADANIPORTS,2023-10-17,0.0271,8.56,0.9428
ADANIPORTS,2023-10-18,0.0241,8.37,0.9461
ADANIPORTS,2023-10-19,0.0232,8.01,0.926
ADANIPORTS,2023-10-20,0.0312,7.65,0.898
ADANIPORTS,2023-10-23,0.0417,7.77,0.9107
ADANIPORTS,2023-10-25,0.0411,8.02,0.8719
ADANIPORTS,2023-10-26,0.0358,7.93,0.875
ADANIPORTS,2023-10-27,0.0361,7.93,0.8814
ADANIPORTS,2023-10-30,0.0309,7.85,0.89
ADANIPORTS,2023-10-31,0.0322,7.65,0.8783
ADANIPORTS,2023-11-01,0.0438,7.65,0.8796
ADANIPORTS,2023-11-02,0.0398,7.81,0.8695
ADANIPORTS,2023-11-03,0.027,7.5,0.9004
ADANIPORTS,2023-11-06,0.0052,7.25,0.8338
ADANIPORTS,2023-11-07,0.0101,7.04,0.8086
ADANIPORTS,2023-11-08,0.0037,7.07,0.8567
ADANIPORTS,2023-11-09,0.0106,6.78,0.8503
ADANIPORTS,2023-11-10,0.0034,7.07,0.8527
ADANIPORTS,2023-11-13,0.0003,7.14,0.8436
ADANIPORTS,2023-11-15,0.0008,7.21,0.8539
ADANIPORTS,2023-11-16,0.008,7.1,0.8574
ADANIPORTS,2023-11-17,0.0139,7.04,0.8459
ADANIPORTS,2023-11-20,0.0028,7.07,0.8716
ADANIPORTS,2023-11-21,0.0062,7.35,0.8968
ADANIPORTS,2023-11-22,0.0093,7.38,0.8978
ADANIPORTS,2023-11-23,0.0272,7.42,0.923
ADANIPORTS,2023-11-24,0.0222,7.69,0.9351
ADANIPORTS,2023-11-28,0.0484,7.93,1.2165
ADANIPORTS,2023-11-29,0.0391,7.81,1.1926
ADANIPORTS,2023-11-30,0.034,8.15,1.2098
ADANIPORTS,2023-12-01,0.0447,7.72,1.1785
ADANIPORTS,2023-12-04,0.0743,7.52,1.1207
