signal_id,stock,datetime,p01,p02,p03,p04,p05,p06,p07,p07_na,p08,p09,p10,p11,p11_open,p12,same_candle_tb,bounce_bar_index,entry_bar_index,bounce_datetime,entry_datetime,exit_datetime,entry_price,sl,target,pnl,outcome
S001,PNB,2024-01-01 11:00:00+05:30,0.2713,0.3365,21,13.0,0.6274,62.5,-0.7279,0,0.5825,0.0,1,1,0,0,0,1,2,2024-01-01 11:05:00+05:30,2024-01-01 11:10:00+05:30,2024-01-01 14:10:00+05:30,94.22,93.63428571428571,95.27428571428571,1.0543,W
S002,PNB,2024-01-01 11:40:00+05:30,-0.0058,0.1135,0,,0.8009,50.0,-0.6063,0,0.6011,1.0,3,0,0,1,0,3,4,2024-01-01 11:55:00+05:30,2024-01-01 12:00:00+05:30,2024-01-01 13:40:00+05:30,94.22,93.82357142857144,94.93357142857141,0.7136,W
S003,PNB,2024-01-01 12:05:00+05:30,-0.0525,-0.0472,0,,0.8041,33.33,-0.6078,0,1.2772,1.0,1,0,0,0,0,1,2,2024-01-01 12:10:00+05:30,2024-01-01 12:15:00+05:30,2024-01-01 14:10:00+05:30,94.32,93.92357142857142,95.0335714285714,0.7136,W
S004,PNB,2024-01-01 12:20:00+05:30,-0.0366,-0.0525,1,1.0,0.201,50.0,0.6667,0,0.71,,0,0,0,1,1,0,1,2024-01-01 12:20:00+05:30,2024-01-01 12:25:00+05:30,2024-01-01 13:40:00+05:30,94.22,93.84678571428572,94.8917857142857,0.6718,W
S005,PNB,2024-01-01 12:35:00+05:30,-0.0186,-0.0366,0,,0.42,100.0,-1.0,0,0.8225,1.0,3,0,1,0,0,3,4,2024-01-01 12:50:00+05:30,2024-01-01 12:55:00+05:30,2024-01-01 13:40:00+05:30,94.27,93.91285714285713,94.91285714285713,0.6429,W
S006,PNB,2024-01-01 13:00:00+05:30,0.008,-0.0186,0,,0.4846,50.0,-0.2593,0,0.6956,,0,0,0,1,1,0,1,2024-01-01 13:00:00+05:30,2024-01-01 13:05:00+05:30,2024-01-01 13:40:00+05:30,94.17,93.82178571428572,94.79678571428572,0.6268,W
S007,PNB,2024-01-01 13:10:00+05:30,0.0106,-0.0053,0,,0.8795,0.0,0.2245,0,1.4547,,0,0,0,0,1,0,1,2024-01-01 13:10:00+05:30,2024-01-01 13:15:00+05:30,2024-01-01 13:40:00+05:30,94.17,93.82178571428572,94.79678571428572,0.6268,W
S008,PNB,2024-01-01 13:20:00+05:30,0.008,0.008,0,,0.8892,33.33,-0.5745,0,1.3191,1.0,2,1,0,1,0,2,3,2024-01-01 13:30:00+05:30,2024-01-01 13:35:00+05:30,2024-01-01 13:40:00+05:30,94.22,93.88964285714286,94.81464285714284,0.5946,W
S009,PNB,2024-01-02 09:20:00+05:30,,,0,,1.1269,5.75,-0.8373,0,0.8454,0.0,3,1,0,1,0,3,4,2024-01-02 09:35:00+05:30,2024-01-02 09:40:00+05:30,2024-01-02 10:25:00+05:30,95.63,94.40321428571428,97.83821428571429,-1.2268,L
S010,PNB,2024-01-02 11:20:00+05:30,-0.3133,-0.2049,0,,1.6094,84.13,-0.846,0,1.2384,1.0,3,0,0,0,0,3,4,2024-01-02 11:35:00+05:30,2024-01-02 11:40:00+05:30,2024-01-02 15:00:00+05:30,94.75,93.74107142857143,96.56607142857142,-0.19,EOD-
S011,PNB,2024-01-02 11:45:00+05:30,-0.2626,-0.3891,0,,0.2825,60.0,-0.1071,0,0.5151,1.0,1,1,0,0,0,1,2,2024-01-02 11:50:00+05:30,2024-01-02 11:55:00+05:30,2024-01-02 15:00:00+05:30,94.32,93.32892857142856,96.10392857142857,0.24,EOD+
S012,PNB,2024-01-02 12:00:00+05:30,-0.1854,-0.2626,1,1.0,0.1882,73.53,-0.2593,0,0.3425,0.0,1,0,1,1,0,1,2,2024-01-02 12:05:00+05:30,2024-01-02 12:10:00+05:30,2024-01-02 15:00:00+05:30,94.27,93.37357142857142,95.88357142857141,0.29,EOD+
S013,PNB,2024-01-02 12:15:00+05:30,-0.0127,-0.1854,0,,0.1724,100.0,-1.0,0,0.5882,,0,0,0,0,1,0,1,2024-01-02 12:15:00+05:30,2024-01-02 12:20:00+05:30,2024-01-02 15:00:00+05:30,94.32,93.46464285714286,95.85964285714284,0.24,EOD+
S014,PNB,2024-01-02 12:25:00+05:30,0.0722,-0.0951,0,,0.1049,66.67,0.4085,0,0.5294,,0,1,0,0,1,0,1,2024-01-02 12:25:00+05:30,2024-01-02 12:30:00+05:30,2024-01-02 15:00:00+05:30,94.22,93.37357142857144,95.74357142857141,0.34,EOD+
S015,PNB,2024-01-02 12:35:00+05:30,0.0934,0.0387,0,,0.0361,0.0,8.5238,0,0.7153,,0,0,0,1,1,0,1,2024-01-02 12:35:00+05:30,2024-01-02 12:40:00+05:30,2024-01-02 15:00:00+05:30,94.32,93.59321428571428,95.62821428571426,0.24,EOD+
S016,PNB,2024-01-02 12:45:00+05:30,0.0727,0.0801,1,1.0,0.1953,26.32,1.2472,0,1.2199,,0,1,0,1,1,0,1,2024-01-02 12:45:00+05:30,2024-01-02 12:50:00+05:30,2024-01-02 15:00:00+05:30,94.17,93.60035714285715,95.19535714285713,0.39,EOD+
S017,PNB,2024-01-02 13:00:00+05:30,0.0668,0.0727,1,1.0,1.9486,85.29,-0.7843,0,1.3112,0.0,3,0,0,0,0,3,4,2024-01-02 13:15:00+05:30,2024-01-02 13:20:00+05:30,2024-01-02 15:00:00+05:30,94.41,93.81535714285714,95.48035714285713,0.15,EOD+
S018,PNB,2024-01-02 13:30:00+05:30,0.0127,-0.0021,1,1.0,0.1558,34.48,2.4568,0,1.3211,,0,0,0,0,1,0,1,2024-01-02 13:30:00+05:30,2024-01-02 13:35:00+05:30,2024-01-02 15:00:00+05:30,94.51,93.86000000000001,95.67999999999999,0.05,EOD+
S019,PNB,2024-01-02 14:00:00+05:30,0.0662,0.0583,5,2.0,0.0308,0.0,11.0,0,0.7582,,0,0,0,0,1,0,1,2024-01-02 14:00:00+05:30,2024-01-02 14:05:00+05:30,2024-01-02 15:00:00+05:30,94.46,93.85107142857142,95.55607142857143,0.1,EOD+
S020,PNB,2024-01-02 14:15:00+05:30,0.0503,0.0662,1,1.0,0.005,60.0,49.0,0,0.7696,,0,1,0,0,1,0,1,2024-01-02 14:15:00+05:30,2024-01-02 14:20:00+05:30,2024-01-02 15:00:00+05:30,94.46,93.96357142857141,95.35357142857143,0.1,EOD+
S021,PNB,2024-01-03 10:10:00+05:30,-0.5864,-0.5715,0,,1.6078,50.0,-0.9418,0,0.8106,1.0,3,1,0,1,0,3,4,2024-01-03 10:25:00+05:30,2024-01-03 10:30:00+05:30,2024-01-03 15:00:00+05:30,93.05,91.71428571428571,95.45428571428572,1.32,EOD+
S022,PNB,2024-01-03 12:20:00+05:30,0.3789,0.5291,21,8.0,0.7498,79.41,-0.6146,0,0.8931,0.0,1,1,0,0,0,1,2,2024-01-03 12:25:00+05:30,2024-01-03 12:30:00+05:30,2024-01-03 15:00:00+05:30,94.22,93.44142857142857,95.62142857142857,0.15,EOD+
S023,PNB,2024-01-03 13:30:00+05:30,0.0955,0.1726,11,7.0,0.1303,58.82,3.1791,0,0.7901,,0,1,0,0,1,0,1,2024-01-03 13:30:00+05:30,2024-01-03 13:35:00+05:30,2024-01-03 15:00:00+05:30,94.85,94.20714285714286,96.00714285714285,-0.6429,L
S024,PNB,2024-01-03 13:45:00+05:30,0.0696,0.0955,2,1.0,0.1947,25.0,1.381,0,0.6014,,0,0,1,0,1,0,1,2024-01-03 13:45:00+05:30,2024-01-03 13:50:00+05:30,2024-01-03 14:45:00+05:30,94.9,94.36071428571428,95.8707142857143,-0.5393,L
S025,PNB,2024-01-03 13:55:00+05:30,0.0638,0.0617,0,,0.9805,21.05,-0.4845,0,0.4248,0.0,2,0,0,1,0,2,3,2024-01-03 14:05:00+05:30,2024-01-03 14:10:00+05:30,2024-01-03 14:15:00+05:30,95.0,94.50535714285714,95.89035714285716,-0.4946,L
S026,PNB,2024-01-04 09:15:00+05:30,,,0,,1.8298,100.0,-1.0,0,2.5944,,0,0,0,0,1,0,1,2024-01-04 09:15:00+05:30,2024-01-04 09:20:00+05:30,2024-01-04 09:35:00+05:30,94.66,93.84571428571428,96.12571428571428,-0.8143,L
