signal_id,stock,datetime,p01,p02,p03,p04,p05,p06,p07,p07_na,p08,p09,p10,p11,p11_open,p12,same_candle_tb,bounce_bar_index,entry_bar_index,bounce_datetime,entry_datetime,exit_datetime,entry_price,sl,target,pnl,outcome
S001,ITC,2023-01-02 11:50:00+05:30,0.102,0.1163,18,14.0,0.5,40.0,0.3333,0,0.6999,,0,0,0,1,1,0,1,2023-01-02 11:50:00+05:30,2023-01-02 11:55:00+05:30,2023-01-02 12:25:00+05:30,281.9,281.3375,282.91249999999997,-0.5625,L
S002,ITC,2023-01-02 12:00:00+05:30,0.1038,0.0967,0,,0.5556,25.0,-0.2,0,0.767,,0,1,0,1,1,0,1,2023-01-02 12:00:00+05:30,2023-01-02 12:05:00+05:30,2023-01-02 12:25:00+05:30,281.9,281.3375,282.91249999999997,-0.5625,L
S003,ITC,2023-01-02 12:20:00+05:30,0.0505,0.0975,2,2.0,0.28,20.0,0.4286,0,1.0558,,0,0,0,1,1,0,1,2023-01-02 12:20:00+05:30,2023-01-02 12:25:00+05:30,2023-01-02 12:25:00+05:30,282.0,281.375,283.125,-0.625,L
S004,ITC,2023-01-02 12:45:00+05:30,-0.0435,0.0035,0,,1.5969,50.0,-0.9087,0,2.5026,1.0,3,0,0,0,0,3,4,2023-01-02 13:00:00+05:30,2023-01-02 13:05:00+05:30,2023-01-02 15:00:00+05:30,281.9,281.04285714285714,283.44285714285706,0.45,EOD+
S005,ITC,2023-01-02 13:10:00+05:30,-0.0115,-0.0381,0,,0.3696,42.86,-0.697,0,1.0986,,0,1,0,0,1,0,1,2023-01-02 13:10:00+05:30,2023-01-02 13:15:00+05:30,2023-01-02 15:00:00+05:30,281.85,280.7339285714286,283.8589285714286,0.5,EOD+
S006,ITC,2023-01-02 13:30:00+05:30,0.0098,-0.0053,2,2.0,0.1953,25.0,0.6667,0,0.6849,,0,1,0,1,1,0,1,2023-01-02 13:30:00+05:30,2023-01-02 13:35:00+05:30,2023-01-02 15:00:00+05:30,281.95,280.79821428571427,284.0232142857143,0.4,EOD+
S007,ITC,2023-01-02 13:40:00+05:30,0.0115,0.0071,0,,0.0,0.0,,1,0.6118,,0,0,0,1,1,0,1,2023-01-02 13:40:00+05:30,2023-01-02 13:45:00+05:30,2023-01-02 15:00:00+05:30,282.05,281.07678571428573,283.8017857142857,0.3,EOD+
S008,ITC,2023-01-02 13:50:00+05:30,-0.0062,0.0106,0,,0.4557,33.33,-0.1304,0,0.797,,0,0,0,1,1,0,1,2023-01-02 13:50:00+05:30,2023-01-02 13:55:00+05:30,2023-01-02 15:00:00+05:30,281.95,281.00357142857143,283.6535714285714,0.4,EOD+
S009,ITC,2023-01-02 14:00:00+05:30,-0.0177,0.0035,0,,0.5353,75.0,-0.7436,0,0.946,,0,0,0,0,1,0,1,2023-01-02 14:00:00+05:30,2023-01-02 14:05:00+05:30,2023-01-02 15:00:00+05:30,282.0,281.0892857142857,283.63928571428573,0.35,EOD+
S010,ITC,2023-01-02 14:10:00+05:30,-0.0098,-0.0151,0,,0.4892,14.29,-0.6923,0,1.105,1.0,3,1,0,1,0,3,4,2023-01-02 14:25:00+05:30,2023-01-02 14:30:00+05:30,2023-01-02 15:00:00+05:30,281.9,281.0696428571428,283.39464285714286,0.45,EOD+
