signal_id,stock,datetime,p01,p02,p03,p04,p05,p06,p07,p07_na,p08,p09,p10,p11,p11_open,p12,same_candle_tb,bounce_bar_index,entry_bar_index,bounce_datetime,entry_datetime,exit_datetime,entry_price,sl,target,pnl,outcome
S001,BAJFINANCE,2022-01-03 11:40:00+05:30,0.1273,0.1981,10,3.0,0.0368,66.67,-1.0,0,0.365,,0,0,0,0,1,0,1,2022-01-03 11:40:00+05:30,2022-01-03 11:45:00+05:30,2022-01-03 12:55:00+05:30,708.0,704.6071428571429,714.1071428571429,6.1071,W
S002,BAJFINANCE,2022-01-03 11:50:00+05:30,0.1025,0.145,1,1.0,0.28,100.0,-1.0,0,0.6168,1.0,2,0,0,0,0,2,3,2022-01-03 12:00:00+05:30,2022-01-03 12:05:00+05:30,2022-01-03 12:50:00+05:30,708.0,704.875,713.625,5.625,W
S003,BAJFINANCE,2022-01-03 12:10:00+05:30,0.0389,0.0919,0,,0.8697,100.0,-1.0,0,1.0428,1.0,2,1,0,1,0,2,3,2022-01-03 12:20:00+05:30,2022-01-03 12:25:00+05:30,2022-01-03 12:50:00+05:30,708.0,705.0535714285714,713.3035714285714,5.3036,W
S004,BAJFINANCE,2022-01-03 14:30:00+05:30,0.3233,0.4039,25,2.0,0.1273,0.0,6.5,0,0.821,,0,0,0,0,1,0,1,2022-01-03 14:30:00+05:30,2022-01-03 14:35:00+05:30,2022-01-03 15:00:00+05:30,720.5,716.5714285714286,727.5714285714286,-0.5,EOD-
S005,BAJFINANCE,2022-01-04 10:35:00+05:30,0.3158,0.3439,16,13.0,0.1116,33.33,0.8182,0,0.1766,,0,0,0,1,1,0,1,2022-01-04 10:35:00+05:30,2022-01-04 10:40:00+05:30,2022-01-04 15:00:00+05:30,728.0,721.8392857142857,739.0892857142857,3.0,EOD+
S006,BAJFINANCE,2022-01-04 10:55:00+05:30,0.1064,0.2677,0,,1.218,0.0,-0.7701,0,0.7435,1.0,9,1,0,0,0,9,10,2022-01-04 11:40:00+05:30,2022-01-04 11:45:00+05:30,2022-01-04 15:00:00+05:30,728.0,723.5357142857143,736.0357142857143,3.0,EOD+
S007,BAJFINANCE,2022-01-04 12:30:00+05:30,0.0515,-0.0069,8,6.0,0.429,33.33,0.0526,0,0.8812,,0,0,0,1,1,0,1,2022-01-04 12:30:00+05:30,2022-01-04 12:35:00+05:30,2022-01-04 15:00:00+05:30,728.0,725.2321428571429,732.9821428571429,3.0,EOD+
S008,BAJFINANCE,2022-01-04 13:05:00+05:30,0.0103,0.0206,0,,0.9758,100.0,-1.0,0,1.5865,1.0,9,0,0,0,0,9,10,2022-01-04 13:50:00+05:30,2022-01-04 13:55:00+05:30,2022-01-04 15:00:00+05:30,728.0,725.0535714285714,733.3035714285714,3.0,EOD+
S009,BAJFINANCE,2022-01-04 14:00:00+05:30,-0.0756,-0.0653,0,,0.3051,100.0,-1.0,0,1.016,,0,0,0,0,1,0,1,2022-01-04 14:00:00+05:30,2022-01-04 14:05:00+05:30,2022-01-04 15:00:00+05:30,728.0,724.5178571428571,734.2678571428571,3.0,EOD+
S010,BAJFINANCE,2022-01-04 14:10:00+05:30,-0.0412,-0.079,0,,0.2649,100.0,-1.0,0,1.8662,1.0,1,0,0,0,0,1,2,2022-01-04 14:15:00+05:30,2022-01-04 14:20:00+05:30,2022-01-04 15:00:00+05:30,728.0,724.6964285714286,733.9464285714286,3.0,EOD+
