Timestamp,Symbol,Side,Price,Quantity,Order_Value,Strategy,Target,Stop_Loss,Order_ID,Realized_PnL,Exit_Reason
2026-01-14 12:21:18,TATAMOTORS,BUY,353.35,2,706.70,MORNING_BOUNCE,358.65,351.58,260114000294489,,
