Timestamp,Symbol,Strategy,Live_Price,MA20,Bounce_Pct,Target_Pct,Stoploss_Pct,Target_Price,SL_Price
2025-12-29 10:24:28,SUZLON,MORNING_BOUNCE,53.50,53.47,0.06,2.0,1.0,54.57,52.96
2025-12-29 10:24:38,NATIONALUM,MORNING_BOUNCE,308.85,307.74,0.36,2.0,1.0,315.03,305.76
2025-12-29 10:24:41,IDEA,MORNING_BOUNCE,11.96,11.92,0.34,2.0,1.0,12.20,11.84
2025-12-29 10:24:43,ZEEL,MORNING_BOUNCE,91.40,91.36,0.04,2.0,1.0,93.23,90.49
2025-12-29 10:24:49,IOC,MORNING_BOUNCE,161.64,161.15,0.30,2.0,1.0,164.87,160.02
2025-12-29 11:01:25,TATASTEEL,MORNING_BOUNCE,173.38,173.04,0.20,2.0,1.0,176.85,171.65
