Price,Close,High,Low,Open,Volume,MA20,MA50,EMA200,ADX,Actual_Regime,GSS_Score,GSS_Prediction,Match
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,,,,
Date,,,,,,,,,,,,,
2022-06-08,16356.25,16514.30078125,16293.349609375,16474.94921875,243500,16260.9501953125,16824.93513671875,16884.864725268726,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-06-09,16478.099609375,16492.80078125,16243.849609375,16263.849609375,205000,16294.45517578125,16810.05712890625,16880.698841867088,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-06-10,16201.7998046875,16324.7001953125,16172.599609375,16283.9501953125,189700,16315.437646484375,16787.587109375,16873.747924373238,0.0,BEAR,40,SIDEWAYS,False
2022-06-13,15774.400390625,15886.150390625,15684.0,15877.5498046875,225500,16312.04267578125,16753.1101171875,16862.495482630053,0.0,BEAR,20,BEAR,True
2022-06-14,15732.099609375,15858.0,15659.4501953125,15674.25,225400,16285.682666015626,16718.457109375,16850.92854384997,0.0,BEAR,20,BEAR,True
2022-06-15,15692.150390625,15783.650390625,15678.900390625,15729.25,183000,16258.2751953125,16678.8911328125,16839.07452681771,0.0,BEAR,20,BEAR,True
2022-06-16,15360.599609375,15863.150390625,15335.099609375,15832.25,264700,16235.83515625,16625.0351171875,16823.95431629464,0.0,BEAR,-10,BEAR,True
2022-06-17,15293.5,15400.400390625,15183.400390625,15272.650390625,342600,16187.20263671875,16571.757109375,16808.306846662676,0.0,BEAR,-10,BEAR,True
2022-06-20,15350.150390625,15382.5,15191.099609375,15334.5,260000,16143.975146484376,16522.607109375,16793.402636365798,0.0,BEAR,-10,BEAR,True
2022-06-21,15638.7998046875,15707.25,15419.849609375,15455.9501953125,262800,16119.6576171875,16482.59208984375,16781.604327098095,0.0,BEAR,-10,BEAR,True
2022-06-22,15413.2998046875,15565.400390625,15385.9501953125,15545.650390625,220900,16089.0326171875,16435.17109375,16767.626056751888,0.0,BEAR,-10,BEAR,True
2022-06-23,15556.650390625,15628.4501953125,15367.5,15451.5498046875,259200,16058.3576171875,16392.8051171875,16755.258303987517,0.0,BEAR,-10,BEAR,True
2022-06-24,15699.25,15749.25,15619.4501953125,15657.400390625,219600,16025.697607421875,16356.1841015625,16744.476073914833,0.0,BEAR,-10,BEAR,True
2022-06-27,15832.0498046875,15927.4501953125,15815.5,15926.2001953125,210900,15984.230078125,16323.31208984375,16735.162291468292,0.0,BEAR,-10,BEAR,True
2022-06-28,15850.2001953125,15892.099609375,15710.150390625,15757.4501953125,251900,15947.512548828125,16296.8430859375,16726.131180484677,0.0,BEAR,-10,BEAR,True
2022-06-29,15799.099609375,15861.599609375,15687.7998046875,15701.7001953125,444900,15911.330029296874,16273.6520703125,16716.673157269888,0.0,BEAR,-10,BEAR,True
2022-06-30,15780.25,15890.0,15728.849609375,15774.5,306000,15868.942529296875,16246.5260546875,16707.121725754958,0.0,BEAR,-10,BEAR,True
2022-07-01,15752.0498046875,15793.9501953125,15511.0498046875,15703.7001953125,364100,15827.32998046875,16213.71505859375,16697.3825100363,0.0,BEAR,-10,BEAR,True
2022-07-04,15835.349609375,15852.349609375,15661.7998046875,15710.5,304300,15790.619921875,16186.98306640625,16688.594218762973,0.0,SIDEWAYS,-10,BEAR,False
2022-07-05,15810.849609375,16025.75,15785.4501953125,15909.150390625,254200,15760.344921875,16164.12107421875,16679.64793728553,0.0,SIDEWAYS,10,BEAR,False
2022-07-06,15989.7998046875,16011.349609375,15800.900390625,15818.2001953125,288400,15742.022412109374,16139.9010546875,16672.618464575637,0.0,SIDEWAYS,10,BEAR,False
2022-07-07,16132.900390625,16150.5,16045.9501953125,16113.75,264600,15724.762451171875,16121.7910546875,16667.120117404942,0.0,SIDEWAYS,10,BEAR,False
2022-07-08,16220.599609375,16275.5,16157.900390625,16273.650390625,281100,15725.70244140625,16101.30203125,16662.57229385256,0.0,SIDEWAYS,-10,BEAR,False
2022-07-11,16216.0,16248.5498046875,16115.5,16136.150390625,255900,15747.782421875,16083.571015625,16658.025010464615,0.0,SIDEWAYS,-10,BEAR,False
2022-07-12,16058.2998046875,16158.75,16031.150390625,16126.2001953125,208600,15764.092431640625,16063.35501953125,16651.919645441598,0.0,SIDEWAYS,-10,BEAR,False
2022-07-13,15966.650390625,16140.0,15950.150390625,16128.2001953125,233300,15777.817431640626,16049.13603515625,16644.945023147942,0.0,SIDEWAYS,10,BEAR,False
2022-07-14,15938.650390625,16070.849609375,15858.2001953125,16018.849609375,228600,15806.719970703125,16034.25603515625,16637.75804237679,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-07-15,16049.2001953125,16066.9501953125,15927.2998046875,16010.7998046875,205800,15844.50498046875,16027.0150390625,16631.770454945592,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-07-18,16278.5,16287.9501953125,16142.2001953125,16151.400390625,227700,15890.9224609375,16026.548046875,16628.177323017262,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-07-19,16340.5498046875,16359.5,16187.0498046875,16187.0498046875,222600,15926.0099609375,16028.558046875,16625.252494575907,0.0,SIDEWAYS,20,BEAR,False
2022-07-20,16520.849609375,16588.0,16490.94921875,16562.80078125,284400,15981.387451171875,16035.633046875,16624.191073869057,0.0,SIDEWAYS,20,BEAR,False
2022-07-21,16605.25,16626.94921875,16483.900390625,16523.55078125,243600,16033.817431640626,16051.578046875,16623.998549499494,0.0,SIDEWAYS,20,BEAR,False
2022-07-22,16719.44921875,16752.25,16610.900390625,16661.25,190900,16084.827392578125,16070.3240234375,16624.968539152513,0.0,BULL,20,BEAR,False
2022-07-25,16631.0,16706.05078125,16564.25,16662.55078125,211400,16124.77490234375,16086.09802734375,16625.029819129482,0.0,BULL,40,SIDEWAYS,False
2022-07-26,16483.849609375,16636.099609375,16463.30078125,16632.900390625,208200,16156.457373046875,16090.5890234375,16623.595721245965,0.0,BULL,40,SIDEWAYS,False
2022-07-27,16641.80078125,16653.44921875,16438.75,16475.349609375,185200,16198.592431640625,16098.61904296875,16623.780608470828,0.0,BULL,20,BEAR,False
2022-07-28,16929.599609375,16947.650390625,16746.25,16774.849609375,376300,16256.059912109375,16121.02302734375,16626.88581139913,0.0,BULL,40,SIDEWAYS,False
2022-07-29,17158.25,17172.80078125,17018.150390625,17079.5,436100,16326.369921875,16138.86501953125,16632.28004118386,0.0,BULL,40,SIDEWAYS,False
2022-08-01,17340.05078125,17356.25,17154.80078125,17243.19921875,381500,16401.60498046875,16161.37203125,16639.463643826533,0.0,BULL,40,SIDEWAYS,False
2022-08-02,17345.44921875,17390.150390625,17215.849609375,17310.150390625,333600,16478.3349609375,16185.7780078125,16646.6276994326,0.0,BULL,40,SIDEWAYS,False
2022-08-03,17388.150390625,17407.5,17225.849609375,17349.25,285400,16548.252490234376,16213.02501953125,16654.150886625957,0.0,BULL,40,SIDEWAYS,False
2022-08-04,17382.0,17490.69921875,17161.25,17463.099609375,325000,16610.707470703124,16237.26201171875,16661.53390504035,0.0,BULL,40,SIDEWAYS,False
2022-08-05,17397.5,17474.400390625,17348.75,17423.650390625,355300,16669.552490234375,16258.1630078125,16668.997815720053,0.0,BULL,40,SIDEWAYS,False
2022-08-08,17525.099609375,17548.80078125,17359.75,17401.5,257000,16735.007470703124,16275.4369921875,16677.678439146413,0.0,BULL,40,SIDEWAYS,False
2022-08-10,17534.75,17566.099609375,17442.80078125,17566.099609375,312700,16808.82998046875,16294.4409765625,16686.367249542545,0.0,BULL,40,SIDEWAYS,False
2022-08-11,17659.0,17719.30078125,17631.94921875,17711.650390625,311200,16893.4474609375,16317.1659765625,16696.22574600034,0.0,BULL,40,SIDEWAYS,False
2022-08-12,17698.150390625,17724.650390625,17597.849609375,17659.650390625,303900,16981.4224609375,16338.568984375,16706.379256923363,0.0,BULL,40,SIDEWAYS,False
2022-08-16,17825.25,17839.099609375,17764.05078125,17797.19921875,0,17070.224951171876,16363.38796875,16717.715817194032,0.0,BULL,40,SIDEWAYS,False
2022-08-17,17944.25,17965.94921875,17833.349609375,17868.150390625,262800,17153.512451171875,16390.881953125,16730.140978928524,0.0,BULL,40,SIDEWAYS,False
2022-08-18,17956.5,17968.44921875,17852.05078125,17898.650390625,263900,17234.3099609375,16421.6849609375,16742.562129752743,0.0,BULL,40,SIDEWAYS,False
2022-08-19,17758.44921875,17992.19921875,17710.75,17966.55078125,295600,17296.18994140625,16449.7289453125,16752.849686617188,0.0,BULL,40,SIDEWAYS,False
2022-08-22,17490.69921875,17690.05078125,17467.349609375,17682.900390625,287600,17340.46240234375,16469.9809375,16760.320329915834,0.0,BULL,40,SIDEWAYS,False
2022-08-23,17577.5,17625.55078125,17345.19921875,17357.349609375,285600,17383.36494140625,16497.49494140625,16768.592737233925,0.0,BULL,60,SIDEWAYS,False
2022-08-24,17604.94921875,17623.650390625,17499.25,17525.44921875,262000,17432.06240234375,16534.10591796875,16777.057810340513,0.0,BULL,60,SIDEWAYS,False
2022-08-25,17522.44921875,17726.5,17487.44921875,17679.0,230200,17483.9923828125,16569.91291015625,16784.60090153668,0.0,BULL,60,SIDEWAYS,False
2022-08-26,17558.900390625,17685.849609375,17519.349609375,17619.30078125,266600,17529.84736328125,16607.24791015625,16792.43520499714,0.0,BULL,60,SIDEWAYS,False
2022-08-29,17312.900390625,17380.150390625,17166.19921875,17188.650390625,244900,17549.01240234375,16646.29392578125,16797.70034940658,0.0,SIDEWAYS,60,SIDEWAYS,True
2022-08-30,17759.30078125,17777.650390625,17401.5,17414.94921875,324700,17579.06494140625,16695.60994140625,16807.426504144067,0.0,BULL,40,SIDEWAYS,False
2022-09-01,17542.80078125,17695.599609375,17468.44921875,17485.69921875,308500,17589.20244140625,16739.46294921875,16814.8632614809,0.0,SIDEWAYS,60,SIDEWAYS,True
2022-09-02,17539.44921875,17643.849609375,17476.44921875,17598.400390625,256300,17598.90244140625,16777.4759375,16822.18972618584,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-09-05,17665.80078125,17683.150390625,17540.349609375,17546.44921875,230300,17612.7849609375,16822.52595703125,16830.71830952739,0.0,BULL,40,SIDEWAYS,False
2022-09-06,17655.599609375,17764.650390625,17587.650390625,17695.69921875,251200,17626.46494140625,16864.50494140625,16839.056213462514,0.0,BULL,60,SIDEWAYS,False
2022-09-07,17624.400390625,17650.75,17484.30078125,17519.400390625,354100,17637.8099609375,16903.00794921875,16846.99322387209,0.0,SIDEWAYS,60,SIDEWAYS,True
2022-09-08,17798.75,17807.650390625,17691.94921875,17748.150390625,279800,17651.49248046875,16942.341953125,16856.610566412557,0.0,BULL,40,SIDEWAYS,False
2022-09-09,17833.349609375,17925.94921875,17786.0,17923.349609375,270300,17666.4224609375,16982.00494140625,16866.478825098307,0.0,BULL,60,SIDEWAYS,False
2022-09-12,17936.349609375,17980.55078125,17889.150390625,17890.849609375,228200,17680.28994140625,17024.74994140625,16877.286365163895,0.0,BULL,60,SIDEWAYS,False
2022-09-13,18070.05078125,18088.30078125,18015.44921875,18044.44921875,259900,17698.8849609375,17070.54595703125,16889.333518005158,0.0,BULL,60,SIDEWAYS,False
2022-09-14,18003.75,18091.55078125,17771.150390625,17771.150390625,365900,17707.8099609375,17115.5799609375,16900.587653945156,0.0,BULL,40,SIDEWAYS,False
2022-09-15,17877.400390625,18096.150390625,17861.5,18046.349609375,289600,17704.46748046875,17156.4209765625,16910.450709642417,0.0,BULL,60,SIDEWAYS,False
2022-09-16,17530.849609375,17820.05078125,17497.25,17796.80078125,468500,17683.1849609375,17190.8209765625,16916.714069770664,0.0,SIDEWAYS,60,SIDEWAYS,True
2022-09-19,17622.25,17667.19921875,17429.69921875,17540.650390625,258300,17676.375,17223.46998046875,16923.83591180566,0.0,SIDEWAYS,10,BEAR,False
2022-09-20,17816.25,17919.30078125,17744.400390625,17770.400390625,263100,17692.6525390625,17257.13697265625,16932.84284813991,0.0,BULL,10,BEAR,False
2022-09-21,17718.349609375,17838.69921875,17663.599609375,17766.349609375,245500,17699.69501953125,17287.09197265625,16940.769662874885,0.0,BULL,30,SIDEWAYS,False
2022-09-22,17629.80078125,17722.75,17532.44921875,17609.650390625,284100,17700.93759765625,17315.36798828125,16947.721928332485,0.0,SIDEWAYS,30,SIDEWAYS,True
2022-09-23,17327.349609375,17642.150390625,17291.650390625,17593.849609375,390800,17691.1826171875,17340.748984375,16951.551804483708,0.0,SIDEWAYS,10,BEAR,False
2022-09-26,17016.30078125,17196.400390625,16978.30078125,17156.30078125,492000,17664.05263671875,17361.7419921875,16952.204934626574,0.0,SIDEWAYS,10,BEAR,False
2022-09-27,17007.400390625,17176.44921875,16942.349609375,17110.900390625,359900,17648.77763671875,17383.1169921875,16952.761621151418,0.0,SIDEWAYS,10,BEAR,False
2022-09-28,16858.599609375,17037.599609375,16820.400390625,16870.55078125,323900,17603.742578125,17399.30498046875,16951.812057073854,0.0,SIDEWAYS,10,BEAR,False
2022-09-29,16818.099609375,17026.05078125,16788.599609375,16993.599609375,340000,17567.50751953125,17410.09697265625,16950.463832790752,0.0,SIDEWAYS,-10,BEAR,False
2022-09-30,17094.349609375,17187.099609375,16747.69921875,16798.05078125,376100,17545.2525390625,17425.17296875,16951.914442287925,0.0,SIDEWAYS,-10,BEAR,False
2022-10-03,16887.349609375,17114.650390625,16855.55078125,17102.099609375,278400,17506.32998046875,17432.50296875,16951.26360622496,0.0,SIDEWAYS,10,BEAR,False
2022-10-04,17274.30078125,17287.30078125,17117.30078125,17147.44921875,226000,17487.2650390625,17445.883984375,16954.51951016501,0.0,SIDEWAYS,-10,BEAR,False
2022-10-06,17331.80078125,17428.80078125,17315.650390625,17379.25,265500,17472.63505859375,17458.131015625,16958.321652731953,0.0,SIDEWAYS,10,BEAR,False
2022-10-07,17314.650390625,17337.349609375,17216.94921875,17287.19921875,216300,17448.430078125,17471.8040234375,16961.912183355176,0.0,BEAR,10,BEAR,True
2022-10-10,17241.0,17280.150390625,17064.69921875,17094.349609375,234000,17418.81259765625,17486.94703125,16964.72404440751,0.0,BEAR,10,BEAR,True
2022-10-11,16983.55078125,17261.80078125,16950.30078125,17256.05078125,282600,17371.17265625,17493.78203125,16964.9137035467,0.0,BEAR,10,BEAR,True
2022-10-12,17123.599609375,17142.349609375,16960.05078125,17025.55078125,256000,17323.85009765625,17497.66203125,16966.51209581283,0.0,BEAR,10,BEAR,True
2022-10-13,17014.349609375,17112.349609375,16956.94921875,17087.349609375,266400,17274.380078125,17494.7840234375,16966.99388876742,0.0,BEAR,10,BEAR,True
2022-10-14,17185.69921875,17348.55078125,17169.75,17322.30078125,227000,17239.79501953125,17491.6969921875,16969.19630085239,0.0,BEAR,10,BEAR,True
2022-10-17,17311.80078125,17328.55078125,17098.55078125,17144.80078125,212200,17228.842578125,17491.0240234375,16972.645991490408,0.0,SIDEWAYS,10,BEAR,False
2022-10-18,17486.94921875,17527.80078125,17434.05078125,17438.75,239500,17222.0775390625,17493.0,16977.82390490389,0.0,SIDEWAYS,30,SIDEWAYS,True
2022-10-19,17512.25,17607.599609375,17472.849609375,17568.150390625,210500,17206.8775390625,17495.605,16983.203779241536,0.0,SIDEWAYS,30,SIDEWAYS,True
2022-10-20,17563.94921875,17584.150390625,17421.0,17423.099609375,249600,17199.15751953125,17498.933984375,16989.04925332423,0.0,SIDEWAYS,30,SIDEWAYS,True
2022-10-21,17576.30078125,17670.150390625,17520.75,17622.849609375,277700,17196.48251953125,17499.9580078125,16994.95953325314,0.0,SIDEWAYS,10,BEAR,False
2022-10-24,17730.75,17777.55078125,17707.400390625,17736.349609375,45000,17216.6525390625,17503.8780078125,17002.363910197415,0.0,SIDEWAYS,10,BEAR,False
2022-10-25,17656.349609375,17811.5,17637.0,17808.30078125,251400,17248.65498046875,17503.825,17008.944329703445,0.0,SIDEWAYS,10,BEAR,False
2022-10-27,17736.94921875,17783.900390625,17654.5,17771.400390625,324600,17285.132421875,17504.6009765625,17016.26871335957,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-10-28,17786.80078125,17838.900390625,17723.69921875,17756.400390625,250000,17331.54248046875,17503.8319921875,17024.02010097367,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-10-31,18012.19921875,18022.80078125,17899.900390625,17910.19921875,227200,17391.2474609375,17505.1909765625,17033.95988253127,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-11-01,18145.400390625,18175.80078125,18060.150390625,18130.69921875,349900,17443.8,17508.968984375,17045.1382993378,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-11-02,18082.849609375,18178.75,18048.650390625,18177.900390625,270900,17503.575,17515.4569921875,17055.57405761916,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-11-03,18052.69921875,18106.30078125,17959.19921875,17968.349609375,213000,17542.494921875,17526.6969921875,17065.600595255128,0.0,BULL,40,SIDEWAYS,False
2022-11-04,18117.150390625,18135.099609375,18017.150390625,18053.400390625,267900,17581.76240234375,17537.49,17076.1732846186,0.0,BULL,40,SIDEWAYS,False
2022-11-07,18202.80078125,18255.5,18064.75,18211.75,314800,17626.169921875,17549.44703125,17087.49965478407,0.0,BULL,40,SIDEWAYS,False
2022-11-09,18157.0,18296.400390625,18117.5,18288.25,307200,17671.969921875,17562.138046875,17098.250597891503,0.0,BULL,40,SIDEWAYS,False
2022-11-10,18028.19921875,18103.099609375,17969.400390625,18044.349609375,256500,17724.20234375,17571.5240234375,17107.597770643082,0.0,BULL,40,SIDEWAYS,False
2022-11-11,18349.69921875,18362.30078125,18259.349609375,18272.349609375,378500,17785.50732421875,17592.26,17120.08121725212,0.0,BULL,60,SIDEWAYS,False
2022-11-14,18329.150390625,18399.44921875,18311.400390625,18376.400390625,301400,17851.24736328125,17603.6569921875,17132.231465600762,0.0,BULL,40,SIDEWAYS,False
2022-11-15,18403.400390625,18427.94921875,18282.0,18362.75,250900,17912.132421875,17620.868984375,17145.004505738092,0.0,BULL,40,SIDEWAYS,False
2022-11-16,18409.650390625,18442.150390625,18344.150390625,18398.25,219300,17967.02490234375,17638.2730078125,17157.710755252145,0.0,BULL,40,SIDEWAYS,False
2022-11-17,18343.900390625,18417.599609375,18312.94921875,18358.69921875,200500,18009.8724609375,17651.835,17169.62757668365,0.0,BULL,40,SIDEWAYS,False
2022-11-18,18307.650390625,18394.599609375,18209.80078125,18382.94921875,198800,18049.64248046875,17664.876015625,17181.059401510036,0.0,BULL,60,SIDEWAYS,False
2022-11-21,18159.94921875,18262.30078125,18133.349609375,18246.400390625,213800,18079.44248046875,17675.5869921875,17190.8917464976,0.0,BULL,60,SIDEWAYS,False
2022-11-22,18244.19921875,18261.849609375,18137.69921875,18179.150390625,177700,18112.83740234375,17684.4959765625,17201.470575132844,0.0,BULL,60,SIDEWAYS,False
2022-11-23,18267.25,18325.400390625,18246.0,18325.19921875,178800,18139.66240234375,17693.173984375,17212.17366763839,0.0,BULL,60,SIDEWAYS,False
2022-11-24,18484.099609375,18529.69921875,18294.25,18326.099609375,204000,18181.04990234375,17704.128984375,17224.94580877112,0.0,BULL,60,SIDEWAYS,False
2022-11-25,18512.75,18534.900390625,18445.099609375,18528.44921875,205900,18219.83994140625,17712.98296875,17237.8762116551,0.0,BULL,60,SIDEWAYS,False
2022-11-28,18562.75,18614.25,18365.599609375,18430.55078125,206500,18258.63740234375,17724.16296875,17251.177615142464,0.0,BULL,60,SIDEWAYS,False
2022-11-29,18618.05078125,18678.099609375,18552.150390625,18552.44921875,195300,18288.92998046875,17738.9759765625,17264.899453801023,0.0,BULL,60,SIDEWAYS,False
2022-11-30,18758.349609375,18816.05078125,18616.55078125,18625.69921875,345600,18319.57744140625,17763.5259765625,17279.890651955986,0.0,BULL,60,SIDEWAYS,False
2022-12-01,18812.5,18887.599609375,18778.19921875,18871.94921875,325000,18356.0599609375,17787.3309765625,17295.273579346183,0.0,BULL,40,SIDEWAYS,False
2022-12-02,18696.099609375,18781.94921875,18639.19921875,18752.400390625,254400,18388.22998046875,17804.92796875,17309.33256581902,0.0,BULL,40,SIDEWAYS,False
2022-12-05,18701.05078125,18728.599609375,18591.349609375,18719.55078125,288400,18417.425,17824.5819921875,17323.29894374743,0.0,BULL,60,SIDEWAYS,False
2022-12-06,18642.75,18654.900390625,18577.900390625,18600.650390625,217800,18439.4224609375,17844.8409765625,17336.538968787383,0.0,BULL,60,SIDEWAYS,False
2022-12-07,18560.5,18668.30078125,18528.400390625,18638.849609375,200500,18459.5974609375,17869.503984375,17348.819765036485,0.0,BULL,60,SIDEWAYS,False
2022-12-08,18609.349609375,18625.0,18536.94921875,18570.849609375,202800,18488.65498046875,17901.3649609375,17361.466425203347,0.0,BULL,60,SIDEWAYS,False
2022-12-09,18496.599609375,18664.69921875,18410.099609375,18662.400390625,215800,18496.0,17931.1489453125,17372.854063920742,0.0,BULL,60,SIDEWAYS,False
2022-12-12,18497.150390625,18521.55078125,18345.69921875,18402.150390625,193900,18504.4,17963.9199609375,17384.13206563208,0.0,SIDEWAYS,60,SIDEWAYS,True
2022-12-13,18608.0,18617.25,18490.19921875,18524.400390625,187600,18514.62998046875,17999.71796875,17396.407893235875,0.0,BULL,40,SIDEWAYS,False
2022-12-14,18660.30078125,18696.099609375,18632.900390625,18671.25,208000,18527.1625,18031.0369921875,17409.084169834397,0.0,BULL,60,SIDEWAYS,False
2022-12-15,18414.900390625,18652.900390625,18387.69921875,18614.400390625,183100,18530.7125,18061.5880078125,17419.17125374401,0.0,SIDEWAYS,60,SIDEWAYS,True
2022-12-16,18269.0,18440.94921875,18255.150390625,18319.099609375,277700,18528.77998046875,18081.4819921875,17427.693308542868,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-12-19,18420.44921875,18431.650390625,18244.55078125,18288.099609375,154800,18541.80498046875,18103.2549609375,17437.64785860258,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-12-20,18385.30078125,18404.900390625,18202.650390625,18340.30078125,169000,18548.86005859375,18124.66796875,17447.149421488564,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-12-21,18199.099609375,18473.349609375,18162.75,18435.150390625,187600,18545.4525390625,18143.8299609375,17454.688213035886,0.0,SIDEWAYS,40,SIDEWAYS,True
2022-12-22,18127.349609375,18318.75,18068.599609375,18288.80078125,195700,18527.6150390625,18166.7059375,17461.43157420687,0.0,SIDEWAYS,10,BEAR,False
2022-12-23,17806.80078125,18050.44921875,17779.5,17977.650390625,221500,18492.317578125,18180.3699609375,17464.893606477865,0.0,SIDEWAYS,10,BEAR,False
2022-12-26,18014.599609375,18084.099609375,17774.25,17830.400390625,176700,18464.91005859375,18200.3749609375,17470.40353398237,0.0,SIDEWAYS,10,BEAR,False
2022-12-27,18132.30078125,18149.25,17967.44921875,18089.80078125,214300,18440.62255859375,18219.3069921875,17477.03751475804,0.0,SIDEWAYS,10,BEAR,False
2022-12-28,18122.5,18173.099609375,18068.349609375,18084.75,193900,18408.830078125,18235.5209765625,17483.50630675243,0.0,SIDEWAYS,10,BEAR,False
2022-12-29,18191.0,18229.69921875,17992.80078125,18045.69921875,281100,18377.755078125,18249.6019921875,17490.596263988486,0.0,SIDEWAYS,10,BEAR,False
2022-12-30,18105.30078125,18265.25,18080.30078125,18259.099609375,192000,18348.21513671875,18261.4630078125,17496.75592230055,0.0,SIDEWAYS,10,BEAR,False
2023-01-02,18197.44921875,18215.150390625,18086.5,18131.69921875,256100,18323.03505859375,18274.1330078125,17503.776739455963,0.0,SIDEWAYS,10,BEAR,False
2023-01-03,18232.55078125,18251.94921875,18149.80078125,18163.19921875,208700,18302.52509765625,18287.2580078125,17511.078412533436,0.0,SIDEWAYS,10,BEAR,False
2023-01-04,18042.94921875,18243.0,18020.599609375,18230.650390625,235200,18276.64755859375,18293.5019921875,17516.406921900485,0.0,BEAR,10,BEAR,True
2023-01-05,17992.150390625,18120.30078125,17892.599609375,18101.94921875,269900,18245.78759765625,18300.2180078125,17521.17279864535,0.0,BEAR,10,BEAR,True
2023-01-06,17859.44921875,18047.400390625,17795.55078125,18008.05078125,238200,18213.930078125,18302.6680078125,17524.56133684067,0.0,BEAR,10,BEAR,True
2023-01-09,18101.19921875,18141.400390625,17936.150390625,17952.55078125,257200,18194.13251953125,18308.9559765625,17530.337172271506,0.0,BEAR,10,BEAR,True
2023-01-10,17914.150390625,18127.599609375,17856.0,18121.30078125,283300,18159.4400390625,18306.995,17534.181344530625,0.0,BEAR,10,BEAR,True
2023-01-11,17895.69921875,17976.349609375,17824.349609375,17924.25,259900,18121.2099609375,18302.0009765625,17537.801975377348,0.0,BEAR,10,BEAR,True
