Price,Close,High,Low,Open,Volume,MA20,MA50,EMA200,ADX,Actual_Regime,GSS_Score,GSS_Prediction,Match
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,,,,
Date,,,,,,,,,,,,,
2022-05-16,15842.2998046875,15977.9501953125,15739.650390625,15845.099609375,217600,16717.81005859375,16962.16107421875,16987.899578499342,0.0,BEAR,-10,BEAR,True
2022-05-17,16259.2998046875,16284.25,15900.7998046875,15912.599609375,295700,16672.092529296875,16955.2280859375,16980.3969323767,0.0,BEAR,-10,BEAR,True
2022-05-18,16240.2998046875,16399.80078125,16211.2001953125,16318.150390625,290400,16636.175,16950.07306640625,16972.778538335195,0.0,BEAR,-10,BEAR,True
2022-05-19,15809.400390625,15984.75,15775.2001953125,15917.400390625,313900,16569.81748046875,16941.35408203125,16960.80709680995,0.0,BEAR,-10,BEAR,True
2022-05-20,16266.150390625,16283.0498046875,16003.849609375,16043.7998046875,252400,16513.49501953125,16949.41408203125,16953.661341385858,0.0,BEAR,-10,BEAR,True
2022-05-23,16214.7001953125,16414.69921875,16185.75,16290.9501953125,293800,16465.632568359375,16953.43908203125,16946.06239455485,0.0,BEAR,-10,BEAR,True
2022-05-24,16125.150390625,16262.7998046875,16078.599609375,16225.5498046875,249800,16424.192626953125,16949.03509765625,16937.623534265997,0.0,BEAR,-10,BEAR,True
2022-05-25,16025.7998046875,16223.349609375,16006.9501953125,16196.349609375,243300,16365.442578125,16937.6530859375,16928.253202750006,0.0,BEAR,-10,BEAR,True
2022-05-26,16170.150390625,16204.4501953125,15903.7001953125,16105.0,314300,16322.030078125,16928.447109375,16920.465120678233,0.0,BEAR,-10,BEAR,True
2022-05-27,16352.4501953125,16370.599609375,16221.9501953125,16296.599609375,274100,16277.400048828125,16918.07009765625,16914.63171795098,0.0,SIDEWAYS,-10,BEAR,False
2022-05-30,16661.400390625,16695.5,16506.150390625,16527.900390625,251400,16255.342529296875,16918.03810546875,16912.031912292394,0.0,SIDEWAYS,10,BEAR,False
2022-05-31,16584.55078125,16690.75,16521.900390625,16578.44921875,651600,16231.115087890625,16910.22212890625,16908.670882208047,0.0,SIDEWAYS,-10,BEAR,False
2022-06-01,16522.75,16649.19921875,16438.849609375,16594.400390625,249600,16223.372607421876,16894.93611328125,16904.711308140988,0.0,SIDEWAYS,-10,BEAR,False
2022-06-02,16628.0,16646.400390625,16443.05078125,16481.650390625,236000,16220.640087890624,16885.14412109375,16901.87311093424,0.0,SIDEWAYS,10,BEAR,False
2022-06-03,16584.30078125,16793.849609375,16567.900390625,16761.650390625,245500,16229.292626953125,16870.52013671875,16898.616805274825,0.0,SIDEWAYS,-10,BEAR,False
2022-06-06,16569.55078125,16610.94921875,16444.55078125,16530.69921875,233600,16242.677685546874,16856.99814453125,16895.24366993916,0.0,SIDEWAYS,-10,BEAR,False
2022-06-07,16416.349609375,16487.25,16347.099609375,16469.599609375,233800,16251.49267578125,16840.87013671875,16890.336176393568,0.0,SIDEWAYS,-10,BEAR,False
