symbol,entry_dt,entry,sl,tp,exit_dt,exit_price,outcome,pnl,atr_pct_rollmean40,rsi14_rollmean40,macd_pct_rollmean40,ema100_rel_pos_rollmean40,hma100_rel_pos_rollmean40,vwap_rel_pos_rollmean40,win
TATAMOTORS,2015-02-04 11:50:00,408.5,411.15714285714284,402.5214285714286,2015-02-04 15:00:00,407.25,EOD+,1.25,0.4071255894032822,37.531122527845476,-0.2681954254498619,-0.433646412152428,-0.8760594934971468,-0.4390455761578435,1
TATAMOTORS,2015-02-05 09:20:00,405.45,408.0714285714286,399.55178571428564,2015-02-05 10:05:00,408.0714285714286,L,-2.6214285714286234,0.3158298049083924,46.25999273347914,-0.09524948826714166,-0.6822183303273112,0.41218506688735423,-0.5071162321014856,0
TATAMOTORS,2015-02-05 11:50:00,409.15,411.85714285714283,403.05892857142857,2015-02-05 12:40:00,411.85714285714283,L,-2.7071428571428555,0.4407031003421569,49.56394612351371,0.05861374577362184,-0.16979770847989945,0.400892244023614,0.392324855336436,0
TATAMOTORS,2015-02-05 14:20:00,411.65,414.6714285714285,404.8517857142857,2015-02-05 15:00:00,411.45,EOD+,0.19999999999998863,0.3455470975926253,55.100228671057025,0.1515449305063255,0.3775583669306509,0.1736870812602564,0.694149467962137,1
TATAMOTORS,2015-02-06 11:10:00,382.65,385.0285714285714,377.29821428571427,2015-02-06 11:40:00,385.0285714285714,L,-2.3785714285714334,0.6213751280375874,31.395901815894725,-0.9147675476140298,-3.0560986581579366,-2.4386722353899724,-0.3129527122597589,0
TATAMOTORS,2015-02-06 12:50:00,383.7,386.17857142857144,378.12321428571425,2015-02-06 14:35:00,386.17857142857144,L,-2.478571428571456,0.5122710535758681,31.373686287357753,-1.0772806451707653,-4.2556728074645225,-1.055847021822473,-0.5069784343269756,0
TATAMOTORS,2015-02-09 10:55:00,378.5,380.65,373.6625,2015-02-09 15:00:00,374.2,EOD+,4.300000000000011,0.38153305939076265,44.02556441124834,-0.1409586956792865,-1.8873110057455098,0.2696068557108711,0.03520796358608595,1
TATAMOTORS,2015-02-10 12:00:00,384.25,386.8928571428571,378.30357142857144,2015-02-10 14:50:00,386.8928571428571,L,-2.6428571428571104,0.3789258531010743,59.16730110304087,0.20040566727548392,0.1697852709130046,0.7989731413688996,0.3805184584445294,0
TATAMOTORS,2015-02-11 11:25:00,383.15,385.65,377.525,2015-02-11 14:50:00,385.65,L,-2.5,0.4337249753424528,53.47731413776561,0.10977247532943471,0.5208850319002443,0.08235951460204438,-0.01701652507498115,0
TATAMOTORS,2015-02-12 12:40:00,382.55,384.40714285714284,378.3714285714286,2015-02-12 13:20:00,384.40714285714284,L,-1.8571428571428328,0.2836888101883106,43.689819141413736,-0.02465064837713293,0.005308679547583003,-0.25565334872685364,-0.5504939877316941,0
TATAMOTORS,2015-02-13 09:20:00,385.4,387.5642857142857,380.53035714285716,2015-02-13 12:40:00,387.5642857142857,L,-2.164285714285711,0.2581267029870999,56.96602007995601,0.05675326302629051,0.21310931488715062,0.3344212946184246,-0.0005186176128975678,0
TATAMOTORS,2015-02-18 10:10:00,392.3,395.76428571428573,384.5053571428572,2015-02-18 10:25:00,395.76428571428573,L,-3.4642857142857224,0.22343021221433879,44.262282553664065,-0.12667498435669924,0.14997240369663606,-0.6521473386454234,-0.10006760269676045,0
TATAMOTORS,2015-02-18 13:55:00,400.35,402.2142857142857,396.15535714285716,2015-02-18 14:40:00,402.2142857142857,L,-1.8642857142856997,0.2590469184628864,63.29662685280567,0.2828283943086979,1.1110730579981296,0.7630266841422727,1.1652998900259512,0
TATAMOTORS,2015-02-19 10:10:00,402.65,406.8714285714285,393.1517857142857,2015-02-19 15:00:00,396.1,EOD+,6.5499999999999545,0.31337316760068,57.42839971591034,0.1693309764313492,1.0473056008854553,-0.07988167031080613,0.6853844611468576,1
TATAMOTORS,2015-02-20 10:35:00,398.45,401.3357142857143,391.9571428571428,2015-02-20 13:50:00,401.3357142857143,L,-2.8857142857143003,0.34753787770456357,48.867630936189116,-0.014253370085064738,-0.15854936799162472,0.28512762042907347,-0.5308361052300941,0
TATAMOTORS,2015-02-23 10:25:00,399.3,401.73571428571427,393.8196428571429,2015-02-23 15:00:00,396.0,EOD+,3.3000000000000114,0.29525284272655206,57.06352099305843,0.11139362924804246,0.3661966209327272,0.2263167034958998,0.15984399918784592,1
TATAMOTORS,2015-02-24 11:35:00,388.0,389.79285714285714,383.9660714285714,2015-02-24 11:45:00,389.79285714285714,L,-1.7928571428571445,0.37863091230964735,33.06203123888217,-0.37855038785446804,-1.4371678642723913,-0.6801669101223025,-0.5849463943787275,0
TATAMOTORS,2015-02-24 13:25:00,388.4,390.15,384.46250000000003,2015-02-24 13:30:00,390.15,L,-1.75,0.2779463568931393,41.22829780116636,-0.2653181012303392,-1.4102005028876596,0.08438578772087382,-0.36625414065750717,0
TATAMOTORS,2015-02-25 11:00:00,391.95,393.55,388.34999999999997,2015-02-25 11:10:00,393.55,L,-1.6000000000000227,0.29405615869410295,54.88545629089191,0.07460504842313043,-0.2680844194688118,0.4344962311535493,0.030525663222032418,0
TATAMOTORS,2015-02-26 11:05:00,390.7,392.34285714285716,387.0035714285714,2015-02-26 14:55:00,387.0035714285714,W,3.696428571428612,0.26845801347269926,40.02813530318562,-0.1103255047804655,-0.2320558486392114,-0.515909956375483,-0.22553816755712286,1
TATAMOTORS,2015-02-27 10:30:00,388.75,390.70714285714286,384.34642857142853,2015-02-27 11:35:00,390.70714285714286,L,-1.9571428571428555,0.30703086887713915,47.2825855353948,-0.06458087943180126,-0.46039059073878275,0.10635140563913573,-0.3831716763486404,0
TATAMOTORS,2015-02-27 12:35:00,390.8,392.3571428571429,387.2964285714285,2015-02-27 12:55:00,392.3571428571429,L,-1.5571428571428783,0.2619483308591677,57.014071784112694,0.08273935804361707,0.07171470519329726,0.42755752331252755,0.052672126485289,0
TATAMOTORS,2015-02-27 14:30:00,396.85,399.41428571428577,391.0803571428571,2015-02-27 15:00:00,395.55,EOD+,1.3000000000000114,0.24110625314924175,66.51779599751015,0.27361459361680046,0.9041506350188195,0.6611463117426422,0.7730489981650569,1
TATAMOTORS,2015-02-28 11:05:00,396.6,398.05,393.33750000000003,2015-02-28 11:35:00,393.33750000000003,W,3.2624999999999886,0.3577554390193508,52.71879162861374,0.13255592452323886,0.8322196894294078,-0.32734031621551735,0.26378249684413785,1
TATAMOTORS,2015-02-28 12:45:00,393.7,398.95714285714286,381.8714285714285,2015-02-28 12:50:00,398.95714285714286,L,-5.257142857142867,0.38879295312321555,48.50466895810112,-0.0162423987812459,0.41311928131644776,-0.4558470214024844,-0.12158275538457622,0
TATAMOTORS,2015-03-02 10:00:00,407.15,411.9142857142857,396.43035714285713,2015-03-02 11:55:00,396.43035714285713,W,10.719642857142844,0.7166997613701273,60.276466349760696,0.4014199242940644,1.7444247211346517,0.9571673092798891,0.8204855283035775,1
TATAMOTORS,2015-03-02 13:30:00,397.35,400.6,390.0375,2015-03-02 13:35:00,400.6,L,-3.25,0.39462239907888585,39.86802023414541,-0.22776404968499303,-0.04777537886573997,-1.2576222267037984,-0.9758224662097612,0
TATAMOTORS,2015-03-02 14:55:00,400.35,402.8857142857143,394.6446428571429,2015-03-02 15:00:00,401.2,EOD-,-0.8499999999999659,0.37647955003624867,44.53210582923323,-0.2304202731492678,-0.3399982799302991,-0.46505098082084845,-0.7235343318132137,0
TATAMOTORS,2015-03-03 12:00:00,395.25,396.5,392.4375,2015-03-03 12:45:00,396.5,L,-1.25,0.29291286169805325,41.18914868933841,-0.17713701712627702,-0.7111835805661606,-0.22265690952229705,-0.09877335994197879,0
TATAMOTORS,2015-03-03 13:15:00,395.2,396.65,391.9375,2015-03-03 14:40:00,396.65,L,-1.4499999999999886,0.21669697910066615,41.899902953113425,-0.19468258621914253,-0.81261223044069,-0.14965776263891337,-0.15712757331506097,0
TATAMOTORS,2015-03-04 11:25:00,404.75,406.87142857142857,399.9767857142857,2015-03-04 12:35:00,399.9767857142857,W,4.773214285714289,0.307629300938296,61.278799202372866,0.3020172618653351,0.845217503124915,0.8637383362814408,0.3834328456531138,1
TATAMOTORS,2015-03-04 13:05:00,401.7,403.89285714285717,396.76607142857137,2015-03-04 14:45:00,396.76607142857137,W,4.933928571428623,0.29959767203221194,56.48372085430451,0.27490391106437395,1.054789611337125,0.15739091688008228,0.2542565265298469,1
TATAMOTORS,2015-03-05 10:30:00,393.6,396.4928571428572,387.09107142857147,2015-03-05 15:00:00,392.3,EOD+,1.3000000000000114,0.3469352335138972,33.533267958315676,-0.2778432370256865,-0.7427452231091101,-0.7834291499026199,-0.6290340171174338,1
TATAMOTORS,2015-03-09 10:55:00,389.85,391.70000000000005,385.6875,2015-03-09 11:45:00,391.70000000000005,L,-1.8500000000000227,0.3235866701036592,45.52437930787927,-0.09971685455060411,-0.7416871159803134,-0.06786334073145794,-0.10250417236533875,0
TATAMOTORS,2015-03-09 13:15:00,391.4,393.72142857142853,386.1767857142857,2015-03-09 15:00:00,390.0,EOD+,1.3999999999999773,0.26877813031591513,51.75696952406058,-0.012759508155296358,-0.40055796596756227,0.21140404405943358,0.21774199321427692,1
TATAMOTORS,2015-03-10 11:50:00,392.5,394.04285714285714,389.0285714285714,2015-03-10 13:15:00,389.0285714285714,W,3.4714285714285893,0.2973171324048287,53.119446367864825,0.03458639736091041,-0.011471190178046393,0.15819623189673057,0.0048944155792626535,1
TATAMOTORS,2015-03-11 12:45:00,379.35,381.39285714285717,374.75357142857143,2015-03-11 14:20:00,381.39285714285717,L,-2.0428571428571445,0.2949707661696683,37.06936947589795,-0.2989512820811842,-1.4977632923694846,-0.21928515227502027,-0.8369291587035335,0
TATAMOTORS,2015-03-12 12:20:00,387.65,389.1142857142857,384.35535714285714,2015-03-12 12:35:00,389.1142857142857,L,-1.4642857142857224,0.2990452677832039,63.10157909405782,0.25656983201687156,0.5816464034295985,0.6344748457862484,0.27587424344733974,0
TATAMOTORS,2015-03-12 14:15:00,388.5,389.9857142857143,385.1571428571428,2015-03-12 15:00:00,387.0,EOD+,1.5,0.2124660394393824,62.80082985322464,0.23279332232663236,0.9063822761197367,0.05169012705753229,0.4838248597034136,1
TATAMOTORS,2015-03-13 10:50:00,386.9,389.19999999999993,381.725,2015-03-13 15:00:00,386.2,EOD+,0.6999999999999886,0.24056709675689802,46.759224652977466,-0.021674230833570653,0.28337029160723803,-0.483388564578779,0.11644750900642706,1
TATAMOTORS,2015-03-16 12:25:00,385.3,386.5785714285714,382.4232142857143,2015-03-16 13:45:00,382.4232142857143,W,2.8767857142856883,0.24120363377988224,51.46803423775183,0.05622008509696493,0.09498733715154688,0.1482331251034001,-0.26057829559821366,1
TATAMOTORS,2015-03-18 11:10:00,388.3,389.3357142857143,385.9696428571429,2015-03-18 13:40:00,385.9696428571429,W,2.3303571428571104,0.26021351382804464,45.232562680640584,-0.11019167488454987,-0.04705474901205295,-0.31398922734900864,-0.2143836082354446,1
TATAMOTORS,2015-03-19 10:45:00,389.1,390.6714285714286,385.56428571428575,2015-03-19 13:40:00,385.56428571428575,W,3.5357142857142776,0.23259390378786274,48.45020140325409,-0.017683856093223656,-0.24817283186164524,0.2397768548357051,-0.3672592976125918,1
TATAMOTORS,2015-03-20 10:50:00,374.7,376.4142857142857,370.84285714285716,2015-03-20 11:10:00,376.4142857142857,L,-1.7142857142857224,0.26784709116616534,26.61505293111598,-0.4075170555807654,-1.6065403152989925,-0.8683460000048623,-0.5936355057220133,0
TATAMOTORS,2015-03-20 12:45:00,375.8,377.02857142857147,373.0357142857143,2015-03-20 14:05:00,377.02857142857147,L,-1.2285714285714562,0.27765609430047855,35.39497077723764,-0.3861680783231075,-1.8627534723046264,-0.12440039363615678,-0.005845865247169751,0
TATAMOTORS,2015-03-23 13:40:00,382.45,383.93571428571425,379.1071428571429,2015-03-23 14:05:00,379.1071428571429,W,3.342857142857099,0.1778537719781071,65.54421931044466,0.19912641330859077,0.662698101220755,0.17592416552508083,0.5207746738544727,1
TATAMOTORS,2015-03-24 09:20:00,378.95,380.8642857142857,374.6428571428571,2015-03-24 10:35:00,374.6428571428571,W,4.307142857142878,0.22380405701745198,50.27031106116356,0.013241752055286682,0.24902792847687744,-0.42335337845589577,0.14436034524596247,1
TATAMOTORS,2015-03-24 12:25:00,374.0,375.42857142857144,370.7857142857143,2015-03-24 12:25:00,375.42857142857144,L,-1.4285714285714448,0.2465106393898854,32.92865672074157,-0.2706760048629716,-0.9452132604419559,-0.5165773334579759,-0.511430145612044,0
TATAMOTORS,2015-03-24 13:30:00,374.2,376.22142857142853,369.6517857142857,2015-03-24 14:00:00,376.22142857142853,L,-2.021428571428544,0.24369048397336107,37.257794266674566,-0.22842539396613842,-0.9776062662124936,-0.11834439093941358,-0.5219239999469382,0
TATAMOTORS,2015-03-25 11:35:00,373.0,374.3857142857143,369.88214285714287,2015-03-25 12:00:00,369.88214285714287,W,3.117857142857133,0.4084828363191238,46.41942803288145,-0.09885822404472554,-0.7558882192457588,-0.06883030256040296,-0.35553147372841176,1
