symbol,entry_dt,entry,sl,tp,exit_dt,exit_price,outcome,pnl,zpnl,touch_dt,atr_pct_at_touch,hidden_atr_pct_rollmean40
TATAMOTORS,2015-02-11 11:25:00,383.15,385.65,377.525,2015-02-11 14:50:00,385.65,L,-2.5,-2.8978573828,2015-02-11 11:20:00,0.3262429857758069,0.4337249753424528
TATAMOTORS,2015-02-12 12:40:00,382.55,384.40714285714284,378.3714285714286,2015-02-12 13:20:00,384.40714285714284,L,-1.8571428571428328,-2.254125206028547,2015-02-12 12:35:00,0.24273204249677705,0.2836888101883106
TATAMOTORS,2015-02-13 09:20:00,385.4,387.5642857142857,380.53035714285716,2015-02-13 12:40:00,387.5642857142857,L,-2.164285714285711,-2.5643412663571397,2015-02-13 09:15:00,0.2807843427978339,0.2581267029870999
TATAMOTORS,2015-02-18 10:10:00,392.3,395.76428571428573,384.5053571428572,2015-02-18 10:25:00,395.76428571428573,L,-3.4642857142857224,-3.872001096957151,2015-02-18 10:05:00,0.44170415839419946,0.22343021221433879
TATAMOTORS,2015-02-18 13:55:00,400.35,402.2142857142857,396.15535714285716,2015-02-18 14:40:00,402.2142857142857,L,-1.8642857142856997,-2.279708333957128,2015-02-18 13:50:00,0.2328029113743412,0.2590469184628864
TATAMOTORS,2015-02-19 10:10:00,402.65,406.8714285714285,393.1517857142857,2015-02-19 15:00:00,396.1,EOD+,6.5499999999999545,6.1355136574999545,2015-02-19 10:05:00,0.5242057086090347,0.31337316760068
TATAMOTORS,2015-02-20 10:35:00,398.45,401.3357142857143,391.9571428571428,2015-02-20 13:50:00,401.3357142857143,L,-2.8857142857143003,-3.299571720142872,2015-02-20 10:30:00,0.36211749099188106,0.34753787770456357
TATAMOTORS,2015-02-23 10:25:00,399.3,401.73571428571427,393.8196428571429,2015-02-23 15:00:00,396.0,EOD+,3.3000000000000114,2.8877018082000117,2015-02-23 10:20:00,0.3049980322707577,0.29525284272655206
TATAMOTORS,2015-02-24 11:35:00,388.0,389.79285714285714,383.9660714285714,2015-02-24 11:45:00,389.79285714285714,L,-1.7928571428571445,-2.19545931247143,2015-02-24 11:30:00,0.23085979176630755,0.37863091230964735
TATAMOTORS,2015-02-24 13:25:00,388.4,390.15,384.46250000000003,2015-02-24 13:30:00,390.15,L,-1.75,-2.1529995913,2015-02-24 13:20:00,0.22528321318228423,0.2779463568931393
TATAMOTORS,2015-02-25 11:00:00,391.95,393.55,388.34999999999997,2015-02-25 11:10:00,393.55,L,-1.6000000000000227,-2.006617563000023,2015-02-25 10:55:00,0.2040295842897218,0.29405615869410295
TATAMOTORS,2015-02-26 11:05:00,390.7,392.34285714285716,387.0035714285714,2015-02-26 14:55:00,387.0035714285714,W,3.696428571428612,3.293194716635755,2015-02-26 11:00:00,0.210245347179058,0.26845801347269926
TATAMOTORS,2015-02-27 10:30:00,388.75,390.70714285714286,384.34642857142853,2015-02-27 11:35:00,390.70714285714286,L,-1.9571428571428555,-2.36058668102857,2015-02-27 10:25:00,0.2517225539733587,0.30703086887713915
TATAMOTORS,2015-02-27 12:35:00,390.8,392.3571428571429,387.2964285714285,2015-02-27 12:55:00,392.3571428571429,L,-1.5571428571428783,-1.9625523332285926,2015-02-27 12:30:00,0.19932704264501874,0.2619483308591677
TATAMOTORS,2015-02-27 14:30:00,396.85,399.41428571428577,391.0803571428571,2015-02-27 15:00:00,395.55,EOD+,1.3000000000000114,0.8894507356000114,2015-02-27 14:25:00,0.3232428733500246,0.24110625314924175
TATAMOTORS,2015-02-28 11:05:00,396.6,398.05,393.33750000000003,2015-02-28 11:35:00,393.33750000000003,W,3.2624999999999886,2.8529837103749887,2015-02-28 11:00:00,0.1827116935483867,0.3577554390193508
TATAMOTORS,2015-02-28 12:45:00,393.7,398.95714285714286,381.8714285714285,2015-02-28 12:50:00,398.95714285714286,L,-5.257142857142867,-5.667015490228581,2015-02-28 12:40:00,0.6678281068524983,0.38879295312321555
TATAMOTORS,2015-03-02 10:00:00,407.15,411.9142857142857,396.43035714285713,2015-03-02 11:55:00,396.43035714285713,W,10.719642857142844,10.302139892803558,2015-03-02 09:55:00,0.5850774547814945,0.7166997613701273
TATAMOTORS,2015-03-02 13:30:00,397.35,400.6,390.0375,2015-03-02 13:35:00,400.6,L,-3.25,-3.6628617177,2015-03-02 13:25:00,0.40870221327967804,0.39462239907888585
TATAMOTORS,2015-03-02 14:55:00,400.35,402.8857142857143,394.6446428571429,2015-03-02 15:00:00,401.2,EOD-,-0.8499999999999659,-1.2650225792999659,2015-03-02 14:50:00,0.3166476380762065,0.37647955003624867
TATAMOTORS,2015-03-03 12:00:00,395.25,396.5,392.4375,2015-03-03 12:45:00,396.5,L,-1.25,-1.6598977005,2015-03-03 11:55:00,0.15812776723592767,0.29291286169805325
TATAMOTORS,2015-03-03 13:15:00,395.2,396.65,391.9375,2015-03-03 14:40:00,396.65,L,-1.4499999999999886,-1.8599247910999885,2015-03-03 13:10:00,0.18342820999367448,0.21669697910066615
TATAMOTORS,2015-03-04 11:25:00,404.75,406.87142857142857,399.9767857142857,2015-03-04 12:35:00,399.9767857142857,W,4.773214285714289,4.3558519630678605,2015-03-04 11:20:00,0.26206653136856906,0.307629300938296
TATAMOTORS,2015-03-04 13:05:00,401.7,403.89285714285717,396.76607142857137,2015-03-04 14:45:00,396.76607142857137,W,4.933928571428623,4.519788862060766,2015-03-04 13:00:00,0.2729471176073132,0.29959767203221194
TATAMOTORS,2015-03-05 10:30:00,393.6,396.4928571428572,387.09107142857147,2015-03-05 15:00:00,392.3,EOD+,1.3000000000000114,0.8928171246000114,2015-03-05 10:25:00,0.36767375989541723,0.3469352335138972
TATAMOTORS,2015-03-09 10:55:00,389.85,391.70000000000005,385.6875,2015-03-09 11:45:00,391.70000000000005,L,-1.8500000000000227,-2.254540959300023,2015-03-09 10:50:00,0.23727074515839403,0.3235866701036592
TATAMOTORS,2015-03-09 13:15:00,391.4,393.72142857142853,386.1767857142857,2015-03-09 15:00:00,390.0,EOD+,1.3999999999999773,0.9951353515999773,2015-03-09 13:10:00,0.29628954325827334,0.26877813031591513
TATAMOTORS,2015-03-10 11:50:00,392.5,394.04285714285714,389.0285714285714,2015-03-10 13:15:00,389.0285714285714,W,3.4714285714285893,3.066241513685732,2015-03-10 11:45:00,0.196542311191994,0.2973171324048287
TATAMOTORS,2015-03-11 12:45:00,379.35,381.39285714285717,374.75357142857143,2015-03-11 14:20:00,381.39285714285717,L,-2.0428571428571445,-2.43659814017143,2015-03-11 12:40:00,0.2692575646312303,0.2949707661696683
TATAMOTORS,2015-03-12 12:20:00,387.65,389.1142857142857,384.35535714285714,2015-03-12 12:35:00,389.1142857142857,L,-1.4642857142857224,-1.866395759157151,2015-03-12 12:15:00,0.189110902012878,0.2990452677832039
TATAMOTORS,2015-03-12 14:15:00,388.5,389.9857142857143,385.1571428571428,2015-03-12 15:00:00,387.0,EOD+,1.5,1.0981786470000001,2015-03-12 14:10:00,0.19111323459149818,0.2124660394393824
TATAMOTORS,2015-03-13 10:50:00,386.9,389.19999999999993,381.725,2015-03-13 15:00:00,386.2,EOD+,0.6999999999999886,0.29952042139998863,2015-03-13 10:45:00,0.2975805408202835,0.24056709675689802
TATAMOTORS,2015-03-16 12:25:00,385.3,386.5785714285714,382.4232142857143,2015-03-16 13:45:00,382.4232142857143,W,2.8767857142856883,2.478821972232117,2015-03-16 12:20:00,0.1658758988805681,0.24120363377988224
TATAMOTORS,2015-03-18 11:10:00,388.3,389.3357142857143,385.9696428571429,2015-03-18 13:40:00,385.9696428571429,W,2.3303571428571104,1.929070450096396,2015-03-18 11:05:00,0.133365218351053,0.26021351382804464
TATAMOTORS,2015-03-19 10:45:00,389.1,390.6714285714286,385.56428571428575,2015-03-19 13:40:00,385.56428571428575,W,3.5357142857142776,3.1340743434428493,2015-03-19 10:40:00,0.2019831068674246,0.23259390378786274
TATAMOTORS,2015-03-20 10:50:00,374.7,376.4142857142857,370.84285714285716,2015-03-20 11:10:00,376.4142857142857,L,-1.7142857142857224,-2.103080595257151,2015-03-20 10:45:00,0.22884604382401522,0.26784709116616534
TATAMOTORS,2015-03-20 12:45:00,375.8,377.02857142857147,373.0357142857143,2015-03-20 14:05:00,377.02857142857147,L,-1.2285714285714562,-1.6183141341143132,2015-03-20 12:40:00,0.1634173222361575,0.27765609430047855
TATAMOTORS,2015-03-23 13:40:00,382.45,383.93571428571425,379.1071428571429,2015-03-23 14:05:00,379.1071428571429,W,3.342857142857099,2.948029286371385,2015-03-23 13:35:00,0.19423640812057452,0.1778537719781071
TATAMOTORS,2015-03-24 09:20:00,378.95,380.8642857142857,374.6428571428571,2015-03-24 10:35:00,374.6428571428571,W,4.307142857142878,3.9163206627285927,2015-03-24 09:15:00,0.25257761106817883,0.22380405701745198
TATAMOTORS,2015-03-24 12:25:00,374.0,375.42857142857144,370.7857142857143,2015-03-24 12:25:00,375.42857142857144,L,-1.4285714285714448,-1.8165285537143019,2015-03-24 12:20:00,0.19103656439842476,0.2465106393898854
TATAMOTORS,2015-03-24 13:30:00,374.2,376.22142857142853,369.6517857142857,2015-03-24 14:00:00,376.22142857142853,L,-2.021428571428544,-2.4098266853856867,2015-03-24 13:25:00,0.2701000229060086,0.24369048397336107
TATAMOTORS,2015-03-25 11:35:00,373.0,374.3857142857143,369.88214285714287,2015-03-25 12:00:00,369.88214285714287,W,3.117857142857133,2.732728968421419,2015-03-25 11:30:00,0.18575258521639088,0.4084828363191238
TATAMOTORS,2015-03-25 12:40:00,370.7,373.00714285714287,365.50892857142856,2015-03-25 14:15:00,373.00714285714287,L,-2.3071428571428783,-2.6920283165285923,2015-03-25 12:35:00,0.31110340576359946,0.3272118438633526
TATAMOTORS,2015-03-26 12:00:00,368.8,369.98571428571427,366.13214285714287,2015-03-26 12:45:00,369.98571428571427,L,-1.1857142857142549,-1.5681894041428261,2015-03-26 11:55:00,0.160731230271693,0.2960112353772195
TATAMOTORS,2015-03-26 13:45:00,368.5,370.5571428571429,363.87142857142857,2015-03-26 15:00:00,365.3,EOD+,3.1999999999999886,2.8195653771999885,2015-03-26 13:40:00,0.2792375264209113,0.21249780984911332
TATAMOTORS,2015-03-27 13:15:00,362.85,365.45000000000005,357.0,2015-03-27 13:35:00,365.45000000000005,L,-2.6000000000000227,-2.976869839800023,2015-03-27 13:10:00,0.35827476918837187,0.3632514215176771
TATAMOTORS,2015-04-01 10:05:00,379.1,381.7357142857143,373.1696428571429,2015-04-01 12:45:00,381.7357142857143,L,-2.6357142857143003,-3.0294301564428716,2015-04-01 10:00:00,0.34762784037381855,0.3119320485720549
TATAMOTORS,2015-04-06 11:30:00,392.25,394.0571428571429,388.18392857142857,2015-04-06 13:55:00,394.0571428571429,L,-1.8071428571428783,-2.2141528621285924,2015-04-06 11:25:00,0.23035600473458942,0.35453519716385357
TATAMOTORS,2015-04-07 09:20:00,391.7,393.5857142857143,387.45714285714286,2015-04-07 10:45:00,387.45714285714286,W,4.242857142857133,3.838802990771419,2015-04-07 09:15:00,0.24080121130306167,0.17027750513694823
TATAMOTORS,2015-04-08 13:15:00,390.1,391.35,387.2875,2015-04-08 14:05:00,387.2875,W,2.8125,2.409539005675,2015-04-08 13:10:00,0.16021532940271724,0.23122899162474964
TATAMOTORS,2015-04-09 10:40:00,386.1,388.3285714285715,381.0857142857143,2015-04-09 12:20:00,381.0857142857143,W,5.014285714285734,4.616336365457163,2015-04-09 10:35:00,0.28860028860029,0.30067091346957076
TATAMOTORS,2015-04-09 14:00:00,381.45,383.3142857142857,377.2553571428572,2015-04-09 14:20:00,383.3142857142857,L,-1.8642857142856997,-2.2601314871571283,2015-04-09 13:55:00,0.24436829391607023,0.218545366295547
TATAMOTORS,2015-04-10 09:25:00,383.75,386.1928571428572,378.2535714285714,2015-04-10 11:40:00,386.1928571428572,L,-2.4428571428571786,-2.8413134753714644,2015-04-10 09:20:00,0.31832905171451165,0.25965163938527425
TATAMOTORS,2015-04-10 14:55:00,389.0,391.37857142857143,383.6482142857143,2015-04-10 15:00:00,387.95,EOD+,1.0500000000000114,0.6474832583000114,2015-04-10 14:50:00,0.3056896836616673,0.2571436511276059
TATAMOTORS,2015-04-13 11:00:00,382.0,383.5214285714286,378.5767857142857,2015-04-13 12:15:00,383.5214285714286,L,-1.5214285714286007,-1.9177088159857436,2015-04-13 10:55:00,0.1991398653702336,0.28827741786776884
TATAMOTORS,2015-04-13 13:50:00,382.75,383.95714285714286,380.03392857142853,2015-04-13 15:00:00,383.15,EOD-,-0.39999999999997726,-0.7966148053999772,2015-04-13 13:45:00,0.15769338434263408,0.19969748898088457
TATAMOTORS,2015-04-15 12:10:00,374.55,375.81428571428575,371.70535714285717,2015-04-15 12:55:00,375.81428571428575,L,-1.2642857142857338,-1.6527477407571622,2015-04-15 12:05:00,0.1687964905588397,0.2498961418004071
TATAMOTORS,2015-04-15 14:20:00,375.15,376.37142857142857,372.4017857142857,2015-04-15 15:00:00,373.5,EOD+,1.6499999999999773,1.2620658980999773,2015-04-15 14:15:00,0.16274864376130113,0.1632136591345936
TATAMOTORS,2015-04-16 11:20:00,375.65,377.2071428571428,372.1464285714286,2015-04-16 12:40:00,372.1464285714286,W,3.5035714285713766,3.1158504803642337,2015-04-16 11:15:00,0.20723221415262788,0.2571780249085242
TATAMOTORS,2015-04-16 14:05:00,370.7,373.1928571428571,365.0910714285714,2015-04-16 15:00:00,371.4,EOD-,-0.6999999999999886,-1.0842515925999887,2015-04-16 14:00:00,0.3362364638329039,0.25324654073335756
TATAMOTORS,2015-04-17 10:00:00,372.05,375.05,365.3,2015-04-17 12:20:00,375.05,L,-3.0,-3.3865570726,2015-04-17 09:55:00,0.40317161671818197,0.3386943803653634
TATAMOTORS,2015-04-17 13:45:00,373.05,374.76428571428573,369.1928571428571,2015-04-17 14:50:00,369.1928571428571,W,3.8571428571428896,3.472254470828604,2015-04-17 13:40:00,0.22976621287839732,0.2512759546792048
TATAMOTORS,2015-04-20 09:35:00,369.5,372.3571428571429,363.07142857142856,2015-04-20 10:15:00,363.07142857142856,W,6.428571428571445,6.048374361714302,2015-04-20 09:30:00,0.3866228494104012,0.2754013180617322
TATAMOTORS,2015-04-20 11:40:00,362.45,363.93571428571425,359.10714285714283,2015-04-20 11:45:00,363.93571428571425,L,-1.4857142857142662,-1.8617303197428376,2015-04-20 11:35:00,0.20495437794375537,0.35932248400744754
TATAMOTORS,2015-04-20 12:30:00,363.1,364.67857142857144,359.54821428571427,2015-04-20 12:35:00,364.67857142857144,L,-1.578571428571422,-1.9552973638142792,2015-04-20 12:25:00,0.217523967007227,0.33083554491186173
TATAMOTORS,2015-04-20 13:15:00,363.7,365.50714285714287,359.6339285714285,2015-04-20 14:55:00,365.50714285714287,L,-1.8071428571428783,-2.1845804295285927,2015-04-20 13:10:00,0.2484386660905799,0.2981152053878472
TATAMOTORS,2015-04-21 10:10:00,366.85,370.2214285714286,359.26428571428573,2015-04-21 11:05:00,370.2214285714286,L,-3.3714285714285666,-3.7527459152857094,2015-04-21 10:05:00,0.45951050448801617,0.34250064893082943
TATAMOTORS,2015-04-21 11:45:00,368.05,370.08571428571435,363.4696428571428,2015-04-21 14:05:00,363.4696428571428,W,4.580357142857224,4.20093305659651,2015-04-21 11:40:00,0.276554039629712,0.3739538536754975
TATAMOTORS,2015-04-21 14:35:00,364.55,366.3,360.6125,2015-04-21 15:00:00,364.85,EOD-,-0.30000000000001137,-0.6777235864000114,2015-04-21 14:30:00,0.24002194486353037,0.2501561209295543
TATAMOTORS,2015-04-22 09:25:00,363.75,367.40714285714284,355.5214285714286,2015-04-22 13:30:00,355.5214285714286,W,8.2285714285714,7.855040211514257,2015-04-22 09:20:00,0.5027000490917999,0.2707769631341367
TATAMOTORS,2015-04-23 10:25:00,361.1,363.1714285714286,356.43928571428575,2015-04-23 12:20:00,356.43928571428575,W,4.660714285714278,4.288520786192849,2015-04-23 10:20:00,0.28670291646070195,0.366227389639369
TATAMOTORS,2015-04-24 10:45:00,351.8,354.04285714285714,346.7535714285715,2015-04-24 11:50:00,354.04285714285714,L,-2.242857142857133,-2.608140400771419,2015-04-24 10:40:00,0.3187687809632071,0.3394745711911543
TATAMOTORS,2015-04-24 12:35:00,353.25,355.15,348.975,2015-04-24 12:50:00,355.15,L,-1.8999999999999773,-2.2666499603999775,2015-04-24 12:30:00,0.2689313517338975,0.3161622121433178
TATAMOTORS,2015-04-24 14:55:00,356.45,358.75,351.275,2015-04-24 15:00:00,355.95,EOD+,0.5,0.1309820156000001,2015-04-24 14:50:00,0.32262589423481486,0.2853276503133486
TATAMOTORS,2015-04-27 10:30:00,356.65,358.62142857142857,352.2142857142857,2015-04-27 11:30:00,358.62142857142857,L,-1.9714285714285893,-2.341628464485732,2015-04-27 10:25:00,0.27638140634074937,0.33636201576311464
TATAMOTORS,2015-04-27 13:20:00,357.35,359.1928571428572,353.2035714285714,2015-04-27 13:45:00,359.1928571428572,L,-1.8428571428571558,-2.2137313949714414,2015-04-27 13:15:00,0.25785044674089097,0.28806729519554475
TATAMOTORS,2015-04-27 14:30:00,356.35,358.9,350.61250000000007,2015-04-27 15:00:00,355.55,EOD+,0.8000000000000114,0.43120391860001134,2015-04-27 14:25:00,0.3576437587657755,0.2858427446732936
TATAMOTORS,2015-04-28 11:35:00,363.2,364.60714285714283,360.03392857142853,2015-04-28 14:45:00,364.60714285714283,L,-1.4071428571428442,-1.7839047611285583,2015-04-28 11:30:00,0.1937146003775964,0.3391125603208004
TATAMOTORS,2015-04-29 12:35:00,356.9,357.85714285714283,354.74642857142857,2015-04-29 12:50:00,357.85714285714283,L,-0.9571428571428555,-1.3272016628285699,2015-04-29 12:30:00,0.1341099701755437,0.2773830961232314
TATAMOTORS,2015-04-30 12:10:00,355.35,357.0571428571429,351.50892857142856,2015-04-30 13:05:00,351.50892857142856,W,3.8410714285714675,3.4745105759893247,2015-04-30 12:05:00,0.24027344928119237,0.29038830028704193
TATAMOTORS,2015-04-30 14:05:00,352.05,354.0571428571429,347.53392857142853,2015-04-30 15:00:00,352.65,EOD-,-0.5999999999999659,-0.9648942581999658,2015-04-30 14:00:00,0.28506502728914457,0.24404906626393505
TATAMOTORS,2015-05-04 11:50:00,344.6,346.0785714285714,341.27321428571435,2015-05-04 13:10:00,346.0785714285714,L,-1.4785714285713993,-1.8360954012142565,2015-05-04 11:45:00,0.2143789225128931,0.36871338639431595
TATAMOTORS,2015-05-04 14:45:00,346.2,347.5785714285714,343.0982142857142,2015-05-04 15:00:00,346.95,EOD-,-0.75,-1.1088939189,2015-05-04 14:40:00,0.19910043740200023,0.1869740274926879
TATAMOTORS,2015-05-06 11:05:00,344.65,347.60714285714283,337.9964285714285,2015-05-06 14:05:00,347.60714285714283,L,-2.9571428571428555,-3.31530177782857,2015-05-06 11:00:00,0.42900665271186184,0.3575497251662363
TATAMOTORS,2015-05-06 14:30:00,345.3,347.47857142857146,340.3982142857143,2015-05-06 15:00:00,343.2,EOD+,2.1000000000000227,1.7431623690000229,2015-05-06 14:25:00,0.31546067601671424,0.2988553184293187
TATAMOTORS,2015-05-07 09:55:00,341.75,345.62857142857143,333.02321428571435,2015-05-07 10:30:00,345.62857142857143,L,-3.8785714285714334,-4.234089911414291,2015-05-07 09:50:00,0.5673744044136058,0.34003867164991564
TATAMOTORS,2015-05-07 13:25:00,341.85,344.6071428571429,335.6464285714286,2015-05-07 14:30:00,335.6464285714286,W,6.203571428571422,5.851925822164279,2015-05-07 13:20:00,0.40326793288618784,0.3729750011628937
TATAMOTORS,2015-05-08 14:25:00,353.75,355.7428571428572,349.26607142857137,2015-05-08 15:00:00,352.95,EOD+,0.8000000000000114,0.4338970298000114,2015-05-08 14:20:00,0.2817157397310101,0.26197803377938617
TATAMOTORS,2015-05-14 10:30:00,354.55,356.5,350.1625,2015-05-14 15:00:00,354.9,EOD-,-0.3499999999999659,-0.7173851866999659,2015-05-14 10:25:00,0.27499647440417385,0.3602794478241454
TATAMOTORS,2015-05-15 10:55:00,358.1,360.0857142857143,353.63214285714287,2015-05-15 15:00:00,357.35,EOD+,0.75,0.3793715273,2015-05-15 10:50:00,0.2773343974461288,0.2965367173500632
TATAMOTORS,2015-05-18 12:20:00,352.75,354.32142857142856,349.2142857142857,2015-05-18 12:55:00,354.32142857142856,L,-1.5714285714285552,-1.937431035285698,2015-05-18 12:15:00,0.22270813087139615,0.305632708002439
TATAMOTORS,2015-05-19 09:25:00,356.1,358.29285714285714,351.16607142857146,2015-05-19 14:40:00,351.16607142857146,W,4.933928571428567,4.567021889260709,2015-05-19 09:20:00,0.3078990652705906,0.1806881523671448
TATAMOTORS,2015-05-20 10:35:00,352.0,353.4285714285714,348.78571428571433,2015-05-20 12:10:00,348.78571428571433,W,3.2142857142856656,2.850947623857094,2015-05-20 10:30:00,0.20292207792207562,0.2390546403763611
TATAMOTORS,2015-05-21 11:40:00,350.95,351.31428571428575,350.13035714285706,2015-05-21 12:15:00,351.31428571428575,L,-0.3642857142857565,-0.7279476121571851,2015-05-21 11:35:00,0.05189994504712071,0.19392314643778685
TATAMOTORS,2015-05-21 14:35:00,351.65,352.4785714285714,349.7857142857143,2015-05-21 15:00:00,351.45,EOD+,0.19999999999998863,-0.1641644086000113,2015-05-21 14:30:00,0.11779519883016974,0.07450314656564028
TATAMOTORS,2015-05-22 12:35:00,354.35,355.22857142857146,352.37321428571437,2015-05-22 15:00:00,354.15,EOD+,0.20000000000004547,-0.16696110099995443,2015-05-22 12:30:00,0.12396944102884282,0.17860794196200835
TATAMOTORS,2015-05-25 13:50:00,350.95,352.20714285714286,348.12142857142857,2015-05-25 15:00:00,349.75,EOD+,1.1999999999999886,0.8369550657999887,2015-05-25 13:45:00,0.17910569271161858,0.13373521522736248
TATAMOTORS,2015-05-26 14:20:00,342.2,344.1142857142857,337.8928571428571,2015-05-26 15:00:00,341.85,EOD+,0.3499999999999659,-0.00431682430003405,2015-05-26 14:15:00,0.2797027636302922,0.2733649819227625
TATAMOTORS,2015-05-27 14:05:00,323.65,324.22142857142853,322.36428571428576,2015-05-27 14:15:00,324.22142857142853,L,-0.5714285714285552,-0.9068945000856979,2015-05-27 14:00:00,0.0882787844011363,0.17846063188342678
TATAMOTORS,2015-05-27 14:40:00,323.6,324.4428571428571,321.7035714285715,2015-05-27 15:00:00,323.6,EOD-,0.0,-0.3351887632,2015-05-27 14:35:00,0.1302112069916767,0.15640066443583436
TATAMOTORS,2015-05-28 12:25:00,332.9,334.85714285714283,328.49642857142857,2015-05-28 15:00:00,329.65,EOD+,3.25,2.9064600047,2015-05-28 12:20:00,0.29404189560439414,0.31559456898473226
TATAMOTORS,2015-05-29 09:35:00,331.95,335.5357142857143,323.88214285714287,2015-05-29 13:00:00,335.5357142857143,L,-3.585714285714289,-3.93096630634286,2015-05-29 09:30:00,0.5400985518473085,0.2733476398315398
TATAMOTORS,2015-05-29 13:35:00,333.95,335.8285714285714,329.7232142857142,2015-05-29 15:00:00,334.05,EOD-,-0.10000000000002274,-0.4459488580000227,2015-05-29 13:30:00,0.28130749155008117,0.23786338456257927
TATAMOTORS,2015-06-01 11:00:00,326.55,328.06428571428575,323.14285714285717,2015-06-01 13:10:00,328.06428571428575,L,-1.5142857142857338,-1.8531273662571623,2015-06-01 10:55:00,0.2318967403194042,0.3231473363579835
TATAMOTORS,2015-06-02 12:05:00,322.05,324.26428571428573,317.0678571428572,2015-06-02 15:00:00,322.3,EOD-,-0.25,-0.5836818561,2015-06-02 12:00:00,0.34377980349102716,0.3153908280723292
TATAMOTORS,2015-06-03 12:00:00,306.95,308.57142857142856,303.3017857142857,2015-06-03 12:50:00,308.57142857142856,L,-1.6214285714285666,-1.9400105659857094,2015-06-03 11:55:00,0.2642054051537504,0.4837704219614466
TATAMOTORS,2015-06-04 10:35:00,309.65,311.65714285714284,305.13392857142856,2015-06-04 15:00:00,310.7,EOD-,-1.0500000000000114,-1.3711533121000112,2015-06-04 10:30:00,0.3240463120992655,0.3749200484183316
TATAMOTORS,2015-06-08 12:20:00,297.45,298.38571428571424,295.34464285714284,2015-06-08 12:30:00,298.38571428571424,L,-0.9357142857142549,-1.2441856164428262,2015-06-08 12:15:00,0.15728934034531503,0.3544591341496671
TATAMOTORS,2015-06-08 12:45:00,297.35,298.62142857142857,294.48928571428576,2015-06-08 14:30:00,298.62142857142857,L,-1.2714285714285438,-1.5799287286856867,2015-06-08 12:40:00,0.21379326911527696,0.33663965011829455
TATAMOTORS,2015-06-09 10:50:00,300.2,302.65714285714284,294.6714285714286,2015-06-09 12:45:00,302.65714285714284,L,-2.4571428571428555,-2.7690627314285696,2015-06-09 10:45:00,0.4092509755401146,0.28751574447694894
TATAMOTORS,2015-06-09 14:25:00,303.1,304.6571428571429,299.5964285714286,2015-06-09 15:00:00,301.75,EOD+,1.3500000000000227,1.0365778309000229,2015-06-09 14:20:00,0.25691187215688205,0.20948769542911946
TATAMOTORS,2015-06-10 12:40:00,307.5,308.4642857142857,305.33035714285717,2015-06-10 14:30:00,308.4642857142857,L,-0.9642857142857224,-1.283178224357151,2015-06-10 12:35:00,0.15687094750052288,0.254708303788783
TATAMOTORS,2015-06-11 12:40:00,300.2,301.3357142857143,297.64464285714286,2015-06-11 13:15:00,297.64464285714286,W,2.555357142857133,2.245414228646419,2015-06-11 12:35:00,0.18912810752943812,0.30313700235281466
