symbol,entry_dt,entry,sl,tp,exit_dt,exit_price,outcome,pnl,touch_dt,atr_pct_at_touch,hidden_atr_pct_rollmean40,bucket
TATAMOTORS,2023-07-13 11:30:00,430.2,431.5,427.275,2023-07-13 13:50:00,427.275,W,2.9249999999999545,2023-07-13 11:25:00,0.15109251510925,0.1984097435640973,Mid vol
TATAMOTORS,2023-07-14 13:45:00,427.35,428.2928571428572,425.2285714285714,2023-07-14 14:15:00,428.2928571428572,L,-0.9428571428571786,2023-07-14 13:40:00,0.110314396028683,0.1378248600083928,Low vol
TATAMOTORS,2023-07-17 11:10:00,427.75,429.3142857142857,424.23035714285714,2023-07-17 15:00:00,426.15,EOD+,1.6000000000000227,2023-07-17 11:05:00,0.1828504633881595,0.1887039337994822,Mid vol
TATAMOTORS,2023-07-18 12:20:00,420.0,421.5785714285714,416.44821428571424,2023-07-18 13:20:00,421.5785714285714,L,-1.578571428571422,2023-07-18 12:15:00,0.1878804366307353,0.2585511091086801,High vol
TATAMOTORS,2023-07-19 11:35:00,422.2,423.7142857142857,418.79285714285714,2023-07-19 11:35:00,423.7142857142857,L,-1.5142857142857338,2023-07-19 11:30:00,0.1793327468363,0.2091737510853779,Mid vol
TATAMOTORS,2023-07-19 14:05:00,427.75,429.25,424.375,2023-07-19 15:00:00,427.75,EOD-,0.0,2023-07-19 14:00:00,0.1753360607831696,0.2461814271229851,High vol
TATAMOTORS,2023-07-20 09:40:00,427.1,428.9142857142857,423.0178571428572,2023-07-20 12:45:00,428.9142857142857,L,-1.8142857142856883,2023-07-20 09:35:00,0.2123710305847717,0.2037804018448801,Mid vol
TATAMOTORS,2023-07-20 13:40:00,426.4,428.3357142857143,422.0446428571428,2023-07-20 14:25:00,428.3357142857143,L,-1.935714285714312,2023-07-20 13:35:00,0.2270100018428858,0.1838372263892199,Mid vol
TATAMOTORS,2023-07-20 15:00:00,427.4,428.95,423.9125,2023-07-20 15:00:00,427.4,EOD-,0.0,2023-07-20 14:55:00,0.181328965839962,0.1849924998704143,Mid vol
TATAMOTORS,2023-07-21 13:45:00,433.05,434.5,429.7875,2023-07-21 14:55:00,429.7875,W,3.2624999999999886,2023-07-21 13:40:00,0.1673978296005547,0.2177124740136595,Mid vol
