symbol,model,split,bucket,n,pnl,pf,zpnl,zpf
NATIONALUM,MA-alone,train,COMBINED gated (flipped),2733,46.36,1.072,-124.13,0.834
NATIONALUM,MA-alone,test,SHORT baseline,863,118.27,1.262,-31.63,0.941
NATIONALUM,MA-alone,test,SHORT gated (flipped),516,28.19,1.11,-54.73,0.82
NATIONALUM,MA-alone,test,LONG baseline,908,-74.77,0.867,-233.07,0.652
NATIONALUM,MA-alone,test,LONG gated (flipped),386,-68.03,0.773,-143.36,0.593
NATIONALUM,MA-alone,test,COMBINED baseline,1771,43.49,1.043,-264.7,0.78
NATIONALUM,MA-alone,test,COMBINED gated (flipped),902,-39.84,0.928,-198.08,0.698
NATIONALUM,Model B,train,SHORT baseline,2685,170.85,1.301,4.6,1.007
NATIONALUM,Model B,train,SHORT gated (flipped),1911,80.43,1.207,-34.32,0.924
NATIONALUM,Model B,train,LONG baseline,2762,-143.67,0.804,-316.37,0.629
NATIONALUM,Model B,train,LONG gated (flipped),825,-51.41,0.805,-107.4,0.645
NATIONALUM,Model B,train,COMBINED baseline,5447,27.19,1.021,-311.76,0.794
NATIONALUM,Model B,train,COMBINED gated (flipped),2736,29.02,1.045,-141.72,0.812
NATIONALUM,Model B,test,SHORT baseline,863,118.27,1.262,-31.63,0.941
NATIONALUM,Model B,test,SHORT gated (flipped),512,39.17,1.158,-43.17,0.854
NATIONALUM,Model B,test,LONG baseline,908,-74.77,0.867,-233.07,0.652
NATIONALUM,Model B,test,LONG gated (flipped),386,-65.46,0.782,-140.27,0.601
NATIONALUM,Model B,test,COMBINED baseline,1771,43.49,1.043,-264.7,0.78
NATIONALUM,Model B,test,COMBINED gated (flipped),898,-26.3,0.952,-183.44,0.717
NTPC,Model A,train,SHORT baseline,2765,182.78,1.215,-181.0,0.83
NTPC,Model A,train,SHORT gated (flipped),1835,110.74,1.195,-130.55,0.817
NTPC,Model A,train,LONG baseline,2819,-41.79,0.958,-412.54,0.664
NTPC,Model A,train,LONG gated (flipped),961,-39.92,0.888,-166.38,0.62
NTPC,Model A,train,COMBINED baseline,5584,140.99,1.077,-593.55,0.741
NTPC,Model A,train,COMBINED gated (flipped),2796,70.82,1.077,-296.93,0.742
NTPC,Model A,test,SHORT baseline,917,224.26,1.345,-77.32,0.906
NTPC,Model A,test,SHORT gated (flipped),603,122.06,1.277,-77.42,0.861
NTPC,Model A,test,LONG baseline,943,-22.1,0.971,-330.51,0.657
NTPC,Model A,test,LONG gated (flipped),332,-14.22,0.948,-121.89,0.646
NTPC,Model A,test,COMBINED baseline,1860,202.17,1.143,-407.82,0.772
NTPC,Model A,test,COMBINED gated (flipped),935,107.83,1.151,-199.31,0.779
NTPC,MA-alone,train,SHORT baseline,2714,185.04,1.223,-172.68,0.834
NTPC,MA-alone,train,SHORT gated (flipped),1541,81.72,1.177,-114.58,0.803
NTPC,MA-alone,train,LONG baseline,2781,-52.69,0.946,-419.16,0.654
NTPC,MA-alone,train,LONG gated (flipped),1219,-73.52,0.843,-241.12,0.584
NTPC,MA-alone,train,COMBINED baseline,5495,132.35,1.073,-591.84,0.737
NTPC,MA-alone,train,COMBINED gated (flipped),2760,8.19,1.009,-355.7,0.693
NTPC,MA-alone,test,SHORT baseline,907,221.49,1.343,-78.33,0.904
NTPC,MA-alone,test,SHORT gated (flipped),397,111.04,1.433,-22.17,0.933
NTPC,MA-alone,test,LONG baseline,930,-20.22,0.973,-326.34,0.66
NTPC,MA-alone,test,LONG gated (flipped),542,-33.5,0.929,-209.03,0.646
NTPC,MA-alone,test,COMBINED baseline,1837,201.27,1.143,-404.66,0.772
NTPC,MA-alone,test,COMBINED gated (flipped),939,77.54,1.106,-231.2,0.749
NTPC,Model B,train,SHORT baseline,2714,185.04,1.223,-172.68,0.834
NTPC,Model B,train,SHORT gated (flipped),1534,80.78,1.172,-115.66,0.803
NTPC,Model B,train,LONG baseline,2781,-52.69,0.946,-419.16,0.654
NTPC,Model B,train,LONG gated (flipped),1226,-58.58,0.871,-225.45,0.601
NTPC,Model B,train,COMBINED baseline,5495,132.35,1.073,-591.84,0.737
NTPC,Model B,train,COMBINED gated (flipped),2760,22.19,1.024,-341.11,0.704
NTPC,Model B,test,SHORT baseline,907,221.49,1.343,-78.33,0.904
NTPC,Model B,test,SHORT gated (flipped),412,106.03,1.384,-33.59,0.905
NTPC,Model B,test,LONG baseline,930,-20.22,0.973,-326.34,0.66
NTPC,Model B,test,LONG gated (flipped),532,-16.52,0.964,-187.53,0.672
NTPC,Model B,test,COMBINED baseline,1837,201.27,1.143,-404.66,0.772
NTPC,Model B,test,COMBINED gated (flipped),944,89.5,1.122,-221.12,0.761
ONGC,Model A,train,SHORT baseline,2715,257.7,1.282,-122.98,0.892
ONGC,Model A,train,SHORT gated (flipped),449,39.96,1.228,-20.04,0.905
ONGC,Model A,train,LONG baseline,2810,-135.41,0.878,-527.38,0.614
ONGC,Model A,train,LONG gated (flipped),2337,-120.4,0.869,-449.6,0.604
ONGC,Model A,train,COMBINED baseline,5525,122.29,1.06,-650.36,0.74
ONGC,Model A,train,COMBINED gated (flipped),2786,-80.44,0.927,-469.65,0.651
ONGC,Model A,test,SHORT baseline,899,50.63,1.108,-158.59,0.733
ONGC,Model A,test,SHORT gated (flipped),93,-2.73,0.963,-25.28,0.712
ONGC,Model A,test,LONG baseline,931,-43.57,0.919,-257.32,0.62
ONGC,Model A,test,LONG gated (flipped),835,-52.51,0.886,-243.26,0.585
ONGC,Model A,test,COMBINED baseline,1830,7.06,1.007,-415.91,0.673
ONGC,Model A,test,COMBINED gated (flipped),928,-55.24,0.897,-268.54,0.602
ONGC,MA-alone,train,SHORT baseline,2669,229.69,1.257,-140.96,0.873
ONGC,MA-alone,train,SHORT gated (flipped),502,88.32,1.52,19.45,1.094
ONGC,MA-alone,train,LONG baseline,2764,-107.82,0.9,-489.81,0.629
ONGC,MA-alone,train,LONG gated (flipped),2236,-53.97,0.935,-364.51,0.646
ONGC,MA-alone,train,COMBINED baseline,5433,121.87,1.062,-630.77,0.741
ONGC,MA-alone,train,COMBINED gated (flipped),2738,34.35,1.034,-345.05,0.721
ONGC,MA-alone,test,SHORT baseline,886,54.36,1.117,-152.92,0.74
ONGC,MA-alone,test,SHORT gated (flipped),179,29.54,1.25,-14.78,0.897
ONGC,MA-alone,test,LONG baseline,919,-45.8,0.914,-257.76,0.619
ONGC,MA-alone,test,LONG gated (flipped),711,-11.36,0.97,-172.66,0.64
ONGC,MA-alone,test,COMBINED baseline,1805,8.55,1.009,-410.68,0.675
ONGC,MA-alone,test,COMBINED gated (flipped),890,18.17,1.037,-187.44,0.699
ONGC,Model B,train,SHORT baseline,2669,229.69,1.257,-140.96,0.873
ONGC,Model B,train,SHORT gated (flipped),844,58.08,1.192,-58.36,0.843
ONGC,Model B,train,LONG baseline,2764,-107.82,0.9,-489.81,0.629
ONGC,Model B,train,LONG gated (flipped),1888,-35.91,0.949,-297.95,0.659
ONGC,Model B,train,COMBINED baseline,5433,121.87,1.062,-630.77,0.741
ONGC,Model B,train,COMBINED gated (flipped),2732,22.16,1.022,-356.31,0.714
ONGC,Model B,test,SHORT baseline,886,54.36,1.117,-152.92,0.74
ONGC,Model B,test,SHORT gated (flipped),298,0.63,1.004,-69.4,0.681
ONGC,Model B,test,LONG baseline,919,-45.8,0.914,-257.76,0.619
ONGC,Model B,test,LONG gated (flipped),603,-20.58,0.937,-159.28,0.622
ONGC,Model B,test,COMBINED baseline,1805,8.55,1.009,-410.68,0.675
ONGC,Model B,test,COMBINED gated (flipped),901,-19.95,0.96,-228.68,0.642
PNB,Model A,train,SHORT baseline,2838,238.72,1.297,-7.91,0.992
PNB,Model A,train,SHORT gated (flipped),1,0.77,0.0,0.56,0.0
PNB,Model A,train,LONG baseline,2922,-156.15,0.844,-401.75,0.655
PNB,Model A,train,LONG gated (flipped),2920,-142.81,0.855,-388.0,0.662
PNB,Model A,train,COMBINED baseline,5760,82.57,1.046,-409.66,0.805
PNB,Model A,train,COMBINED gated (flipped),2921,-142.04,0.856,-387.44,0.663
PNB,Model A,test,SHORT baseline,929,68.7,1.294,-24.01,0.916
PNB,Model A,test,SHORT gated (flipped),0,0.0,0.0,0.0,0.0
PNB,Model A,test,LONG baseline,971,-8.95,0.969,-106.85,0.694
PNB,Model A,test,LONG gated (flipped),971,-8.95,0.969,-106.85,0.694
PNB,Model A,test,COMBINED baseline,1900,59.76,1.115,-130.86,0.794
PNB,Model A,test,COMBINED gated (flipped),971,-8.95,0.969,-106.85,0.694
PNB,MA-alone,train,SHORT baseline,2792,214.49,1.276,-22.74,0.975
PNB,MA-alone,train,SHORT gated (flipped),0,0.0,0.0,0.0,0.0
PNB,MA-alone,train,LONG baseline,2884,-145.07,0.85,-382.73,0.659
PNB,MA-alone,train,LONG gated (flipped),2884,-145.07,0.85,-382.73,0.659
PNB,MA-alone,train,COMBINED baseline,5676,69.42,1.04,-405.47,0.801
PNB,MA-alone,train,COMBINED gated (flipped),2884,-145.07,0.85,-382.73,0.659
PNB,MA-alone,test,SHORT baseline,914,70.68,1.307,-21.29,0.925
PNB,MA-alone,test,SHORT gated (flipped),0,0.0,0.0,0.0,0.0
PNB,MA-alone,test,LONG baseline,957,-11.53,0.959,-108.75,0.687
PNB,MA-alone,test,LONG gated (flipped),957,-11.53,0.959,-108.75,0.687
PNB,MA-alone,test,COMBINED baseline,1871,59.15,1.115,-130.04,0.794
PNB,MA-alone,test,COMBINED gated (flipped),957,-11.53,0.959,-108.75,0.687
PNB,Model B,train,SHORT baseline,2792,214.49,1.276,-22.74,0.975
PNB,Model B,train,SHORT gated (flipped),11,8.93,5.646,7.71,4.388
PNB,Model B,train,LONG baseline,2884,-145.07,0.85,-382.73,0.659
PNB,Model B,train,LONG gated (flipped),2869,-124.88,0.867,-360.98,0.671
PNB,Model B,train,COMBINED baseline,5676,69.42,1.04,-405.47,0.801
PNB,Model B,train,COMBINED gated (flipped),2880,-115.95,0.877,-353.27,0.679
PNB,Model B,test,SHORT baseline,914,70.68,1.307,-21.29,0.925
PNB,Model B,test,SHORT gated (flipped),2,-1.0,0.0,-1.14,0.0
PNB,Model B,test,LONG baseline,957,-11.53,0.959,-108.75,0.687
PNB,Model B,test,LONG gated (flipped),955,-11.03,0.961,-108.1,0.688
PNB,Model B,test,COMBINED baseline,1871,59.15,1.115,-130.04,0.794
PNB,Model B,test,COMBINED gated (flipped),957,-12.03,0.958,-109.24,0.686
POWERGRID,Model A,train,SHORT baseline,2751,75.69,1.104,-236.84,0.743
POWERGRID,Model A,train,SHORT gated (flipped),1939,40.37,1.08,-178.49,0.723
POWERGRID,Model A,train,LONG baseline,2852,-72.51,0.914,-399.63,0.623
POWERGRID,Model A,train,LONG gated (flipped),849,-23.54,0.912,-121.81,0.635
POWERGRID,Model A,train,COMBINED baseline,5603,3.18,1.002,-636.47,0.679
POWERGRID,Model A,train,COMBINED gated (flipped),2788,16.82,1.022,-300.3,0.693
POWERGRID,Model A,test,SHORT baseline,955,54.71,1.093,-214.87,0.713
POWERGRID,Model A,test,SHORT gated (flipped),677,25.08,1.06,-167.04,0.685
POWERGRID,Model A,test,LONG baseline,920,-37.95,0.939,-295.38,0.623
POWERGRID,Model A,test,LONG gated (flipped),282,7.29,1.036,-72.15,0.712
POWERGRID,Model A,test,COMBINED baseline,1875,16.76,1.014,-510.25,0.667
POWERGRID,Model A,test,COMBINED gated (flipped),959,32.37,1.053,-239.19,0.694
POWERGRID,MA-alone,train,SHORT baseline,2704,75.26,1.105,-234.64,0.742
POWERGRID,MA-alone,train,SHORT gated (flipped),1667,5.5,1.013,-180.05,0.67
POWERGRID,MA-alone,train,LONG baseline,2806,-65.09,0.922,-389.38,0.627
POWERGRID,MA-alone,train,LONG gated (flipped),1110,-45.31,0.876,-178.87,0.605
POWERGRID,MA-alone,train,COMBINED baseline,5510,10.17,1.007,-624.02,0.68
POWERGRID,MA-alone,train,COMBINED gated (flipped),2777,-39.81,0.95,-358.92,0.64
POWERGRID,MA-alone,test,SHORT baseline,941,56.91,1.098,-210.18,0.717
POWERGRID,MA-alone,test,SHORT gated (flipped),524,58.5,1.194,-97.12,0.753
POWERGRID,MA-alone,test,LONG baseline,909,-41.57,0.933,-297.05,0.62
POWERGRID,MA-alone,test,LONG gated (flipped),404,47.13,1.191,-59.48,0.808
POWERGRID,MA-alone,test,COMBINED baseline,1850,15.34,1.013,-507.23,0.667
POWERGRID,MA-alone,test,COMBINED gated (flipped),928,105.63,1.193,-156.61,0.777
POWERGRID,Model B,train,SHORT baseline,2704,75.26,1.105,-234.64,0.742
POWERGRID,Model B,train,SHORT gated (flipped),1683,5.21,1.012,-183.14,0.674
POWERGRID,Model B,train,LONG baseline,2806,-65.09,0.922,-389.38,0.627
POWERGRID,Model B,train,LONG gated (flipped),1077,-43.63,0.876,-172.43,0.604
POWERGRID,Model B,train,COMBINED baseline,5510,10.17,1.007,-624.02,0.68
POWERGRID,Model B,train,COMBINED gated (flipped),2760,-38.42,0.951,-355.58,0.643
POWERGRID,Model B,test,SHORT baseline,941,56.91,1.098,-210.18,0.717
POWERGRID,Model B,test,SHORT gated (flipped),535,38.02,1.119,-118.14,0.713
POWERGRID,Model B,test,LONG baseline,909,-41.57,0.933,-297.05,0.62
POWERGRID,Model B,test,LONG gated (flipped),399,28.68,1.11,-79.16,0.756
POWERGRID,Model B,test,COMBINED baseline,1850,15.34,1.013,-507.23,0.667
POWERGRID,Model B,test,COMBINED gated (flipped),934,66.71,1.115,-197.3,0.732
RELIANCE,Model A,train,SHORT baseline,2842,975.13,1.249,-928.42,0.815
RELIANCE,Model A,train,SHORT gated (flipped),2683,899.64,1.248,-891.74,0.809
RELIANCE,Model A,train,LONG baseline,2874,-641.46,0.866,-2558.56,0.578
RELIANCE,Model A,train,LONG gated (flipped),168,-89.76,0.759,-202.77,0.547
RELIANCE,Model A,train,COMBINED baseline,5716,333.67,1.038,-3486.98,0.685
RELIANCE,Model A,train,COMBINED gated (flipped),2851,809.88,1.202,-1094.51,0.786
RELIANCE,Model A,test,SHORT baseline,931,318.36,1.153,-989.68,0.653
RELIANCE,Model A,test,SHORT gated (flipped),911,301.27,1.149,-978.03,0.648
RELIANCE,Model A,test,LONG baseline,912,-168.61,0.926,-1445.32,0.536
RELIANCE,Model A,test,LONG gated (flipped),17,-4.38,0.916,-28.47,0.571
RELIANCE,Model A,test,COMBINED baseline,1843,149.75,1.034,-2435.0,0.592
RELIANCE,Model A,test,COMBINED gated (flipped),928,296.89,1.143,-1006.51,0.646
RELIANCE,MA-alone,train,SHORT baseline,2793,961.45,1.247,-941.13,0.812
RELIANCE,MA-alone,train,SHORT gated (flipped),2633,781.67,1.216,-994.23,0.787
RELIANCE,MA-alone,train,LONG baseline,2835,-626.57,0.869,-2550.59,0.579
RELIANCE,MA-alone,train,LONG gated (flipped),164,-83.63,0.799,-214.69,0.572
RELIANCE,MA-alone,train,COMBINED baseline,5628,334.88,1.039,-3491.73,0.684
RELIANCE,MA-alone,train,COMBINED gated (flipped),2797,698.05,1.173,-1208.92,0.766
RELIANCE,MA-alone,test,SHORT baseline,921,330.36,1.16,-966.07,0.658
RELIANCE,MA-alone,test,SHORT gated (flipped),919,334.33,1.162,-959.1,0.66
RELIANCE,MA-alone,test,LONG baseline,896,-171.58,0.924,-1429.67,0.537
RELIANCE,MA-alone,test,LONG gated (flipped),1,-1.2,0.0,-2.7,0.0
RELIANCE,MA-alone,test,COMBINED baseline,1817,158.78,1.037,-2395.74,0.595
RELIANCE,MA-alone,test,COMBINED gated (flipped),920,333.13,1.161,-961.8,0.659
RELIANCE,Model B,train,SHORT baseline,2793,961.45,1.247,-941.13,0.812
RELIANCE,Model B,train,SHORT gated (flipped),2494,792.99,1.231,-894.53,0.797
RELIANCE,Model B,train,LONG baseline,2835,-626.57,0.869,-2550.59,0.579
RELIANCE,Model B,train,LONG gated (flipped),301,-134.47,0.791,-352.49,0.553
RELIANCE,Model B,train,COMBINED baseline,5628,334.88,1.039,-3491.73,0.684
RELIANCE,Model B,train,COMBINED gated (flipped),2795,658.51,1.162,-1247.02,0.76
RELIANCE,Model B,test,SHORT baseline,921,330.36,1.16,-966.07,0.658
RELIANCE,Model B,test,SHORT gated (flipped),889,324.28,1.165,-924.37,0.658
RELIANCE,Model B,test,LONG baseline,896,-171.58,0.924,-1429.67,0.537
RELIANCE,Model B,test,LONG gated (flipped),24,-17.49,0.794,-53.46,0.508
RELIANCE,Model B,test,COMBINED baseline,1817,158.78,1.037,-2395.74,0.595
RELIANCE,Model B,test,COMBINED gated (flipped),913,306.79,1.149,-977.83,0.652
SBIN,Model A,train,SHORT baseline,2834,673.33,1.286,-270.46,0.907
SBIN,Model A,train,SHORT gated (flipped),2379,562.7,1.291,-235.07,0.902
SBIN,Model A,train,LONG baseline,2834,-233.16,0.916,-1185.52,0.652
SBIN,Model A,train,LONG gated (flipped),440,-85.56,0.828,-229.2,0.614
SBIN,Model A,train,COMBINED baseline,5668,440.17,1.086,-1455.98,0.769
SBIN,Model A,train,COMBINED gated (flipped),2819,477.13,1.196,-464.26,0.845
SBIN,Model A,test,SHORT baseline,967,152.5,1.111,-600.57,0.672
SBIN,Model A,test,SHORT gated (flipped),894,114.82,1.091,-581.16,0.657
SBIN,Model A,test,LONG baseline,953,-230.85,0.853,-972.24,0.531
SBIN,Model A,test,LONG gated (flipped),75,-49.93,0.688,-109.48,0.459
SBIN,Model A,test,COMBINED baseline,1920,-78.35,0.973,-1572.81,0.597
SBIN,Model A,test,COMBINED gated (flipped),969,64.89,1.046,-690.64,0.636
SBIN,MA-alone,train,SHORT baseline,2793,613.33,1.262,-322.4,0.889
SBIN,MA-alone,train,SHORT gated (flipped),2696,608.67,1.27,-309.12,0.889
SBIN,MA-alone,train,LONG baseline,2790,-207.31,0.924,-1150.26,0.656
SBIN,MA-alone,train,LONG gated (flipped),95,30.1,1.298,12.54,1.112
SBIN,MA-alone,train,COMBINED baseline,5583,406.01,1.08,-1472.66,0.764
SBIN,MA-alone,train,COMBINED gated (flipped),2791,638.77,1.271,-296.58,0.898
SBIN,MA-alone,test,SHORT baseline,952,166.26,1.123,-578.16,0.679
SBIN,MA-alone,test,SHORT gated (flipped),952,166.26,1.123,-578.16,0.679
SBIN,MA-alone,test,LONG baseline,939,-245.13,0.843,-978.47,0.524
SBIN,MA-alone,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
SBIN,MA-alone,test,COMBINED baseline,1891,-78.88,0.973,-1556.63,0.596
SBIN,MA-alone,test,COMBINED gated (flipped),952,166.26,1.123,-578.16,0.679
SBIN,Model B,train,SHORT baseline,2793,613.33,1.262,-322.4,0.889
SBIN,Model B,train,SHORT gated (flipped),2469,522.34,1.255,-318.81,0.875
SBIN,Model B,train,LONG baseline,2790,-207.31,0.924,-1150.26,0.656
SBIN,Model B,train,LONG gated (flipped),324,-75.94,0.798,-173.43,0.608
SBIN,Model B,train,COMBINED baseline,5583,406.01,1.08,-1472.66,0.764
SBIN,Model B,train,COMBINED gated (flipped),2793,446.4,1.184,-492.24,0.835
SBIN,Model B,test,SHORT baseline,952,166.26,1.123,-578.16,0.679
SBIN,Model B,test,SHORT gated (flipped),926,142.86,1.11,-581.43,0.667
SBIN,Model B,test,LONG baseline,939,-245.13,0.843,-978.47,0.524
SBIN,Model B,test,LONG gated (flipped),28,-27.97,0.542,-49.95,0.349
SBIN,Model B,test,COMBINED baseline,1891,-78.88,0.973,-1556.63,0.596
SBIN,Model B,test,COMBINED gated (flipped),954,114.89,1.084,-631.38,0.654
SUNPHARMA,Model A,train,SHORT baseline,2825,1164.98,1.246,-792.57,0.865
SUNPHARMA,Model A,train,SHORT gated (flipped),1673,846.51,1.318,-327.03,0.902
SUNPHARMA,Model A,train,LONG baseline,2889,-1241.93,0.794,-3248.94,0.559
SUNPHARMA,Model A,train,LONG gated (flipped),1124,-277.26,0.88,-1039.88,0.631
SUNPHARMA,Model A,train,COMBINED baseline,5714,-76.95,0.993,-4041.51,0.695
SUNPHARMA,Model A,train,COMBINED gated (flipped),2797,569.25,1.114,-1366.91,0.778
SUNPHARMA,Model A,test,SHORT baseline,911,-671.12,0.774,-2111.02,0.465
SUNPHARMA,Model A,test,SHORT gated (flipped),610,-233.97,0.875,-1195.96,0.524
SUNPHARMA,Model A,test,LONG baseline,956,449.78,1.151,-1051.18,0.729
SUNPHARMA,Model A,test,LONG gated (flipped),304,132.61,1.13,-347.01,0.734
SUNPHARMA,Model A,test,COMBINED baseline,1867,-221.34,0.963,-3162.2,0.596
SUNPHARMA,Model A,test,COMBINED gated (flipped),914,-101.37,0.965,-1542.97,0.596
SUNPHARMA,MA-alone,train,SHORT baseline,2776,1101.77,1.239,-806.54,0.859
SUNPHARMA,MA-alone,train,SHORT gated (flipped),1230,233.3,1.117,-587.2,0.763
SUNPHARMA,MA-alone,train,LONG baseline,2846,-1164.51,0.8,-3128.43,0.563
SUNPHARMA,MA-alone,train,LONG gated (flipped),1567,-973.94,0.724,-2084.58,0.515
SUNPHARMA,MA-alone,train,COMBINED baseline,5622,-62.74,0.994,-3934.97,0.695
SUNPHARMA,MA-alone,train,COMBINED gated (flipped),2797,-740.64,0.866,-2671.78,0.606
SUNPHARMA,MA-alone,test,SHORT baseline,900,-660.24,0.776,-2088.9,0.466
SUNPHARMA,MA-alone,test,SHORT gated (flipped),346,-228.84,0.808,-789.59,0.496
SUNPHARMA,MA-alone,test,LONG baseline,938,443.83,1.15,-1038.79,0.73
SUNPHARMA,MA-alone,test,LONG gated (flipped),581,235.26,1.131,-671.72,0.713
SUNPHARMA,MA-alone,test,COMBINED baseline,1838,-216.41,0.963,-3127.69,0.597
SUNPHARMA,MA-alone,test,COMBINED gated (flipped),927,6.42,1.002,-1461.31,0.626
SUNPHARMA,Model B,train,SHORT baseline,2776,1101.77,1.239,-806.54,0.859
SUNPHARMA,Model B,train,SHORT gated (flipped),1236,243.18,1.12,-583.76,0.768
SUNPHARMA,Model B,train,LONG baseline,2846,-1164.51,0.8,-3128.43,0.563
SUNPHARMA,Model B,train,LONG gated (flipped),1567,-840.44,0.756,-1951.77,0.537
SUNPHARMA,Model B,train,COMBINED baseline,5622,-62.74,0.994,-3934.97,0.695
SUNPHARMA,Model B,train,COMBINED gated (flipped),2803,-597.26,0.891,-2535.53,0.623
SUNPHARMA,Model B,test,SHORT baseline,900,-660.24,0.776,-2088.9,0.466
SUNPHARMA,Model B,test,SHORT gated (flipped),340,-236.4,0.793,-787.98,0.477
SUNPHARMA,Model B,test,LONG baseline,938,443.83,1.15,-1038.79,0.73
SUNPHARMA,Model B,test,LONG gated (flipped),575,328.9,1.188,-568.54,0.751
SUNPHARMA,Model B,test,COMBINED baseline,1838,-216.41,0.963,-3127.69,0.597
SUNPHARMA,Model B,test,COMBINED gated (flipped),915,92.5,1.032,-1356.52,0.642
TATAMOTORS,Model A,train,SHORT baseline,2815,500.6,1.274,-180.51,0.918
TATAMOTORS,Model A,train,SHORT gated (flipped),684,96.95,1.191,-56.76,0.905
TATAMOTORS,Model A,train,LONG baseline,2786,-225.06,0.895,-901.78,0.653
TATAMOTORS,Model A,train,LONG gated (flipped),2143,-163.83,0.899,-696.02,0.649
TATAMOTORS,Model A,train,COMBINED baseline,5601,275.55,1.069,-1082.29,0.775
TATAMOTORS,Model A,train,COMBINED gated (flipped),2827,-66.88,0.969,-752.78,0.708
TATAMOTORS,Model A,test,SHORT baseline,880,389.9,1.435,-78.5,0.932
TATAMOTORS,Model A,test,SHORT gated (flipped),136,7.48,1.035,-65.44,0.745
TATAMOTORS,Model A,test,LONG baseline,966,-247.45,0.814,-763.55,0.546
TATAMOTORS,Model A,test,LONG gated (flipped),833,-235.56,0.789,-680.7,0.521
TATAMOTORS,Model A,test,COMBINED baseline,1846,142.46,1.064,-842.05,0.703
TATAMOTORS,Model A,test,COMBINED gated (flipped),969,-228.08,0.829,-746.15,0.555
TATAMOTORS,MA-alone,train,SHORT baseline,2778,486.45,1.274,-178.66,0.917
TATAMOTORS,MA-alone,train,SHORT gated (flipped),1210,254.46,1.322,-46.1,0.952
TATAMOTORS,MA-alone,train,LONG baseline,2744,-224.54,0.893,-883.63,0.651
TATAMOTORS,MA-alone,train,LONG gated (flipped),1519,-153.6,0.865,-510.12,0.629
TATAMOTORS,MA-alone,train,COMBINED baseline,5522,261.91,1.068,-1062.29,0.773
TATAMOTORS,MA-alone,train,COMBINED gated (flipped),2729,100.86,1.052,-556.22,0.762
TATAMOTORS,MA-alone,test,SHORT baseline,863,394.81,1.446,-67.84,0.94
TATAMOTORS,MA-alone,test,SHORT gated (flipped),449,212.37,1.485,-34.87,0.939
TATAMOTORS,MA-alone,test,LONG baseline,954,-251.72,0.81,-763.77,0.544
TATAMOTORS,MA-alone,test,LONG gated (flipped),435,-129.31,0.792,-357.83,0.539
TATAMOTORS,MA-alone,test,COMBINED baseline,1817,143.09,1.065,-831.61,0.704
TATAMOTORS,MA-alone,test,COMBINED gated (flipped),884,83.06,1.078,-392.7,0.708
TATAMOTORS,Model B,train,SHORT baseline,2778,486.45,1.274,-178.66,0.917
TATAMOTORS,Model B,train,SHORT gated (flipped),1248,251.78,1.304,-55.85,0.944
TATAMOTORS,Model B,train,LONG baseline,2744,-224.54,0.893,-883.63,0.651
TATAMOTORS,Model B,train,LONG gated (flipped),1495,-152.32,0.863,-503.64,0.625
TATAMOTORS,Model B,train,COMBINED baseline,5522,261.91,1.068,-1062.29,0.773
TATAMOTORS,Model B,train,COMBINED gated (flipped),2743,99.46,1.051,-559.5,0.761
TATAMOTORS,Model B,test,SHORT baseline,863,394.81,1.446,-67.84,0.94
TATAMOTORS,Model B,test,SHORT gated (flipped),460,175.47,1.356,-79.02,0.875
TATAMOTORS,Model B,test,LONG baseline,954,-251.72,0.81,-763.77,0.544
TATAMOTORS,Model B,test,LONG gated (flipped),423,-129.78,0.783,-350.37,0.533
TATAMOTORS,Model B,test,COMBINED baseline,1817,143.09,1.065,-831.61,0.704
TATAMOTORS,Model B,test,COMBINED gated (flipped),883,45.69,1.042,-429.39,0.689
TATASTEEL,Model A,train,SHORT baseline,2836,84.06,1.159,-82.65,0.868
TATASTEEL,Model A,train,SHORT gated (flipped),2207,77.36,1.191,-53.43,0.889
TATASTEEL,Model A,train,LONG baseline,2849,-69.49,0.887,-239.09,0.671
TATASTEEL,Model A,train,LONG gated (flipped),606,-22.01,0.836,-56.72,0.639
TATASTEEL,Model A,train,COMBINED baseline,5685,14.58,1.013,-321.73,0.762
TATASTEEL,Model A,train,COMBINED gated (flipped),2813,55.36,1.103,-110.15,0.828
TATASTEEL,Model A,test,SHORT baseline,911,69.39,1.251,-65.09,0.815
TATASTEEL,Model A,test,SHORT gated (flipped),788,75.14,1.327,-40.98,0.86
TATASTEEL,Model A,test,LONG baseline,925,-40.95,0.877,-177.33,0.582
TATASTEEL,Model A,test,LONG gated (flipped),129,-5.42,0.886,-24.79,0.584
TATASTEEL,Model A,test,COMBINED baseline,1836,28.44,1.047,-242.42,0.687
TATASTEEL,Model A,test,COMBINED gated (flipped),917,69.72,1.252,-65.77,0.814
TATASTEEL,MA-alone,train,SHORT baseline,2797,74.9,1.142,-91.69,0.854
TATASTEEL,MA-alone,train,SHORT gated (flipped),2368,61.16,1.135,-85.18,0.843
TATASTEEL,MA-alone,train,LONG baseline,2804,-67.63,0.889,-236.63,0.672
TATASTEEL,MA-alone,train,LONG gated (flipped),427,-0.89,0.989,-21.64,0.775
TATASTEEL,MA-alone,train,COMBINED baseline,5601,7.26,1.006,-328.32,0.756
TATASTEEL,MA-alone,train,COMBINED gated (flipped),2795,60.27,1.112,-106.82,0.833
TATASTEEL,MA-alone,test,SHORT baseline,896,70.63,1.259,-62.29,0.821
