symbol,model,split,bucket,n,pnl,pf,zpnl,zpf
DABUR,MA-alone,test,COMBINED baseline,1816,-47.37,0.976,-1060.06,0.599
DABUR,MA-alone,test,COMBINED gated (flipped),921,-95.34,0.907,-608.68,0.552
DABUR,Model B,train,SHORT baseline,2743,660.55,1.258,-527.87,0.837
DABUR,Model B,train,SHORT gated (flipped),1822,292.06,1.17,-489.91,0.776
DABUR,Model B,train,LONG baseline,2809,-637.9,0.804,-1854.96,0.545
DABUR,Model B,train,LONG gated (flipped),983,-390.02,0.686,-824.28,0.467
DABUR,Model B,train,COMBINED baseline,5552,22.65,1.004,-2382.83,0.675
DABUR,Model B,train,COMBINED gated (flipped),2805,-97.96,0.967,-1314.19,0.648
DABUR,Model B,test,SHORT baseline,910,-65.6,0.935,-572.82,0.571
DABUR,Model B,test,SHORT gated (flipped),674,-83.92,0.883,-453.57,0.526
DABUR,Model B,test,LONG baseline,906,18.23,1.018,-487.24,0.629
DABUR,Model B,test,LONG gated (flipped),231,11.09,1.04,-123.04,0.657
DABUR,Model B,test,COMBINED baseline,1816,-47.37,0.976,-1060.06,0.599
DABUR,Model B,test,COMBINED gated (flipped),905,-72.83,0.927,-576.6,0.561
DIVISLAB,Model A,train,SHORT baseline,2819,1756.95,1.109,-4380.38,0.779
DIVISLAB,Model A,train,SHORT gated (flipped),1666,569.52,1.058,-3047.33,0.746
DIVISLAB,Model A,train,LONG baseline,2815,-2037.97,0.887,-8144.05,0.63
DIVISLAB,Model A,train,LONG gated (flipped),1160,-1095.64,0.862,-3659.9,0.62
DIVISLAB,Model A,train,COMBINED baseline,5634,-281.02,0.992,-12524.43,0.701
DIVISLAB,Model A,train,COMBINED gated (flipped),2826,-526.12,0.97,-6707.23,0.69
DIVISLAB,Model A,test,SHORT baseline,912,2241.47,1.227,-2460.11,0.804
DIVISLAB,Model A,test,SHORT gated (flipped),568,899.96,1.145,-2008.61,0.747
DIVISLAB,Model A,test,LONG baseline,941,-2495.51,0.798,-7308.66,0.531
DIVISLAB,Model A,test,LONG gated (flipped),373,-942.87,0.812,-2851.11,0.547
DIVISLAB,Model A,test,COMBINED baseline,1853,-254.04,0.989,-9768.77,0.653
DIVISLAB,Model A,test,COMBINED gated (flipped),941,-42.9,0.996,-4859.71,0.658
DIVISLAB,MA-alone,train,SHORT baseline,2779,1699.98,1.105,-4438.33,0.776
DIVISLAB,MA-alone,train,SHORT gated (flipped),1833,155.38,1.014,-3877.12,0.711
DIVISLAB,MA-alone,train,LONG baseline,2782,-1938.28,0.892,-8043.96,0.634
DIVISLAB,MA-alone,train,LONG gated (flipped),971,-1357.87,0.794,-3519.33,0.562
DIVISLAB,MA-alone,train,COMBINED baseline,5561,-238.3,0.993,-12482.28,0.701
DIVISLAB,MA-alone,train,COMBINED gated (flipped),2804,-1202.49,0.931,-7396.45,0.656
DIVISLAB,MA-alone,test,SHORT baseline,897,2348.41,1.242,-2303.07,0.814
DIVISLAB,MA-alone,test,SHORT gated (flipped),537,1345.47,1.238,-1404.02,0.806
DIVISLAB,MA-alone,test,LONG baseline,929,-2558.71,0.792,-7331.85,0.526
DIVISLAB,MA-alone,test,LONG gated (flipped),370,-1409.26,0.732,-3338.34,0.493
DIVISLAB,MA-alone,test,COMBINED baseline,1826,-210.31,0.99,-9634.92,0.654
DIVISLAB,MA-alone,test,COMBINED gated (flipped),907,-63.79,0.994,-4742.36,0.657
DIVISLAB,Model B,train,SHORT baseline,2779,1699.98,1.105,-4438.33,0.776
DIVISLAB,Model B,train,SHORT gated (flipped),1629,367.35,1.038,-3196.72,0.733
DIVISLAB,Model B,train,LONG baseline,2782,-1938.28,0.892,-8043.96,0.634
DIVISLAB,Model B,train,LONG gated (flipped),1159,-1308.18,0.838,-3918.48,0.601
DIVISLAB,Model B,train,COMBINED baseline,5561,-238.3,0.993,-12482.28,0.701
DIVISLAB,Model B,train,COMBINED gated (flipped),2788,-940.83,0.947,-7115.2,0.673
DIVISLAB,Model B,test,SHORT baseline,897,2348.41,1.242,-2303.07,0.814
DIVISLAB,Model B,test,SHORT gated (flipped),546,764.09,1.128,-2046.69,0.731
DIVISLAB,Model B,test,LONG baseline,929,-2558.71,0.792,-7331.85,0.526
DIVISLAB,Model B,test,LONG gated (flipped),383,-827.81,0.841,-2794.62,0.572
DIVISLAB,Model B,test,COMBINED baseline,1826,-210.31,0.99,-9634.92,0.654
DIVISLAB,Model B,test,COMBINED gated (flipped),929,-63.72,0.994,-4841.31,0.658
HDFCBANK,Model A,train,SHORT baseline,2809,-120.74,0.96,-1637.88,0.592
HDFCBANK,Model A,train,SHORT gated (flipped),2722,-46.73,0.984,-1513.88,0.601
HDFCBANK,Model A,train,LONG baseline,2860,321.58,1.105,-1216.24,0.698
HDFCBANK,Model A,train,LONG gated (flipped),87,84.51,1.47,35.1,1.168
HDFCBANK,Model A,train,COMBINED baseline,5669,200.85,1.033,-2854.12,0.645
HDFCBANK,Model A,train,COMBINED gated (flipped),2809,37.78,1.012,-1478.78,0.631
HDFCBANK,Model A,test,SHORT baseline,931,-9.24,0.993,-836.75,0.534
HDFCBANK,Model A,test,SHORT gated (flipped),912,31.7,1.026,-780.01,0.549
HDFCBANK,Model A,test,LONG baseline,927,-11.67,0.991,-833.83,0.55
HDFCBANK,Model A,test,LONG gated (flipped),15,33.76,2.431,21.37,1.692
HDFCBANK,Model A,test,COMBINED baseline,1858,-20.91,0.992,-1670.57,0.542
HDFCBANK,Model A,test,COMBINED gated (flipped),927,65.46,1.053,-758.64,0.569
HDFCBANK,MA-alone,train,SHORT baseline,2767,-153.66,0.949,-1668.17,0.585
HDFCBANK,MA-alone,train,SHORT gated (flipped),2767,-153.66,0.949,-1668.17,0.585
HDFCBANK,MA-alone,train,LONG baseline,2815,352.0,1.116,-1181.21,0.704
HDFCBANK,MA-alone,train,LONG gated (flipped),0,0.0,0.0,0.0,0.0
HDFCBANK,MA-alone,train,COMBINED baseline,5582,198.35,1.033,-2849.39,0.644
HDFCBANK,MA-alone,train,COMBINED gated (flipped),2767,-153.66,0.949,-1668.17,0.585
HDFCBANK,MA-alone,test,SHORT baseline,916,3.87,1.003,-810.64,0.54
HDFCBANK,MA-alone,test,SHORT gated (flipped),916,3.87,1.003,-810.64,0.54
HDFCBANK,MA-alone,test,LONG baseline,914,-10.78,0.992,-821.67,0.551
HDFCBANK,MA-alone,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
HDFCBANK,MA-alone,test,COMBINED baseline,1830,-6.91,0.997,-1632.31,0.546
HDFCBANK,MA-alone,test,COMBINED gated (flipped),916,3.87,1.003,-810.64,0.54
HDFCBANK,Model B,train,SHORT baseline,2767,-153.66,0.949,-1668.17,0.585
HDFCBANK,Model B,train,SHORT gated (flipped),2660,-128.43,0.955,-1578.79,0.581
HDFCBANK,Model B,train,LONG baseline,2815,352.0,1.116,-1181.21,0.704
HDFCBANK,Model B,train,LONG gated (flipped),99,83.49,1.419,25.13,1.107
HDFCBANK,Model B,train,COMBINED baseline,5582,198.35,1.033,-2849.39,0.644
HDFCBANK,Model B,train,COMBINED gated (flipped),2759,-44.94,0.985,-1553.66,0.612
HDFCBANK,Model B,test,SHORT baseline,916,3.87,1.003,-810.64,0.54
HDFCBANK,Model B,test,SHORT gated (flipped),891,11.34,1.01,-782.12,0.537
HDFCBANK,Model B,test,LONG baseline,914,-10.78,0.992,-821.67,0.551
HDFCBANK,Model B,test,LONG gated (flipped),18,22.63,1.652,7.64,1.171
HDFCBANK,Model B,test,COMBINED baseline,1830,-6.91,0.997,-1632.31,0.546
HDFCBANK,Model B,test,COMBINED gated (flipped),909,33.97,1.028,-774.49,0.553
HINDALCO,Model A,train,SHORT baseline,2806,260.94,1.116,-444.76,0.834
HINDALCO,Model A,train,SHORT gated (flipped),2061,167.89,1.1,-352.23,0.824
HINDALCO,Model A,train,LONG baseline,2774,-134.23,0.945,-835.77,0.712
HINDALCO,Model A,train,LONG gated (flipped),770,-98.68,0.87,-297.86,0.665
HINDALCO,Model A,train,COMBINED baseline,5580,126.71,1.027,-1280.53,0.771
HINDALCO,Model A,train,COMBINED gated (flipped),2831,69.21,1.028,-650.08,0.775
HINDALCO,Model A,test,SHORT baseline,918,19.51,1.014,-562.38,0.678
HINDALCO,Model A,test,SHORT gated (flipped),743,17.92,1.016,-451.76,0.677
HINDALCO,Model A,test,LONG baseline,915,-109.66,0.925,-692.08,0.623
HINDALCO,Model A,test,LONG gated (flipped),193,-71.52,0.787,-193.73,0.538
HINDALCO,Model A,test,COMBINED baseline,1833,-90.15,0.968,-1254.46,0.65
HINDALCO,Model A,test,COMBINED gated (flipped),936,-53.6,0.963,-645.49,0.645
HINDALCO,MA-alone,train,SHORT baseline,2761,218.53,1.098,-483.06,0.819
HINDALCO,MA-alone,train,SHORT gated (flipped),2555,207.63,1.102,-451.7,0.815
HINDALCO,MA-alone,train,LONG baseline,2738,-119.45,0.951,-820.3,0.716
HINDALCO,MA-alone,train,LONG gated (flipped),189,30.19,1.181,-7.33,0.961
HINDALCO,MA-alone,train,COMBINED baseline,5499,99.08,1.021,-1303.35,0.765
HINDALCO,MA-alone,train,COMBINED gated (flipped),2744,237.82,1.108,-459.03,0.825
HINDALCO,MA-alone,test,SHORT baseline,909,26.84,1.019,-551.07,0.682
HINDALCO,MA-alone,test,SHORT gated (flipped),909,26.84,1.019,-551.07,0.682
HINDALCO,MA-alone,test,LONG baseline,899,-121.06,0.917,-696.39,0.618
HINDALCO,MA-alone,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
HINDALCO,MA-alone,test,COMBINED baseline,1808,-94.22,0.967,-1247.46,0.649
HINDALCO,MA-alone,test,COMBINED gated (flipped),909,26.84,1.019,-551.07,0.682
HINDALCO,Model B,train,SHORT baseline,2761,218.53,1.098,-483.06,0.819
HINDALCO,Model B,train,SHORT gated (flipped),2039,130.82,1.078,-393.63,0.804
HINDALCO,Model B,train,LONG baseline,2738,-119.45,0.951,-820.3,0.716
HINDALCO,Model B,train,LONG gated (flipped),741,-57.37,0.917,-242.57,0.7
HINDALCO,Model B,train,COMBINED baseline,5499,99.08,1.021,-1303.35,0.765
HINDALCO,Model B,train,COMBINED gated (flipped),2780,73.44,1.031,-636.2,0.774
HINDALCO,Model B,test,SHORT baseline,909,26.84,1.019,-551.07,0.682
HINDALCO,Model B,test,SHORT gated (flipped),748,43.77,1.039,-432.97,0.694
HINDALCO,Model B,test,LONG baseline,899,-121.06,0.917,-696.39,0.618
HINDALCO,Model B,test,LONG gated (flipped),175,-23.99,0.918,-132.42,0.636
HINDALCO,Model B,test,COMBINED baseline,1808,-94.22,0.967,-1247.46,0.649
HINDALCO,Model B,test,COMBINED gated (flipped),923,19.77,1.014,-565.39,0.682
ICICIBANK,Model A,train,SHORT baseline,2816,221.41,1.068,-1068.18,0.737
ICICIBANK,Model A,train,SHORT gated (flipped),2355,304.69,1.117,-777.69,0.762
ICICIBANK,Model A,train,LONG baseline,2843,-255.82,0.928,-1551.04,0.646
ICICIBANK,Model A,train,LONG gated (flipped),463,7.66,1.011,-198.52,0.752
ICICIBANK,Model A,train,COMBINED baseline,5659,-34.4,0.995,-2619.22,0.69
ICICIBANK,Model A,train,COMBINED gated (flipped),2818,312.35,1.095,-976.21,0.76
ICICIBANK,Model A,test,SHORT baseline,930,-153.79,0.925,-1298.41,0.535
ICICIBANK,Model A,test,SHORT gated (flipped),880,-287.09,0.853,-1369.27,0.486
ICICIBANK,Model A,test,LONG baseline,918,143.94,1.077,-986.84,0.615
ICICIBANK,Model A,test,LONG gated (flipped),59,-85.16,0.51,-159.52,0.286
ICICIBANK,Model A,test,COMBINED baseline,1848,-9.86,0.997,-2285.25,0.573
ICICIBANK,Model A,test,COMBINED gated (flipped),939,-372.25,0.825,-1528.79,0.471
ICICIBANK,MA-alone,train,SHORT baseline,2777,177.99,1.055,-1108.16,0.726
ICICIBANK,MA-alone,train,SHORT gated (flipped),2577,181.44,1.061,-997.09,0.731
ICICIBANK,MA-alone,train,LONG baseline,2803,-240.65,0.931,-1532.1,0.646
ICICIBANK,MA-alone,train,LONG gated (flipped),205,-44.01,0.853,-155.38,0.581
ICICIBANK,MA-alone,train,COMBINED baseline,5580,-62.67,0.991,-2640.26,0.685
ICICIBANK,MA-alone,train,COMBINED gated (flipped),2782,137.42,1.042,-1152.47,0.717
ICICIBANK,MA-alone,test,SHORT baseline,916,-137.31,0.932,-1268.76,0.54
ICICIBANK,MA-alone,test,SHORT gated (flipped),916,-137.31,0.932,-1268.76,0.54
ICICIBANK,MA-alone,test,LONG baseline,904,136.58,1.074,-981.07,0.614
ICICIBANK,MA-alone,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
ICICIBANK,MA-alone,test,COMBINED baseline,1820,-0.73,1.0,-2249.82,0.575
ICICIBANK,MA-alone,test,COMBINED gated (flipped),916,-137.31,0.932,-1268.76,0.54
ICICIBANK,Model B,train,SHORT baseline,2777,177.99,1.055,-1108.16,0.726
ICICIBANK,Model B,train,SHORT gated (flipped),2276,195.0,1.074,-856.08,0.738
ICICIBANK,Model B,train,LONG baseline,2803,-240.65,0.931,-1532.1,0.646
ICICIBANK,Model B,train,LONG gated (flipped),525,-65.56,0.91,-313.21,0.644
ICICIBANK,Model B,train,COMBINED baseline,5580,-62.67,0.991,-2640.26,0.685
ICICIBANK,Model B,train,COMBINED gated (flipped),2801,129.45,1.039,-1169.29,0.718
ICICIBANK,Model B,test,SHORT baseline,916,-137.31,0.932,-1268.76,0.54
ICICIBANK,Model B,test,SHORT gated (flipped),861,-250.03,0.869,-1313.53,0.496
ICICIBANK,Model B,test,LONG baseline,904,136.58,1.074,-981.07,0.614
ICICIBANK,Model B,test,LONG gated (flipped),59,-68.81,0.603,-141.66,0.36
ICICIBANK,Model B,test,COMBINED baseline,1820,-0.73,1.0,-2249.82,0.575
ICICIBANK,Model B,test,COMBINED gated (flipped),920,-318.84,0.847,-1455.19,0.485
INDUSINDBK,Model A,train,SHORT baseline,2830,1912.69,1.216,-1555.9,0.858
INDUSINDBK,Model A,train,SHORT gated (flipped),1526,769.41,1.168,-1125.72,0.804
INDUSINDBK,Model A,train,LONG baseline,2863,-803.53,0.923,-4312.61,0.66
INDUSINDBK,Model A,train,LONG gated (flipped),1285,-495.87,0.9,-2049.6,0.656
INDUSINDBK,Model A,train,COMBINED baseline,5693,1109.16,1.058,-5868.51,0.752
INDUSINDBK,Model A,train,COMBINED gated (flipped),2811,273.53,1.029,-3175.32,0.729
INDUSINDBK,Model A,test,SHORT baseline,947,144.39,1.053,-1010.88,0.708
INDUSINDBK,Model A,test,SHORT gated (flipped),513,78.79,1.056,-555.55,0.693
INDUSINDBK,Model A,test,LONG baseline,973,-97.84,0.967,-1291.69,0.657
INDUSINDBK,Model A,test,LONG gated (flipped),433,107.34,1.081,-414.42,0.749
INDUSINDBK,Model A,test,COMBINED baseline,1920,46.55,1.008,-2302.57,0.681
INDUSINDBK,Model A,test,COMBINED gated (flipped),946,186.14,1.068,-969.97,0.72
INDUSINDBK,MA-alone,train,SHORT baseline,2788,1919.4,1.219,-1515.31,0.86
INDUSINDBK,MA-alone,train,SHORT gated (flipped),1802,1232.9,1.237,-1058.34,0.839
INDUSINDBK,MA-alone,train,LONG baseline,2812,-781.45,0.923,-4246.61,0.66
INDUSINDBK,MA-alone,train,LONG gated (flipped),955,9.99,1.003,-1087.92,0.753
INDUSINDBK,MA-alone,train,COMBINED baseline,5600,1137.95,1.06,-5761.92,0.753
INDUSINDBK,MA-alone,train,COMBINED gated (flipped),2757,1242.89,1.14,-2146.26,0.804
INDUSINDBK,MA-alone,test,SHORT baseline,931,153.28,1.057,-983.27,0.71
INDUSINDBK,MA-alone,test,SHORT gated (flipped),575,88.03,1.053,-652.41,0.693
INDUSINDBK,MA-alone,test,LONG baseline,963,-157.93,0.947,-1340.08,0.643
INDUSINDBK,MA-alone,test,LONG gated (flipped),371,-124.1,0.893,-536.12,0.624
INDUSINDBK,MA-alone,test,COMBINED baseline,1894,-4.65,0.999,-2323.35,0.675
INDUSINDBK,MA-alone,test,COMBINED gated (flipped),946,-36.07,0.987,-1188.53,0.665
INDUSINDBK,Model B,train,SHORT baseline,2788,1919.4,1.219,-1515.31,0.86
INDUSINDBK,Model B,train,SHORT gated (flipped),1664,725.86,1.145,-1374.16,0.781
INDUSINDBK,Model B,train,LONG baseline,2812,-781.45,0.923,-4246.61,0.66
INDUSINDBK,Model B,train,LONG gated (flipped),1087,-518.57,0.88,-1795.88,0.653
INDUSINDBK,Model B,train,COMBINED baseline,5600,1137.95,1.06,-5761.92,0.753
INDUSINDBK,Model B,train,COMBINED gated (flipped),2751,207.29,1.022,-3170.04,0.723
INDUSINDBK,Model B,test,SHORT baseline,931,153.28,1.057,-983.27,0.71
INDUSINDBK,Model B,test,SHORT gated (flipped),507,112.64,1.081,-527.73,0.704
INDUSINDBK,Model B,test,LONG baseline,963,-157.93,0.947,-1340.08,0.643
INDUSINDBK,Model B,test,LONG gated (flipped),426,91.17,1.072,-405.57,0.742
INDUSINDBK,Model B,test,COMBINED baseline,1894,-4.65,0.999,-2323.35,0.675
INDUSINDBK,Model B,test,COMBINED gated (flipped),933,203.81,1.077,-933.3,0.722
INFY,Model A,train,SHORT baseline,2682,372.15,1.075,-2100.84,0.676
INFY,Model A,train,SHORT gated (flipped),1422,-25.47,0.991,-1309.12,0.626
INFY,Model A,train,LONG baseline,2716,-350.71,0.936,-2872.94,0.596
INFY,Model A,train,LONG gated (flipped),1303,-402.01,0.853,-1631.15,0.539
INFY,Model A,train,COMBINED baseline,5398,21.44,1.002,-4973.78,0.634
INFY,Model A,train,COMBINED gated (flipped),2725,-427.48,0.921,-2940.27,0.582
INFY,Model A,test,SHORT baseline,893,237.8,1.094,-1225.58,0.641
INFY,Model A,test,SHORT gated (flipped),474,221.2,1.167,-546.12,0.693
INFY,Model A,test,LONG baseline,893,-59.6,0.978,-1523.95,0.585
INFY,Model A,test,LONG gated (flipped),417,-192.1,0.859,-879.79,0.512
INFY,Model A,test,COMBINED baseline,1786,178.2,1.034,-2749.52,0.612
INFY,Model A,test,COMBINED gated (flipped),891,29.1,1.011,-1425.91,0.602
INFY,MA-alone,train,SHORT baseline,2646,365.04,1.074,-2096.83,0.674
INFY,MA-alone,train,SHORT gated (flipped),1325,0.19,1.0,-1183.47,0.622
INFY,MA-alone,train,LONG baseline,2675,-290.47,0.946,-2798.03,0.602
INFY,MA-alone,train,LONG gated (flipped),1361,-387.26,0.873,-1722.97,0.56
INFY,MA-alone,train,COMBINED baseline,5321,74.57,1.007,-4894.86,0.636
INFY,MA-alone,train,COMBINED gated (flipped),2686,-387.07,0.929,-2906.44,0.588
INFY,MA-alone,test,SHORT baseline,879,244.97,1.097,-1200.38,0.645
INFY,MA-alone,test,SHORT gated (flipped),464,277.65,1.229,-465.62,0.716
INFY,MA-alone,test,LONG baseline,880,-73.27,0.973,-1520.85,0.583
INFY,MA-alone,test,LONG gated (flipped),407,-2.49,0.998,-691.84,0.601
INFY,MA-alone,test,COMBINED baseline,1759,171.71,1.033,-2721.23,0.613
INFY,MA-alone,test,COMBINED gated (flipped),871,275.17,1.109,-1157.46,0.657
INFY,Model B,train,SHORT baseline,2646,365.04,1.074,-2096.83,0.674
INFY,Model B,train,SHORT gated (flipped),1335,-75.03,0.97,-1259.91,0.617
INFY,Model B,train,LONG baseline,2675,-290.47,0.946,-2798.03,0.602
INFY,Model B,train,LONG gated (flipped),1331,-339.74,0.881,-1647.03,0.555
INFY,Model B,train,COMBINED baseline,5321,74.57,1.007,-4894.86,0.636
INFY,Model B,train,COMBINED gated (flipped),2666,-414.76,0.923,-2906.94,0.584
INFY,Model B,test,SHORT baseline,879,244.97,1.097,-1200.38,0.645
INFY,Model B,test,SHORT gated (flipped),470,229.17,1.178,-526.33,0.697
INFY,Model B,test,LONG baseline,880,-73.27,0.973,-1520.85,0.583
INFY,Model B,test,LONG gated (flipped),403,-175.8,0.868,-854.36,0.518
INFY,Model B,test,COMBINED baseline,1759,171.71,1.033,-2721.23,0.613
INFY,Model B,test,COMBINED gated (flipped),873,53.37,1.02,-1380.69,0.607
ITC,Model A,train,SHORT baseline,2742,203.64,1.168,-403.36,0.744
ITC,Model A,train,SHORT gated (flipped),2639,228.84,1.2,-356.31,0.761
ITC,Model A,train,LONG baseline,2841,-28.4,0.98,-654.24,0.637
ITC,Model A,train,LONG gated (flipped),107,8.69,1.128,-13.73,0.83
ITC,Model A,train,COMBINED baseline,5583,175.24,1.067,-1057.6,0.687
ITC,Model A,train,COMBINED gated (flipped),2746,237.54,1.196,-370.04,0.765
ITC,Model A,test,SHORT baseline,942,130.06,1.218,-253.69,0.695
ITC,Model A,test,SHORT gated (flipped),935,123.76,1.21,-257.07,0.688
ITC,Model A,test,LONG baseline,1016,-114.81,0.853,-527.67,0.502
ITC,Model A,test,LONG gated (flipped),9,-7.33,0.476,-11.09,0.345
ITC,Model A,test,COMBINED baseline,1958,15.25,1.011,-781.36,0.587
ITC,Model A,test,COMBINED gated (flipped),944,116.44,1.193,-268.16,0.681
ITC,MA-alone,train,SHORT baseline,2702,190.68,1.158,-410.15,0.738
ITC,MA-alone,train,SHORT gated (flipped),2702,190.68,1.158,-410.15,0.738
ITC,MA-alone,train,LONG baseline,2800,-22.49,0.984,-642.33,0.639
ITC,MA-alone,train,LONG gated (flipped),0,0.0,0.0,0.0,0.0
ITC,MA-alone,train,COMBINED baseline,5502,168.18,1.065,-1052.48,0.685
ITC,MA-alone,train,COMBINED gated (flipped),2702,190.68,1.158,-410.15,0.738
ITC,MA-alone,test,SHORT baseline,928,132.71,1.226,-245.95,0.7
ITC,MA-alone,test,SHORT gated (flipped),928,132.71,1.226,-245.95,0.7
ITC,MA-alone,test,LONG baseline,1000,-122.53,0.841,-529.59,0.495
ITC,MA-alone,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
ITC,MA-alone,test,COMBINED baseline,1928,10.18,1.007,-775.54,0.585
ITC,MA-alone,test,COMBINED gated (flipped),928,132.71,1.226,-245.95,0.7
ITC,Model B,train,SHORT baseline,2702,190.68,1.158,-410.15,0.738
ITC,Model B,train,SHORT gated (flipped),2533,197.44,1.179,-366.78,0.745
ITC,Model B,train,LONG baseline,2800,-22.49,0.984,-642.33,0.639
ITC,Model B,train,LONG gated (flipped),175,13.4,1.123,-24.45,0.814
ITC,Model B,train,COMBINED baseline,5502,168.18,1.065,-1052.48,0.685
ITC,Model B,train,COMBINED gated (flipped),2708,210.84,1.174,-391.23,0.751
ITC,Model B,test,SHORT baseline,928,132.71,1.226,-245.95,0.7
ITC,Model B,test,SHORT gated (flipped),908,114.98,1.201,-255.3,0.681
ITC,Model B,test,LONG baseline,1000,-122.53,0.841,-529.59,0.495
ITC,Model B,test,LONG gated (flipped),25,-22.3,0.372,-32.77,0.254
ITC,Model B,test,COMBINED baseline,1928,10.18,1.007,-775.54,0.585
ITC,Model B,test,COMBINED gated (flipped),933,92.68,1.152,-288.07,0.659
JSWSTEEL,Model A,train,SHORT baseline,2916,-85.06,0.974,-1083.8,0.722
JSWSTEEL,Model A,train,SHORT gated (flipped),2032,32.31,1.014,-657.41,0.754
JSWSTEEL,Model A,train,LONG baseline,2832,-107.79,0.967,-1083.77,0.72
JSWSTEEL,Model A,train,LONG gated (flipped),852,-36.07,0.962,-323.2,0.716
JSWSTEEL,Model A,train,COMBINED baseline,5748,-192.85,0.971,-2167.57,0.721
JSWSTEEL,Model A,train,COMBINED gated (flipped),2884,-3.76,0.999,-980.61,0.743
JSWSTEEL,Model A,test,SHORT baseline,928,149.82,1.074,-737.5,0.713
JSWSTEEL,Model A,test,SHORT gated (flipped),738,108.18,1.067,-598.2,0.709
JSWSTEEL,Model A,test,LONG baseline,995,-200.25,0.916,-1152.25,0.618
JSWSTEEL,Model A,test,LONG gated (flipped),188,-143.43,0.708,-323.21,0.478
JSWSTEEL,Model A,test,COMBINED baseline,1923,-50.43,0.989,-1889.75,0.662
JSWSTEEL,Model A,test,COMBINED gated (flipped),926,-35.25,0.983,-921.41,0.655
JSWSTEEL,MA-alone,train,SHORT baseline,2868,-92.85,0.972,-1093.89,0.72
JSWSTEEL,MA-alone,train,SHORT gated (flipped),2868,-92.85,0.972,-1093.89,0.72
JSWSTEEL,MA-alone,train,LONG baseline,2790,-98.56,0.97,-1082.64,0.721
JSWSTEEL,MA-alone,train,LONG gated (flipped),0,0.0,0.0,0.0,0.0
JSWSTEEL,MA-alone,train,COMBINED baseline,5658,-191.41,0.971,-2176.54,0.72
JSWSTEEL,MA-alone,train,COMBINED gated (flipped),2868,-92.85,0.972,-1093.89,0.72
JSWSTEEL,MA-alone,test,SHORT baseline,917,140.12,1.069,-738.99,0.71
JSWSTEEL,MA-alone,test,SHORT gated (flipped),917,140.12,1.069,-738.99,0.71
JSWSTEEL,MA-alone,test,LONG baseline,976,-197.13,0.917,-1134.95,0.619
JSWSTEEL,MA-alone,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
JSWSTEEL,MA-alone,test,COMBINED baseline,1893,-57.01,0.987,-1873.95,0.661
JSWSTEEL,MA-alone,test,COMBINED gated (flipped),917,140.12,1.069,-738.99,0.71
JSWSTEEL,Model B,train,SHORT baseline,2868,-92.85,0.972,-1093.89,0.72
JSWSTEEL,Model B,train,SHORT gated (flipped),2030,-62.36,0.973,-774.79,0.722
JSWSTEEL,Model B,train,LONG baseline,2790,-98.56,0.97,-1082.64,0.721
JSWSTEEL,Model B,train,LONG gated (flipped),824,-58.84,0.937,-337.24,0.697
JSWSTEEL,Model B,train,COMBINED baseline,5658,-191.41,0.971,-2176.54,0.72
JSWSTEEL,Model B,train,COMBINED gated (flipped),2854,-121.2,0.963,-1112.02,0.715
JSWSTEEL,Model B,test,SHORT baseline,917,140.12,1.069,-738.99,0.71
JSWSTEEL,Model B,test,SHORT gated (flipped),717,106.45,1.067,-582.15,0.709
JSWSTEEL,Model B,test,LONG baseline,976,-197.13,0.917,-1134.95,0.619
JSWSTEEL,Model B,test,LONG gated (flipped),193,-115.23,0.764,-299.66,0.516
JSWSTEEL,Model B,test,COMBINED baseline,1893,-57.01,0.987,-1873.95,0.661
JSWSTEEL,Model B,test,COMBINED gated (flipped),910,-8.78,0.996,-881.8,0.664
NATIONALUM,Model A,train,SHORT baseline,2722,176.06,1.31,8.49,1.013
NATIONALUM,Model A,train,SHORT gated (flipped),2570,168.26,1.32,10.7,1.017
NATIONALUM,Model A,train,LONG baseline,2798,-151.78,0.795,-325.68,0.621
NATIONALUM,Model A,train,LONG gated (flipped),159,-13.53,0.77,-24.04,0.635
NATIONALUM,Model A,train,COMBINED baseline,5520,24.29,1.019,-317.18,0.792
NATIONALUM,Model A,train,COMBINED gated (flipped),2729,154.73,1.265,-13.34,0.98
NATIONALUM,Model A,test,SHORT baseline,876,119.04,1.262,-31.94,0.941
NATIONALUM,Model A,test,SHORT gated (flipped),827,118.39,1.283,-23.97,0.952
NATIONALUM,Model A,test,LONG baseline,923,-73.21,0.87,-232.75,0.654
NATIONALUM,Model A,test,LONG gated (flipped),48,7.69,1.229,-0.72,0.981
NATIONALUM,Model A,test,COMBINED baseline,1799,45.83,1.045,-264.69,0.782
NATIONALUM,Model A,test,COMBINED gated (flipped),875,126.08,1.279,-24.69,0.954
NATIONALUM,MA-alone,train,SHORT baseline,2685,170.85,1.301,4.6,1.007
NATIONALUM,MA-alone,train,SHORT gated (flipped),1895,89.27,1.235,-24.4,0.945
NATIONALUM,MA-alone,train,LONG baseline,2762,-143.67,0.804,-316.37,0.629
NATIONALUM,MA-alone,train,LONG gated (flipped),838,-42.91,0.838,-99.74,0.672
NATIONALUM,MA-alone,train,COMBINED baseline,5447,27.19,1.021,-311.76,0.794
