date,ADANIPORTS,ASHOKLEY,AXISBANK,BANDHANBNK,BHARTIARTL,CIPLA,COALINDIA,DABUR,DIVISLAB,HDFCBANK,HINDALCO,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,NATIONALUM,NTPC,ONGC,PNB,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TATAMOTORS,TATASTEEL,TECHM,VEDL,WIPRO
2023-02-20,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,up,up,up,down,up,down,down,down,up,down,up,down,up
2023-02-21,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,up,up,up,down,up,down,down,down,up,down,up,down,up
2023-02-22,down,down,down,down,down,down,down,down,down,down,down,down,down,up,up,down,up,up,up,down,down,down,down,down,up,down,up,down,down
2023-02-23,down,down,down,down,down,down,down,down,down,down,down,down,down,up,up,down,up,up,up,down,down,down,down,down,up,down,up,down,down
2023-02-24,down,down,down,down,down,down,down,down,down,down,down,down,down,up,up,down,down,up,up,down,down,down,down,down,up,down,up,down,down
2023-02-27,down,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,up,down,up,down,down,down,down,down,up,down,down
2023-02-28,down,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-01,down,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-02,down,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-03,up,down,down,down,down,down,up,down,down,down,down,up,down,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-06,up,down,down,down,down,down,up,down,down,down,down,up,down,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-08,up,down,down,down,down,down,up,down,down,up,down,up,up,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-09,up,down,down,down,down,down,up,down,down,up,down,down,up,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-10,up,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,up,down,up,down,down
2023-03-13,up,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-14,down,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-15,up,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-16,up,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-17,up,down,down,down,down,down,up,down,down,down,down,down,down,down,up,down,up,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-20,up,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-21,up,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-22,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-23,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,up,down,up,down,down,down,down,down,up,down,down
2023-03-24,down,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,up,down,down
2023-03-27,down,down,down,down,down,down,down,up,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,up,down,down
2023-03-28,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2023-03-29,up,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,up,down,down
2023-03-31,up,down,down,down,down,down,down,up,down,down,down,up,down,down,up,down,down,up,down,down,up,down,down,down,down,down,up,down,down
2023-04-03,up,down,up,down,down,down,up,up,down,down,down,up,down,down,up,down,down,up,up,down,up,down,down,down,down,down,up,down,down
2023-04-05,up,down,up,down,down,down,up,up,down,up,down,up,down,down,up,down,down,up,up,down,up,down,down,up,down,down,up,down,down
2023-04-06,up,down,down,down,down,down,up,down,up,up,down,up,down,down,up,down,down,up,down,down,up,up,down,up,up,down,up,down,down
2023-04-10,up,down,down,down,up,down,up,down,up,up,down,up,down,down,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2023-04-11,up,down,down,down,up,down,up,down,up,up,down,up,down,down,up,up,up,up,up,down,up,up,down,up,up,down,up,down,down
2023-04-12,up,down,down,down,up,down,up,down,up,up,down,up,down,down,up,up,up,up,up,down,up,up,down,up,up,down,up,down,down
2023-04-13,up,down,up,down,up,down,up,down,up,up,up,up,up,down,up,up,down,up,up,down,up,up,up,up,up,down,up,down,down
2023-04-17,up,down,up,down,down,down,up,down,up,up,up,up,up,down,up,up,up,down,up,down,up,up,up,up,up,down,down,down,down
2023-04-18,up,down,up,down,down,down,up,down,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up,up,down,down,down,down
2023-04-19,up,down,up,down,down,down,up,down,up,up,up,up,up,down,up,up,up,down,up,down,up,up,up,up,up,up,down,down,down
2023-04-20,up,down,up,down,up,down,up,down,up,up,up,up,up,down,up,up,up,down,up,down,up,up,up,up,up,up,down,down,down
2023-04-21,up,down,up,up,up,down,up,down,up,up,up,up,up,down,up,up,up,down,up,down,up,up,up,up,up,down,down,down,down
2023-04-24,up,down,up,up,down,down,up,down,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,down,down,down
2023-04-25,up,down,up,up,up,down,up,down,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,down,down,down
2023-04-26,up,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,down,down,down
2023-04-27,up,up,up,up,up,down,up,down,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down,up,up,down,down,down
2023-04-28,up,up,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up,up,up,down,down,up
2023-05-02,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,down,up
2023-05-03,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,down,up
2023-05-04,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,down,up
2023-05-05,up,up,up,up,up,up,up,down,up,down,up,up,down,down,up,up,down,up,up,up,up,up,up,down,up,up,down,down,up
2023-05-08,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,down,up
2023-05-09,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up
2023-05-10,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,down,up,up,down,up,up
2023-05-11,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,down,up,up,down,up,up
2023-05-12,up,up,up,up,up,up,up,down,up,up,down,up,up,down,up,up,up,up,up,down,up,up,up,down,up,up,down,down,up
2023-05-15,up,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,down,up
2023-05-16,up,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up
2023-05-17,up,up,up,up,up,up,up,down,up,up,down,up,up,down,up,down,up,up,up,up,up,up,up,down,up,down,down,up,up
2023-05-18,down,up,up,up,up,up,up,down,up,up,down,up,up,down,up,down,down,up,up,down,up,up,up,down,up,down,down,down,up
2023-05-19,up,up,up,up,up,up,up,down,up,up,down,up,up,down,up,down,down,down,up,up,up,up,up,down,up,down,up,up,up
2023-05-22,up,up,up,up,up,up,up,down,up,up,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up
2023-05-23,up,up,up,up,up,up,up,down,up,up,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up
2023-05-24,up,up,up,up,up,up,up,down,up,down,down,up,up,down,up,down,down,up,up,up,up,up,up,down,up,down,up,up,up
2023-05-25,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,down,down,down,up,up,up,up,up,down,up,down,up,up,up
2023-05-26,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up
2023-05-29,up,up,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up
2023-05-30,up,up,up,up,up,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up
2023-05-31,up,up,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,down,down,up,up,up,up,up,up,down,up,down,up
2023-06-01,up,up,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,down,up,down,up,up,up,up,down,up,down,up
2023-06-02,up,up,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up
2023-06-05,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,up,down,down,up,up,up,up,up,up,up,up,down,up
2023-06-06,up,up,up,up,up,up,down,up,up,down,down,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up
2023-06-07,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up
2023-06-08,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up
2023-06-09,up,up,up,up,up,up,down,up,up,down,down,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,down,down,up
2023-06-12,up,up,up,up,up,up,down,up,up,down,down,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up
2023-06-13,up,up,up,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up
2023-06-14,up,up,up,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up
2023-06-15,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up
2023-06-16,up,up,up,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,down,down
2023-06-19,up,up,up,up,up,up,down,up,up,down,up,down,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down
2023-06-20,up,up,up,up,up,up,down,up,up,down,up,down,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down
2023-06-21,up,up,up,up,up,up,down,up,up,down,down,down,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,down
2023-06-22,up,up,up,down,up,up,down,up,up,up,down,down,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,down,down
2023-06-23,up,up,up,down,up,up,down,up,up,up,down,down,up,down,up,up,down,up,down,down,up,up,down,up,up,up,up,down,down
2023-06-26,up,up,up,down,up,up,down,up,up,down,down,down,up,down,up,up,down,up,down,down,up,up,down,up,up,up,up,down,down
2023-06-27,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up,down,up,up,up,up,down,down
2023-06-28,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,down,up,up,down,up,up,up,up,down,down
2023-06-30,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up,down,up,up,up,up,down,up
2023-07-03,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-04,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-05,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-06,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-07,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-10,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2023-07-11,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-12,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-13,down,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up
2023-07-14,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2023-07-17,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2023-07-18,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2023-07-19,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2023-07-20,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-07-21,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-24,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-25,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-26,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-07-27,up,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up
2023-07-28,up,up,down,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up
2023-07-31,up,up,down,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up
2023-08-01,up,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-08-02,up,up,down,down,up,up,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-08-03,up,up,down,down,up,up,down,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up
2023-08-04,up,up,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-07,up,up,down,down,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-08,up,up,down,down,up,up,down,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up,up,down,up
2023-08-09,up,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up
2023-08-10,up,up,down,down,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up,up,down,up
2023-08-11,up,up,down,down,up,up,up,down,up,down,up,down,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-14,up,up,down,down,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-16,up,up,down,down,down,up,up,down,up,down,up,down,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-17,up,up,down,down,down,up,up,down,up,down,up,down,up,up,down,up,down,up,up,up,down,up,down,up,up,up,up,down,up
2023-08-18,up,up,down,down,down,up,down,down,up,down,up,down,up,up,down,down,down,up,up,up,down,up,down,up,up,up,up,down,up
2023-08-21,up,up,down,down,up,up,down,down,up,down,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-22,up,up,down,up,up,up,up,up,up,down,up,down,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-23,up,up,up,up,down,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,up
2023-08-24,up,up,up,up,down,up,down,down,up,down,up,up,up,up,down,down,up,up,up,up,up,down,down,up,up,up,up,down,up
2023-08-25,up,up,up,up,up,up,down,down,down,down,up,up,up,up,down,down,down,up,up,up,down,down,down,up,down,up,up,down,up
2023-08-28,up,up,up,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-08-29,up,up,up,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-08-30,up,up,up,up,down,up,down,down,down,down,up,down,up,up,down,down,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-08-31,up,up,up,up,down,up,down,down,down,down,up,down,down,up,down,down,up,up,up,up,down,down,down,up,down,up,up,down,up
2023-09-01,up,up,up,up,down,up,up,down,down,down,up,up,up,up,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-09-04,up,up,up,up,down,up,up,down,down,down,up,up,up,up,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-09-05,up,up,up,up,down,up,up,down,down,down,up,up,up,up,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-09-06,up,up,up,up,up,up,up,down,up,down,up,down,up,up,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-09-07,up,up,up,up,down,up,up,down,up,down,up,down,up,up,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up
2023-09-08,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,down,down,up,up,up,up,down,up
2023-09-11,up,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-12,up,down,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-13,up,down,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-14,up,down,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-15,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-18,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-20,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,down,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-21,up,down,up,up,up,up,up,down,up,down,up,down,up,up,down,down,up,up,up,up,up,down,up,up,up,up,up,down,up
2023-09-22,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,down,up,up,up,up,down,up,up,down,up,up,down,up
2023-09-25,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,down,up,up,up,up,down,up,down,down,up,up,down,down
2023-09-26,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,down,up,up,up,up,down,up,down,down,up,up,down,down
2023-09-27,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,down,up,up,up,up,down,up,up,down,up,up,down,down
2023-09-28,up,down,up,up,up,down,up,down,down,down,up,down,down,up,down,down,down,up,up,up,up,down,up,up,down,up,up,down,down
2023-09-29,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,up,up,up,up,up,down,up,up,up,up,up,down,down
2023-10-03,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,up,up,up,up,up,down,up,up,down,up,down,down,down
2023-10-04,up,down,up,up,up,down,up,down,down,down,up,down,down,up,down,down,down,up,up,up,up,down,down,down,down,up,down,down,down
2023-10-05,up,down,up,up,up,down,up,down,down,down,up,down,down,up,down,down,down,up,up,up,up,down,up,down,down,up,down,down,down
2023-10-06,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,up,down,down,down
2023-10-09,down,down,up,up,up,down,up,down,down,down,up,down,up,up,down,down,down,up,up,up,up,down,up,down,down,up,down,down,down
2023-10-10,up,down,up,up,up,down,up,down,up,down,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,up,up,down,down
2023-10-11,down,down,up,up,up,down,up,down,up,down,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,up,down,up
2023-10-12,down,down,up,up,up,down,up,down,up,down,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up,up,down,down,down
2023-10-13,down,down,up,up,up,down,up,down,up,down,up,down,up,down,up,down,up,up,up,up,up,down,down,up,up,up,down,down,down
2023-10-16,down,down,up,up,up,down,up,down,down,down,up,down,up,down,up,down,up,up,up,up,up,down,down,up,up,up,down,down,down
2023-10-17,down,down,up,down,up,down,up,down,down,down,up,down,up,down,up,down,up,up,up,up,up,down,down,up,up,up,down,down,down
2023-10-18,down,down,up,down,up,down,up,down,down,down,up,down,down,down,up,down,up,up,up,up,up,down,down,up,up,up,down,down,down
2023-10-19,down,down,up,down,up,up,up,down,down,down,up,down,up,down,up,down,up,up,up,up,up,down,down,up,up,up,down,down,down
2023-10-20,down,down,down,down,up,down,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,down,down
2023-10-23,down,down,down,down,up,down,up,down,down,down,down,down,up,down,down,down,down,up,up,down,up,down,down,down,up,down,down,down,down
2023-10-25,down,down,down,down,up,down,up,down,down,down,down,down,down,down,down,down,down,down,up,down,up,down,down,down,up,down,down,down,down
2023-10-26,down,down,down,down,up,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,down,up,down,down,down,down
2023-10-27,down,down,up,down,up,down,up,down,down,down,down,down,up,down,down,down,down,up,up,up,up,down,down,down,up,down,down,down,down
2023-10-30,down,down,down,down,up,down,up,down,down,down,down,down,up,down,down,down,down,up,up,up,up,down,down,down,up,down,down,down,down
2023-10-31,down,down,down,down,up,down,up,down,down,down,down,down,up,down,down,down,down,up,up,up,up,down,down,down,up,down,down,down,down
2023-11-01,down,down,down,down,up,down,up,down,down,down,down,down,up,down,down,down,down,down,up,up,up,down,down,down,up,down,down,down,down
2023-11-02,down,down,down,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,up,down
2023-11-03,down,down,down,down,up,up,up,down,down,down,up,down,up,down,down,down,down,down,up,up,up,down,down,up,up,down,down,up,down
2023-11-06,down,down,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,up,down
2023-11-07,down,down,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,up,down
2023-11-08,up,down,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,up,down
2023-11-09,down,down,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,up,down
2023-11-10,down,down,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,down,up,up,down,down,up,down
2023-11-12,up,up,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,up,up,up,down,down,up,down
2023-11-13,down,down,up,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,down,up,up,up,down,down,up,down
2023-11-15,down,down,up,down,up,up,up,down,down,down,up,down,up,down,up,down,down,up,up,up,up,up,up,up,up,down,down,up,down
2023-11-16,up,down,up,down,up,up,up,down,down,down,up,down,up,up,down,down,down,up,up,up,up,up,up,up,up,down,up,up,down
2023-11-17,down,down,down,down,up,up,up,down,down,down,up,down,up,down,down,down,down,up,up,up,up,up,down,up,up,up,down,up,down
2023-11-20,down,down,down,down,up,up,up,down,up,down,up,down,up,down,down,down,down,up,up,up,up,up,down,up,up,down,up,up,down
2023-11-21,down,up,down,down,up,up,up,down,up,down,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,down
2023-11-22,down,up,down,down,up,up,up,down,up,down,up,down,up,up,down,down,down,up,up,up,up,up,down,up,up,up,up,up,down
2023-11-23,down,up,down,down,up,down,up,down,up,down,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up
2023-11-24,down,up,up,down,up,down,up,down,up,up,up,down,up,up,down,up,down,up,up,down,up,up,down,up,up,up,down,up,down
2023-11-28,up,up,up,down,up,down,up,down,up,up,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,down
2023-11-29,up,up,up,down,up,up,up,down,up,up,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up
2023-11-30,up,up,up,down,up,up,up,down,up,up,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up
2023-12-01,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up
2023-12-04,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-05,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-06,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-07,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-08,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-11,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-12,up,down,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-13,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-14,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-15,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-18,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-19,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-20,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-21,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-22,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-26,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-27,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-28,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2023-12-29,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
