Index,Timestamp,Open,High,Low,Close,Volume,Order
90,2025-12-24T13:59:00+05:30,1.07,1.07,1.06,1.07,10528,NEWEST_FIRST
91,2025-12-24T13:58:00+05:30,1.07,1.07,1.07,1.07,7501,NEWEST_FIRST
92,2025-12-24T13:57:00+05:30,1.06,1.07,1.06,1.07,5020,NEWEST_FIRST
93,2025-12-24T13:56:00+05:30,1.07,1.07,1.06,1.07,3833,NEWEST_FIRST
94,2025-12-24T13:55:00+05:30,1.07,1.07,1.07,1.07,1141,NEWEST_FIRST
95,2025-12-24T13:54:00+05:30,1.07,1.07,1.06,1.06,2260,NEWEST_FIRST
96,2025-12-24T13:53:00+05:30,1.06,1.06,1.06,1.06,3551,NEWEST_FIRST
97,2025-12-24T13:52:00+05:30,1.06,1.06,1.06,1.06,300,NEWEST_FIRST
98,2025-12-24T13:51:00+05:30,1.06,1.06,1.06,1.06,100,NEWEST_FIRST
99,2025-12-24T13:50:00+05:30,1.07,1.07,1.06,1.06,1029,NEWEST_FIRST
