Price,Close,High,Low,Open,Volume,MA50,MA100,MA200
Ticker,IDEA.NS,IDEA.NS,IDEA.NS,IDEA.NS,IDEA.NS,,,
Date,,,,,,,,
2024-01-01,17.0,18.399999618530273,15.550000190734863,16.200000762939453,710650453,,,
2024-01-02,16.049999237060547,17.799999237060547,15.949999809265137,17.100000381469727,21774200,,,
2024-01-03,15.850000381469727,16.450000762939453,15.600000381469727,15.899999618530273,598726485,,,
2024-01-04,16.799999237060547,17.200000762939453,15.699999809265137,15.899999618530273,535038360,,,
2024-01-05,17.100000381469727,17.649999618530273,16.75,17.100000381469727,686777577,,,
2024-01-08,17.149999618530273,17.649999618530273,17.049999237060547,17.200000762939453,289503212,,,
2024-01-09,16.200000762939453,17.5,15.949999809265137,17.200000762939453,387150359,,,
2024-01-10,16.149999618530273,16.450000762939453,15.850000381469727,16.299999237060547,202636184,,,
2024-01-11,16.049999237060547,16.350000381469727,15.899999618530273,16.200000762939453,121469596,,,
2024-01-12,15.850000381469727,16.200000762939453,15.800000190734863,16.149999618530273,122397017,,,
2024-01-15,16.5,16.700000762939453,15.800000190734863,15.899999618530273,213367109,,,
2024-01-16,15.75,16.549999237060547,15.5,16.5,392898345,,,
2024-01-17,15.100000381469727,15.75,15.0,15.5,383695346,,,
2024-01-18,15.100000381469727,15.399999618530273,14.600000381469727,15.149999618530273,282295356,,,
2024-01-19,15.100000381469727,15.449999809265137,15.0,15.199999809265137,230080440,,,
2024-01-23,14.399999618530273,15.25,14.300000190734863,15.100000381469727,289983221,,,
2024-01-24,14.899999618530273,15.0,14.25,14.399999618530273,432651784,,,
2024-01-25,14.600000381469727,15.100000381469727,14.350000381469727,14.899999618530273,382501739,,,
2024-01-29,14.699999809265137,15.199999809265137,14.600000381469727,14.699999809265137,245974552,,,
2024-01-30,14.5,14.899999618530273,14.300000190734863,14.75,233265787,,,
2024-01-31,14.350000381469727,14.550000190734863,14.199999809265137,14.5,176208047,,,
2024-02-01,14.149999618530273,14.5,13.949999809265137,14.399999618530273,206826304,,,
2024-02-02,14.050000190734863,14.699999809265137,14.0,14.300000190734863,244512271,,,
2024-02-05,13.75,14.199999809265137,13.649999618530273,14.100000381469727,189236646,,,
2024-02-06,14.25,14.449999809265137,13.600000381469727,13.75,317594254,,,
2024-02-07,15.0,15.449999809265137,14.25,14.5,541841723,,,
2024-02-08,14.800000190734863,15.149999618530273,14.649999618530273,15.149999618530273,305462395,,,
2024-02-09,15.5,15.649999618530273,14.399999618530273,14.899999618530273,547988511,,,
2024-02-12,14.449999809265137,15.699999809265137,14.300000190734863,15.649999618530273,407165198,,,
2024-02-13,14.699999809265137,14.899999618530273,14.100000381469727,14.550000190734863,334247397,,,
2024-02-14,15.550000190734863,15.75,14.399999618530273,14.5,511365442,,,
2024-02-15,15.949999809265137,16.299999237060547,15.550000190734863,15.649999618530273,392901140,,,
2024-02-16,15.899999618530273,16.600000381469727,15.800000190734863,16.0,357636454,,,
2024-02-19,16.0,16.350000381469727,15.850000381469727,15.949999809265137,228340831,,,
2024-02-20,15.949999809265137,16.450000762939453,15.850000381469727,16.049999237060547,276625199,,,
2024-02-21,15.350000381469727,16.299999237060547,15.199999809265137,16.149999618530273,345491167,,,
2024-02-22,16.299999237060547,16.399999618530273,15.050000190734863,15.5,439602456,,,
2024-02-23,17.549999237060547,18.399999618530273,16.700000762939453,16.700000762939453,709944444,,,
2024-02-26,16.850000381469727,18.100000381469727,16.75,17.75,643618097,,,
2024-02-27,15.850000381469727,17.149999618530273,15.649999618530273,17.049999237060547,737336815,,,
