month,rank,stock,win_pct,efficiency,net_pnl,filter,atr_config
JAN_2022,1,VEDL,100.0,1.4908066920655954,4.5,MA100,Extreme-4
JAN_2022,2,BHARTIARTL,56.25,0.456330682008636,361.9357142857165,No Filter,Extreme-4
JAN_2022,3,PNB,42.95302013422819,0.4115126457314239,24.221428571428746,No Filter,Extreme-4
JAN_2022,4,ONGC,56.52173913043478,0.3705541518097623,66.03571428571414,No Filter,Extreme-4
JAN_2022,5,COALINDIA,42.168674698795186,0.27912297676955267,33.339285714285694,No Filter,Extreme-4
JAN_2022,6,POWERGRID,49.62406015037594,0.2425444780528546,49.308928571428254,No Filter,Extreme-2
JAN_2022,7,AXISBANK,38.01652892561984,0.2380802217443081,211.3964285714277,No Filter,Extreme-4
JAN_2022,8,BANDHANBNK,48.24561403508772,0.20729385852615057,68.35535714285669,No Filter,Extreme-1
JAN_2022,9,NTPC,36.03603603603604,0.17566913142597043,26.221428571428916,No Filter,Extreme-4
JAN_2022,10,SBIN,42.2680412371134,0.16887716764963032,82.81964285714196,No Filter,Extreme-1
FEB_2022,1,DIVISLAB,47.95918367346938,0.38404442816644346,1609.2571428571382,No Filter,Extreme-4
FEB_2022,2,DABUR,55.140186915887845,0.2833147033962344,168.56785714285684,No Filter,Extreme-2
FEB_2022,3,TATASTEEL,34.523809523809526,0.2811924127263726,27.13928571428586,No Filter,Extreme-4
FEB_2022,4,ITC,53.125,0.1874943982976623,13.896428571428686,MA100,Extreme-1
FEB_2022,5,CIPLA,36.22047244094488,0.16726120676250933,198.6214285714292,No Filter,Extreme-4
FEB_2022,6,INFY,45.28301886792453,0.09842816369836888,180.7607142857164,No Filter,Extreme-1
FEB_2022,7,VEDL,35.483870967741936,0.09270241738916359,27.410714285714846,No Filter,Extreme-4
FEB_2022,8,SUNPHARMA,35.714285714285715,0.0683897241019224,66.6803571428569,No Filter,Extreme-1
FEB_2022,9,RELIANCE,40.74074074074074,0.06038961322003513,55.417857142856064,MA200,Extreme-1
FEB_2022,10,ASHOKLEY,37.28813559322034,0.051228649296116195,1.96428571428563,MA50,Extreme-2
MAR_2022,1,JSWSTEEL,48.03921568627451,0.4773198817768204,329.8017857142853,No Filter,Extreme-3
MAR_2022,2,ITC,52.75590551181102,0.46151121272990125,139.21785714285747,No Filter,Extreme-4
MAR_2022,3,COALINDIA,41.86046511627907,0.4336912819287181,62.73214285714329,No Filter,Extreme-4
MAR_2022,4,SUNPHARMA,55.00000000000001,0.35905304506522895,317.0607142857152,No Filter,Extreme-4
MAR_2022,5,TATAMOTORS,53.16455696202531,0.35398796270105304,119.15535714285738,No Filter,Extreme-1
MAR_2022,6,CIPLA,40.33613445378151,0.3280531624422401,389.1392857142846,No Filter,Extreme-3
MAR_2022,7,BANDHANBNK,45.83333333333333,0.2899743199497358,59.79821428571458,No Filter,Extreme-1
MAR_2022,8,DABUR,46.788990825688074,0.2752147018563295,161.20357142857176,No Filter,Extreme-4
MAR_2022,9,RELIANCE,49.152542372881356,0.2549745503714845,184.6892857142825,MA100,Extreme-4
MAR_2022,10,TECHM,41.53846153846154,0.24803561833519402,472.0000000000032,No Filter,Extreme-4
APR_2022,1,TATASTEEL,52.083333333333336,0.5553988773755693,34.88571428571426,MA50,Extreme-4
APR_2022,2,BANDHANBNK,55.78947368421052,0.5369288813301261,166.76071428571385,No Filter,Extreme-3
APR_2022,3,TECHM,66.66666666666666,0.49728290394404706,43.807142857142935,MA200,Extreme-4
APR_2022,4,NTPC,67.04545454545455,0.4719177755695488,64.3500000000003,No Filter,Extreme-3
APR_2022,5,INDUSINDBK,41.9753086419753,0.3370882699819642,266.64642857142803,No Filter,Extreme-4
APR_2022,6,RELIANCE,43.66197183098591,0.2850704445660867,256.70892857142894,No Filter,Extreme-2
APR_2022,7,POWERGRID,48.54368932038835,0.2795825690641382,48.514285714285535,No Filter,Extreme-4
APR_2022,8,ITC,56.32183908045977,0.27280856412816,61.605357142856946,No Filter,Extreme-1
APR_2022,9,ASHOKLEY,45.45454545454545,0.20887552198947176,14.033928571428625,No Filter,Extreme-1
APR_2022,10,ICICIBANK,44.79166666666667,0.198517049085071,143.24642857142828,No Filter,Extreme-4
MAY_2022,1,DABUR,100.0,1.0978892421612585,24.44285714285718,MA50,Extreme-1
MAY_2022,2,TATAMOTORS,66.66666666666666,0.6735338557415266,26.332142857142856,MA50,Extreme-4
MAY_2022,3,INDUSINDBK,46.788990825688074,0.431019934420085,427.7999999999997,No Filter,Extreme-4
MAY_2022,4,ONGC,43.925233644859816,0.40534960108486867,65.69642857142847,No Filter,Extreme-4
MAY_2022,5,NATIONALUM,60.0,0.39686321493240095,2.0821428571428413,MA200,Extreme-4
MAY_2022,6,COALINDIA,47.05882352941176,0.34212624669198477,67.27142857142826,No Filter,Extreme-4
MAY_2022,7,TECHM,42.71844660194174,0.28139926152527883,335.69285714285843,No Filter,Extreme-4
MAY_2022,8,SUNPHARMA,46.3768115942029,0.2812935460215338,347.8857142857146,No Filter,Extreme-2
MAY_2022,9,POWERGRID,48.760330578512395,0.27278772795324135,56.43214285714296,No Filter,Extreme-4
MAY_2022,10,CIPLA,56.00000000000001,0.27254006014650134,198.8839285714281,MA100,Extreme-3
JUN_2022,1,ASHOKLEY,42.05607476635514,0.48463397580720086,34.26071428571426,No Filter,Extreme-4
JUN_2022,2,INDUSINDBK,64.28571428571429,0.39364374954726117,51.624999999999886,MA100,Extreme-2
JUN_2022,3,SBIN,43.84615384615385,0.2570893268051061,153.34285714285653,No Filter,Extreme-4
JUN_2022,4,ONGC,43.56435643564357,0.2155210028138197,31.75357142857132,No Filter,Extreme-4
JUN_2022,5,TATAMOTORS,46.875,0.16965796850881232,23.607142857142946,MA50,Extreme-2
JUN_2022,6,ICICIBANK,42.34234234234234,0.1472979844222933,115.77142857142883,No Filter,Extreme-4
JUN_2022,7,HINDALCO,45.45454545454545,0.11846320575409489,38.05535714285696,No Filter,Extreme-1
JUN_2022,8,RELIANCE,43.75,0.0975170219292091,40.78571428571627,MA50,Extreme-4
JUN_2022,9,BANDHANBNK,38.095238095238095,0.09105350141075842,18.75178571428512,MA100,Extreme-1
JUN_2022,10,JSWSTEEL,38.21138211382114,0.07889070322545329,55.03214285714398,No Filter,Extreme-1
JUL_2022,1,INDUSINDBK,65.38461538461539,0.7219836042498269,668.9892857142856,No Filter,Extreme-4
JUL_2022,2,HINDALCO,64.0,0.6147896168057441,169.23928571428524,No Filter,Extreme-4
JUL_2022,3,VEDL,50.0,0.5830637803765457,105.45000000000016,No Filter,Extreme-4
JUL_2022,4,ICICIBANK,68.81720430107528,0.5373538452279574,387.76071428571413,No Filter,Extreme-4
JUL_2022,5,ADANIPORTS,58.06451612903226,0.5063640928730673,348.032142857145,No Filter,Extreme-4
JUL_2022,6,AXISBANK,56.60377358490566,0.45287055723675396,328.8714285714299,No Filter,Extreme-4
JUL_2022,7,TATASTEEL,58.06451612903226,0.43883008812283025,36.01785714285755,No Filter,Extreme-2
JUL_2022,8,DABUR,55.55555555555556,0.3621622355213254,251.60714285714357,No Filter,Extreme-3
JUL_2022,9,JSWSTEEL,52.94117647058824,0.3401504965584097,202.28035714285852,No Filter,Extreme-3
JUL_2022,10,PNB,38.25136612021858,0.29289593535255626,16.610714285714163,No Filter,Extreme-4
AUG_2022,1,PNB,44.20289855072464,0.4529973013908235,21.04285714285725,No Filter,Extreme-4
AUG_2022,2,COALINDIA,44.339622641509436,0.45089234930650574,97.11071428571401,No Filter,Extreme-4
AUG_2022,3,NATIONALUM,50.0,0.3371282278413073,21.53035714285724,MA50,Extreme-2
AUG_2022,4,DABUR,47.05882352941176,0.2511025412214399,148.61428571428553,No Filter,Extreme-3
AUG_2022,5,TATASTEEL,47.61904761904761,0.22719244206834827,30.135714285713988,No Filter,Extreme-3
AUG_2022,6,JSWSTEEL,46.666666666666664,0.21642285635836808,129.2678571428587,No Filter,Extreme-1
AUG_2022,7,ASHOKLEY,39.473684210526315,0.19743401634000607,10.70714285714304,No Filter,Extreme-4
AUG_2022,8,ITC,52.336448598130836,0.19071971318847017,63.79107142857015,No Filter,Extreme-3
AUG_2022,9,ICICIBANK,47.45762711864407,0.16711395816711022,168.84642857142865,No Filter,Extreme-4
AUG_2022,10,ADANIPORTS,46.666666666666664,0.1602057350271386,117.75714285714287,No Filter,Extreme-1
SEP_2022,1,BANDHANBNK,100.0,2.2102733974059987,13.535714285714334,MA100,Extreme-4
SEP_2022,2,NATIONALUM,59.523809523809526,0.5638140867965681,18.828571428571394,MA50,Extreme-4
SEP_2022,3,PNB,43.925233644859816,0.37736410863602615,15.389285714285776,No Filter,Extreme-3
SEP_2022,4,POWERGRID,55.72519083969466,0.31450949603708755,67.3000000000001,No Filter,Extreme-4
SEP_2022,5,ADANIPORTS,41.23711340206185,0.24428897485337747,216.7392857142878,MA50,Extreme-4
SEP_2022,6,CIPLA,46.31578947368421,0.20301251501702333,204.84642857142967,No Filter,Extreme-4
SEP_2022,7,AXISBANK,37.5,0.16711710063875707,93.6500000000002,MA50,Extreme-4
SEP_2022,8,ONGC,45.76271186440678,0.14011220534058638,20.78214285714249,No Filter,Extreme-4
SEP_2022,9,HINDALCO,38.2716049382716,0.1224080608613621,40.81249999999977,No Filter,Extreme-1
SEP_2022,10,SBIN,32.58426966292135,0.08874179238724837,43.44642857143003,MA50,Extreme-2
