Index,Timestamp,Open,High,Low,Close,Volume,Order
32,2025-12-24T14:22:00+05:30,1.07,1.07,1.07,1.07,181,OLDEST_FIRST
33,2025-12-24T14:23:00+05:30,1.06,1.06,1.06,1.06,5,OLDEST_FIRST
34,2025-12-24T14:24:00+05:30,1.06,1.06,1.06,1.06,25,OLDEST_FIRST
35,2025-12-24T14:25:00+05:30,1.07,1.07,1.07,1.07,340,OLDEST_FIRST
36,2025-12-24T14:26:00+05:30,1.06,1.06,1.06,1.06,4210,OLDEST_FIRST
37,2025-12-24T14:27:00+05:30,1.07,1.07,1.07,1.07,7,OLDEST_FIRST
38,2025-12-24T14:28:00+05:30,1.07,1.07,1.06,1.06,1188,OLDEST_FIRST
39,2025-12-24T14:29:00+05:30,1.07,1.07,1.06,1.07,1169,OLDEST_FIRST
40,2025-12-24T14:30:00+05:30,1.07,1.07,1.07,1.07,3530,OLDEST_FIRST
41,2025-12-24T14:31:00+05:30,1.07,1.07,1.07,1.07,6,OLDEST_FIRST
42,2025-12-24T14:32:00+05:30,1.07,1.07,1.07,1.07,10500,OLDEST_FIRST
43,2025-12-24T14:33:00+05:30,1.06,1.07,1.06,1.07,18421,OLDEST_FIRST
44,2025-12-24T14:34:00+05:30,1.06,1.06,1.06,1.06,14823,OLDEST_FIRST
45,2025-12-24T14:35:00+05:30,1.07,1.07,1.06,1.07,3183,OLDEST_FIRST
46,2025-12-24T14:36:00+05:30,1.07,1.07,1.06,1.06,13774,OLDEST_FIRST
47,2025-12-24T14:37:00+05:30,1.07,1.07,1.06,1.06,7105,OLDEST_FIRST
48,2025-12-24T14:38:00+05:30,1.06,1.06,1.06,1.06,100,OLDEST_FIRST
49,2025-12-24T14:39:00+05:30,1.06,1.06,1.06,1.06,300,OLDEST_FIRST
50,2025-12-24T14:40:00+05:30,1.07,1.07,1.06,1.07,3956,OLDEST_FIRST
51,2025-12-24T14:41:00+05:30,1.06,1.06,1.06,1.06,363,OLDEST_FIRST
52,2025-12-24T14:42:00+05:30,1.06,1.07,1.06,1.07,3862,OLDEST_FIRST
53,2025-12-24T14:43:00+05:30,1.07,1.07,1.07,1.07,108,OLDEST_FIRST
54,2025-12-24T14:44:00+05:30,1.07,1.07,1.06,1.06,1050,OLDEST_FIRST
55,2025-12-24T14:45:00+05:30,1.07,1.07,1.06,1.06,30247,OLDEST_FIRST
56,2025-12-24T14:46:00+05:30,1.07,1.08,1.06,1.08,114108,OLDEST_FIRST
57,2025-12-24T14:47:00+05:30,1.08,1.08,1.07,1.07,887,OLDEST_FIRST
58,2025-12-24T14:48:00+05:30,1.08,1.08,1.08,1.08,8204,OLDEST_FIRST
59,2025-12-24T14:49:00+05:30,1.07,1.08,1.07,1.08,850,OLDEST_FIRST
60,2025-12-24T14:50:00+05:30,1.08,1.08,1.07,1.08,6771,OLDEST_FIRST
61,2025-12-24T14:51:00+05:30,1.07,1.07,1.07,1.07,50,OLDEST_FIRST
62,2025-12-24T14:52:00+05:30,1.08,1.08,1.07,1.07,433,OLDEST_FIRST
63,2025-12-24T14:53:00+05:30,1.08,1.08,1.06,1.06,81500,OLDEST_FIRST
64,2025-12-24T14:54:00+05:30,1.08,1.08,1.06,1.06,11119,OLDEST_FIRST
65,2025-12-24T14:55:00+05:30,1.06,1.06,1.06,1.06,2086,OLDEST_FIRST
66,2025-12-24T14:56:00+05:30,1.07,1.07,1.07,1.07,3412,OLDEST_FIRST
67,2025-12-24T14:57:00+05:30,1.07,1.07,1.07,1.07,499,OLDEST_FIRST
68,2025-12-24T14:58:00+05:30,1.08,1.08,1.07,1.07,14490,OLDEST_FIRST
69,2025-12-24T14:59:00+05:30,1.07,1.07,1.07,1.07,11,OLDEST_FIRST
70,2025-12-24T15:00:00+05:30,1.07,1.07,1.07,1.07,1121,OLDEST_FIRST
71,2025-12-24T15:01:00+05:30,1.07,1.07,1.06,1.06,400,OLDEST_FIRST
72,2025-12-24T15:02:00+05:30,1.07,1.07,1.06,1.06,1001,OLDEST_FIRST
73,2025-12-24T15:03:00+05:30,1.07,1.07,1.06,1.06,2785,OLDEST_FIRST
74,2025-12-24T15:04:00+05:30,1.06,1.07,1.06,1.07,2295,OLDEST_FIRST
75,2025-12-24T15:05:00+05:30,1.07,1.07,1.07,1.07,550,OLDEST_FIRST
76,2025-12-24T15:06:00+05:30,1.07,1.08,1.07,1.08,109,OLDEST_FIRST
77,2025-12-24T15:07:00+05:30,1.07,1.07,1.07,1.07,49,OLDEST_FIRST
78,2025-12-24T15:08:00+05:30,1.07,1.07,1.07,1.07,0,OLDEST_FIRST
79,2025-12-24T15:09:00+05:30,1.07,1.07,1.07,1.07,500,OLDEST_FIRST
80,2025-12-24T15:10:00+05:30,1.08,1.08,1.07,1.08,13880,OLDEST_FIRST
81,2025-12-24T15:11:00+05:30,1.08,1.08,1.07,1.07,24652,OLDEST_FIRST
82,2025-12-24T15:12:00+05:30,1.07,1.08,1.07,1.08,234,OLDEST_FIRST
83,2025-12-24T15:13:00+05:30,1.07,1.08,1.06,1.08,111579,OLDEST_FIRST
84,2025-12-24T15:14:00+05:30,1.08,1.08,1.06,1.07,235,OLDEST_FIRST
85,2025-12-24T15:15:00+05:30,1.08,1.08,1.08,1.08,14,OLDEST_FIRST
86,2025-12-24T15:16:00+05:30,1.07,1.07,1.07,1.07,410,OLDEST_FIRST
87,2025-12-24T15:17:00+05:30,1.07,1.08,1.07,1.08,3088,OLDEST_FIRST
88,2025-12-24T15:18:00+05:30,1.08,1.08,1.07,1.08,8130,OLDEST_FIRST
89,2025-12-24T15:19:00+05:30,1.08,1.08,1.08,1.08,50,OLDEST_FIRST
90,2025-12-24T15:20:00+05:30,1.08,1.08,1.07,1.08,9250,OLDEST_FIRST
91,2025-12-24T15:21:00+05:30,1.08,1.08,1.08,1.08,99,OLDEST_FIRST
92,2025-12-24T15:22:00+05:30,1.08,1.08,1.08,1.08,206,OLDEST_FIRST
93,2025-12-24T15:23:00+05:30,1.08,1.08,1.08,1.08,10546,OLDEST_FIRST
94,2025-12-24T15:24:00+05:30,1.08,1.08,1.07,1.08,1898,OLDEST_FIRST
95,2025-12-24T15:25:00+05:30,1.08,1.08,1.08,1.08,10340,OLDEST_FIRST
96,2025-12-24T15:26:00+05:30,1.08,1.08,1.07,1.08,7100,OLDEST_FIRST
97,2025-12-24T15:27:00+05:30,1.08,1.08,1.06,1.06,551523,OLDEST_FIRST
98,2025-12-24T15:28:00+05:30,1.06,1.07,1.06,1.07,2460,OLDEST_FIRST
99,2025-12-24T15:29:00+05:30,1.07,1.08,1.06,1.07,15750,OLDEST_FIRST
