is_pf , oos_pf, is_n , oos_n, pass , active_gates                                                               , p01_active, p01_thresh         , p01_dir, p02_active, p02_thresh         , p02_dir, p05_active, p05_thresh         , p05_dir, p06_active, p06_thresh       , p06_dir, p08_active, p08_thresh       , p08_dir, p09_active, p09_thresh        , p09_dir, p03_active, p03_thresh, p03_dir, p04_active, p04_thresh, p04_dir, p10_active, p10_thresh, p10_dir, p07_active, p07_thresh       , p07_dir, p11_active, p11_val
1.0099, 0.9616, 14832, 14211, False, p01 >= -1.3674 | p05 <= 0.2753 | p06 <= 41.2043 | p07 <= 3090910281391.9341, True      , -1.3673672415010076, >=     , False     , -1.4330029205664494, >=     , True      , 0.27530775856365347, <=     , True      , 41.20427914268468, <=     , False     , 6.401241522632761, <=     , False     , 0.5591433305559572, >=     , False     ,         15, >=     , False     ,         25, <=     , False     ,          2, >=     , True      , 3090910281391.934, <=     , False     ,       1
