touch_idx,reclaim_idx,entry_idx,touch_dt,reclaim_dt,entry_dt,entry_price,ma20,touch_to_entry_day_cross,reclaim_to_entry_day_cross,month_boundary_carry
48,48,49,2022-01-03 13:15:00+05:30,2022-01-03 13:15:00+05:30,2022-01-03 13:20:00+05:30,109.2,108.88250000000001,False,False,False
114,114,115,2022-01-04 12:30:00+05:30,2022-01-04 12:30:00+05:30,2022-01-04 12:35:00+05:30,111.6,111.2275,False,False,False
116,116,117,2022-01-04 12:40:00+05:30,2022-01-04 12:40:00+05:30,2022-01-04 12:45:00+05:30,111.25,111.24249999999999,False,False,False
150,150,151,2022-01-05 09:15:00+05:30,2022-01-05 09:15:00+05:30,2022-01-05 09:20:00+05:30,111.3,111.03500000000001,False,False,False
153,155,156,2022-01-05 09:30:00+05:30,2022-01-05 09:40:00+05:30,2022-01-05 09:45:00+05:30,111.9,111.165,False,False,False
188,189,190,2022-01-05 12:25:00+05:30,2022-01-05 12:30:00+05:30,2022-01-05 12:35:00+05:30,113.05,113.025,False,False,False
221,221,222,2022-01-05 15:10:00+05:30,2022-01-05 15:10:00+05:30,2022-01-05 15:15:00+05:30,114.15,113.9075,False,False,False
225,226,227,2022-01-06 09:15:00+05:30,2022-01-06 09:20:00+05:30,2022-01-06 09:25:00+05:30,114.05,114.00250000000001,False,False,False
227,227,228,2022-01-06 09:25:00+05:30,2022-01-06 09:25:00+05:30,2022-01-06 09:30:00+05:30,114.3,114.07249999999999,False,False,False
228,231,232,2022-01-06 09:30:00+05:30,2022-01-06 09:45:00+05:30,2022-01-06 09:50:00+05:30,114.1,114.05749999999998,False,False,False
285,286,287,2022-01-06 14:15:00+05:30,2022-01-06 14:20:00+05:30,2022-01-06 14:25:00+05:30,112.55,112.4625,False,False,False
296,296,297,2022-01-06 15:10:00+05:30,2022-01-06 15:10:00+05:30,2022-01-06 15:15:00+05:30,112.6,112.6,False,False,False
297,297,298,2022-01-06 15:15:00+05:30,2022-01-06 15:15:00+05:30,2022-01-06 15:20:00+05:30,112.8,112.60249999999999,False,False,False
298,298,299,2022-01-06 15:20:00+05:30,2022-01-06 15:20:00+05:30,2022-01-06 15:25:00+05:30,112.65,112.60249999999999,False,False,False
299,300,301,2022-01-06 15:25:00+05:30,2022-01-07 09:15:00+05:30,2022-01-07 09:20:00+05:30,113.35,112.6,True,False,False
327,328,329,2022-01-07 11:30:00+05:30,2022-01-07 11:35:00+05:30,2022-01-07 11:40:00+05:30,113.05,112.8875,False,False,False
377,380,381,2022-01-10 09:25:00+05:30,2022-01-10 09:40:00+05:30,2022-01-10 09:45:00+05:30,112.5,112.15,False,False,False
411,411,412,2022-01-10 12:15:00+05:30,2022-01-10 12:15:00+05:30,2022-01-10 12:20:00+05:30,112.9,112.8,False,False,False
431,431,432,2022-01-10 13:55:00+05:30,2022-01-10 13:55:00+05:30,2022-01-10 14:00:00+05:30,113.2,113.1825,False,False,False
432,432,433,2022-01-10 14:00:00+05:30,2022-01-10 14:00:00+05:30,2022-01-10 14:05:00+05:30,113.4,113.20250000000001,False,False,False
439,442,443,2022-01-10 14:35:00+05:30,2022-01-10 14:50:00+05:30,2022-01-10 14:55:00+05:30,113.3,113.1525,False,False,False
448,448,449,2022-01-10 15:20:00+05:30,2022-01-10 15:20:00+05:30,2022-01-10 15:25:00+05:30,113.2,113.18500000000002,False,False,False
449,449,450,2022-01-10 15:25:00+05:30,2022-01-10 15:25:00+05:30,2022-01-11 09:15:00+05:30,112.25,113.18499999999999,True,True,False
521,524,525,2022-01-11 15:10:00+05:30,2022-01-11 15:25:00+05:30,2022-01-12 09:15:00+05:30,110.4,109.8875,True,True,False
545,545,546,2022-01-12 10:55:00+05:30,2022-01-12 10:55:00+05:30,2022-01-12 11:00:00+05:30,110.45,110.165,False,False,False
585,585,586,2022-01-12 14:15:00+05:30,2022-01-12 14:15:00+05:30,2022-01-12 14:20:00+05:30,111.0,110.74249999999999,False,False,False
675,675,676,2022-01-14 09:15:00+05:30,2022-01-14 09:15:00+05:30,2022-01-14 09:20:00+05:30,118.0,117.665,False,False,False
719,719,720,2022-01-14 12:55:00+05:30,2022-01-14 12:55:00+05:30,2022-01-14 13:00:00+05:30,117.9,117.63499999999999,False,False,False
789,789,790,2022-01-17 12:30:00+05:30,2022-01-17 12:30:00+05:30,2022-01-17 12:35:00+05:30,116.7,116.66749999999999,False,False,False
790,790,791,2022-01-17 12:35:00+05:30,2022-01-17 12:35:00+05:30,2022-01-17 12:40:00+05:30,116.85,116.68000000000002,False,False,False
872,872,873,2022-01-18 13:10:00+05:30,2022-01-18 13:10:00+05:30,2022-01-18 13:15:00+05:30,118.1,118.08,False,False,False
897,900,901,2022-01-18 15:15:00+05:30,2022-01-19 09:15:00+05:30,2022-01-19 09:20:00+05:30,117.4,116.7625,True,False,False
904,906,907,2022-01-19 09:35:00+05:30,2022-01-19 09:45:00+05:30,2022-01-19 09:50:00+05:30,117.55,116.57750000000001,False,False,False
977,977,978,2022-01-20 09:25:00+05:30,2022-01-20 09:25:00+05:30,2022-01-20 09:30:00+05:30,118.25,117.30499999999999,False,False,False
1044,1047,1048,2022-01-20 15:00:00+05:30,2022-01-20 15:15:00+05:30,2022-01-20 15:20:00+05:30,117.3,117.00750000000001,False,False,False
1087,1087,1088,2022-01-21 12:20:00+05:30,2022-01-21 12:20:00+05:30,2022-01-21 12:25:00+05:30,114.15,113.85,False,False,False
1118,1120,1121,2022-01-21 14:55:00+05:30,2022-01-21 15:05:00+05:30,2022-01-21 15:10:00+05:30,113.4,113.39500000000001,False,False,False
1183,1186,1187,2022-01-24 14:05:00+05:30,2022-01-24 14:20:00+05:30,2022-01-24 14:25:00+05:30,107.6,107.59,False,False,False
1198,1201,1202,2022-01-24 15:20:00+05:30,2022-01-25 09:20:00+05:30,2022-01-25 09:25:00+05:30,107.25,106.54,True,False,False
1251,1251,1252,2022-01-25 13:30:00+05:30,2022-01-25 13:30:00+05:30,2022-01-25 13:35:00+05:30,106.95,106.725,False,False,False
1264,1264,1265,2022-01-25 14:35:00+05:30,2022-01-25 14:35:00+05:30,2022-01-25 14:40:00+05:30,107.25,107.08250000000001,False,False,False
1272,1272,1273,2022-01-25 15:15:00+05:30,2022-01-25 15:15:00+05:30,2022-01-25 15:20:00+05:30,107.3,107.25250000000001,False,False,False
1344,1346,1347,2022-01-27 15:00:00+05:30,2022-01-27 15:10:00+05:30,2022-01-27 15:15:00+05:30,105.5,105.41,False,False,False
1388,1389,1390,2022-01-28 12:25:00+05:30,2022-01-28 12:30:00+05:30,2022-01-28 12:35:00+05:30,108.15,107.89499999999998,False,False,False
1422,1425,1426,2022-01-28 15:15:00+05:30,2022-01-31 09:15:00+05:30,2022-01-31 09:20:00+05:30,107.0,106.07000000000001,True,False,False
1483,1483,1484,2022-01-31 14:05:00+05:30,2022-01-31 14:05:00+05:30,2022-01-31 14:10:00+05:30,105.7,105.63,False,False,False
1486,1488,1489,2022-01-31 14:20:00+05:30,2022-01-31 14:30:00+05:30,2022-01-31 14:35:00+05:30,105.7,105.655,False,False,False
1490,1490,1491,2022-01-31 14:40:00+05:30,2022-01-31 14:40:00+05:30,2022-01-31 14:45:00+05:30,105.95,105.6575,False,False,False
1497,1500,1501,2022-01-31 15:15:00+05:30,2022-02-01 09:15:00+05:30,2022-02-01 09:20:00+05:30,106.25,105.55499999999999,True,False,False
1501,1501,1502,2022-02-01 09:20:00+05:30,2022-02-01 09:20:00+05:30,2022-02-01 09:25:00+05:30,105.7,105.525,False,False,False
1532,1532,1533,2022-02-01 11:55:00+05:30,2022-02-01 11:55:00+05:30,2022-02-01 12:00:00+05:30,107.75,107.58250000000001,False,False,False
1540,1540,1541,2022-02-01 12:35:00+05:30,2022-02-01 12:35:00+05:30,2022-02-01 12:40:00+05:30,108.35,107.8575,False,False,False
1547,1548,1549,2022-02-01 13:10:00+05:30,2022-02-01 13:15:00+05:30,2022-02-01 13:20:00+05:30,108.4,108.3175,False,False,False
1548,1550,1551,2022-02-01 13:15:00+05:30,2022-02-01 13:25:00+05:30,2022-02-01 13:30:00+05:30,108.75,108.38250000000001,False,False,False
1575,1576,1577,2022-02-02 09:15:00+05:30,2022-02-02 09:20:00+05:30,2022-02-02 09:25:00+05:30,112.9,112.7325,False,False,False
1634,1634,1635,2022-02-02 14:10:00+05:30,2022-02-02 14:10:00+05:30,2022-02-02 14:15:00+05:30,113.2,112.825,False,False,False
1643,1645,1646,2022-02-02 14:55:00+05:30,2022-02-02 15:05:00+05:30,2022-02-02 15:10:00+05:30,113.05,113.00749999999998,False,False,False
1646,1646,1647,2022-02-02 15:10:00+05:30,2022-02-02 15:10:00+05:30,2022-02-02 15:15:00+05:30,113.15,113.04249999999999,False,False,False
1648,1648,1649,2022-02-02 15:20:00+05:30,2022-02-02 15:20:00+05:30,2022-02-02 15:25:00+05:30,113.25,113.075,False,False,False
1650,1652,1653,2022-02-03 09:15:00+05:30,2022-02-03 09:25:00+05:30,2022-02-03 09:30:00+05:30,113.6,113.075,False,False,False
1654,1654,1655,2022-02-03 09:35:00+05:30,2022-02-03 09:35:00+05:30,2022-02-03 09:40:00+05:30,113.4,113.11750000000002,False,False,False
1716,1716,1717,2022-02-03 14:45:00+05:30,2022-02-03 14:45:00+05:30,2022-02-03 14:50:00+05:30,113.75,113.55999999999999,False,False,False
1722,1725,1726,2022-02-03 15:15:00+05:30,2022-02-04 09:15:00+05:30,2022-02-04 09:20:00+05:30,114.15,113.3875,True,False,False
1737,1738,1739,2022-02-04 10:15:00+05:30,2022-02-04 10:20:00+05:30,2022-02-04 10:25:00+05:30,114.55,114.43500000000002,False,False,False
1757,1759,1760,2022-02-04 11:55:00+05:30,2022-02-04 12:05:00+05:30,2022-02-04 12:10:00+05:30,115.0,114.94749999999999,False,False,False
1779,1779,1780,2022-02-04 13:45:00+05:30,2022-02-04 13:45:00+05:30,2022-02-04 13:50:00+05:30,114.8,114.60249999999999,False,False,False
1797,1800,1801,2022-02-04 15:15:00+05:30,2022-02-07 09:15:00+05:30,2022-02-07 09:20:00+05:30,116.2,114.4425,True,False,False
1872,1873,1874,2022-02-07 15:15:00+05:30,2022-02-07 15:20:00+05:30,2022-02-07 15:25:00+05:30,114.75,114.59250000000002,False,False,False
1899,1899,1900,2022-02-08 11:15:00+05:30,2022-02-08 11:15:00+05:30,2022-02-08 11:20:00+05:30,114.95,114.71750000000002,False,False,False
1920,1920,1921,2022-02-08 13:00:00+05:30,2022-02-08 13:00:00+05:30,2022-02-08 13:05:00+05:30,115.6,115.5625,False,False,False
1922,1922,1923,2022-02-08 13:10:00+05:30,2022-02-08 13:10:00+05:30,2022-02-08 13:15:00+05:30,116.05,115.67249999999999,False,False,False
1998,2001,2002,2022-02-09 13:15:00+05:30,2022-02-09 13:30:00+05:30,2022-02-09 13:35:00+05:30,118.0,117.9775,False,False,False
2016,2016,2017,2022-02-09 14:45:00+05:30,2022-02-09 14:45:00+05:30,2022-02-09 14:50:00+05:30,117.95,117.88499999999999,False,False,False
2017,2017,2018,2022-02-09 14:50:00+05:30,2022-02-09 14:50:00+05:30,2022-02-09 14:55:00+05:30,118.3,117.93500000000002,False,False,False
2061,2061,2062,2022-02-10 12:15:00+05:30,2022-02-10 12:15:00+05:30,2022-02-10 12:20:00+05:30,121.15,120.94000000000001,False,False,False
2074,2075,2076,2022-02-10 13:20:00+05:30,2022-02-10 13:25:00+05:30,2022-02-10 13:30:00+05:30,120.95,120.92,False,False,False
2087,2087,2088,2022-02-10 14:25:00+05:30,2022-02-10 14:25:00+05:30,2022-02-10 14:30:00+05:30,121.2,121.14000000000001,False,False,False
2092,2092,2093,2022-02-10 14:50:00+05:30,2022-02-10 14:50:00+05:30,2022-02-10 14:55:00+05:30,121.4,121.2775,False,False,False
2094,2094,2095,2022-02-10 15:00:00+05:30,2022-02-10 15:00:00+05:30,2022-02-10 15:05:00+05:30,121.35,121.31999999999998,False,False,False
2101,2104,2105,2022-02-11 09:20:00+05:30,2022-02-11 09:35:00+05:30,2022-02-11 09:40:00+05:30,121.55,121.3175,False,False,False
2107,2108,2109,2022-02-11 09:50:00+05:30,2022-02-11 09:55:00+05:30,2022-02-11 10:00:00+05:30,121.4,121.2675,False,False,False
2159,2160,2161,2022-02-11 14:10:00+05:30,2022-02-11 14:15:00+05:30,2022-02-11 14:20:00+05:30,122.45,122.4825,False,False,False
2224,2224,2225,2022-02-14 13:20:00+05:30,2022-02-14 13:20:00+05:30,2022-02-14 13:25:00+05:30,117.35,117.29749999999999,False,False,False
2247,2250,2251,2022-02-14 15:15:00+05:30,2022-02-15 09:15:00+05:30,2022-02-15 09:20:00+05:30,115.8,115.59250000000002,True,False,False
2288,2290,2291,2022-02-15 12:25:00+05:30,2022-02-15 12:35:00+05:30,2022-02-15 12:40:00+05:30,112.85,112.80999999999999,False,False,False
2326,2327,2328,2022-02-16 09:20:00+05:30,2022-02-16 09:25:00+05:30,2022-02-16 09:30:00+05:30,116.25,116.28999999999999,False,False,False
2368,2370,2371,2022-02-16 12:50:00+05:30,2022-02-16 13:00:00+05:30,2022-02-16 13:05:00+05:30,116.85,116.60249999999999,False,False,False
2376,2377,2378,2022-02-16 13:30:00+05:30,2022-02-16 13:35:00+05:30,2022-02-16 13:40:00+05:30,116.85,116.755,False,False,False
2397,2400,2401,2022-02-16 15:15:00+05:30,2022-02-17 09:15:00+05:30,2022-02-17 09:20:00+05:30,116.6,116.4425,True,False,False
2401,2401,2402,2022-02-17 09:20:00+05:30,2022-02-17 09:20:00+05:30,2022-02-17 09:25:00+05:30,116.4,116.19750000000002,False,False,False
2416,2416,2417,2022-02-17 10:35:00+05:30,2022-02-17 10:35:00+05:30,2022-02-17 10:40:00+05:30,116.05,115.6025,False,False,False
2450,2453,2454,2022-02-17 13:25:00+05:30,2022-02-17 13:40:00+05:30,2022-02-17 13:45:00+05:30,117.05,116.8525,False,False,False
2452,2452,2453,2022-02-17 13:35:00+05:30,2022-02-17 13:35:00+05:30,2022-02-17 13:40:00+05:30,116.8,116.82750000000001,False,False,False
2472,2475,2476,2022-02-17 15:15:00+05:30,2022-02-18 09:15:00+05:30,2022-02-18 09:20:00+05:30,116.15,115.955,True,False,False
2477,2477,2478,2022-02-18 09:25:00+05:30,2022-02-18 09:25:00+05:30,2022-02-18 09:30:00+05:30,116.4,115.7675,False,False,False
2678,2681,2682,2022-02-22 13:40:00+05:30,2022-02-22 13:55:00+05:30,2022-02-22 14:00:00+05:30,109.6,109.4675,False,False,False
2694,2694,2695,2022-02-22 15:00:00+05:30,2022-02-22 15:00:00+05:30,2022-02-22 15:05:00+05:30,110.35,109.75999999999999,False,False,False
2698,2700,2701,2022-02-22 15:20:00+05:30,2022-02-23 09:15:00+05:30,2022-02-23 09:20:00+05:30,111.4,110.08,True,False,False
2743,2745,2746,2022-02-23 12:50:00+05:30,2022-02-23 13:00:00+05:30,2022-02-23 13:05:00+05:30,110.5,110.36749999999999,False,False,False
2757,2757,2758,2022-02-23 14:00:00+05:30,2022-02-23 14:00:00+05:30,2022-02-23 14:05:00+05:30,111.1,110.74750000000002,False,False,False
2829,2830,2831,2022-02-24 13:45:00+05:30,2022-02-24 13:50:00+05:30,2022-02-24 13:55:00+05:30,106.4,106.22,False,False,False
2847,2850,2851,2022-02-24 15:15:00+05:30,2022-02-25 09:15:00+05:30,2022-02-25 09:20:00+05:30,107.85,105.1125,True,False,False
2884,2884,2885,2022-02-25 12:05:00+05:30,2022-02-25 12:05:00+05:30,2022-02-25 12:10:00+05:30,110.2,110.035,False,False,False
2885,2886,2887,2022-02-25 12:10:00+05:30,2022-02-25 12:15:00+05:30,2022-02-25 12:20:00+05:30,110.25,110.0625,False,False,False
2890,2891,2892,2022-02-25 12:35:00+05:30,2022-02-25 12:40:00+05:30,2022-02-25 12:45:00+05:30,110.65,110.2325,False,False,False
2907,2907,2908,2022-02-25 14:00:00+05:30,2022-02-25 14:00:00+05:30,2022-02-25 14:05:00+05:30,111.1,110.76000000000002,False,False,False
2919,2919,2920,2022-02-25 15:00:00+05:30,2022-02-25 15:00:00+05:30,2022-02-25 15:05:00+05:30,110.7,110.5975,False,False,False
2925,2925,2926,2022-02-28 09:15:00+05:30,2022-02-28 09:15:00+05:30,2022-02-28 09:20:00+05:30,112.5,110.78,False,False,False
2988,2989,2990,2022-02-28 14:30:00+05:30,2022-02-28 14:35:00+05:30,2022-02-28 14:40:00+05:30,117.8,117.16,False,False,False
3039,3041,3042,2022-03-02 12:30:00+05:30,2022-03-02 12:40:00+05:30,2022-03-02 12:45:00+05:30,125.1,124.99000000000001,False,False,False
3060,3062,3063,2022-03-02 14:15:00+05:30,2022-03-02 14:25:00+05:30,2022-03-02 14:30:00+05:30,125.95,125.625,False,False,False
3073,3075,3076,2022-03-02 15:20:00+05:30,2022-03-03 09:15:00+05:30,2022-03-03 09:20:00+05:30,127.3,125.475,True,False,False
3123,3126,3127,2022-03-03 13:15:00+05:30,2022-03-03 13:30:00+05:30,2022-03-03 13:35:00+05:30,127.8,127.65,False,False,False
3132,3132,3133,2022-03-03 14:00:00+05:30,2022-03-03 14:00:00+05:30,2022-03-03 14:05:00+05:30,128.2,127.7375,False,False,False
3135,3137,3138,2022-03-03 14:15:00+05:30,2022-03-03 14:25:00+05:30,2022-03-03 14:30:00+05:30,128.0,127.76500000000001,False,False,False
3150,3150,3151,2022-03-04 09:15:00+05:30,2022-03-04 09:15:00+05:30,2022-03-04 09:20:00+05:30,127.55,127.545,False,False,False
3152,3152,3153,2022-03-04 09:25:00+05:30,2022-03-04 09:25:00+05:30,2022-03-04 09:30:00+05:30,128.2,127.48000000000002,False,False,False
3156,3156,3157,2022-03-04 09:45:00+05:30,2022-03-04 09:45:00+05:30,2022-03-04 09:50:00+05:30,127.8,127.50999999999999,False,False,False
3157,3157,3158,2022-03-04 09:50:00+05:30,2022-03-04 09:50:00+05:30,2022-03-04 09:55:00+05:30,128.05,127.50999999999999,False,False,False
3167,3167,3168,2022-03-04 10:40:00+05:30,2022-03-04 10:40:00+05:30,2022-03-04 10:45:00+05:30,127.8,127.4325,False,False,False
3222,3225,3226,2022-03-04 15:15:00+05:30,2022-03-07 09:15:00+05:30,2022-03-07 09:20:00+05:30,126.15,124.45250000000001,True,False,False
3223,3223,3224,2022-03-04 15:20:00+05:30,2022-03-04 15:20:00+05:30,2022-03-04 15:25:00+05:30,124.4,124.3975,False,False,False
3228,3231,3232,2022-03-07 09:35:00+05:30,2022-03-07 09:50:00+05:30,2022-03-07 09:55:00+05:30,124.85,124.475,False,False,False
3242,3245,3246,2022-03-07 10:45:00+05:30,2022-03-07 11:00:00+05:30,2022-03-07 11:05:00+05:30,124.65,124.30999999999999,False,False,False
3267,3267,3268,2022-03-07 12:50:00+05:30,2022-03-07 12:50:00+05:30,2022-03-07 12:55:00+05:30,124.5,124.17249999999999,False,False,False
3285,3288,3289,2022-03-07 14:20:00+05:30,2022-03-07 14:35:00+05:30,2022-03-07 14:40:00+05:30,124.3,124.00999999999999,False,False,False
3327,3327,3328,2022-03-08 11:35:00+05:30,2022-03-08 11:35:00+05:30,2022-03-08 11:40:00+05:30,122.0,121.475,False,False,False
3334,3334,3335,2022-03-08 12:10:00+05:30,2022-03-08 12:10:00+05:30,2022-03-08 12:15:00+05:30,121.85,121.49749999999999,False,False,False
3345,3346,3347,2022-03-08 13:05:00+05:30,2022-03-08 13:10:00+05:30,2022-03-08 13:15:00+05:30,122.45,122.11749999999999,False,False,False
3368,3368,3369,2022-03-08 15:00:00+05:30,2022-03-08 15:00:00+05:30,2022-03-08 15:05:00+05:30,123.65,123.275,False,False,False
3371,3371,3372,2022-03-08 15:15:00+05:30,2022-03-08 15:15:00+05:30,2022-03-08 15:20:00+05:30,123.5,123.46,False,False,False
3416,3416,3417,2022-03-09 12:45:00+05:30,2022-03-09 12:45:00+05:30,2022-03-09 12:50:00+05:30,121.9,121.71499999999999,False,False,False
3425,3425,3426,2022-03-09 13:30:00+05:30,2022-03-09 13:30:00+05:30,2022-03-09 13:35:00+05:30,122.3,122.005,False,False,False
3448,3451,3452,2022-03-09 15:25:00+05:30,2022-03-10 09:25:00+05:30,2022-03-10 09:30:00+05:30,122.55,122.345,True,False,False
3477,3477,3478,2022-03-10 11:35:00+05:30,2022-03-10 11:35:00+05:30,2022-03-10 11:40:00+05:30,122.9,122.5125,False,False,False
3581,3584,3585,2022-03-11 14:00:00+05:30,2022-03-11 14:15:00+05:30,2022-03-11 14:20:00+05:30,127.2,127.04749999999999,False,False,False
3586,3589,3590,2022-03-11 14:25:00+05:30,2022-03-11 14:40:00+05:30,2022-03-11 14:45:00+05:30,127.2,126.95,False,False,False
3598,3599,3600,2022-03-11 15:25:00+05:30,2022-03-14 09:15:00+05:30,2022-03-14 09:20:00+05:30,126.9,126.82750000000001,True,False,False
3637,3637,3638,2022-03-14 12:25:00+05:30,2022-03-14 12:25:00+05:30,2022-03-14 12:30:00+05:30,125.2,125.1625,False,False,False
3665,3667,3668,2022-03-14 14:45:00+05:30,2022-03-14 14:55:00+05:30,2022-03-14 15:00:00+05:30,125.55,125.37749999999998,False,False,False
3746,3749,3750,2022-03-15 15:15:00+05:30,2022-03-16 09:15:00+05:30,2022-03-16 09:20:00+05:30,120.95,120.1875,True,False,False
3794,3797,3798,2022-03-16 13:00:00+05:30,2022-03-16 13:15:00+05:30,2022-03-16 13:20:00+05:30,122.5,122.35499999999999,False,False,False
3816,3818,3819,2022-03-16 14:50:00+05:30,2022-03-16 15:00:00+05:30,2022-03-16 15:05:00+05:30,123.25,122.995,False,False,False
3821,3824,3825,2022-03-16 15:15:00+05:30,2022-03-17 09:15:00+05:30,2022-03-17 09:20:00+05:30,124.35,123.00750000000001,True,False,False
3887,3887,3888,2022-03-17 14:30:00+05:30,2022-03-17 14:30:00+05:30,2022-03-17 14:35:00+05:30,127.45,127.17250000000001,False,False,False
3895,3896,3897,2022-03-17 15:10:00+05:30,2022-03-17 15:15:00+05:30,2022-03-17 15:20:00+05:30,127.05,126.9825,False,False,False
3897,3899,3900,2022-03-17 15:20:00+05:30,2022-03-21 09:15:00+05:30,2022-03-21 09:20:00+05:30,128.45,127.0,True,False,False
3971,3974,3975,2022-03-21 15:15:00+05:30,2022-03-22 09:15:00+05:30,2022-03-22 09:20:00+05:30,128.5,127.6075,True,False,False
4015,4015,4016,2022-03-22 12:40:00+05:30,2022-03-22 12:40:00+05:30,2022-03-22 12:45:00+05:30,126.35,126.25750000000001,False,False,False
4032,4032,4033,2022-03-22 14:05:00+05:30,2022-03-22 14:05:00+05:30,2022-03-22 14:10:00+05:30,126.85,126.7325,False,False,False
4043,4043,4044,2022-03-22 15:00:00+05:30,2022-03-22 15:00:00+05:30,2022-03-22 15:05:00+05:30,126.75,126.6925,False,False,False
4046,4047,4048,2022-03-22 15:15:00+05:30,2022-03-22 15:20:00+05:30,2022-03-22 15:25:00+05:30,126.8,126.5925,False,False,False
4061,4061,4062,2022-03-23 10:15:00+05:30,2022-03-23 10:15:00+05:30,2022-03-23 10:20:00+05:30,127.9,127.15,False,False,False
4091,4091,4092,2022-03-23 12:45:00+05:30,2022-03-23 12:45:00+05:30,2022-03-23 12:50:00+05:30,126.85,126.5175,False,False,False
4124,4125,4126,2022-03-24 09:15:00+05:30,2022-03-24 09:20:00+05:30,2022-03-24 09:25:00+05:30,130.65,129.8825,False,False,False
4171,4174,4175,2022-03-24 13:10:00+05:30,2022-03-24 13:25:00+05:30,2022-03-24 13:30:00+05:30,131.4,131.2525,False,False,False
4196,4199,4200,2022-03-24 15:15:00+05:30,2022-03-25 09:15:00+05:30,2022-03-25 09:20:00+05:30,131.85,131.68,True,False,False
4200,4201,4202,2022-03-25 09:20:00+05:30,2022-03-25 09:25:00+05:30,2022-03-25 09:30:00+05:30,131.65,131.6175,False,False,False
4240,4240,4241,2022-03-25 12:40:00+05:30,2022-03-25 12:40:00+05:30,2022-03-25 12:45:00+05:30,131.7,131.4025,False,False,False
4272,4275,4276,2022-03-25 15:20:00+05:30,2022-03-28 09:20:00+05:30,2022-03-28 09:25:00+05:30,131.1,130.75500000000002,True,False,False
4310,4310,4311,2022-03-28 12:15:00+05:30,2022-03-28 12:15:00+05:30,2022-03-28 12:20:00+05:30,130.5,130.20250000000001,False,False,False
4323,4323,4324,2022-03-28 13:20:00+05:30,2022-03-28 13:20:00+05:30,2022-03-28 13:25:00+05:30,130.9,130.7425,False,False,False
4332,4332,4333,2022-03-28 14:05:00+05:30,2022-03-28 14:05:00+05:30,2022-03-28 14:10:00+05:30,131.15,131.0075,False,False,False
4394,4395,4396,2022-03-29 13:00:00+05:30,2022-03-29 13:05:00+05:30,2022-03-29 13:10:00+05:30,129.55,129.57999999999998,False,False,False
4400,4400,4401,2022-03-29 13:30:00+05:30,2022-03-29 13:30:00+05:30,2022-03-29 13:35:00+05:30,129.7,129.4975,False,False,False
4406,4407,4408,2022-03-29 14:00:00+05:30,2022-03-29 14:05:00+05:30,2022-03-29 14:10:00+05:30,130.3,129.54500000000002,False,False,False
4411,4411,4412,2022-03-29 14:25:00+05:30,2022-03-29 14:25:00+05:30,2022-03-29 14:30:00+05:30,130.2,129.7575,False,False,False
4417,4417,4418,2022-03-29 14:55:00+05:30,2022-03-29 14:55:00+05:30,2022-03-29 15:00:00+05:30,130.05,129.98,False,False,False
4418,4418,4419,2022-03-29 15:00:00+05:30,2022-03-29 15:00:00+05:30,2022-03-29 15:05:00+05:30,130.25,130.0125,False,False,False
4474,4475,4476,2022-03-30 13:25:00+05:30,2022-03-30 13:30:00+05:30,2022-03-30 13:35:00+05:30,127.35,127.2625,False,False,False
4478,4479,4480,2022-03-30 13:45:00+05:30,2022-03-30 13:50:00+05:30,2022-03-30 13:55:00+05:30,127.3,127.24750000000002,False,False,False
4489,4490,4491,2022-03-30 14:40:00+05:30,2022-03-30 14:45:00+05:30,2022-03-30 14:50:00+05:30,127.55,127.2,False,False,False
4492,4492,4493,2022-03-30 14:55:00+05:30,2022-03-30 14:55:00+05:30,2022-03-30 15:00:00+05:30,127.5,127.24249999999999,False,False,False
4496,4499,4500,2022-03-30 15:15:00+05:30,2022-03-31 09:15:00+05:30,2022-03-31 09:20:00+05:30,127.6,127.23999999999998,True,False,False
4526,4527,4528,2022-03-31 11:30:00+05:30,2022-03-31 11:35:00+05:30,2022-03-31 11:40:00+05:30,128.05,127.8525,False,False,False
4560,4561,4562,2022-03-31 14:20:00+05:30,2022-03-31 14:25:00+05:30,2022-03-31 14:30:00+05:30,127.3,127.25999999999999,False,False,False
4562,4562,4563,2022-03-31 14:30:00+05:30,2022-03-31 14:30:00+05:30,2022-03-31 14:35:00+05:30,127.4,127.22250000000001,False,False,False
4568,4568,4569,2022-03-31 15:00:00+05:30,2022-03-31 15:00:00+05:30,2022-03-31 15:05:00+05:30,127.2,127.13499999999999,False,False,False
4569,4569,4570,2022-03-31 15:05:00+05:30,2022-03-31 15:05:00+05:30,2022-03-31 15:10:00+05:30,127.2,127.13499999999999,False,False,False
4570,4570,4571,2022-03-31 15:10:00+05:30,2022-03-31 15:10:00+05:30,2022-03-31 15:15:00+05:30,127.1,127.12749999999998,False,False,False
4571,4572,4573,2022-03-31 15:15:00+05:30,2022-03-31 15:20:00+05:30,2022-03-31 15:25:00+05:30,127.15,127.1125,False,False,False
4573,4573,4574,2022-03-31 15:25:00+05:30,2022-03-31 15:25:00+05:30,2022-04-01 09:15:00+05:30,127.4,127.11500000000001,True,True,True
4574,4574,4575,2022-04-01 09:15:00+05:30,2022-04-01 09:15:00+05:30,2022-04-01 09:20:00+05:30,127.8,127.14750000000001,False,False,False
4628,4630,4631,2022-04-01 13:45:00+05:30,2022-04-01 13:55:00+05:30,2022-04-01 14:00:00+05:30,128.15,127.835,False,False,False
