entry_time,exit_time,entry,exit,qty,pnl,reason,ma20,atr_config
2022-01-25 10:00:00+05:30,2022-01-25 10:10:00+05:30,284.75,277.9821428571429,117,-791.8392857142819,stop,284.245,Extreme-1
2022-01-25 12:10:00+05:30,2022-01-25 12:45:00+05:30,281.5,279.31249999999994,118,-258.1250000000067,stop,280.69,Extreme-1
2022-01-25 13:05:00+05:30,2022-01-25 15:00:00+05:30,281.4,281.9,118,59.0,time,281.14,Extreme-1
2022-01-27 12:40:00+05:30,2022-01-27 15:00:00+05:30,271.6,272.8,122,146.3999999999986,time,271.15,Extreme-1
2022-01-27 14:20:00+05:30,2022-01-27 15:00:00+05:30,272.1,272.8,122,85.39999999999861,time,271.4625,Extreme-1
2022-01-28 09:15:00+05:30,2022-01-28 09:30:00+05:30,275.05,279.77857142857135,121,572.1571428571324,target,272.47749999999996,Extreme-1
2022-01-31 12:20:00+05:30,2022-01-31 12:40:00+05:30,285.5,284.14285714285717,116,-157.4285714285686,stop,285.0075,Extreme-1
2022-01-31 12:30:00+05:30,2022-01-31 12:40:00+05:30,285.55,284.1303571428572,116,-164.6785714285686,stop,285.095,Extreme-1
2022-01-31 13:45:00+05:30,2022-01-31 14:45:00+05:30,284.9,287.18571428571425,117,267.4285714285705,target,284.865,Extreme-1
2022-01-31 09:20:00+05:30,2022-01-31 15:00:00+05:30,282.75,286.8,117,473.85000000000133,time,277.2475,Extreme-1
2022-01-31 11:20:00+05:30,2022-01-31 15:00:00+05:30,285.65,286.8,116,133.40000000000396,time,285.0775,Extreme-1
2022-01-31 12:35:00+05:30,2022-01-31 15:00:00+05:30,285.2,286.8,116,185.60000000000264,time,285.0875,Extreme-1
2022-02-01 11:20:00+05:30,2022-02-01 12:25:00+05:30,286.95,289.33571428571423,116,276.74285714285224,target,286.575,Extreme-1
2022-02-01 11:40:00+05:30,2022-02-01 12:25:00+05:30,286.7,289.49999999999994,116,324.7999999999947,target,286.5825,Extreme-1
2022-02-01 13:35:00+05:30,2022-02-01 15:00:00+05:30,288.5,288.5,115,0.0,time,287.98,Extreme-1
2022-02-02 09:20:00+05:30,2022-02-02 09:50:00+05:30,289.3,292.95714285714286,115,420.5714285714271,target,288.7825,Extreme-1
2022-02-02 09:25:00+05:30,2022-02-02 09:50:00+05:30,289.3,292.9142857142857,115,415.64285714285546,target,288.8975,Extreme-1
2022-02-03 14:15:00+05:30,2022-02-03 15:00:00+05:30,291.3,290.25,114,-119.7000000000013,time,291.2125,Extreme-1
2022-02-03 14:25:00+05:30,2022-02-03 15:00:00+05:30,291.3,290.25,114,-119.7000000000013,time,291.135,Extreme-1
2022-02-04 13:30:00+05:30,2022-02-04 14:35:00+05:30,287.15,286.06071428571425,116,-126.3571428571438,stop,286.8875,Extreme-1
2022-02-04 13:40:00+05:30,2022-02-04 14:35:00+05:30,287.0,285.9017857142857,116,-127.3928571428562,stop,286.90999999999997,Extreme-1
2022-02-04 14:05:00+05:30,2022-02-04 14:35:00+05:30,287.3,285.97857142857146,116,-153.2857142857124,stop,286.98249999999996,Extreme-1
2022-02-07 12:35:00+05:30,2022-02-07 13:35:00+05:30,281.9,280.6142857142857,118,-151.71428571428476,stop,281.85749999999996,Extreme-1
2022-02-08 09:20:00+05:30,2022-02-08 09:25:00+05:30,281.5,279.0625,118,-287.625,stop,279.22249999999997,Extreme-1
2022-02-08 11:20:00+05:30,2022-02-08 15:00:00+05:30,279.35,281.3,119,232.04999999999865,time,279.16499999999996,Extreme-1
2022-02-09 09:20:00+05:30,2022-02-09 15:00:00+05:30,283.5,285.1,117,187.20000000000266,time,280.03000000000003,Extreme-1
2022-02-09 12:00:00+05:30,2022-02-09 15:00:00+05:30,284.1,285.1,117,117.0,time,284.03999999999996,Extreme-1
2022-02-09 12:50:00+05:30,2022-02-09 15:00:00+05:30,284.2,285.1,117,105.30000000000399,time,284.0675,Extreme-1
2022-02-09 13:55:00+05:30,2022-02-09 15:00:00+05:30,284.5,285.1,117,70.20000000000266,time,283.9725,Extreme-1
2022-02-10 09:15:00+05:30,2022-02-10 09:20:00+05:30,286.2,284.9410714285714,116,-146.035714285719,stop,284.525,Extreme-1
2022-02-10 09:25:00+05:30,2022-02-10 09:40:00+05:30,285.0,283.4910714285714,116,-175.035714285719,stop,284.69,Extreme-1
2022-02-10 09:30:00+05:30,2022-02-10 09:40:00+05:30,284.95,283.4410714285714,116,-175.035714285719,stop,284.725,Extreme-1
2022-02-10 10:15:00+05:30,2022-02-10 15:00:00+05:30,284.5,286.7,117,257.39999999999867,time,284.48249999999996,Extreme-1
2022-02-10 12:45:00+05:30,2022-02-10 15:00:00+05:30,285.3,286.7,116,162.39999999999736,time,285.1925,Extreme-1
2022-02-11 14:00:00+05:30,2022-02-11 14:10:00+05:30,281.4,280.4357142857143,118,-113.78571428570854,stop,281.3375,Extreme-1
2022-02-11 11:55:00+05:30,2022-02-11 15:00:00+05:30,280.7,280.9,118,23.59999999999866,time,280.0525,Extreme-1
2022-02-14 12:05:00+05:30,2022-02-14 12:35:00+05:30,275.8,274.26428571428573,120,-184.2857142857133,stop,275.5475,Extreme-1
2022-02-14 09:15:00+05:30,2022-02-14 15:00:00+05:30,275.0,272.25,121,-332.75,time,280.83250000000004,Extreme-1
2022-02-15 09:20:00+05:30,2022-02-15 10:00:00+05:30,276.8,273.8089285714286,120,-358.92857142856656,stop,273.06,Extreme-1
2022-02-16 09:30:00+05:30,2022-02-16 15:00:00+05:30,281.2,282.15,118,112.09999999999866,time,280.35749999999996,Extreme-1
2022-02-17 09:20:00+05:30,2022-02-17 10:25:00+05:30,284.5,281.2232142857143,117,-383.3839285714295,stop,282.9875,Extreme-1
2022-02-17 09:45:00+05:30,2022-02-17 15:00:00+05:30,282.6,282.65,117,5.8499999999946795,time,282.57000000000005,Extreme-1
2022-02-18 12:10:00+05:30,2022-02-18 14:15:00+05:30,281.5,280.14285714285717,118,-160.14285714285427,stop,281.03499999999997,Extreme-1
2022-02-18 11:55:00+05:30,2022-02-18 15:00:00+05:30,281.4,281.1,118,-35.399999999994634,time,280.875,Extreme-1
2022-02-21 09:15:00+05:30,2022-02-21 10:50:00+05:30,277.9,280.9285714285714,119,360.3999999999979,target,281.05,Extreme-1
2022-02-21 10:00:00+05:30,2022-02-21 12:55:00+05:30,280.55,284.8071428571429,118,502.3428571428583,target,280.42,Extreme-1
2022-02-21 13:45:00+05:30,2022-02-21 14:35:00+05:30,285.7,283.92321428571427,116,-206.1071428571438,stop,284.515,Extreme-1
2022-02-22 10:05:00+05:30,2022-02-22 13:05:00+05:30,284.0,279.55357142857144,117,-520.232142857141,stop,283.61,Extreme-1
2022-02-23 12:55:00+05:30,2022-02-23 15:00:00+05:30,283.5,284.45,117,111.14999999999867,time,283.23249999999996,Extreme-1
2022-02-23 13:35:00+05:30,2022-02-23 15:00:00+05:30,283.7,284.45,117,87.75,time,283.35,Extreme-1
2022-02-23 14:00:00+05:30,2022-02-23 15:00:00+05:30,283.5,284.45,117,111.14999999999867,time,283.37749999999994,Extreme-1
2022-02-23 14:05:00+05:30,2022-02-23 15:00:00+05:30,283.7,284.45,117,87.75,time,283.4125,Extreme-1
2022-02-24 13:55:00+05:30,2022-02-24 14:25:00+05:30,271.7,269.03035714285716,122,-325.6964285714256,stop,271.6375,Extreme-1
2022-02-25 09:20:00+05:30,2022-02-25 15:00:00+05:30,276.2,277.3,120,132.00000000000273,time,269.5825,Extreme-1
2022-02-28 09:15:00+05:30,2022-02-28 09:25:00+05:30,275.5,273.2053571428571,120,-275.35714285714675,stop,277.355,Extreme-1
2022-02-28 13:30:00+05:30,2022-02-28 13:50:00+05:30,279.35,277.975,119,-163.625,stop,279.0575,Extreme-1
2022-03-02 09:25:00+05:30,2022-03-02 09:45:00+05:30,278.85,276.38571428571436,119,-293.2499999999942,stop,278.13,Extreme-1
2022-03-02 11:05:00+05:30,2022-03-02 15:00:00+05:30,277.45,277.0,120,-53.999999999998636,time,276.695,Extreme-1
2022-03-03 12:30:00+05:30,2022-03-03 13:20:00+05:30,286.7,285.1464285714286,116,-180.214285714281,stop,286.58500000000004,Extreme-1
2022-03-03 12:40:00+05:30,2022-03-03 13:20:00+05:30,286.55,285.10357142857146,116,-167.7857142857124,stop,286.605,Extreme-1
2022-03-07 13:30:00+05:30,2022-03-07 14:10:00+05:30,288.1,286.77857142857147,115,-151.96428571428385,stop,288.0975,Extreme-1
2022-03-07 10:00:00+05:30,2022-03-07 15:00:00+05:30,287.7,287.5,115,-22.999999999998693,time,286.48999999999995,Extreme-1
2022-03-07 10:20:00+05:30,2022-03-07 15:00:00+05:30,286.0,287.5,116,174.0,time,285.8375,Extreme-1
2022-03-08 11:30:00+05:30,2022-03-08 12:45:00+05:30,287.2,289.85714285714283,116,308.2285714285699,target,287.1,Extreme-1
2022-03-08 11:40:00+05:30,2022-03-08 12:50:00+05:30,288.0,290.71428571428567,115,312.14285714285154,target,287.15,Extreme-1
2022-03-08 09:20:00+05:30,2022-03-08 14:05:00+05:30,287.35,291.6357142857143,116,497.1428571428562,target,287.15500000000003,Extreme-1
2022-03-08 09:25:00+05:30,2022-03-08 14:10:00+05:30,287.6,291.9142857142857,115,496.14285714285415,target,286.96,Extreme-1
2022-03-08 12:45:00+05:30,2022-03-08 15:00:00+05:30,289.5,292.1,115,299.0000000000026,time,288.1325,Extreme-1
2022-03-09 13:40:00+05:30,2022-03-09 14:30:00+05:30,297.5,295.99107142857144,112,-168.99999999999818,stop,297.46500000000003,Extreme-1
2022-03-10 13:00:00+05:30,2022-03-10 14:00:00+05:30,294.6,293.225,113,-155.375,stop,294.6325,Extreme-1
2022-03-10 13:05:00+05:30,2022-03-10 14:00:00+05:30,294.6,293.2428571428572,113,-153.3571428571401,stop,294.58250000000004,Extreme-1
2022-03-10 13:20:00+05:30,2022-03-10 14:00:00+05:30,294.4,293.0517857142857,113,-152.34821428571337,stop,294.47249999999997,Extreme-1
2022-03-10 09:20:00+05:30,2022-03-10 15:00:00+05:30,295.6,294.2,112,-156.80000000000382,time,295.62,Extreme-1
2022-03-10 09:40:00+05:30,2022-03-10 15:00:00+05:30,295.4,294.2,112,-134.39999999999873,time,295.19,Extreme-1
2022-03-11 11:40:00+05:30,2022-03-11 15:00:00+05:30,293.4,293.2,113,-22.599999999998715,time,293.26750000000004,Extreme-1
2022-03-11 11:50:00+05:30,2022-03-11 15:00:00+05:30,293.5,293.2,113,-33.900000000001285,time,293.1875,Extreme-1
2022-03-11 12:35:00+05:30,2022-03-11 15:00:00+05:30,294.0,293.2,113,-90.40000000000128,time,293.435,Extreme-1
2022-03-14 09:15:00+05:30,2022-03-14 09:30:00+05:30,293.2,295.7285714285714,113,285.7285714285694,target,293.3375,Extreme-1
2022-03-14 09:20:00+05:30,2022-03-14 09:50:00+05:30,294.7,297.4,113,305.0999999999987,target,293.2975,Extreme-1
2022-03-15 09:20:00+05:30,2022-03-15 09:40:00+05:30,299.7,297.50357142857143,111,-243.80357142856963,stop,299.3325,Extreme-1
2022-03-15 09:30:00+05:30,2022-03-15 09:55:00+05:30,299.5,296.875,111,-291.375,stop,299.3225,Extreme-1
2022-03-15 11:55:00+05:30,2022-03-15 12:40:00+05:30,297.6,296.3589285714286,112,-139.00000000000182,stop,297.1825,Extreme-1
2022-03-16 09:20:00+05:30,2022-03-16 15:00:00+05:30,298.8,297.8,111,-111.0,time,294.2925,Extreme-1
2022-03-21 11:35:00+05:30,2022-03-21 12:30:00+05:30,305.2,303.9321428571429,109,-138.19642857142503,stop,304.7025,Extreme-1
2022-03-21 09:20:00+05:30,2022-03-21 13:20:00+05:30,305.0,302.00892857142856,109,-326.0267857142875,stop,302.665,Extreme-1
2022-03-22 09:20:00+05:30,2022-03-22 09:25:00+05:30,303.55,300.87142857142857,109,-291.9642857142875,stop,300.8375,Extreme-1
2022-03-22 09:30:00+05:30,2022-03-22 15:00:00+05:30,300.75,303.6,110,313.5000000000025,time,300.69500000000005,Extreme-1
2022-03-23 14:20:00+05:30,2022-03-23 15:00:00+05:30,305.2,305.0,109,-21.79999999999876,time,304.90500000000003,Extreme-1
2022-03-24 11:25:00+05:30,2022-03-24 11:40:00+05:30,306.15,305.1410714285714,108,-108.96428571428396,stop,305.505,Extreme-1
2022-03-24 11:35:00+05:30,2022-03-24 12:10:00+05:30,305.8,304.78214285714284,109,-110.94642857143123,stop,305.51750000000004,Extreme-1
2022-03-24 09:20:00+05:30,2022-03-24 15:00:00+05:30,305.3,305.85,109,59.95000000000124,time,305.15250000000003,Extreme-1
2022-03-24 13:30:00+05:30,2022-03-24 15:00:00+05:30,305.1,305.85,109,81.75,time,304.8525,Extreme-1
2022-03-24 13:40:00+05:30,2022-03-24 15:00:00+05:30,304.9,305.85,109,103.55000000000496,time,304.755,Extreme-1
2022-03-24 14:25:00+05:30,2022-03-24 15:00:00+05:30,305.75,305.85,109,10.900000000002478,time,304.8275,Extreme-1
2022-03-25 09:15:00+05:30,2022-03-25 09:35:00+05:30,305.5,303.8839285714286,109,-176.1517857142813,stop,305.4,Extreme-1
2022-03-25 09:20:00+05:30,2022-03-25 09:35:00+05:30,305.8,304.0678571428572,109,-188.80357142856877,stop,305.4875,Extreme-1
2022-03-25 11:25:00+05:30,2022-03-25 12:10:00+05:30,304.2,303.2714285714286,109,-101.21428571428129,stop,304.1625,Extreme-1
2022-03-29 11:40:00+05:30,2022-03-29 11:45:00+05:30,301.35,300.39464285714286,110,-105.0892857142884,stop,301.0775,Extreme-1
2022-03-29 11:35:00+05:30,2022-03-29 12:05:00+05:30,301.1,300.14464285714286,110,-105.0892857142884,stop,301.0525,Extreme-1
2022-03-29 09:15:00+05:30,2022-03-29 12:15:00+05:30,301.5,299.7321428571429,110,-194.46428571428214,stop,299.96000000000004,Extreme-1
2022-03-29 13:00:00+05:30,2022-03-29 15:00:00+05:30,300.6,301.3,110,76.99999999999875,time,300.405,Extreme-1
2022-03-30 11:35:00+05:30,2022-03-30 12:00:00+05:30,303.8,302.9428571428572,109,-93.42857142856877,stop,303.55499999999995,Extreme-1
2022-03-30 13:00:00+05:30,2022-03-30 13:40:00+05:30,303.6,302.4482142857143,109,-125.54464285714374,stop,303.375,Extreme-1
2022-03-30 13:20:00+05:30,2022-03-30 13:45:00+05:30,303.35,302.1625,109,-129.4375,stop,303.355,Extreme-1
2022-03-31 09:20:00+05:30,2022-03-31 09:25:00+05:30,301.0,299.1964285714286,110,-198.39285714285268,stop,300.845,Extreme-1
2022-03-31 13:30:00+05:30,2022-03-31 14:05:00+05:30,298.3,297.425,111,-97.125,stop,297.915,Extreme-1
2022-04-01 11:40:00+05:30,2022-04-01 12:35:00+05:30,298.75,297.7678571428571,111,-109.01785714286075,stop,298.4625,Extreme-1
2022-04-01 13:20:00+05:30,2022-04-01 15:00:00+05:30,298.2,298.9,111,77.69999999999874,time,298.115,Extreme-1
2022-04-04 09:20:00+05:30,2022-04-04 15:00:00+05:30,301.0,302.55,110,170.50000000000125,time,299.5875,Extreme-1
2022-04-04 11:10:00+05:30,2022-04-04 15:00:00+05:30,302.0,302.55,110,60.50000000000125,time,301.8125,Extreme-1
2022-04-05 09:25:00+05:30,2022-04-05 10:10:00+05:30,303.2,301.4142857142857,109,-194.64285714285626,stop,302.7175,Extreme-1
2022-04-05 13:20:00+05:30,2022-04-05 14:00:00+05:30,300.5,299.9553571428571,110,-59.91071428571786,stop,300.48,Extreme-1
2022-04-06 12:00:00+05:30,2022-04-06 13:25:00+05:30,297.2,296.50357142857143,112,-77.99999999999818,stop,297.06499999999994,Extreme-1
2022-04-06 12:25:00+05:30,2022-04-06 13:25:00+05:30,297.1,296.4482142857143,112,-73.00000000000091,stop,297.04249999999996,Extreme-1
2022-04-07 09:15:00+05:30,2022-04-07 09:20:00+05:30,296.0,294.3571428571429,112,-183.99999999999636,stop,296.6225,Extreme-1
2022-04-07 13:00:00+05:30,2022-04-07 13:30:00+05:30,292.2,291.5660714285714,114,-72.26785714286177,stop,292.15250000000003,Extreme-1
2022-04-08 12:10:00+05:30,2022-04-08 15:00:00+05:30,292.0,292.5,114,57.0,time,291.9525,Extreme-1
2022-04-08 12:15:00+05:30,2022-04-08 15:00:00+05:30,291.9,292.5,114,68.40000000000259,time,291.87499999999994,Extreme-1
2022-04-08 12:20:00+05:30,2022-04-08 15:00:00+05:30,292.4,292.5,113,11.30000000000257,time,291.87,Extreme-1
2022-04-11 13:50:00+05:30,2022-04-11 15:00:00+05:30,286.05,285.8,116,-29.0,time,285.91749999999996,Extreme-1
2022-04-12 11:45:00+05:30,2022-04-12 12:35:00+05:30,281.5,280.5357142857143,118,-113.78571428571524,stop,281.475,Extreme-1
2022-04-13 09:20:00+05:30,2022-04-13 12:30:00+05:30,281.7,279.87857142857143,118,-214.9285714285695,stop,279.87,Extreme-1
2022-04-19 09:15:00+05:30,2022-04-19 09:20:00+05:30,272.0,270.375,122,-198.25,stop,269.48249999999996,Extreme-1
2022-04-19 09:25:00+05:30,2022-04-19 12:50:00+05:30,270.0,268.1607142857143,123,-226.23214285714386,stop,269.5875,Extreme-1
2022-04-20 09:20:00+05:30,2022-04-20 15:00:00+05:30,267.9,267.75,124,-18.59999999999718,time,267.755,Extreme-1
2022-04-21 13:15:00+05:30,2022-04-21 14:00:00+05:30,270.65,269.9,123,-92.25,stop,270.3725,Extreme-1
2022-04-21 13:30:00+05:30,2022-04-21 14:40:00+05:30,270.5,269.69642857142856,123,-98.83928571428771,stop,270.385,Extreme-1
2022-04-21 10:20:00+05:30,2022-04-21 15:00:00+05:30,270.15,269.8,123,-43.049999999995805,time,269.2825,Extreme-1
2022-04-21 10:55:00+05:30,2022-04-21 15:00:00+05:30,270.0,269.8,123,-24.5999999999986,time,269.81000000000006,Extreme-1
2022-04-21 11:00:00+05:30,2022-04-21 15:00:00+05:30,270.0,269.8,123,-24.5999999999986,time,269.83,Extreme-1
2022-04-22 09:15:00+05:30,2022-04-22 09:20:00+05:30,267.5,265.9107142857143,124,-197.07142857142958,stop,269.89500000000004,Extreme-1
2022-04-22 12:20:00+05:30,2022-04-22 13:00:00+05:30,269.3,268.5053571428572,123,-97.74107142856843,stop,269.29499999999996,Extreme-1
2022-04-22 09:45:00+05:30,2022-04-22 15:00:00+05:30,270.0,268.6,123,-172.1999999999972,time,269.32,Extreme-1
2022-04-22 13:40:00+05:30,2022-04-22 15:00:00+05:30,269.0,268.6,123,-49.1999999999972,time,269.035,Extreme-1
2022-04-25 13:15:00+05:30,2022-04-25 14:05:00+05:30,264.05,265.47857142857146,126,180.00000000000205,target,263.52750000000003,Extreme-1
2022-04-25 11:10:00+05:30,2022-04-25 15:00:00+05:30,263.4,265.3,126,239.4000000000043,time,263.15999999999997,Extreme-1
2022-04-26 12:20:00+05:30,2022-04-26 12:45:00+05:30,267.2,266.2178571428571,124,-121.78571428571831,stop,266.99,Extreme-1
2022-04-26 11:55:00+05:30,2022-04-26 12:55:00+05:30,267.0,266.0357142857143,124,-119.57142857142958,stop,266.8625,Extreme-1
2022-04-26 12:15:00+05:30,2022-04-26 12:55:00+05:30,267.0,266.0,124,-124.0,stop,266.9125,Extreme-1
2022-04-27 13:25:00+05:30,2022-04-27 15:00:00+05:30,259.1,259.3,128,25.599999999998545,time,258.6225,Extreme-1
2022-04-27 13:50:00+05:30,2022-04-27 15:00:00+05:30,259.25,259.3,128,6.400000000001455,time,258.63250000000005,Extreme-1
2022-04-27 14:15:00+05:30,2022-04-27 15:00:00+05:30,258.9,259.3,128,51.200000000004366,time,258.7025,Extreme-1
2022-04-28 09:20:00+05:30,2022-04-28 09:50:00+05:30,260.75,258.8392857142857,127,-242.66071428571325,stop,259.315,Extreme-1
2022-04-29 09:20:00+05:30,2022-04-29 09:30:00+05:30,262.95,260.7267857142857,126,-280.124999999999,stop,262.0425,Extreme-1
2022-04-29 13:45:00+05:30,2022-04-29 14:00:00+05:30,256.8,255.85357142857146,129,-122.08928571428362,stop,256.725,Extreme-1
2022-05-02 14:25:00+05:30,2022-05-02 14:55:00+05:30,246.9,248.15714285714284,135,169.7142857142832,target,246.9725,Extreme-1
2022-05-04 09:15:00+05:30,2022-05-04 10:15:00+05:30,250.0,248.24107142857142,133,-233.93750000000162,stop,247.24,Extreme-1
2022-05-04 09:20:00+05:30,2022-05-04 14:05:00+05:30,248.7,246.6642857142857,134,-272.7857142857132,stop,247.32750000000001,Extreme-1
2022-05-05 12:35:00+05:30,2022-05-05 13:15:00+05:30,249.55,248.7375,133,-108.0625,stop,249.13250000000002,Extreme-1
2022-05-05 11:30:00+05:30,2022-05-05 14:50:00+05:30,249.4,251.24285714285713,133,245.09999999999795,target,249.2225,Extreme-1
2022-05-05 12:30:00+05:30,2022-05-05 14:50:00+05:30,249.2,250.6142857142857,133,188.09999999999957,target,249.125,Extreme-1
2022-05-05 13:20:00+05:30,2022-05-05 14:50:00+05:30,249.5,251.1,133,212.79999999999924,target,249.28000000000003,Extreme-1
2022-05-05 13:55:00+05:30,2022-05-05 14:50:00+05:30,249.6,251.6,133,266.0,target,249.45999999999998,Extreme-1
2022-05-05 09:20:00+05:30,2022-05-05 15:00:00+05:30,250.1,250.9,133,106.40000000000151,time,246.95,Extreme-1
2022-05-06 12:35:00+05:30,2022-05-06 15:00:00+05:30,241.6,241.9,137,41.10000000000156,time,241.47749999999996,Extreme-1
2022-05-06 12:40:00+05:30,2022-05-06 15:00:00+05:30,241.6,241.9,137,41.10000000000156,time,241.4725,Extreme-1
2022-05-06 12:45:00+05:30,2022-05-06 15:00:00+05:30,242.2,241.9,137,-41.099999999997664,time,241.54249999999996,Extreme-1
2022-05-06 13:30:00+05:30,2022-05-06 15:00:00+05:30,241.9,241.9,137,0.0,time,241.7375,Extreme-1
2022-05-09 09:40:00+05:30,2022-05-09 15:00:00+05:30,241.5,241.85,138,48.299999999999216,time,241.5025,Extreme-1
2022-05-09 09:50:00+05:30,2022-05-09 15:00:00+05:30,242.8,241.85,137,-130.15000000000234,time,241.305,Extreme-1
2022-05-10 11:35:00+05:30,2022-05-10 14:55:00+05:30,240.4,239.35535714285717,138,-144.16071428571092,stop,240.285,Extreme-1
2022-05-10 12:50:00+05:30,2022-05-10 14:55:00+05:30,240.6,239.54642857142858,138,-145.39285714285546,stop,240.5125,Extreme-1
2022-05-11 09:20:00+05:30,2022-05-11 09:40:00+05:30,240.0,238.11607142857142,138,-259.98214285714454,stop,239.78250000000003,Extreme-1
2022-05-11 09:30:00+05:30,2022-05-11 09:45:00+05:30,239.9,237.7125,138,-301.875,stop,239.5625,Extreme-1
